forceResistStates			force_healing_1	force_healing	clienteffect/pl_force_resist_states_self.cef	250	0	0	20	32	-1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		forceResistStates	resistance_states	25					15	2	2
transferForce			force_transfer_1	force_healing	clienteffect/pl_force_heal_self.cef	200	0	0	20	32	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	225												12	4
channelForce			force_healing_1	force_healing	clienteffect/pl_force_channel_force_self.cef	0	0	0	20	32	-1	4	250	400	0	0	25	50	0	0	15	25	0	0	0	0	0	0	0	0	0	250	500									3			12	
drainForce			force_drain_1	force_healing	clienteffect/pl_force_heal_self.cef	100	0	0	20	32	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												15	6
forceMeditate			force_healing_1	force_healing	clienteffect/pl_force_meditate_self.cef	0	0	0	20	32	-1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3											
forceValor	force enhance saber block		force_healing_1	force_healing	clienteffect/pl_force_absorb_self.cef	100	0	0	20	32	-1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		forceValor								5	
forceValor_1			force_healing_1	force_healing	clienteffect/pl_force_absorb_self.cef	150	0	0	20	32	-1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		forceValor_1								5	
forceAura	force based cob		force_healing_1	force_healing	clienteffect/pl_force_shield_self.cef	100	0	0	20	32	-1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		forceAura								5	
forceAura_1			force_healing_1	force_healing	clienteffect/pl_force_shield_self.cef	150	0	0	20	32	-1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		forceAura_1								5	
forceCloak	Cloaks Self in a Barrier of Force Rendering the Jedi Invisible		force_healing_1	force_healing	clienteffect/pl_force_speed_self.cef	150	25	0	20	32	-1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	invis_forceCloak								10	
forceBreach	chance to strip any force buff		force_drain_1	force_healing	clienteffect/pl_force_heal_self.cef	250	0	0	20	32	16	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												5	15
regainConsciousness			force_healing_1	force_healing	clienteffect/pl_force_regain_consciousness_self.cef	1000	0	5	20	32	-1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
avoidIncapacitation			force_healing_1	force_healing	clienteffect/pl_force_avoid_incap_self.cef	1000	0	0	20	32	-1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		avoidIncapacitation	avoid_incap	1					0.5		10
avoidIncapacitation_1			force_healing_1	force_healing	clienteffect/pl_force_avoid_incap_self.cef	1000	0	0	20	32	-1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		avoidIncapacitation_1	avoid_incap	1					0.5		10
avoidIncapacitation_2			force_healing_1	force_healing	clienteffect/pl_force_avoid_incap_self.cef	1000	0	0	20	32	-1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		avoidIncapacitation_2	avoid_incap	1					0.5		10
avoidIncapacitation_3			force_healing_1	force_healing	clienteffect/pl_force_avoid_incap_self.cef	1000	0	0	20	32	-1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		avoidIncapacitation_3	avoid_incap	1					0.5		10
avoidIncapacitation_4			force_healing_1	force_healing	clienteffect/pl_force_avoid_incap_self.cef	1000	0	0	20	32	-1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		avoidIncapacitation_4	avoid_incap	1					0.5		10
avoidIncapacitation_5			force_healing_1	force_healing	clienteffect/pl_force_avoid_incap_self.cef	1000	0	0	20	32	-1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		avoidIncapacitation_5	avoid_incap	1					0.5		10
