jedi_light_side_journeyman_healing_02	4	force_discipline_enhancements_protection_03	4
jedi_light_side_journeyman_healing_01	3	force_discipline_enhancements_movement_03	4
jedi_light_side_journeyman_force_power_04	6	force_discipline_enhancements_resistance_03	4
jedi_light_side_journeyman_force_power_03	5	force_discipline_healing_wound_03	4
jedi_light_side_journeyman_force_power_02	4	force_discipline_defender_force_defense_02	6
jedi_light_side_journeyman_force_power_01	3	force_discipline_defender_ranged_defense_02	6
jedi_light_side_journeyman_force_manipulation_04	6	force_discipline_defender_preternatural_defense_02	6
jedi_light_side_journeyman_force_manipulation_03	5	force_discipline_defender_melee_defense_02	6
jedi_light_side_journeyman_force_manipulation_02	4	force_discipline_enhancements_synergy_02	6
jedi_light_side_journeyman_force_manipulation_01	3	force_discipline_enhancements_resistance_02	6
jedi_light_side_journeyman_novice	24	force_discipline_enhancements_protection_02	6
jedi_dark_side_journeyman_master	6	force_discipline_enhancements_movement_02	6
jedi_dark_side_journeyman_saber_04	2	force_discipline_healing_states_02	6
jedi_dark_side_journeyman_saber_03	2	force_discipline_healing_other_02	6
jedi_dark_side_journeyman_saber_02	1	force_discipline_healing_wound_02	6
jedi_dark_side_journeyman_saber_01	1	force_discipline_healing_damage_02	6
jedi_dark_side_journeyman_healing_04	6	force_discipline_powers_debuff_02	6
jedi_dark_side_journeyman_healing_03	5	force_discipline_powers_push_02	6
jedi_dark_side_journeyman_healing_02	4	force_discipline_powers_mental_02	6
jedi_dark_side_journeyman_healing_01	3	force_discipline_powers_lightning_02	6
jedi_dark_side_journeyman_force_power_04	6	force_discipline_light_saber_technique_02	6
jedi_dark_side_journeyman_force_power_03	5	force_discipline_light_saber_polearm_02	6
jedi_dark_side_journeyman_force_power_02	4	force_discipline_light_saber_two_hand_02	6
jedi_dark_side_journeyman_force_power_01	3	force_discipline_light_saber_one_hand_02	6
jedi_dark_side_journeyman_force_manipulation_04	6	force_discipline_light_saber_one_hand_01	8
jedi_dark_side_journeyman_force_manipulation_03	5	force_discipline_light_saber_two_hand_01	8
jedi_dark_side_journeyman_force_manipulation_02	4	force_discipline_light_saber_polearm_01	8
jedi_dark_side_journeyman_force_manipulation_01	3	force_discipline_light_saber_technique_01	8
jedi_dark_side_journeyman_novice	24	force_discipline_powers_lightning_01	8
jedi_padawan_master	12	force_discipline_powers_mental_01	8
jedi_padawan_saber_04	2	force_discipline_powers_debuff_01	8
jedi_padawan_saber_03	2	force_discipline_powers_push_01	8
jedi_padawan_saber_02	1	force_discipline_healing_damage_01	8
jedi_padawan_saber_01	1	force_discipline_healing_wound_01	8
jedi_padawan_healing_04	3	force_discipline_healing_other_01	8
jedi_padawan_healing_03	4	force_discipline_healing_states_01	8
jedi_padawan_healing_02	5	force_discipline_enhancements_movement_01	8
jedi_padawan_healing_01	3	force_discipline_enhancements_protection_01	8
jedi_padawan_force_power_04	3	force_discipline_enhancements_resistance_01	8
jedi_padawan_force_power_03	4	force_discipline_enhancements_synergy_01	8
jedi_padawan_force_power_02	5	force_discipline_defender_melee_defense_01	8
jedi_padawan_force_power_01	6	force_discipline_defender_ranged_defense_01	8
jedi_padawan_force_manipulation_04	3	force_discipline_defender_force_defense_01	8
jedi_padawan_force_manipulation_03	4	force_discipline_defender_preternatural_defense_01	8
jedi_padawan_force_manipulation_02	5	force_discipline_powers_novice	8
jedi_padawan_force_manipulation_01	6	force_discipline_light_saber_novice	8
jedi_padawan_novice	32	force_discipline_healing_novice	8
		force_discipline_defender_novice	8
		force_discipline_enhancements_novice	8
