geonosian	geonosian_scientist	geonosian_humanoid	geonosian_mercenary	geonosian_probot	geonosian_droideka	geonosian_kwi	geonosian_kliknik_strong	geonosian_kliknik_weak	geonosian_gaping_spider_fire	geonosian_acklay_bunker_boss
s	s	s	s	s	s	s	s	s	s	s
object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_honey_carafe.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_data_tab.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_honey_carafe.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_honey_carafe.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_data_tab.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_data_tab.iff	object/tangible/food/spice/spice_kwi_boost.iff	object/tangible/food/spice/spice_kliknik_boost.iff	object/tangible/food/spice/spice_kliknik_boost.iff	object/tangible/component/weapon/spider_spine.iff	object/tangible/component/weapon/acklay_bone_reinforcement_core.iff
object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_tech_kit.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_ration_kit.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_ration_kit.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_ration_kit.iff	object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_small_ball.iff					
object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_tech_kit.iff	object/tangible/component/weapon/geonosian_sword_core.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_spice_container.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_spice_container.iff	object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/component/weapon/geonosian_power_cube.iff					
object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_tech_kit.iff	object/tangible/component/weapon/geonosian_sword_core.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_spice_container.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_spice_container.iff	object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/component/weapon/geonosian_power_cube.iff					
object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_tech_kit.iff	object/tangible/component/weapon/geonosian_reinforcement_core.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_spice_container.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_spice_container.iff	object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/component/weapon/geonosian_power_cube.iff
object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_tech_kit.iff	object/tangible/component/weapon/geonosian_reinforcement_core.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_spice_container.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_spice_container.iff	object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/component/weapon/geonosian_power_cube.iff
object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_tech_kit.iff	object/tangible/component/weapon/geonosian_solidifying_agent.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_spice_container.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_spice_container.iff	object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/component/weapon/geonosian_power_cube.iff
object/tangible/component/weapon/geonosian_sword_core.iff	object/tangible/component/weapon/geonosian_solidifying_agent.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_spice_container.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_spice_container.iff	object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/component/weapon/geonosian_power_cube.iff
object/tangible/component/weapon/geonosian_sword_core.iff	object/tangible/component/weapon/geonosian_solidifying_agent.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_data_tab.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_data_tab.iff	object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/component/weapon/geonosian_power_cube.iff
object/tangible/component/weapon/geonosian_reinforcement_core.iff	object/tangible/component/weapon/geonosian_solidifying_agent.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_data_tab.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_data_tab.iff	object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/component/weapon/geonosian_power_cube.iff
object/tangible/component/weapon/geonosian_reinforcement_core.iff	object/tangible/component/weapon/geonosian_solidifying_agent.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_data_tab.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_data_tab.iff	object/tangible/component/weapon/geonosian_power_cube_green.iff	object/tangible/component/weapon/geonosian_power_cube.iff
object/tangible/component/weapon/geonosian_solidifying_agent.iff	object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_data_tab.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_data_tab.iff	object/tangible/component/weapon/geonosian_power_cube_green.iff	object/tangible/component/weapon/geonosian_power_cube.iff
object/tangible/component/weapon/geonosian_solidifying_agent.iff	object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_data_tab.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_data_tab.iff	object/tangible/component/weapon/geonosian_power_cube_green.iff	object/tangible/component/weapon/geonosian_power_cube_green.iff
object/tangible/component/weapon/geonosian_solidifying_agent.iff	object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_data_tab.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_data_tab.iff	object/tangible/component/weapon/geonosian_power_cube_green.iff	object/tangible/component/weapon/geonosian_power_cube_green.iff
object/tangible/component/weapon/geonosian_solidifying_agent.iff	object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_small_ball.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_small_ball.iff	object/tangible/component/weapon/geonosian_power_cube_green.iff	object/tangible/component/weapon/geonosian_power_cube_green.iff
object/tangible/component/weapon/geonosian_solidifying_agent.iff	object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_small_ball.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_small_ball.iff	object/tangible/component/weapon/geonosian_power_cube_red.iff	object/tangible/component/weapon/geonosian_power_cube_green.iff
object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_small_ball.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_small_ball.iff	object/tangible/component/weapon/geonosian_power_cube_red.iff	object/tangible/component/weapon/geonosian_power_cube_red.iff
object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_small_ball.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_small_ball.iff	object/tangible/component/weapon/geonosian_power_cube_yellow.iff	object/tangible/component/weapon/geonosian_power_cube_red.iff
object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_small_ball.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_small_ball.iff		object/tangible/component/weapon/geonosian_power_cube_yellow.iff
object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_small_ball.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_small_ball.iff		
object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_tech_kit.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_tech_kit.iff
object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/component/weapon/geonosian_power_cube_green.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_tech_kit.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_tech_kit.iff
object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/component/weapon/geonosian_power_cube_green.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_tech_kit.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_tech_kit.iff
object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/component/weapon/geonosian_power_cube_green.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_tech_kit.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_tech_kit.iff
object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/component/weapon/geonosian_power_cube_green.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_tech_kit.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_tech_kit.iff
object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/component/weapon/geonosian_power_cube_green.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_tech_kit.iff	object/tangible/loot/dungeon/geonosian_mad_bunker/relic_gbb_tech_kit.iff
object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/component/weapon/geonosian_power_cube_red.iff	object/tangible/loot/loot_schematic/geonosian_reinforcement_core_schematic.iff	object/tangible/loot/loot_schematic/geonosian_sword_core_schematic.iff
object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/component/weapon/geonosian_power_cube_red.iff		
object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/component/weapon/geonosian_power_cube_yellow.iff		
object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/loot/loot_schematic/geonosian_sonic_blaster_schematic.iff		
object/tangible/component/weapon/geonosian_power_cube.iff	object/tangible/loot/loot_schematic/geonosian_reinforcement_core_schematic.iff		
object/tangible/component/weapon/geonosian_power_cube_green.iff	object/tangible/loot/loot_schematic/geonosian_sword_core_schematic.iff		
object/tangible/component/weapon/geonosian_power_cube_red.iff			
object/tangible/loot/loot_schematic/geonosian_tenloss_dxr6_schematic.iff			
