78	SPECIES_CAPPER_SPINEFLAP	insect_moth		0
79	SPECIES_CARRION_SPAT	kaadu		
80	SPECIES_CHOKU	canine	1	
81	SPECIES_CHUBA	frog		
82	SPECIES_COLO_CLAW_FISH	colo_claw_fish		0
83	SPECIES_CONDOR_DRAGON	griffon		0
84	SPECIES_CORELLIAN_SAND_PANTHER	cat_predatory	1	
85	SPECIES_CORELLIAN_SLICE_HOUND	canine	1	
86	SPECIES_CROWNED_RASP	bird_finch		0
87	SPECIES_CRYSTAL_SNAKE	snake_basic		0
88	SPECIES_CU_PA	tauntaun		0
89	SPECIES_DALYRAKE	insect_mantis		0
90	SPECIES_DEWBACK	dewback		
91	SPECIES_DUNE_LIZARD	lizard_basic		
92	SPECIES_DURNI	rabbit	1	
93	SPECIES_DWARF_NUNA	bird_turkey		
94	SPECIES_EOPIE	camel		
95	SPECIES_FAA	fish_basic		0
96	SPECIES_FALUMPASET	camel		
97	SPECIES_FAMBAA	fambaa		
98	SPECIES_FANNED_RAWL	snake_basic		0
99	SPECIES_FLEWT	insect_moth		0
100	SPECIES_FLIT	bat		0
101	SPECIES_FLITE_RASP	bird_finch		0
102	SPECIES_FYNOCK	mynock		0
103	SPECIES_GACKLE_BAT	bat		0
104	SPECIES_GAPING_SPIDER	spider		0
105	SPECIES_GEKK	dinosaurid		
106	SPECIES_GNORT	rabbit	1	
107	SPECIES_GRAUL	rancor	1	
108	SPECIES_GREAT_GRASS_PLAINS_TUSK_CAT	cat_predatory	1	
109	SPECIES_GRONDA	elephant		
110	SPECIES_GUALAMA	horse		
111	SPECIES_GUBBUR	frog		
112	SPECIES_GUF_DROLG	dewback		
113	SPECIES_GULGINAW	griffon		0
114	SPECIES_GURK	simian_ape	1	
115	SPECIES_GURNASET	camel		
116	SPECIES_GURREK	cat_predatory	1	
117	SPECIES_HANADAK	simian_ape	1	
118	SPECIES_HERMIT_SPIDER	spider		0
119	SPECIES_HORNED_KREVOL	insect_basic		0
120	SPECIES_HORNED_RASP	bird_finch		0
121	SPECIES_HUF_DUN	fambaa		
122	SPECIES_HUURTON	canine	1	
123	SPECIES_IKOPI	goat		
124	SPECIES_JELLYFISH	jellyfish		0
125	SPECIES_KAADU	kaadu		
126	SPECIES_KAITOK	griffon		0
127	SPECIES_KIMA	cat_domestic	1	
128	SPECIES_KIMOGILA	lizard_giant		
129	SPECIES_KITTLE	cat_domestic	1	
130	SPECIES_KLIKNIK	insect_mantis		0
131	SPECIES_KRAHBU	horse		
132	SPECIES_KRAYT_DRAGON	lizard_giant		
133	SPECIES_KUPERNUG	bird_eagle		0
134	SPECIES_KUSAK	canine	1	
135	SPECIES_KWI	tauntaun		0
136	SPECIES_LAA	fish_basic		0
137	SPECIES_LANGLATCH	cat_domestic	1	
138	SPECIES_LANTERN_BIRD	bird_giant		0
139	SPECIES_MALKLOC	fambaa		
140	SPECIES_MAMIEN	simian_ape	1	
141	SPECIES_MAWGAX	kaadu		
142	SPECIES_MEREK	insect_mantis		0
143	SPECIES_MOTT	pig	1	
144	SPECIES_MURRA	goat		
145	SPECIES_MYNOCK	mynock		0
146	SPECIES_NARGLATCH	cat_predatory	1	
147	SPECIES_NERF	horse		
148	SPECIES_NUNA	bird_turkey		
149	SPECIES_OPEE_SEA_KILLER	opee_sea_killer		0
150	SPECIES_PREDATORIAL_BUTTERFLY	insect_moth		0
151	SPECIES_PEKO_PEKO	bird_giant		0
152	SPECIES_PERLEK	griffon		0
153	SPECIES_PHARPLE	bird_turkey		
154	SPECIES_PIKET	giraffe		
155	SPECIES_PLUMED_RASP	bird_finch		0
156	SPECIES_PUFFERFISH	fish_basic		0
157	SPECIES_PUGORISS	kaadu		
158	SPECIES_PURBOLE	simian_monkey	1	
159	SPECIES_QUENKER	rat		
160	SPECIES_QURVEL	bird_eagle		0
161	SPECIES_RANCOR	rancor	1	
162	SPECIES_RAY	fish_basic		0
163	SPECIES_REMMER	rat		
164	SPECIES_REPTILIAN_FLYER	bird_giant		0
165	SPECIES_ROBA	pig	1	
166	SPECIES_ROCK_MITE	insect_basic		0
167	SPECIES_RONTO	giraffe		
168	SPECIES_SALT_MYNOCK	mynock		0
169	SPECIES_SARLACC	sarlacc		0
170	SPECIES_SCURRIER	dinosaurid		
171	SPECIES_SHARNAFF	giraffe		
172	SPECIES_SHAUPAUT	simian_monkey	1	
173	SPECIES_SHEAR_MITE	spider		0
174	SPECIES_SKREEG	simian_monkey	1	
175	SPECIES_SNORBAL	elephant		
176	SPECIES_SPINED_PUC	frog		
177	SPECIES_SPINED_SNAKE	snake_basic		0
178	SPECIES_SQUALL	rabbit	1	
179	SPECIES_SQUILL	simian_monkey	1	
180	SPECIES_STINTARIL	rat		
181	SPECIES_STRIPED_FISH	fish_basic		0
182	SPECIES_SWIRL_PRONG	goat		
183	SPECIES_TANC_MITE	insect_basic		0
184	SPECIES_TAUN_TAUN	tauntaun		0
185	SPECIES_TESSELATED_ARBOREAL_BINJINPHANT	dinosaurid		
186	SPECIES_THUNE	elephant		
187	SPECIES_TORTON	fambaa		
188	SPECIES_TYBIS	horse		
189	SPECIES_VEERMOK	simian_ape	1	
190	SPECIES_VERNE	goat					
191	SPECIES_VESP	lizard_basic					
192	SPECIES_VIR_VUR	rabbit	1				
193	SPECIES_VLUTORE	bird_eagle		0			
194	SPECIES_VOG_EEL	snake_basic		0			
195	SPECIES_VORITOR_LIZARD	lizard_basic					
196	SPECIES_VYNOCK	mynock		0			
197	SPECIES_WHISPER_BIRD	bird_giant		0			
198	SPECIES_WINGED_ORNITH	bird_eagle		0			
199	SPECIES_WOMP_RAT	rat					
200	SPECIES_WOOLAMANDER	simian_monkey	1				
201	SPECIES_WORRT	frog					
202	SPECIES_ZUCCA_BOAR	pig	1				
203	SPECIES_ASSASSINDROID	droid_2		0			
204	SPECIES_ASTROMECH	astromech		0	none	1	
205	SPECIES_BARTENDERDROID	robo_bartender		0	none	1	1
206	SPECIES_BUGDROID	protocol_droid		0	none	1	1
207	SPECIES_DARKTROOPER	human					
208	SPECIES_DEMOLITIONMECH	lin_demolition		0	none		
209	SPECIES_DOORDROID	tt8l_y7		0	none		
210	SPECIES_DROIDEKA	droideka		0			
211	SPECIES_INTERROGATOR	ito		0			1
212	SPECIES_JEDITRAINER	orb		0			
213	SPECIES_LOADLIFTER	cll8		0	none		
214	SPECIES_MOUSEDROID	mouse_droid		0	none	1	
215	SPECIES_POWERDROID	eg6		0	none		
216	SPECIES_PROBOT	probe_droid		0			
217	SPECIES_PROTOCOLDROID	protocol_droid		0	none	1	1
218	SPECIES_REPAIRDROID	protocol_droid		0	none		1
219	SPECIES_SPIDERDROID	spider_droid		0	none		
220	SPECIES_SURGICALDROID	droid_2		0	none		1
221	SPECIES_TATTLETALEDROID	tt8l		0	none		1
222	SPECIES_TRACKERDROID	dz70		0			
223	SPECIES_TREADWELL	wed_treadwell		0	none		
224	SPECIES_EV9D9	droid_2		0	none		1
225	SPECIES_MAUL_PROBE_DROID	orb		0			
226	SPECIES_ATST	atst		0			
227	SPECIES_ATAT	atat		0			
228	SPECIES_GEONOSIAN	geonosian		0			
229	SPECIES_VERACTYLE	varactyl	0	0			
