m1_finish_decoded		dialogStart				theme_park/alderaan/act2/rebel_missions	m1_finish_decoded	coa2.progress	==	3		Rebel	>=	0		object/tangible/encoded_disk/dead_eye_disk.iff
m1_finish_decoded		dialogAction	setObjvar	coa2.progress	5											
m1_finish_encoded		dialogStart				theme_park/alderaan/act2/rebel_missions	m1_finish_encoded	coa2.progress	==	2		Rebel	>=	0		object/tangible/encoded_disk/dead_eye_disk.iff
m1_finish_encoded		dialogAction	setObjvar	coa2.progress	4											
m1_finish_encoded		dialogAction	grantSchematic	object/draft_schematic/item/theme_park/alderaan/act2/dead_eye_decoder.iff												
m1_active		dialogStart				theme_park/alderaan/act2/rebel_missions	m1_active	coa2.progress	==	2		Rebel	>=	0		
m1_active_working	m1_active	response				theme_park/alderaan/act2/rebel_missions	m1_active_working									
m1_active_working		responseAction	speak			theme_park/alderaan/act2/rebel_missions	m1_active_working_response									
m1_active_working		responseAction	end													
m1_active_abort	m1_active	response				theme_park/alderaan/act2/rebel_missions	m1_active_abort									
m1_active_abort		responseAction	speak			theme_park/alderaan/act2/rebel_missions	m1_active_abort_response									
m1_active_abort		responseAction	setObjvar	coa2.progress	1											
m1_active_abort		responseAction	messageNpc	messageAbortMission	1											
m1_active_abort		responseAction	end											
m1_active_restart	m1_active	response				theme_park/alderaan/act2/rebel_missions	m1_active_restart							
m1_active_restart		responseAction	speak			theme_park/alderaan/act2/rebel_missions	m1_active_restart_response							
m1_active_restart		responseAction	messageNpc	messageStartMission	1									
m1_active_restart		responseAction	end											
m1_refused		dialogStart				theme_park/alderaan/act2/rebel_missions	m1_refused	coa2.progress	==	1		Rebel	>=	0
m1_refused_info1	m1_refused	response				theme_park/alderaan/act2/rebel_missions	m1_refused_info1							
m1_refused_info1		responseAction	speak			theme_park/alderaan/act2/rebel_missions	m1_refused_info1_response							
m1_refused_info1		responseAction	remove	m1_refused_info1										
m1_refused_yes	m1_refused	response				theme_park/alderaan/act2/rebel_missions	m1_refused_yes							
m1_refused_yes		responseAction	speak			theme_park/alderaan/act2/rebel_missions	m1_refused_yes_response							
m1_refused_yes		responseAction	messageNpc	messageStartMission	1									
m1_refused_yes		responseAction	setObjvar	coa2.progress	2									
m1_refused_yes		responseAction	end											
m1_refused_no	m1_refused	response				theme_park/alderaan/act2/rebel_missions	m1_refused_no							
m1_refused_no		responseAction	speak			theme_park/alderaan/act2/rebel_missions	m1_refused_no_response							
m1_refused_no		responseAction	end											
m1_begin		dialogStart				theme_park/alderaan/act2/rebel_missions	m1_begin					Rebel	>=	0
m1_begin_info1	m1_begin	response				theme_park/alderaan/act2/rebel_missions	m1_begin_info1							
m1_begin_info1		responseAction	speak			theme_park/alderaan/act2/rebel_missions	m1_begin_info1_response							
m1_begin_info1		responseAction	remove	m1_begin_info1										
m1_begin_yes	m1_begin	response				theme_park/alderaan/act2/rebel_missions	m1_begin_yes							
m1_begin_yes		responseAction	speak			theme_park/alderaan/act2/rebel_missions	m1_begin_yes_response							
m1_begin_yes		responseAction	messageNpc	messageStartMission	1									
m1_begin_yes		responseAction	setObjvar	coa2.progress	2									
m1_begin_yes		responseAction	end											
m1_begin_no	m1_begin	response				theme_park/alderaan/act2/rebel_missions	m1_begin_no							
m1_begin_no		responseAction	speak			theme_park/alderaan/act2/rebel_missions	m1_begin_no_response							
m1_begin_no		responseAction	setObjvar	coa2.progress	1									
m1_begin_no		responseAction	end											
