m1_finish_yes		responseAction	speak			theme_park/alderaan/act2/imperial_missions	m1_finish_yes_response							
m1_finish_yes		responseAction	messageNpc	messageStartMission	3									
m1_finish_yes		responseAction	setObjvar	coa2.progress	-4									
m1_finish_yes		responseAction	end											
m1_finish_no	m1_finish	response				theme_park/alderaan/act2/imperial_missions	m1_finish_no							
m1_finish_no		responseAction	speak			theme_park/alderaan/act2/imperial_missions	m1_finish_no_response							
m1_finish_no		responseAction	end											
m1_active		dialogStart				theme_park/alderaan/act2/imperial_missions	m1_active	coa2.progress	==	-1		Imperial	>=	0
m1_active_working	m1_active	response				theme_park/alderaan/act2/imperial_missions	m1_active_working							
m1_active_working		responseAction	speak			theme_park/alderaan/act2/imperial_missions	m1_active_working_response							
m1_active_working		responseAction	end											
m1_active_restart	m1_active	response				theme_park/alderaan/act2/imperial_missions	m1_active_restart							
m1_active_restart		responseAction	speak			theme_park/alderaan/act2/imperial_missions	m1_active_restart_response							
m1_active_restart		responseAction	messageNpc	messageStartMission	1									
m1_active_restart		responseAction	end											
m1_active_abort	m1_active	response				theme_park/alderaan/act2/imperial_missions	m1_active_abort							
m1_active_abort		responseAction	speak			theme_park/alderaan/act2/imperial_missions	m1_active_abort_response							
m1_active_abort		responseAction	setObjvar	coa2.progress	0									
m1_active_abort		responseAction	messageNpc	messageAbortMission	1									
m1_active_abort		responseAction	end											
m1_begin		dialogStart				theme_park/alderaan/act2/imperial_missions	m1_begin					Imperial	>=	0
m1_begin_info1	m1_begin	response				theme_park/alderaan/act2/imperial_missions	m1_begin_info1							
m1_begin_info1		responseAction	speak			theme_park/alderaan/act2/imperial_missions	m1_begin_info1_response							
m1_begin_info1		responseAction	remove	m1_begin_info1										
m1_begin_info2	m1_begin	response				theme_park/alderaan/act2/imperial_missions	m1_begin_info2							
m1_begin_info2		responseAction	speak			theme_park/alderaan/act2/imperial_missions	m1_begin_info2_response							
m1_begin_info2		responseAction	remove	m1_begin_info2			
m1_begin_yes	m1_begin	response				theme_park/alderaan/act2/imperial_missions	m1_begin_yes
m1_begin_yes		responseAction	speak			theme_park/alderaan/act2/imperial_missions	m1_begin_yes_response
m1_begin_yes		responseAction	messageNpc	messageStartMission	1		
m1_begin_yes		responseAction	setObjvar	coa2.progress	-1		
m1_begin_yes		responseAction	end				
m1_begin_no	m1_begin	response				theme_park/alderaan/act2/imperial_missions	m1_begin_no
m1_begin_no		responseAction	speak			theme_park/alderaan/act2/imperial_missions	m1_begin_no_response
m1_begin_no		responseAction	end				
