TEMPLATE	FINISHED	QUANTITY	FILLING	BUFF_NAME	PET_ONLY	COMMENTS
food/crafted/dessert_dweezel.iff	*	10	15	dessert_dweezel		New Mod (Skill Mod: Trapping)
food/crafted/dessert_felbar.iff	*	10	20	dessert_felbar		New Mod (Pet Attrib Mod)
food/crafted/dessert_nanana_twist.iff						
DESSERTS III						Value - 20
food/crafted/dessert_citros_snow_cake.iff	*	10	25	dessert_citros_snow_cake		New Mod (Skill Mod: Healing Eff)
food/crafted/dessert_pikatta_pie.iff	*	10	25	dessert_pikatta_pie		New Mod (Script Var: Dodge Atk)
food/crafted/dessert_gorrnar.iff	*	10	30	dessert_gorrnar		New Mod (Script Var: Clone Wounds)
food/crafted/dessert_kiwik_clusjo_swirl.iff	*	10	35	dessert_kiwik_clusjo_swirl		Attribute Modifier
food/crafted/dessert_wedding_cake.iff						
food/crafted/dessert_ryshcate.iff						
DESSERTS IV						Value - 25
food/crafted/dessert_cavaellin_creams.iff	*	3	25	dessert_cavaellin_creams		Script Var: Incap Recover
food/crafted/dessert_vagnerian_canape.iff	*	10	35	dessert_vagnerian_canape		Attribute Modifier
food/crafted/dessert_sweesonberry_rolls.iff	*	10	20	dessert_sweesonberry_rolls		New Mod (Pet Attrib Mod)
food/crafted/dessert_smugglers_delight.iff	*	2	25	dessert_smugglers_delight		Script Var: Spice Downtime
food/crafted/dessert_glazed_glucose_pate.iff						
food/crafted/dessert_corellian_fried_icecream.iff						
DRINKS I						Value - 10
food/crafted/drink_gralinyn_juice.iff	*	10	25	drink_gralinyn_juice		New Mod (Skill Mod: Creature Hit Bns)
food/crafted/drink_deuterium_pyro.iff	*	10	15	drink_deuterium_pyro		New Mod (Skill Mod: Ranged Acc)
food/crafted/drink_corellian_ale.iff	*	10	15	drink_corellian_ale		New Mod (Skill Mod: Melee Acc)
food/crafted/drink_blue_milk.iff	*	10	30	drink_blue_milk		New Mod (Skill Mod: Cure Eff)
food/crafted/drink_bantha_blaster.iff						
DRINKS II						Value - 15
food/crafted/drink_durindfire.iff	*	10	15	drink_durindfire		New Mod (Skill Mod: Poison Resist)
food/crafted/drink_veronian_berry_wine.iff	*	10	15	drink_veronian_berry_wine		New Mod (Skill Mod: Bleed Resist)
food/crafted/drink_ithorian_mist.iff	*	10	15	drink_ithorian_mist		New Mod (Skill Mod: Fire Resist)
food/crafted/drink_corellian_brandy.iff	*	10	15	drink_corellian_brandy		New Mod (Skill Mod: Disease Resist)
food/crafted/drink_cortyg.iff						
food/crafted/drink_tatooine_sunburn.iff						
DRINKS III						Value - 20
food/crafted/drink_tssolok.iff	*	10	40	drink_tssolok		New Mod (Script Var: Inc Buff Time)
food/crafted/drink_vasarian_brandy.iff	*	10	45	drink_vasarian_brandy		Attribute Modifier
food/crafted/drink_accarragm.iff	*	10	45	drink_accarragm		Attribute Modifier
food/crafted/drink_garrmorl.iff	*	10	45	drink_garrmorl		Attribute Modifier
food/crafted/drink_rancoraid.iff	*	10	15	drink_rancoraid		cmSnare counter
food/crafted/drink_antakarian_fire_dancer.iff						
food/crafted/drink_ice_blaster.iff						
DRINKS IV						Value - 25
food/crafted/drink_vayerbok.iff	*	10	20	drink_vayerbok		New Mod (Skill Mod: Block)
food/crafted/drink_bespin_port.iff	*	8	20	drink_bespin_port		Script Var: Experiment Bns
food/crafted/drink_elshandruu_pica_thundercloud.iff	*	10	15	drink_elshandruu_pica_thundercloud		New Mod (Skill Mod: Ranged Defense)
food/crafted/drink_tilla_tiil.iff	*	10	75	drink_tilla_tiil		New Mod (Instant: Food Reduction)
food/crafted/drink_double_dip_outer_rim_rumdrop.iff						
food/crafted/drink_skannbult_likker.iff						
MASTER CHEF						Value - 30
food/crafted/drink_breath_of_heaven.iff	*	10	60	drink_breath_of_heaven		Attribute Modifier
food/crafted/drink_flameout.iff	*	10	60	drink_flameout		New Mod (Script Var: Mitigate Dmg)
food/crafted/drink_mandalorian_wine.iff	*	10	60	drink_mandalorian_wine		Attribute Modifier
food/crafted/dish_thakitillo.iff	*	10	40	dish_thakitillo		New Mod (Skill Mod: Heal Eff)
food/crafted/dish_vercupti_of_agazza_boleruuee.iff	*	10	60	dish_vercupti_of_agazza_boleruuee		Attribute Modifier
food/crafted/dessert_deneelian_fizz_pudding.iff	*	10	60	dessert_deneelian_fizz_pudding		New Mod (Script Var: Dodge Atk)
food/crafted/dessert_tranna_nougat_cream.iff						
food/crafted/drink_angerian_fishak_surprise.iff						
