name	x	y	z	radius	density	facingPercent	facingA	facingR	facingG	facingB	facingRampA	facingRampR	facingRampG	facingRampB	orientedA	orientedR	orientedG	orientedB	orientedRampA	orientedRampR	orientedRampG	orientedRampB	ambientSound	ambientSoundVolume	cameraJitter	effectReactor	effectEngine	effectShields	lightningFrequency	lightningDurationMax	lightningDamageMin	lightningDamageMax	lightningAppearace	lightningA	lightningR	lightningG	lightningB	lightningRampA	lightningRampR	lightningRampG	lightningRampB	lightningSound	lightningSoundLoop	lightningHitEffectClient	lightningHitEffectServer	environmentalDamageFrequency	environmentalDamage	environmentalDamageEffect	shaderIndex
belt_e	-3000	2700	2000	1210	0.5	0.7	1	0.3	0.6	0.7	0.5	0.6	0.85	0.6	0.3	0.3	0.6	0.8	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									1
belt_f	-2000	2000	1000	1000	0.5	0.7	1	0.3	0.3	0.3	0.5	0.6	0.85	0.6	0.8	0.3	1	1	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									0
belt_g	-1500	2500	2000	850	0.5	0.7	1	0.3	0.5	0.7	0.5	0.6	0.85	0.6	0.7	0.3	0.5	0.8	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									1
belt_h	0	2000	1200	1200	0.5	0.7	1	0.3	0.5	0.7	0.5	0.6	0.85	0.6	0.7	0.3	0.5	0.8	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									1
belt_i	1000	1500	1000	1431	0.5	0.7	1	0.3	0.6	0.7	0.5	0.6	0.85	0.6	0.3	0.3	0.6	0.8	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									1
belt_j	800	1000	0	1000	0.5	0.7	1	0.3	0.3	0.3	0.5	0.6	0.85	0.6	0.8	0.3	1	1	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									0
belt_k	600	800	-1200	1321	0.5	0.7	1	0.3	0.5	0.7	0.5	0.6	0.85	0.6	0.7	0.3	0.5	0.8	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									1
belt_l	400	600	-2000	1145	0.5	0.7	1	0.3	0.6	0.7	0.5	0.6	0.85	0.6	0.3	0.3	0.6	0.8	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									1
belt_m	200	400	-2600	1872	0.5	0.7	1	0.3	0.3	0.3	0.5	0.6	0.85	0.6	0.8	0.3	1	1	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									0
belt_n	0	200	-3000	1100	0.5	0.7	1	0.3	0.5	0.7	0.5	0.6	0.85	0.6	0.7	0.3	0.5	0.8	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									1
belt_o	2000	2000	2000	1421	0.5	0.7	1	0.3	0.5	0.7	0.5	0.6	0.85	0.6	0.7	0.3	0.5	0.8	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									1
belt_p	3000	2800	3000	975	0.5	0.7	1	0.3	0.5	0.7	0.5	0.6	0.85	0.6	0.7	0.3	0.5	0.8	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									1
belt_q	4000	3400	4000	1021	0.5	0.7	1	0.3	0.6	0.7	0.5	0.6	0.85	0.6	0.3	0.3	0.6	0.8	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5																									1
belt_r	5000	4000	4800	1166	0.5	0.7	1	0.3	0.3	0.7	0.5	0.6	0.85	0.6	0.8	0.3	1	1	1	0.7	0.7	0.85	sound/amb_neb_desert_sands_lp.snd	0.5											1	1	1		0	1	1	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
droid_nebula	-6508	252	-262	300	0.5	0.9	0.8	0.4	0.7	0.2	0.4	0.7	0.3	0.6	0.3	0.7	0.3	0.5	0.1	0.7	0.4	0.6	sound/amb_neb_desert_sands_lp.snd	0.5					0.9	2	10	25	appearance/pt_nebulae_white_02.ltn	0.1	1	1	1	0.4	0	1	1	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
death_watch_1	2543	-6860	-5860	1500	0.6	0.5	0.7	0.7	0.1	0.1	0.5	0.7	0.1	0.1	0.6	0.7	0.4	0.4	0.5	0.6	0.3	0.3	sound/amb_neb_desert_sands_lp.snd	0.5	0.3				0.4	2	10	56	appearance/pt_nebulae_white_02.ltn	0.1	1	0.3	0.3	0.4	1	0	0	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
death_watch_2	3652	-5132	-5806	820	0.6	0.5	0.7	0.7	0.1	0.1	0.5	0.7	0.1	0.1	0.6	0.7	0.4	0.4	0.5	0.6	0.3	0.3	sound/amb_neb_desert_sands_lp.snd	0.5	0.3				0.4	2	10	25	appearance/pt_nebulae_white_02.ltn	0.1	1	0.3	0.3	0.4	1	0	0	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
death_watch_3	3126	-5667	-5199	820	0.6	0.5	0.7	0.7	0.1	0.1	0.5	0.7	0.1	0.1	0.6	0.7	0.4	0.4	0.5	0.6	0.3	0.3	sound/amb_neb_desert_sands_lp.snd	0.5	0.3				0.4	2	10	25	appearance/pt_nebulae_white_02.ltn	0.1	1	0.3	0.3	0.4	1	0	0	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
