name	x	y	z	radius	density	facingPercent	facingA	facingR	facingG	facingB	facingRampA	facingRampR	facingRampG	facingRampB	orientedA	orientedR	orientedG	orientedB	orientedRampA	orientedRampR	orientedRampG	orientedRampB	ambientSound	ambientSoundVolume	cameraJitter	effectReactor	effectEngine	effectShields	lightningFrequency	lightningDurationMax	lightningDamageMin	lightningDamageMax	lightningAppearace	lightningA	lightningR	lightningG	lightningB	lightningRampA	lightningRampR	lightningRampG	lightningRampB	lightningSound	lightningSoundLoop	lightningHitEffectClient	lightningHitEffectServer	environmentalDamageFrequency	environmentalDamage	environmentalDamageEffect	shaderIndex
Lurid Aurora wisp8	-2507	636	1203	1500	0.5	0.7	1	0.9	0.5	0.5	1	0.7	0.3	0.6	1	0.8	0.5	1	1	0.7	0.2	1	sound/amb_neb_desert_sands_lp.snd	0.3	0	0	0	0	0.2	2	1	10	appearance/pt_nebulae_white_02.ltn	0.2	0.4	0.2	1	0.4	1	0.8	0.9	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
Lurid Aurora wisp9	-2692	1066	-146	1800	0.6	0.8	1	0.8	0.3	0.8	1	0.2	0.3	0.8	1	0.6	0.4	0.9	1	0.6	0.6	0.7	sound/amb_neb_desert_sands_lp.snd	0.3	0	0	0	0	0.2	2	1	10	appearance/pt_nebulae_white_02.ltn	0.2	0.4	0.2	1	0.4	1	0.8	0.9	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
Lurid Aurora wisp9	-2183	730	-1076	1000	0.5	0.6	1	0.8	0.5	1	1	0.7	0.4	1	1	0.6	0	0.9	1	0.6	0.5	0.7	sound/amb_neb_desert_sands_lp.snd	0.3	0	0	0	0	0.2	2	1	10	appearance/pt_nebulae_white_02.ltn	0.2	0.4	0.2	1	0.4	1	0.8	0.9	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
Lurid Aurora wisp0	-201	492	4404	1500	0.6	0.9	1	0.8	0.3	0.3	1	0.7	0.4	0.3	1	0.9	0.3	0.7	1	0.9	0.2	0.6	sound/amb_neb_desert_sands_lp.snd	0.3	0	0	0	0	0.2	2	1	10	appearance/pt_nebulae_white_02.ltn	0.2	0.4	0.2	1	0.4	1	0.8	0.9	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
Sanguinus wisp0	-4996	1932	1062	1800	0.8	0.6	1	0.3	0.1	0.2	1	0.7	0.3	0.3	1	0.3	0.1	1	1	0.6	0.4	0.8	sound/amb_neb_desert_sands_lp.snd	0.3	0	0	0	0	0.2	2	1	10	appearance/pt_nebulae_white_02.ltn	0.2	0.4	0.2	1	0.4	1	0.8	0.9	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
Sanguinus wisp1	-5093	2161	2387	2300	0.7	0.7	1	0.7	0.4	0.4	1	0.7	0.3	0.7	1	0.4	0.4	0.9	1	0.3	0.3	0.9	sound/amb_neb_desert_sands_lp.snd	0.3	0	0	0	0	0.2	2	1	10	appearance/pt_nebulae_white_02.ltn	0.2	0.4	0.2	1	0.4	1	0.8	0.9	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
Sanguinus wisp2	-5343	859	-1745	1800	0.3	0.5	1	0.6	0.4	0.7	1	0.7	0.4	0.5	1	0.5	0	0.5	1	0.4	0	0.3	sound/amb_neb_desert_sands_lp.snd	0.3	0	0	0	0	0.2	2	1	10	appearance/pt_nebulae_white_02.ltn	0.2	0.4	0.2	1	0.4	1	0.8	0.9	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
Sanguinus wisp0	-4909	1481	-503	1300	0.8	0.8	1	0.5	0.5	0.6	1	0.7	0.5	0.8	1	0.5	0.1	0.2	1	0.6	0.2	0.5	sound/amb_neb_desert_sands_lp.snd	0.3	0	0	0	0	0.2	2	1	10	appearance/pt_nebulae_white_02.ltn	0.2	0.4	0.2	1	0.4	1	0.8	0.9	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
Red wisp 1	-1000	0	-5000	3000	0.3	0.6	1	0.8	0.2	0	1	0.6	0.3	0	1	0.7	0	0	1	0.7	0	0	sound/amb_neb_desert_sands_lp.snd	0.3	0	0	0	0	0.2	2	1	10	appearance/pt_nebulae_white_02.ltn	0.2	0.4	0.2	0	0.2	0.4	0.2	0	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
Red wisp 2	250	0	-4500	2000	0.4	0.4	1	0.7	0.2	0	1	0.6	0.1	0.2	1	0.7	0.1	0	1	0.7	0.3	0	sound/amb_neb_desert_sands_lp.snd	0.3	0	0	0	0	0.2	2	1	10	appearance/pt_nebulae_white_02.ltn	0.2	0.4	0.2	0.2	0.2	0.4	0.2	0.2	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
Red wisp 3	750	0	-4000	2500	0.6	0.2	1	0.8	0.2	0	1	0.7	0.1	0.2	1	0.7	0.1	0	1	0.7	0.3	0	sound/amb_neb_desert_sands_lp.snd	0.3	0	0	0	0	0.2	2	1	10	appearance/pt_nebulae_white_02.ltn	0.2	0.4	0.2	0.2	0.2	0.4	0.2	0.2	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
Red wisp 4	2500	-300	-4000	2000	0.6	0.1	1	0.8	0.1	0.5	1	0.7	0.1	0.5	1	0.5	0.2	0.2	1	0.7	0.3	0	sound/amb_neb_desert_sands_lp.snd	0.3	0	0	0	0	0.2	2	1	10	appearance/pt_nebulae_white_02.ltn	0.2	0.4	0.2	0.2	0.2	0.4	0.2	0.2	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
Red wisp 5	4000	-600	-5000	2000	0.4	0.3	1	0.8	0	0.6	1	0.7	0.1	0.5	1	0.5	0	0.2	1	0.6	0	0.4	sound/amb_neb_desert_sands_lp.snd	0.3	0	0	0	0	0.2	2	1	10	appearance/pt_nebulae_white_02.ltn	0.2	0.2	0	0.5	0.2	0.2	0	0.5	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
Red wisp 5	5000	-600	-3000	2500	0.4	0.6	1	0.5	0.3	0.4	1	0.5	0.3	0.4	1	0.3	0.1	0.5	1	0.4	0.2	0.4	sound/amb_neb_desert_sands_lp.snd	0.3	0	0	0	0	0.2	2	1	10	appearance/pt_nebulae_white_02.ltn	0.2	0.2	0	0.5	0.2	0.2	0	0.5	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				1
