name	x	y	z	radius	density	facingPercent	facingA	facingR	facingG	facingB	facingRampA	facingRampR	facingRampG	facingRampB	orientedA	orientedR	orientedG	orientedB	orientedRampA	orientedRampR	orientedRampG	orientedRampB	ambientSound	ambientSoundVolume	cameraJitter	effectReactor	effectEngine	effectShields	lightningFrequency	lightningDurationMax	lightningDamageMin	lightningDamageMax	lightningAppearace	lightningA	lightningR	lightningG	lightningB	lightningRampA	lightningRampR	lightningRampG	lightningRampB	lightningSound	lightningSoundLoop	lightningHitEffectClient	lightningHitEffectServer	environmentalDamageFrequency	environmentalDamage	environmentalDamageEffect	shaderIndex
smuggler_nebula_5	7102	1801	-934	2000	0.5	0.5	0.7	0.9	0.1	0.4	0.5	0.7	0.1	0.3	0.6	0.9	0.1	0.5	0.5	0.5	0.3	1	sound/amb_neb_desert_sands_lp.snd	0.3					0.1	6	5	15	appearance/pt_nebulae_white_02.ltn	0.1	1	1	1	0.1	0	1	1	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
smuggler_nebula_6	6208	1126	-1179	2000	0.2	0.5	0.8	0.9	0.1	0.4	0.5	0.7	0.1	0.3	0.6	0.9	0.1	0.5	0.5	0.5	0.3	1	sound/amb_neb_desert_sands_lp.snd	0.3					0.1	6	5	15	appearance/pt_nebulae_white_02.ltn	0.1	1	1	1	0.1	0	1	1	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
smuggler_nebula_7	5077	1332	640	1000	0.7	0.5	0.7	0.3	0.6	0.4	0.5	0.3	0.4	0.5	0.6	0.3	0.6	0.4	0.5	0.3	0.8	0.3	sound/amb_neb_desert_sands_lp.snd	0.3					0.1	6	5	15	appearance/pt_nebulae_white_02.ltn	0.1	1	1	1	0.1	0	1	1	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
smuggler_nebula_8	5496	1370	143	1000	0.6	0.5	0.8	0.3	0.4	0.5	0.5	0.3	0.3	0.7	0.6	0.2	0.4	0.8	0.5	0.3	0.4	0.6	sound/amb_neb_desert_sands_lp.snd	0.3					0.1	6	5	15	appearance/pt_nebulae_white_02.ltn	0.1	1	1	1	0.1	0	1	1	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
smuggler_nebula_9	5924	1394	-575	1000	0.5	0.5	0.7	0.3	0.2	0.8	0.5	0.3	0.2	0.8	0.6	0	0.2	0.9	0.5	0.3	0.2	0.8	sound/amb_neb_desert_sands_lp.snd	0.3					0.1	6	5	15	appearance/pt_nebulae_white_02.ltn	0.1	1	1	1	0.1	0	1	1	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
smuggler_nebula_10	6244	1407	-1332	1000	0.5	0.5	0.8	0.3	0	1	0.5	0.3	0	1	0.6	0.2	0	1	0.5	0.3	0	1	sound/amb_neb_desert_sands_lp.snd	0.3					0.1	6	5	15	appearance/pt_nebulae_white_02.ltn	0.1	1	1	1	0.1	0	1	1	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
rebel_nebula_1	-3655	-8948	-853	1500	0.6	0.5	1	0	0	0	0.5	1	0	1	0.6	0	0	0	0	0	0	0.3	sound/amb_neb_desert_sands_lp.snd	0.5					0.4	2	100	350	appearance/pt_nebulae_white_02.ltn	0.1	1	0.3	0.3	0.4	0.7	0	0.5	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
rebel_nebula_2	-5491	-6621	-773	1500	0.6	0.5	1	0	0	0	0.5	1	0	1	0.6	0	0	0	0	0	0	0.3	sound/amb_neb_desert_sands_lp.snd	0.5					0.4	2	100	350	appearance/pt_nebulae_white_02.ltn	0.1	1	0.3	0.3	0.4	0.7	0	0.5	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
rebel_nebula_3	-6276	-5178	-624	1500	0.6	0.5	1	0	0	0	0.5	1	0	1	0.6	0	0	0	0	0	0	0.3	sound/amb_neb_desert_sands_lp.snd	0.5					0.4	2	100	350	appearance/pt_nebulae_white_02.ltn	0.1	1	0.3	0.3	0.4	0.7	0	0.5	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
rebel_nebula_4	-6763	-3395	-653	1500	0.6	0.5	1	0	0	0	0.5	1	0	1	0.6	0	0	0	0	0	0	0.3	sound/amb_neb_desert_sands_lp.snd	0.5					0.4	2	100	350	appearance/pt_nebulae_white_02.ltn	0.1	1	0.3	0.3	0.4	0.7	0	0.5	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
rebel_nebula_5	-3813	1261	1131	1500	0.6	0.5	1	0	0	0	0.5	1	0	1	0.6	0	0	0	0	0	0	0.3	sound/amb_neb_desert_sands_lp.snd	0.5					0.4	2	100	350	appearance/pt_nebulae_white_02.ltn	0.1	1	0.3	0.3	0.4	0.7	0	0.5	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
rebel_nebula_6	-1890	4898	3873	1500	0.6	0.5	1	0	0	0	0.5	1	0	1	0.6	0	0	0	0	0	0	0.3	sound/amb_neb_desert_sands_lp.snd	0.5					0.4	2	100	350	appearance/pt_nebulae_white_02.ltn	0.1	1	0.3	0.3	0.4	0.7	0	0.5	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
rebel_nebula_7	-274	6465	4198	1500	0.6	0.5	1	0	0	0	0.5	1	0	1	0.6	0	0	0	0	0	0	0.3	sound/amb_neb_desert_sands_lp.snd	0.5					0.4	2	100	350	appearance/pt_nebulae_white_02.ltn	0.1	1	0.3	0.3	0.4	0.7	0	0.5	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
rebel_nebula_8	-2880	2777	2427	1500	0.6	0.5	1	0	0	0	0.5	1	0	1	0.6	0	0	0	0	0	0	0.3	sound/amb_neb_desert_sands_lp.snd	0.5					0.4	2	100	350	appearance/pt_nebulae_white_02.ltn	0.1	1	0.3	0.3	0.4	0.7	0	0.5	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
rebel_nebula_9	-4429	-464	905	1500	0.6	0.5	1	0	0	0	0.5	1	0	1	0.6	0	0	0	0	0	0	0.3	sound/amb_neb_desert_sands_lp.snd	0.5					0.4	2	100	350	appearance/pt_nebulae_white_02.ltn	0.1	1	0.3	0.3	0.4	0.7	0	0.5	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
rebel_nebula_10	-6346	-2517	99	2500	0.6	0.5	1	0	0	0	0.5	1	0	1	0.6	0	0	0	0	0	0	0.3	sound/amb_neb_desert_sands_lp.snd	0.5					0.4	2	100	350	appearance/pt_nebulae_white_02.ltn	0.1	1	0.3	0.3	0.4	0.7	0	0.5	sound/amb_neb_desert_sands_strk.snd	sound/item_fwks_sparkler_lp.snd	clienteffect/combat_ship_hit_shield.cef	clienteffect/combat_ship_hit_armor.cef				0
