mtp_instance_r5		mtp_kill_all_droids	computer	7.5	-16	140	-160	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_blastromech		mtp_kill_all_droids	computer	-0.4	-16	133.8	148	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_power_droid		mtp_kill_all_droids	computer	-15.1	-16	123.6	-112	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_power_droid		mtp_kill_all_droids	computer	-7.4	-16	119.3	127	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_r5		mtp_kill_all_droids	computer	19.9	-16	121.3	74	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_mouse_droid		mtp_kill_all_droids	computer	1.3	-16	105	100	theme_park.meatlump.hideout.mtp_instance_loiter
delayAction:spawn_entryb_object:2		mtp_kill_all_droids						
object/static/structure/military/bunker_crate_style_01.iff		mtp_kill_specific_droids	hall1b	12.2	-16	93	0	
mtp_instance_r5		mtp_kill_specific_droids	entryb	2.5	-12	50.1	169	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_blastromech		mtp_kill_specific_droids	guardroom	20.1	-16	74.5	-142	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_power_droid		mtp_kill_specific_droids	guardroom	15	-16	78.7	114	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_mouse_droid		mtp_kill_specific_droids	guardroom1	-10.8	-12	94.8	114	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_r5		mtp_kill_specific_droids	guardroom1	-17.7	-12	95.7	112	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_power_droid		mtp_kill_specific_droids	mess	-36.4	-12	90.9	-5	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_blastromech		mtp_kill_specific_droids	mess	-33.3	-12	99.2	164	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_mouse_droid		mtp_kill_specific_droids	mess	-40	-12	104.6	-95	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_r5		mtp_kill_specific_droids	mess	-35.8	-12	112	-174	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_blastromech		mtp_kill_specific_droids	pantry	-39.2	-12	127.3	97	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_power_droid		mtp_kill_specific_droids	pantry	-32.1	-12	128.7	-127	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_mouse_droid		mtp_kill_specific_droids	pantry	-35.8	-12	134.8	175	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_r5		mtp_kill_specific_droids	armory	-81	-28	78.8	87	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_blastromech		mtp_kill_specific_droids	armory	-81.5	-28	63.2	9	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_power_droid		mtp_kill_specific_droids	lair	-71.6	-44	0.3	-122	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_mouse_droid		mtp_kill_specific_droids	lair	-68.6	-44	-17.1	-66	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_r5		mtp_kill_specific_droids	lair	-82.3	-44	-13.8	-33	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_blastromech		mtp_kill_specific_droids	lair	-99.1	-44	-21.2	10	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_power_droid		mtp_kill_specific_droids	generator	-156.2	-44	93.2	163	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_mouse_droid		mtp_kill_specific_droids	generator	-158	-44	73.7	-2	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_r5		mtp_kill_specific_droids	generator	-143.8	-44	97.5	164	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_blastromech		mtp_kill_specific_droids	generator	-144.2	-44	76.9	86	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_blastromech		mtp_kill_specific_droids	barracks	-81.1	-28	100.4	-6	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_mouse_droid		mtp_kill_specific_droids	barracks	-93.4	-28	104.9	39	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_r5		mtp_kill_specific_droids	barracks	-88	-28	121.4	97	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_blastromech		mtp_kill_specific_droids	planning	-27.3	-12	144.3	2	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_power_droid		mtp_kill_specific_droids	planning	-31	-12	168.7	-48	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_mouse_droid		mtp_kill_specific_droids	planning	-21.6	-12	166.1	-142	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_r5		mtp_kill_specific_droids	computer	7.5	-16	140	-160	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_r5		mtp_kill_specific_droids	computer	-0.4	-16	133.8	148	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_blastromech		mtp_kill_specific_droids	computer	-15.1	-16	123.6	-112	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_mouse_droid		mtp_kill_specific_droids	computer	-7.4	-16	119.3	127	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_r5		mtp_kill_specific_droids	computer	19.9	-16	121.3	74	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_blastromech		mtp_kill_specific_droids	computer	1.3	-16	105	100	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_security_droid_01		mtp_kill_specific_droids	entryb	2	-12	48.6	158	theme_park.meatlump.hideout.mtp_instance_weak_security
mtp_instance_security_droid_02		mtp_kill_specific_droids	guardroom	17.8	-16	76.7	150	theme_park.meatlump.hideout.mtp_instance_weak_security
mtp_instance_security_droid_02		mtp_kill_specific_droids	guardroom1	-15.4	-12	91.1	63	theme_park.meatlump.hideout.mtp_instance_weak_security
mtp_instance_security_droid_01		mtp_kill_specific_droids	mess	-33.5	-12	94.8	-4	theme_park.meatlump.hideout.mtp_instance_weak_security
mtp_instance_security_droid_01		mtp_kill_specific_droids	mess	-38.7	-12	106.9	112	theme_park.meatlump.hideout.mtp_instance_weak_security
mtp_instance_security_droid_02		mtp_kill_specific_droids	pantry	-33.7	-12	127.2	-153	theme_park.meatlump.hideout.mtp_instance_weak_security
mtp_instance_security_droid_02		mtp_kill_specific_droids	pantry	-36.2	-12	135.7	-176	theme_park.meatlump.hideout.mtp_instance_weak_security
mtp_instance_security_droid_01		mtp_kill_specific_droids	armory	-85.1	-28	66.4	39	theme_park.meatlump.hideout.mtp_instance_weak_security
mtp_instance_security_droid_01		mtp_kill_specific_droids	armory	-84.6	-28	76.3	77	theme_park.meatlump.hideout.mtp_instance_weak_security
mtp_instance_security_droid_02		mtp_kill_specific_droids	lair	-92.1	-44	-2.3	-78	theme_park.meatlump.hideout.mtp_instance_weak_security
mtp_instance_security_droid_02		mtp_kill_specific_droids	lair	-79.1	-44	-7.7	-91	theme_park.meatlump.hideout.mtp_instance_weak_security
mtp_instance_security_droid_01		mtp_kill_specific_droids	generator	-151	-44	79.6	52	theme_park.meatlump.hideout.mtp_instance_weak_security
mtp_instance_security_droid_01		mtp_kill_specific_droids	generator	-145.3	-44	94.7	144	theme_park.meatlump.hideout.mtp_instance_weak_security
mtp_instance_security_droid_02		mtp_kill_specific_droids	barracks	-90	-28	115.5	94	theme_park.meatlump.hideout.mtp_instance_weak_security
mtp_instance_security_droid_02		mtp_kill_specific_droids	barracks	-92.5	-28	102.4	15	theme_park.meatlump.hideout.mtp_instance_weak_security
mtp_instance_security_droid_01		mtp_kill_specific_droids	planning	-26.1	-12	150.3	-51	theme_park.meatlump.hideout.mtp_instance_weak_security
mtp_instance_security_droid_01		mtp_kill_specific_droids	planning	-28.4	-12	165.2	168	theme_park.meatlump.hideout.mtp_instance_weak_security
mtp_instance_security_droid_02		mtp_kill_specific_droids	computer	6.6	-16	135.5	172	theme_park.meatlump.hideout.mtp_instance_weak_security
mtp_instance_security_droid_02		mtp_kill_specific_droids	computer	-6.3	-16	128.4	147	theme_park.meatlump.hideout.mtp_instance_weak_security
mtp_instance_security_droid_01		mtp_kill_specific_droids	computer	2.9	-16	112.3	164	theme_park.meatlump.hideout.mtp_instance_weak_security
mtp_instance_security_droid_01		mtp_kill_specific_droids	computer	17.8	-16	123.9	-158	theme_park.meatlump.hideout.mtp_instance_weak_security
mtp_instance_security_droid_02		mtp_kill_specific_droids	computer	2.4	-16	99	12	theme_park.meatlump.hideout.mtp_instance_weak_security
delayAction:spawn_entryb_object:2		mtp_kill_specific_droids						
object/static/structure/military/bunker_crate_style_01.iff		mtp_recover_supplies	hall1b	12.2	-16	93	0	
mtp_instance_aggro_security_droid_01		mtp_recover_supplies	entryb	2.5	-12	50.1	169	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_02		mtp_recover_supplies	guardroom	20.1	-16	74.5	-142	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_02		mtp_recover_supplies	guardroom	15	-16	78.7	114	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_ragtag_blackjack		mtp_recover_supplies	guardroom1	-10.8	-12	94.8	114	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_ragtag_cudgel		mtp_recover_supplies	guardroom1	-17.7	-12	95.7	112	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_01		mtp_recover_supplies	mess	-36.4	-12	90.9	-5	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_02		mtp_recover_supplies	mess	-33.3	-12	99.2	164	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_01		mtp_recover_supplies	mess	-40	-12	104.6	-95	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_02		mtp_recover_supplies	mess	-35.8	-12	112	-174	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_ragtag_blackjack		mtp_recover_supplies	pantry	-39.2	-12	127.3	97	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_ragtag_cudgel		mtp_recover_supplies	pantry	-32.1	-12	128.7	-127	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_ragtag_blackjack		mtp_recover_supplies	pantry	-35.8	-12	134.8	175	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_01		mtp_recover_supplies	armory	-81	-28	78.8	87	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_02		mtp_recover_supplies	armory	-81.5	-28	63.2	9	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_ragtag_blackjack		mtp_recover_supplies	lair	-71.6	-44	0.3	-122	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_ragtag_blackjack		mtp_recover_supplies	lair	-68.6	-44	-17.1	-66	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_ragtag_cudgel		mtp_recover_supplies	lair	-82.3	-44	-13.8	-33	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_ragtag_blackjack		mtp_recover_supplies	lair	-99.1	-44	-21.2	10	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_01		mtp_recover_supplies	generator	-156.2	-44	93.2	163	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_02		mtp_recover_supplies	generator	-158	-44	73.7	-2	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_01		mtp_recover_supplies	generator	-143.8	-44	97.5	164	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_02		mtp_recover_supplies	generator	-144.2	-44	76.9	86	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_01		mtp_recover_supplies	barracks	-81.1	-28	100.4	-6	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_02		mtp_recover_supplies	barracks	-93.4	-28	104.9	39	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_01		mtp_recover_supplies	barracks	-88	-28	121.4	97	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_02		mtp_recover_supplies	planning	-27.3	-12	144.3	2	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_ragtag_blackjack		mtp_recover_supplies	planning	-31	-12	168.7	-48	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_ragtag_cudgel		mtp_recover_supplies	planning	-21.6	-12	166.1	-142	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_01		mtp_recover_supplies	computer	7.5	-16	140	-160	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_02		mtp_recover_supplies	computer	-0.4	-16	133.8	148	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_ragtag_blackjack		mtp_recover_supplies	computer	-15.1	-16	123.6	-112	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_ragtag_cudgel		mtp_recover_supplies	computer	-7.4	-16	119.3	127	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_01		mtp_recover_supplies	computer	19.9	-16	121.3	74	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_02		mtp_recover_supplies	computer	1.3	-16	105	100	theme_park.meatlump.hideout.mtp_instance_loiter
object/tangible/meatlump/hideout/mtp_hideout_instance_supplies.iff		mtp_recover_supplies	entryb	2	-12	48.6	158	
object/tangible/meatlump/hideout/mtp_hideout_instance_supplies.iff		mtp_recover_supplies	guardroom1	-15.4	-12	91.1	63	
object/tangible/meatlump/hideout/mtp_hideout_instance_supplies.iff		mtp_recover_supplies	mess	-33.5	-12	94.8	-4	
object/tangible/meatlump/hideout/mtp_hideout_instance_supplies.iff		mtp_recover_supplies	pantry	-33.7	-12	127.2	-153	
object/tangible/meatlump/hideout/mtp_hideout_instance_supplies.iff		mtp_recover_supplies	pantry	-36.2	-12	135.7	-176	
object/tangible/meatlump/hideout/mtp_hideout_instance_supplies.iff		mtp_recover_supplies	lair	-92.1	-44	-2.3	-78	
object/tangible/meatlump/hideout/mtp_hideout_instance_supplies.iff		mtp_recover_supplies	lair	-79.1	-44	-7.7	-91	
object/tangible/meatlump/hideout/mtp_hideout_instance_supplies.iff		mtp_recover_supplies	generator	-151	-44	79.6	52	
object/tangible/meatlump/hideout/mtp_hideout_instance_supplies.iff		mtp_recover_supplies	generator	-145.3	-44	94.7	144	
object/tangible/meatlump/hideout/mtp_hideout_instance_supplies.iff		mtp_recover_supplies	barracks	-90	-28	115.5	94	
object/tangible/meatlump/hideout/mtp_hideout_instance_supplies.iff		mtp_recover_supplies	planning	-28.4	-12	165.2	168	
object/tangible/meatlump/hideout/mtp_hideout_instance_supplies.iff		mtp_recover_supplies	computer	-6.3	-16	128.4	147	
object/tangible/meatlump/hideout/mtp_hideout_instance_supplies.iff		mtp_recover_supplies	computer	2.9	-16	112.3	164	
object/tangible/meatlump/hideout/mtp_hideout_instance_supplies.iff		mtp_recover_supplies	computer	2.4	-16	99	12	
delayAction:spawn_entryb_object:2		mtp_recover_supplies						
object/static/structure/military/bunker_crate_style_01.iff		mtp_escort_trapped_meatlump	hall1b	17.5	-16	98	0	
mtp_instance_aggro_security_droid_01		mtp_escort_trapped_meatlump	entryb	2	-12	48.6	158	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_02		mtp_escort_trapped_meatlump	guardroom1	-15.4	-12	91.1	63	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_01		mtp_escort_trapped_meatlump	mess	-33.5	-12	94.8	-4	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_02		mtp_escort_trapped_meatlump	pantry	-33.7	-12	127.2	-153	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_02		mtp_escort_trapped_meatlump	pantry	-36.2	-12	135.7	-176	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_02		mtp_escort_trapped_meatlump	lair	-92.1	-44	-2.3	-78	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_02		mtp_escort_trapped_meatlump	lair	-79.1	-44	-7.7	-91	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_01		mtp_escort_trapped_meatlump	generator	-151	-44	79.6	52	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_01		mtp_escort_trapped_meatlump	generator	-145.3	-44	94.7	144	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_02		mtp_escort_trapped_meatlump	barracks	-81.3	-28	114.9	94	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_01		mtp_escort_trapped_meatlump	planning	-29.3	-12	152	168	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_01		mtp_escort_trapped_meatlump	computer	5.7	-16	139.9	-160	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_02		mtp_escort_trapped_meatlump	computer	6	-16	131.7	148	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_ragtag_cudgel		mtp_escort_trapped_meatlump	computer	-11.4	-16	120.7	-112	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_ragtag_blackjack		mtp_escort_trapped_meatlump	computer	-7.4	-16	119.3	127	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_02		mtp_escort_trapped_meatlump	computer	1.3	-16	105	100	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_02		mtp_escort_trapped_meatlump_p2	guardroom	20.1	-16	74.5	-142	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_02		mtp_escort_trapped_meatlump_p2	guardroom	15	-16	78.7	114	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_ragtag_blackjack		mtp_escort_trapped_meatlump_p2	guardroom1	-10.8	-12	94.8	114	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_ragtag_cudgel		mtp_escort_trapped_meatlump_p2	guardroom1	-6.2	-12	93.1	112	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_01		mtp_escort_trapped_meatlump_p2	armory	-81	-28	78.8	87	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_02		mtp_escort_trapped_meatlump_p2	armory	-78.1	-28	74.1	9	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_01		mtp_escort_trapped_meatlump_p2	barracks	-81.1	-28	100.4	-6	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_02		mtp_escort_trapped_meatlump_p2	barracks	-85.8	-28	113.1	39	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_01		mtp_escort_trapped_meatlump_p2	barracks	-79.4	-28	121	97	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_aggro_security_droid_02		mtp_escort_trapped_meatlump_p2	planning	-27.2	-12	148.6	2	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_ragtag_blackjack		mtp_escort_trapped_meatlump_p2	planning	-25.9	-12	154	-48	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_ragtag_cudgel		mtp_escort_trapped_meatlump_p2	planning	-31.9	-12	155.3	-142	theme_park.meatlump.hideout.mtp_instance_loiter
mtp_instance_lost_meatlump		mtp_escort_trapped_meatlump	computer	24.1	-16	121.4	-86	conversation.mtp_trapped_meatlump_target
object/tangible/meatlump/hideout/mtp_hideout_instance_entryb_controller.iff		mtp_escort_entryb_object	entryb	3.7	-12	36.6	0	theme_park.meatlump.hideout.mtp_instance_rescue_endpoint
delayAction:mtp_escort_entryb_object:2		mtp_escort_trapped_meatlump						
