object/tangible/dungeon/mustafar/valley_battlefield/must_bandit_fence_8m.iff	tractor_gate		hallway09	8.94	175.33	-18.557	0				1		
object/tangible/dungeon/mustafar/valley_battlefield/must_bandit_fence_8m.iff	tractor_gate		hallway11	-9	175.33	-18.557	0				1		
heroic_sd_stormtrooper		spawn_south_hall	hallway11	-15.8	175.33	-22.64			string:patrol_path=lhpat				"lhpat:patrolFlip:lhpat1,lhpat2,lhpat3,lhpat4,lhpat5,lhpat6,lhpat7,lhpat8"
object/tangible/dungeon/mustafar/valley_battlefield/must_bandit_fence_8m.iff	power_gate	spawn_south_hall	navcomputer	68.83	173.8349	137.43	90				1		
object/tangible/dungeon/mustafar/valley_battlefield/must_bandit_fence_8m.iff	power_gate	spawn_south_hall	hallway07	63.29	173.83	71.95	90				1		
object/tangible/dungeon/mustafar/valley_battlefield/must_bandit_fence_8m.iff	nav_restrict	spawn_south_hall	hallway07	63.29	173.83	71.95	90				1		
delayAction:spawn_event:1		spawn_south_hall											
heroic_sd_commander_kenkirk	event_cmd	spawn_event	navcomputer	70.09	173.83	137.51	90	conversation.sd_event_convo			1		
object/tangible/ground_spawning/patrol_waypoint.iff	wave_conx	spawn_event	navcomputer	63.825	173.8349	137.26		theme_park.heroic.star_destroyer.south_hall_signal					
messageTo;wave_conx;startSpawnLoop;none		start_event											
delayAction:delete_cmd:3		start_event											
deleteSpawn:event_cmd:none		delete_cmd											
"randomTrigger:hall1,hall2"		next_south_spawn											
"randomTrigger:hall3,hall4"		next_south_spawn											
"randomTrigger:hangarwest,hangareast"		next_south_spawn											
messageTo;wave_conx;startSpawnLoop;none		next_south_spawn											
deleteSpawn:event_dt:none		reset_event											
deleteSpawn:event_sl:none		reset_event											
deleteSpawn:wave_conx:none		reset_event											
delayAction:spawn_event:30		reset_event											
deleteSpawn:wave_conx:none		event_won											
deleteSpawn:power_gate:none		event_won											
delayAction:spawn_nav:1		event_won											
messagePlayers:sd_obtained_sl_access:none		event_won											
heroic_sd_darktrooper	event_dt	hall1	room01	79.9	173.83	144.42	-180		string:patrol_path=eventpat				"eventpat:patrolFlip:hallpat2,room2,room3,hallpat1,rhpat1,hangarexit,krix_moveto"
heroic_sd_darktrooper	event_dt	hall2	room02	89.05	173.835	114.565	-90		string:patrol_path=eventpat				
heroic_sd_darktrooper	event_dt	hall3	room03	88.39	173.835	94.593	-90		string:patrol_path=eventpat				
heroic_sd_darktrooper	event_dt	hall4	room04	80.05	173.835	63.67	0		string:patrol_path=eventpat				
heroic_sd_darktrooper	event_dt	hangarwest	secondaryhangar	-35.277	173.83	-1.36	45		string:patrol_path=eventpat		
heroic_sd_darktrooper	event_dt	hangareast	secondaryhangar	35	173.83	-1.26	-45		string:patrol_path=eventpat		
"randomTrigger:leader1,leader2,leader3,leader4,leader5,leader6"		spawn_squad_leader									
messageTo;wave_conx;startSpawnLoop;none		spawn_squad_leader									
heroic_sd_stormtrooper_squad_leader	event_sl	leader1	room01	80.04	173.835	1463.228	-180	theme_park.heroic.star_destroyer.south_squad_leader	string:patrol_path=eventpat	OnDeath:triggerId:event_won	
heroic_sd_stormtrooper_squad_leader	event_sl	leader2	room02	89.05	173.835	114.565	-90	theme_park.heroic.star_destroyer.south_squad_leader	string:patrol_path=eventpat	OnDeath:triggerId:event_won	
heroic_sd_stormtrooper_squad_leader	event_sl	leader3	room03	88.39	173.835	94.593	-90	theme_park.heroic.star_destroyer.south_squad_leader	string:patrol_path=eventpat	OnDeath:triggerId:event_won	
heroic_sd_stormtrooper_squad_leader	event_sl	leader4	room04	80.05	173.835	63.67	0	theme_park.heroic.star_destroyer.south_squad_leader	string:patrol_path=eventpat	OnDeath:triggerId:event_won	
heroic_sd_stormtrooper_squad_leader	event_sl	leader5	secondaryhangar	-35.277	173.83	-1.36	45	theme_park.heroic.star_destroyer.south_squad_leader	string:patrol_path=eventpat	OnDeath:triggerId:event_won	
heroic_sd_stormtrooper_squad_leader	event_sl	leader6	secondaryhangar	35	173.83	-1.26	-45	theme_park.heroic.star_destroyer.south_squad_leader	string:patrol_path=eventpat	OnDeath:triggerId:event_won	
deleteSpawn:tractor_gate:none		spawn_tractor	navcomputer	64.99	173.83	169.6613	0				1
heroic_sd_crewman		spawn_tractor	hallway10	1.9	175.7	-35.99	88				
heroic_sd_crewman		spawn_tractor	tractorbeam	0	177.45	-59.7	-180				
heroic_sd_crewman		spawn_tractor	tractorbeam	7.31	177.33	-48.8					
heroic_sd_crewman		spawn_tractor	tractorbeam	-7.39	177.33	-49.29					
deleteSpawn:nav_restrict:none		spawn_nav									
object/tangible/dungeon/mustafar/valley_battlefield/must_bandit_fence_8m.iff	nav_gate	spawn_nav	navcomputer	75.91	173.83	198.55	90				1		
object/tangible/dungeon/mustafar/valley_battlefield/must_bandit_fence_8m.iff	nav_gate	spawn_nav	navcomputer	39.43	173.83	202.008	0				1		
heroic_sd_crewman		spawn_nav	navcomputer	60.54	173.83	205.78	-47						
heroic_sd_crewman		spawn_nav	navcomputer	65.37	173.83	207.18	-2						
heroic_sd_crewman		spawn_nav	navcomputer	71.49	173.83	205.5	43.77						
heroic_sd_crewman		spawn_nav	navcomputer	72.22	173.83	191.24	88.2						
pathPoint:ncpat1			navcomputer	65	173.83	142.39							
pathPoint:ncpat2			navcomputer	66.13	173.83	172.7							
pathPoint:ncpat3			navcomputer	71.46	173.83	176.46							
pathPoint:ncpat4			navcomputer	71.77	173.83	198.72							
pathPoint:ncpat5			navcomputer	57.795	173.83	200.9697							
pathPoint:ncpat6			navcomputer	58.22	173.83	178.005							
pathPoint:ncpat7			navcomputer	63.99	173.83	171.8							
heroic_sd_stormtrooper		spawn_nav	navcomputer	65	173.83	142.39			string:patrol_path=navpat	OnDeath:triggerId:nav_reinforce			"navpat:patrol:ncpat1,ncpat2,ncpat3,ncpat4,ncpat5,ncpat6,ncpat7"
heroic_sd_darktrooper	ndt1	nav_reinforce	navcomputer	65.19	173.83	135.97	0		string:patrol_path=navpat				
heroic_sd_darktrooper	ndt2	nav_reinforce	navcomputer	74.42	173.83	198.36	-100		string:patrol_path=navpat				
heroic_sd_darktrooper	ndt3	nav_reinforce	navcomputer	41.98	173.83	198.01	90		string:patrol_path=navpat		
"waitForComplete:triggerId:nav_2:ndt1,ndt2,ndt3"		nav_reinforce									
heroic_sd_darktrooper	dt1	nav_2	navcomputer	65.19	173.83	135.97	0		string:patrol_path=navpat		
heroic_sd_darktrooper	dt2	nav_2	navcomputer	74.42	173.83	198.36	-100		string:patrol_path=navpat		
heroic_sd_darktrooper	dt3	nav_2	navcomputer	41.98	173.83	198.01	90		string:patrol_path=navpat		
"waitForComplete:triggerId:nav_3:dt1,dt2,dt3"		nav_2									
heroic_sd_darktrooper	dt4	nav_3	navcomputer	65.19	173.83	135.97	0		string:patrol_path=navpat		
heroic_sd_darktrooper	dt5	nav_3	navcomputer	74.42	173.83	198.36	-100		string:patrol_path=navpat		
heroic_sd_darktrooper	dt6	nav_3	navcomputer	41.98	173.83	198.01	90		string:patrol_path=navpat		
"waitForComplete:triggerId:nav_complete:dt4,dt5,dt6"		nav_3									
deleteSpawn:nav_gate:none		nav_complete									
delayAction:security:1		nav_complete									
messagePlayers:heroic_sd_nav_complete:none		nav_complete									
object/tangible/dungeon/mustafar/valley_battlefield/must_bandit_fence_8m.iff	sec_gate	security	mainhangar	-49.58	172.33	321.67	90				1
object/tangible/dungeon/mustafar/valley_battlefield/must_bandit_fence_8m.iff	sec_gate	security	officerqrtr	19.867	170.585	378.69	0				1
heroic_sd_engineer		security	mainengineering	21.29	170.83	364.59	89				
heroic_sd_engineer		security	mainengineering	18.08	170.83	364.49	-90						
pathPoint:engpat1			mainengineering	26	170.5	355							
pathPoint:engpat2			mainengineering	13.26	170.5	356.85							
pathPoint:engpat3			mainengineering	13.29	170.58	371							
pathPoint:engpat4			mainengineering	26.2	170.58	371							
pathPoint:engpat5			mainengineering	27.78	170.58	359.61							
pathPoint:engpat6			mainengineering	76.74	171.83	359.64							
heroic_sd_stormtrooper		security	mainengineering	26	170.5	355			string:patrol_path=engpat				"engpat:patrolFlip:engpat1,engpat2,engpat3,engpat4,engpat5,engpat6"
heroic_sd_crewman		security	hyperdrive	93.14	172.83	354.3	88						
heroic_sd_crewman		security	hyperdrive	93.13	172.83	361.07	89						
heroic_sd_crewman		security	hyperdrive	93.24	172.83	370.17	89						
pathPoint:hdfo1			hyperdrive	92.56	172.83	350							
pathPoint:hdfo2			hyperdrive	92.8	172.3	369.5							
pathPoint:hdfo3			hyperdrive	82.71	171.83	368.5							
pathPoint:hdfo4			hyperdrive	85.86	171.835	355.51							
pathPoint:hdfo5			hyperdrive	83.156	171.83	367.78							
pathPoint:hdfo6			hyperdrive	91.48	172.83	367.86							
pathPoint:hdfo7			hyperdrive	91.31	172.83	350.68							
heroic_sd_stormtrooper		security	hyperdrive	92.56	172.83	350			string:patrol_path=hdpat				"hdpat:patrol:hdfo1,hdfo2,hdfo3,hdfo4,hdfo5,hdfo6,hdfo7"
heroic_sd_crewman		security	weaponsctrl	87.33	172.45	301.77	-2						
heroic_sd_crewman		security	weaponsctrl	91.46	172.33	316.24	58						
heroic_sd_crewman		security	weaponsctrl	82.84	172.33	316.12	-58						
heroic_sd_crewman		security	weaponsctrl	83.76	172.33	299.43	-124						
heroic_sd_officer		prat_dead	detention	-83.2	171.08	362.34	131						
heroic_sd_officer		prat_dead	detention	-83.77	171.08	354.3	174						
heroic_sd_officer		prat_dead	detention	-80	171.08	353.29	3						
heroic_sd_officer		prat_dead	detention	-65.54	171.08	361	56						
heroic_sd_officer		prat_dead	detention	-64.4	171.08	356.06	113						
heroic_sd_officer		prat_dead	detention	-68.44	171.08	351.7	-76						
heroic_sd_chief_olum	olum	prat_dead	detention	-84.421	171.08	357.4	90	conversation.sd_chief_olum	int:run=1	OnArrivedAtLocation:opat11:triggerId:olum_arrive	1		"olumpat:patrolOnce:opat1,opat2,opat3,opat4,opat5,opat6,opat7,opat8,opat9,opat10,opat11"
"messageTo;olum;doPathAction;string:pathAction=patrol_path,string:pathName=olumpat"		olum_path											
delayAction:olum_story:2		olum_arrive											
doTheaterAction:olum:faceTo:spawn_id:reactor_button		olum_story				
doTheaterAction:olum:chat:say:sd_olum_lift_spam1		olum_story				
delayAction:olum_story2:3		olum_story				
doTheaterAction:olum:animate:manipulate_medium		olum_story2				
doTheaterAction:olum:chat:say:sd_olum_lift_spam2		olum_story2				
delayAction:warp_olum:3		olum_story2				
deleteSpawn:olum:none		warp_olum				
pathPoint:opat1			detention	-74.39	173.834	357.6548
pathPoint:opat2			security	-74.8	172.33	336.275
pathPoint:opat3			hallway01	-63.48	172.33	332.57
pathPoint:opat4			hallway01	-56.3	172.08	332.88
pathPoint:opat5			hallway01	-53.85	172.08	353.07
pathPoint:opat6			hallway01	-45.87	171.45	362.38
pathPoint:opat7			hallway01	-34.81	170.83	367.66
pathPoint:opat8			hallway01	-23.609	170.58	369.32
pathPoint:opat9			mainengineering	14.42	170.58	368.84
pathPoint:opat10			mainengineering	14.52	170.58	361.04					
pathPoint:opat11			reactorlift	19.82	170.58	350.4					
delayAction:spawn_prat_group:1		start_event_two									
heroic_sd_watch_captain_prat	prat_group	spawn_prat_group	hallway01	-56	172.08	333	0			"OnDeath:triggerId:prat_dead,OnExitCombat:triggerId:reset_prat,OnEnterCombat:triggerId:lock_prat"	
heroic_sd_ito	prat_group	spawn_prat_group	hallway01	-55	172.085	332	0				
heroic_sd_ito	prat_group	spawn_prat_group	hallway01	-57	172.085	332	0				
deleteSpawn:prat_group:none		reset_prat									
delayAction:spawn_prat_group:1		reset_prat									
deleteSpawn:prat_encounter_gate:none		reset_prat									
deleteSpawn:prat_encounter_gate:none		prat_dead									
object/tangible/dungeon/mustafar/valley_battlefield/must_bandit_fence_8m.iff	prat_encounter_gate	lock_prat	mainengineering	10.66	170.71	369.09	90				1
heroic_sd_crewman		security	anteroom	-71.75	172.33	323.86	58.57				
object/tangible/dungeon/mustafar/valley_battlefield/must_bandit_fence_8m.iff	det_gate	security	hallway01	-59.62	172.08	332.5886	90				1
object/tangible/dungeon/mustafar/valley_battlefield/must_bandit_fence_8m.iff	event_2_gate	security	mainengineering	10.66	170.71	369.09	90				1
heroic_sd_commander_kenkirk	e2_com	security	mainengineering	20.04	170.58	375.498	180	conversation.sd_event_two_convo			1
pathPoint:kenkirk_e2_moveto			officerqrtr	19.934	170.58	405.59					
deleteSpawn:det_gate:none		prat_dead									
delayAction:delete_e2:3		start_event_two									
deleteSpawn:e2_com:none		delete_e2									
deleteSpawn:event_2_gate:none		start_event_two									
heroic_sd_stormtrooper_grenadier		start_event_two	hallway01	-7.55	170.85	370.89	90				
heroic_sd_stormtrooper_grenadier		start_event_two	hallway01	-7.65	170.58	367.77	90				
heroic_sd_stormtrooper_grenadier		start_event_two	hallway01	-17.35	170.585	370.62	90				
heroic_sd_stormtrooper_grenadier		start_event_two	hallway01	-17.17	170.585	367.22	90				
heroic_sd_darktrooper		start_event_two	hallway01	-29.09	170.7	369.37	90				
heroic_sd_stormtrooper_grenadier		start_event_two	hallway01	-37.54	170.95	368.88	90				
heroic_sd_stormtrooper_grenadier		start_event_two	hallway01	-37.181	170.95	365.37	71				
heroic_sd_stormtrooper_grenadier		start_event_two	hallway01	-48.21	171.45	362.93	58				
heroic_sd_stormtrooper_grenadier		start_event_two	hallway01	-45.59	171.459	360.63	50				
heroic_sd_darktrooper		start_event_two	hallway01	-53.31	171.95	353.29	34				
cellPermission:flightsecurity:private											
object/tangible/dungeon/mustafar/valley_battlefield/must_bandit_fence_8m.iff	flight_gate		mainhangar	-49.79	172.4599	237.56998	90				1
cellPermission:flightsecurity:public		activate_pilot											
pathPoint:flight1		activate_pilot	flightctrl	-65.18	172.33	253.77							
pathPoint:flight2		activate_pilot	flightsecurity	-65.04	172.33	245.13							
pathPoint:flight3		activate_pilot	flightsecurity	-72.72	172.33	244.95							
pathPoint:flight4		activate_pilot	flightsecurity	-72.74	172.33	237.67							
pathPoint:flight5		activate_pilot	flightsecurity	-55.31	172.33	237.5							
heroic_sd_stormtrooper		activate_pilot	flightctrl	-65.18	172.33	253.77			string:patrol_path=flightpat				"flightpat:patrolFlip:flight1,flight2,flight3,flight4,flight5"
heroic_sd_tie_pilot		activate_pilot	flightctrl	-73.168	172.33	253.78	89						
heroic_sd_tie_pilot		activate_pilot	flightctrl	-78.51	172.335	262.02	89						
heroic_sd_tie_pilot		activate_pilot	flightctrl	-90	172.2	264.56	-88						
heroic_sd_flight_officer		activate_pilot	flightctrl	-85.33	172.08	262.38	142						
heroic_sd_commander_kenkirk		spawn_kenkirk	officerqrtr	19.95	170.58	417.55	179			"OnDeath:triggerId:access_bridge,OnEnterCombat:triggerId:kenkirk_engage,OnExitCombat:triggerId:kenkirk_reset"			
object/tangible/dungeon/mustafar/valley_battlefield/must_bandit_fence_8m.iff	kenk_gate	spawn_kenkirk	officerqrtr	19.96	170.585	424.55	0				1		
object/tangible/dungeon/mustafar/valley_battlefield/must_bandit_fence_8m.iff	kenk_lock	kenkirk_engage	officerqrtr	19.9	170.58	378.7	0				1		
deleteSpawn:kenk_lock:none		kenkirk_reset											
deleteSpawn:kenk_lock:none		access_bridge											
deleteSpawn:kenk_gate:none		access_bridge									
delayAction:spawn_engineering:1		warp_olum									
pathPoint:oengmt			engineering	20.08	140.584	356.66					
pathPoint:eng1pat1			engineering	14.43	140.58	361.292					
pathPoint:eng1pat2			engineering	15.98	140.58	360.18					
pathPoint:eng2pat1			engineering	25.5	140.58	360.89					
pathPoint:eng2pat2			engineering	24.035	140.58	360.14					
pathPoint:eng1wait			engineering	12.84	140.58	355.69					
pathPoint:eng2wait			engineering	26.2	140.58	356.5					
heroic_sd_chief_olum	olum	spawn_engineering	engineering	20	140.584	350.164	0				1
delayAction:start_olum_chat:6		spawn_engineering									
"messageTo;olum;doPathAction;string:pathAction=moveTo,string:pathName=oengmt"		start_olum_chat									
delayAction:eng_response:1		start_olum_chat									
doTheaterAction:olum:chat:say:olum_eng_greeting		start_olum_chat									
"messageTo;eng1;doPathAction;string:pathAction=patrol_path,string:pathName=eng1pat"		eng_response									
"messageTo;eng2;doPathAction;string:pathAction=patrol_path,string:pathName=eng2pat"		eng_response									
doTheaterAction:eng1:chat:say:eng1_welcome_olum		eng_response
delayAction:del_eng_greet:1		eng_response
doTheaterAction:eng2:chat:say:eng2_welcome_olum		del_eng_greet
delayAction:olum_situation:2		del_eng_greet
doTheaterAction:olum:chat:say:olum_what_situation		olum_situation
delayAction:eng_situation:1		olum_situation
doTheaterAction:eng2:chat:say:eng2_situation_one		eng_situation
delayAction:eng2_situation:2		eng_situation
doTheaterAction:eng1:chat:say:eng1_situation_two		eng2_situation
delayAction:olum_inform_player:3		eng2_situation
doTheaterAction:olum:faceTo:player:nearest		olum_inform_player
doTheaterAction:olum:chat:say:olum_give_player_task		olum_inform_player
