object	spawn_id	triggerId	room	loc_x	loc_y	loc_z	yaw	script	spawn_objvar	trigger_event	isInvulnerable	comment	paths	respawn
s[required]	s[none]	s[default]	s[none]	f[0.0]	f[0.0]	f[0.0]	f[0.0]	s[none]	s[none]	s[none]	i[0]	s	s[none]	i[-1]
heroic_axkva_nandina	nandina		r2	-71.3	14.2	13.5	104	theme_park.heroic.axkva_min.nandina		"OnExitCombat:triggerId:resetNandina,OnEnterCombat:playEmote:say:nandina_warning,OnEnterCombat:triggerId:spawn_warden,OnExitCombat:triggerId:remove_warden,OnDeath:triggerId:remove_warden"				
heroic_axkva_gorvo	gorvo		r2	-67.1	14.2	27.7	120	theme_park.heroic.axkva_min.gorvo		OnExitCombat:triggerId:resetNandina				
"waitForComplete:triggerId:nandina_died:nandina,gorvo"														
object/building/heroic/axkva_min_crystal.iff	axkva_min_crystal		r2	-81.7	17.8	19.5	101							
object/building/heroic/axkva_lelli_hi_crystal.iff	lelli_hi_crystal		r2	-82.1	17.8	15.5	80							
object/building/heroic/axkva_kimaru_crystal.iff	kimaru_crystal		r2	-78.1	17.8	31.8	113							
object/building/heroic/axkva_suin_chalo_crystal.iff	suin_chalo_crystal		r2	-78.9	17.9	28.1	102							
heroic_axkva_axkva_shade	shade	nandina_died	r2	-79.04	17.81	23.88	102.57	theme_park.heroic.axkva_min.axkva_shade		OnArrivedAtLocation:shade_moveTo:triggerId:shade_arrived	1			
delayAction:spam_shade_up:3		nandina_died												
doTheaterAction:axkva_min:chat:say:axkva_fool		axkva_counterattack				
doTheaterAction:axkva_min:animate:force_push		axkva_counterattack				
delayAction:axkva_strike:1	`	axkva_counterattack				
messageTo;warden;fall_down;none		axkva_counterattack				
clientfx:pt_axkvamin_lightning.prt:forced-200:0.5		axkva_strike	r2	-54.23	10.63	19.82
delayAction:axkva_warp:1		axkva_strike				
messageTo;axkva_min;do_victory_warp;none		axkva_warp				
delayAction:begin_siphon:2		axkva_warp				
doTheaterAction:axkva_min:chat:say:axkva_foolish_to_try		begin_siphon				
delayAction:siphon:1		begin_siphon				
doTheaterAction:axkva_min:animate:force_channel		siphon				
delayAction:play_siphon:1		siphon				
delayAction:end_siphon:4		siphon				
clientfx:pt_axkvamin_lightning_base.prt:forced-200:0.5		play_siphon	r2	-54.23	10.63	19.82
deleteSpawn:warden:none		end_siphon				
doTheaterAction:axkva_min:chat:say:axkva_enough_of_this		end_siphon				
delayAction:axkva_face_player:1		end_siphon				
doTheaterAction:axkva_min:faceTo:player:nearest		axkva_face_player				
delayAction:prepare_offer:1		axkva_face_player				
doTheaterAction:axkva_min:chat:say:axkva_offer_to_flee		prepare_offer				
doTheaterAction:axkva_min:animate:point_away		prepare_offer				
delayAction:start_attack:8		prepare_offer				
doTheaterAction:axkva_min:chat:say:axkva_have_it_your_way		start_attack				
doTheaterAction:axkva_min:animate:shrug_shoulders		start_attack				
delayAction:attack:2		start_attack				
messageTo;axkva_min;wsToggleInvulnerability;none		attack								
messageTo;axkva_min;attack_nearest;none		attack								
deleteSpawn:nandina:none		resetNandina								
deleteSpawn:gorvo:none		resetNandina								
heroic_axkva_nandina	nandina	resetNandina	r2	-71.3	14.2	13.5	104	theme_park.heroic.axkva_min.nandina		"OnExitCombat:triggerId:resetNandina,OnEnterCombat:triggerId:spawn_warden,OnExitCombat:triggerId:remove_warden,OnDeath:triggerId:remove_warden"
heroic_axkva_gorvo	gorvo	resetNandina	r2	-67.1	14.2	27.7	120	theme_park.heroic.axkva_min.gorvo		OnExitCombat:triggerId:resetNandina
"waitForComplete:triggerId:nandina_died:nandina,gorvo"		resetNandina								
heroic_axkva_warden	warden	spawn_warden	r2	-17.11	1.92	0.532	-89	theme_park.heroic.axkva_min.warden	int:doBurn=1	
object/building/heroic/axkva_hall_fire.iff	hall_fire	spawn_warden	r1	13.8	0.155	0.164	0	theme_park.heroic.axkva_min.hall_fire		
doTheaterAction:warden:chat:shout:axkva_warden_imprison_warning		spawn_warden								
deleteSpawn:warden:none		remove_warden								
deleteSpawn:hall_fire:none		remove_warden								
deleteSpawn:warden:none		resetNandina								
deleteSpawn:hall_fire:none		resetNandina								
