template	cell	max_height	min_height
object/building/player/player_house_generic_large_style_01.iff	room9	5.27162	0.635
object/building/player/player_house_generic_large_style_01.iff	room8	5.27162	0.635
object/building/player/player_house_generic_large_style_01.iff	room3	9.91733	4.585
object/building/player/player_house_generic_large_style_01.iff	room10	5.24	0.635
object/building/player/player_house_generic_large_style_01.iff	hallway3	5.02313	0.671111
object/building/player/player_house_generic_large_style_02.iff	foyer	8.7759	1.235
object/building/player/player_house_generic_large_style_02.iff	hallway	10.10707	4.585
object/building/player/player_house_generic_large_style_02.iff	mainhall	9.63772	0.985
object/building/player/player_house_generic_large_style_02.iff	room1	10.07544	4.585
object/building/player/player_house_generic_large_style_02.iff	room2	9.59961	4.71
object/building/player/player_house_generic_large_style_02.iff	room3	9.91733	4.585
object/building/player/player_house_generic_large_style_02.iff	hallway2	5.52675	0.985
object/building/player/player_house_generic_large_style_02.iff	room4	10.11205	0.985
object/building/player/player_house_generic_large_style_02.iff	hallway3	5.1543	0.897146
object/building/player/player_house_generic_large_style_02.iff	room5	6.63141	0.635
object/building/player/player_house_corellia_small_style_01_floorplan_02.iff	entry	4.59798	0.74
object/building/player/player_house_corellia_small_style_01_floorplan_02.iff	hall	4.56636	0.74
object/building/player/player_house_corellia_small_style_01_floorplan_02.iff	room1	5.76802	0.74
object/building/player/player_house_corellia_small_style_01_floorplan_02.iff	room1	5.60991	0.74
object/building/player/player_house_corellia_small_style_01_floorplan_02.iff	room2	5.76802	0.74
object/building/player/player_house_corellia_small_style_01.iff	entry	4.47149	0.74
object/building/player/player_house_corellia_small_style_01.iff	hall	4.53474	0.74
object/building/player/player_house_corellia_small_style_01.iff	room1	5.70478	0.74
object/building/player/player_house_corellia_small_style_01.iff	room2	5.79964	0.74
object/building/player/player_house_corellia_small_style_02.iff	entry	4.29324	0.625
object/building/player/player_house_corellia_small_style_02.iff	mainroom	4.76758	0.624993
object/building/player/player_house_corellia_small_style_02.iff	room2	4.29324	0.625
object/building/player/player_house_corellia_small_style_02_floorplan_02.iff	entry	4.32487	0.624996
object/building/player/player_house_corellia_small_style_02_floorplan_02.iff	mainroom	4.70434	0.624993
object/building/player/player_house_corellia_medium_style_01.iff	public	5.49491	0.624998
object/building/player/player_house_corellia_medium_style_01.iff	office	4.67272	0.625
object/building/player/player_house_corellia_medium_style_01.iff	livingroom	5.58977	0.624999
object/building/player/player_house_corellia_medium_style_01.iff	bedroom	6.85469	0.625
object/building/player/player_house_corellia_large_style_01.iff	foyer1	8.06054	1.235
object/building/player/player_house_corellia_large_style_01.iff	room6	9.89614	4.71
object/building/player/player_house_corellia_large_style_01.iff	room7	8.28338	4.71
object/building/player/player_house_corellia_large_style_01.iff	room2	8.63123	4.71
object/building/player/player_house_corellia_large_style_01.iff	room3	9.5814	4.585
object/building/player/player_house_corellia_large_style_01.iff	room4	10.1491	4.71
object/building/player/player_house_corellia_large_style_01.iff	room5	8.63124	4.71
object/building/player/player_house_corellia_large_style_01.iff	mainhall1	8.57447	0.985
object/building/player/player_house_corellia_large_style_01.iff	hallway2	4.05056	0.698545
object/building/player/player_house_corellia_large_style_01.iff	room8	4.24	0.635
object/building/player/player_house_corellia_large_style_01.iff	room9	4.20837	0.635
object/building/player/player_house_corellia_large_style_01.iff	hallway3	4.16827	0.753002
object/building/player/player_house_corellia_large_style_01.iff	room10	4.33487	0.635
object/building/player/player_house_corellia_large_style_02.iff	foyer	5.37759	1.235
object/building/player/player_house_corellia_large_style_02.iff	hallway	9.10707	4.585
object/building/player/player_house_corellia_large_style_02.iff	mainhall	8.63772	1.1
object/building/player/player_house_corellia_large_style_02.iff	room1	9.07544	4.585
object/building/player/player_house_corellia_large_style_02.iff	room2	8.59961	4.71
object/building/player/player_house_corellia_large_style_02.iff	room3	8.91733	4.585
object/building/player/player_house_corellia_large_style_02.iff	hallway2	4.52675	1.1
object/building/player/player_house_corellia_large_style_02.iff	room4	9.11205	1.1
object/building/player/player_house_corellia_large_style_02.iff	hallway3	4.1543	1.1
object/building/player/player_guildhall_tatooine_style_02.iff	foyer2	10.670486	6.749256
object/building/player/player_house_corellia_large_style_02.iff	room5	5.63141	0.635
object/building/player/player_guildhall_tatooine_style_02.iff	hall1	14.081	11.018595
object/building/player/player_guildhall_tatooine_style_02.iff	stair3	10.7022	6.74935
object/building/player/player_guildhall_tatooine_style_02.iff	foyer2	10.6389	6.74926
object/building/player/player_guildhall_tatooine_style_02.iff	bedroom2	10.5808	6.75445
object/building/player/player_guildhall_tatooine_style_02.iff	bedroom1	10.4846	6.7531
object/building/player/player_guildhall_tatooine_style_02.iff	stair2	10.7977	1.5
object/building/player/player_guildhall_tatooine_style_02.iff	lobby	6.35401	1.00976
object/building/player/player_guildhall_tatooine_style_02.iff	livingroom1	5.31235	0.695416
object/building/player/player_guildhall_tatooine_style_02.iff	kitchen	5.99044	1.5
object/building/player/player_guildhall_tatooine_style_02.iff	livingroom2	5.30088	0.508819
object/building/player/player_guildhall_tatooine_style_02.iff	stair1	5.16824	-3.5
object/building/player/player_guildhall_tatooine_style_02.iff	foyer3	0.421224	-3.5
object/building/player/player_guildhall_tatooine_style_02.iff	bedroom4	0.258605	-3.85236
object/building/player/player_guildhall_tatooine_style_02.iff	hall3	0.104996	-3.5
object/building/player/player_guildhall_tatooine_style_02.iff	bedroom5	0.772955	-3.49612
object/building/player/player_guildhall_tatooine_style_02.iff	bedroom8	0.430841	-3.49038
object/building/player/player_guildhall_tatooine_style_02.iff	hall2	0.263111	-3.5
object/building/player/player_guildhall_tatooine_style_02.iff	bedroom7	0.399218	-3.49038
object/building/player/player_guildhall_tatooine_style_02.iff	foyer	6.9473133	2.488491
object/building/player/player_guildhall_tatooine_style_02.iff	bedroom6	0.43084	-3.49038
object/building/player/player_guildhall_tatooine_style_02.iff	bedroom3	0.674206	-3.5
object/building/player/player_guildhall_corellia_style_01.iff	entry	7.78088	2.65798
object/building/player/player_guildhall_corellia_style_01.iff	foyer	8.34724	2.75
object/building/player/player_guildhall_corellia_style_01.iff	mainhall	8.80116	1.6544
object/building/player/player_guildhall_corellia_style_01.iff	dining	7.87886	2.25
object/building/player/player_guildhall_corellia_style_01.iff	hallb	7.20882	2.75
object/building/player/player_guildhall_corellia_style_01.iff	closetb	6.57636	2.75
object/building/player/player_guildhall_corellia_style_01.iff	stairwellb	13.0274	2.75
object/building/player/player_guildhall_corellia_style_01.iff	stairwella	13.0418	2.75
object/building/player/player_guildhall_corellia_style_01.iff	closeta	6.54474	2.75
object/building/player/player_guildhall_corellia_style_01.iff	halla	7.1772	2.75
object/building/player/player_guildhall_corellia_style_01.iff	meeting1	-3.81982	-8.5
object/building/player/player_guildhall_corellia_style_01.iff	meeting3	-3.9147	-8.5
object/building/player/player_guildhall_corellia_style_01.iff	basement	-2.01732	-8.5
object/building/player/player_guildhall_corellia_style_01.iff	meeting2	-3.85144	-8.5
object/building/player/player_guildhall_corellia_style_01.iff	meeting4	-4.00956	-8.5
object/building/player/player_guildhall_corellia_style_01.iff	meeting5	-4.13606	-8.5
object/building/player/player_guildhall_naboo_style_01.iff	entry	7.78088	2.65798
object/building/player/player_guildhall_naboo_style_01.iff	foyer	8.34724	2.75
object/building/player/player_guildhall_naboo_style_01.iff	mainhall	8.80116	1.6544
object/building/player/player_guildhall_naboo_style_01.iff	dining	7.87886	2.25
object/building/player/player_guildhall_naboo_style_01.iff	hallb	7.20882	2.75
object/building/player/player_guildhall_naboo_style_01.iff	closetb	6.57636	2.75
object/building/player/player_guildhall_naboo_style_01.iff	stairwellb	13.0274	2.75
object/building/player/player_guildhall_naboo_style_01.iff	stairwella	13.0418	2.75
object/building/player/player_guildhall_naboo_style_01.iff	closeta	6.54474	2.75
object/building/player/player_guildhall_naboo_style_01.iff	halla	7.1772	2.75
object/building/player/player_guildhall_naboo_style_01.iff	meeting1	-3.81982	-8.5
object/building/player/player_guildhall_naboo_style_01.iff	meeting3	-3.9147	-8.5
object/building/player/player_guildhall_naboo_style_01.iff	basement	-2.01732	-8.5
object/building/player/player_guildhall_naboo_style_01.iff	meeting2	-3.85144	-8.5
object/building/player/player_guildhall_naboo_style_01.iff	meeting4	-4.00956	-8.5
object/building/player/player_guildhall_naboo_style_01.iff	meeting5	-4.13606	-8.5
object/building/player/player_guildhall_generic_style_01.iff	entry	7.78088	2.65798
object/building/player/player_guildhall_generic_style_01.iff	foyer	8.34724	2.75
object/building/player/player_guildhall_generic_style_01.iff	mainhall	8.80116	1.6544
object/building/player/player_guildhall_generic_style_01.iff	dining	7.87886	2.25
object/building/player/player_guildhall_generic_style_01.iff	hallb	7.20882	2.75
object/building/player/player_guildhall_generic_style_01.iff	closetb	6.57636	2.75
object/building/player/player_guildhall_generic_style_01.iff	stairwellb	13.0274	2.75
object/building/player/player_guildhall_generic_style_01.iff	stairwella	13.0418	2.75
object/building/player/player_guildhall_generic_style_01.iff	closeta	6.54474	2.75
object/building/player/player_guildhall_generic_style_01.iff	halla	7.1772	2.75
object/building/player/player_guildhall_generic_style_01.iff	meeting1	-3.81982	-8.5
object/building/player/player_guildhall_generic_style_01.iff	meeting3	-3.9147	-8.5
object/building/player/player_guildhall_generic_style_01.iff	basement	-2.01732	-8.5
object/building/player/player_guildhall_generic_style_01.iff	meeting2	-3.85144	-8.5
object/building/player/player_guildhall_generic_style_01.iff	meeting4	-4.00956	-8.5
object/building/player/player_guildhall_generic_style_01.iff	meeting5	-4.13606	-8.5
object/building/player/city/barn_no_planet_restriction.iff	entry	4.3	0
object/building/player/city/cityhall_tatooine.iff	hall1	5.9222	2.00097
object/building/player/city/cityhall_tatooine.iff	grandhall	19.4759	1.40012
object/building/player/city/cityhall_tatooine.iff	mayoroffice	11.3925	2.00056
object/building/player/city/cityhall_tatooine.iff	library	11.3926	2.00058
object/building/player/city/cityhall_tatooine.iff	hall2	5.85895	2.00097
object/building/player/city/diner_no_planet_restriction.iff	entry	4.3	0
object/building/player/city/theater_corellia.iff	backstage	10.4421	0.330017
object/building/player/city/hospital_corellia.iff	entry	3.44546	0.18831
object/building/player/city/hospital_corellia.iff	corner	3.47709	0.18832
object/building/player/city/hospital_corellia.iff	mainroom	6.10179	0.188325
object/building/player/city/hospital_corellia.iff	crafting	3.57196	0.188325
object/building/player/city/theater_naboo.iff	backstage	10.4421	0.330017
object/building/player/city/hospital_naboo.iff	entry	3.44546	0.18831
object/building/player/city/hospital_naboo.iff	corner	3.47709	0.18832
object/building/player/city/hospital_naboo.iff	mainroom	6.10179	0.188325
object/building/player/city/hospital_naboo.iff	crafting	3.57196	0.188325
object/building/player/city/theater_tatooine.iff	backstage	10.4421	0.330017
object/building/player/city/hospital_tatooine.iff	entry	3.44546	0.18831
object/building/player/city/hospital_tatooine.iff	corner	3.47709	0.18832
object/building/player/city/hospital_tatooine.iff	mainroom	6.10179	0.188325
object/building/player/city/hospital_tatooine.iff	crafting	3.57196	0.188325
object/building/player/city/cityhall_naboo.iff	hall1	5.9222	2.00097
object/building/player/city/cityhall_naboo.iff	grandhall	19.4759	1.40012
object/building/player/city/cityhall_naboo.iff	mayoroffice	11.3925	2.00056
object/building/player/city/cityhall_naboo.iff	library	11.3926	2.00058
object/building/player/city/cityhall_naboo.iff	hall2	5.85895	2.00097
object/building/player/city/cityhall_corellia.iff	hall1	5.9222	2.00097
object/building/player/city/cityhall_corellia.iff	grandhall	19.4759	1.40012
object/building/player/city/cityhall_corellia.iff	mayoroffice	11.3925	2.00056
object/building/player/city/cityhall_corellia.iff	library	11.3926	2.00058
object/building/player/city/cityhall_corellia.iff	hall2	5.85895	2.00097
object/building/player/city/cantina_tatooine.iff	foyer	4.72254	1.75
object/building/player/city/cantina_tatooine.iff	cantina	6.61215	-0.249999
object/building/player/city/cantina_naboo.iff	foyer	4.72254	1.75
object/building/player/city/cantina_naboo.iff	cantina	6.61215	-0.249999
object/building/player/city/cantina_corellia.iff	foyer	4.72254	1.75
object/building/player/city/cantina_corellia.iff	cantina	6.61215	-0.249999
object/ship/player/player_decimator.iff	cockpit	5.761	2.237
object/ship/player/player_decimator.iff	storage2	2.671	-1.9
object/ship/player/player_decimator.iff	storage3	2.765	-2.573
object/ship/player/player_decimator.iff	lounge	2.928	-2.86
object/ship/player/player_sorosuub_space_yacht.iff	bridge	3.918	0.03
object/ship/player/player_sorosuub_space_yacht.iff	lobby	-1.67	-5.67
object/ship/player/player_sorosuub_space_yacht.iff	mediation	-1.57	-6.07
object/ship/player/player_sorosuub_space_yacht.iff	stateroom	-1.345	-5.67
object/ship/player/player_sorosuub_space_yacht.iff	stairwell	3.13	-3.57
object/ship/player/player_sorosuub_space_yacht.iff	observationdeck	4.93	-3.67
object/ship/player/player_sorosuub_space_yacht.iff	hallway	4.602	1.33
object/ship/player/player_sorosuub_space_yacht.iff	engineering	5.03	1.328
object/ship/player/player_sorosuub_space_yacht.iff	private	8.53	5.03
object/ship/player/player_sorosuub_space_yacht.iff	elevator1	4.33	-3.67
object/ship/player/player_sorosuub_space_yacht.iff	elevator2	8.33	1.23
object/ship/player/player_ykl37r.iff	cockpit	1.161	-1.875
object/ship/player/player_ykl37r.iff	airlock	1.164	-2.544
object/ship/player/player_ykl37r.iff	hallport	1.227	-2.544
object/ship/player/player_ykl37r.iff	hallmid	1.521	-1.773
object/ship/player/player_ykl37r.iff	hallsb	1.338	-2.544
object/ship/player/player_ykl37r.iff	engineering	2.625	-2.749
object/ship/player/player_ykl37r.iff	hallfore	2.657	-1.773
object/ship/player/player_ykl37r.iff	storage	2.407	-1.773
object/ship/player/player_ykl37r.iff	cabin	2.764	-0.5
object/ship/player/player_ykl37r.iff	turretaccess	1.375	-1.773
object/ship/player/player_yt1300.iff	hall1	3.117	-1.6
object/ship/player/player_yt1300.iff	cockpit	3.093	0.138
object/ship/player/player_yt1300.iff	lounge	3.395	-1.836
object/ship/player/player_yt1300.iff	hall4	2.072	-1.6
object/ship/player/player_yt1300.iff	storage5	2.148	-1.746
object/ship/player/player_yt1300.iff	storage6	2.148	-1.746
object/ship/player/player_yt1300.iff	turretaccess	1.75	-1.585
object/ship/player/player_y8_mining_ship.iff	bridge	33.7	27.6
object/ship/player/player_y8_mining_ship.iff	engineering	33.4	27.6
object/ship/player/player_y8_mining_ship.iff	observation	35.6	27.6
object/ship/player/player_y8_mining_ship.iff	hallway	21.4	17.9
object/ship/player/player_y8_mining_ship.iff	fab3	22.1	17.9
object/ship/player/player_y8_mining_ship.iff	escape1	22.1	17.9
object/ship/player/player_y8_mining_ship.iff	escape2	22.1	17.9
object/ship/player/player_y8_mining_ship.iff	ore2	22.1	17.9
object/ship/player/player_y8_mining_ship.iff	ore1	22.1	17.9
object/ship/player/player_y8_mining_ship.iff	fab1	22.1	17.9
object/ship/player/player_y8_mining_ship.iff	fab2	22.1	17.9
object/ship/player/player_y8_mining_ship.iff	ore3	22.1	17.9
object/ship/player/player_y8_mining_ship.iff	ore4	22.1	17.9
object/building/player/player_house_mustafar_lg.iff	entrance	4.1	0.47
object/building/player/player_house_mustafar_lg.iff	livingroom	-22.5	-26.6
object/building/player/player_house_mustafar_lg.iff	bedroom1	-22.5	-26.6
object/building/player/player_house_mustafar_lg.iff	bedroom2	-22.5	-26.6
object/building/player/player_house_mustafar_lg.iff	hall1	-29.4	-33
object/building/player/player_house_mustafar_lg.iff	hall2	-29.4	-33
object/building/player/player_house_mustafar_lg.iff	bar	-29.4	-33.6
object/building/player/player_house_mustafar_lg.iff	bedroom3	-29.4	-33.6
object/building/player/player_house_mustafar_lg.iff	bedroom4	-29.4	-33.6
object/ship/player/player_yt2400.iff	cargo1	3.932	-0.2
object/ship/player/player_yt2400.iff	cargo2	3.932	-0.2
object/ship/player/player_yt2400.iff	hall3	3.532	-0.2
object/ship/player/player_yt2400.iff	hall2	3.202	-0.2
object/ship/player/player_yt2400.iff	hall1	3.532	-0.2
object/ship/player/player_yt2400.iff	bridge	3.932	-0.2
object/ship/player/player_yt2400.iff	engineering	4.072	-0.2
object/ship/player/player_gunship_rebel.iff	bridge	5	1.5
object/ship/player/player_gunship_rebel.iff	hall1	4.7	1.5
object/ship/player/player_gunship_rebel.iff	hall2	4.7	1.5
object/ship/player/player_gunship_rebel.iff	hall3	4.7	1.5
object/ship/player/player_gunship_rebel.iff	hall4	0	-3.5
object/ship/player/player_gunship_rebel.iff	storage1	4.7	1.5
object/ship/player/player_gunship_rebel.iff	storage2	4.7	1.5
object/ship/player/player_gunship_rebel.iff	storage3	0	-3.5
object/ship/player/player_gunship_rebel.iff	storage4	0	-3.5
object/ship/player/player_gunship_rebel.iff	turret1	4.7	1.5
object/ship/player/player_gunship_rebel.iff	turret2	4.7	1.5
object/ship/player/player_gunship_rebel.iff	turret3	0	-3.5
object/ship/player/player_gunship_rebel.iff	turret4	0	-3.5
object/ship/player/player_gunship_rebel.iff	turret5	0	-3.5
object/ship/player/player_gunship_rebel.iff	elevator1	4.7	-3.5
object/ship/player/player_gunship_neutral.iff	bridge	5	1.9
object/ship/player/player_gunship_neutral.iff	elevator1	5	-3.1
object/ship/player/player_gunship_neutral.iff	elevator2	0.2	-8.5
object/ship/player/player_gunship_neutral.iff	hall1	0.2	-3.1
object/ship/player/player_gunship_neutral.iff	hall2	0.2	-3.1
object/ship/player/player_gunship_neutral.iff	hall3	0.2	-3.1
object/ship/player/player_gunship_neutral.iff	hall4	-4.2	-8.5
object/ship/player/player_gunship_neutral.iff	hall5	0.2	-3.1
object/ship/player/player_gunship_neutral.iff	hall6	-4	-7.4
object/ship/player/player_gunship_neutral.iff	turret1	0.2	-3.1
object/ship/player/player_gunship_neutral.iff	turret2	0.2	-3.1
object/ship/player/player_gunship_neutral.iff	turret3	0.2	-3.1
object/ship/player/player_gunship_neutral.iff	turret4	0.2	-3.1
object/ship/player/player_gunship_neutral.iff	turret5	-4	-7.4
object/ship/player/player_gunship_neutral.iff	turret6	-4	-7.4
object/ship/player/player_gunship_neutral.iff	storage1	0.3	-3
object/ship/player/player_gunship_neutral.iff	storage2	-4	-7.3
object/ship/player/player_gunship_neutral.iff	obdeck	0.2	-3.9
object/ship/player/player_gunship_neutral.iff	recdeck	-4	-7.3
object/ship/player/player_gunship_neutral.iff	engineering	-5.4	-8.5
object/ship/player/player_gunship_imperial.iff	bridge	5	1.3
object/ship/player/player_gunship_imperial.iff	hall	5	-2.3
object/ship/player/player_gunship_imperial.iff	techsb	5.1	2.1
object/ship/player/player_gunship_imperial.iff	techport	5.1	2.1
object/ship/player/player_gunship_imperial.iff	main	1.1	-2.3
object/ship/player/player_gunship_imperial.iff	port	1.1	-2.3
object/ship/player/player_gunship_imperial.iff	starboard	1.1	-2.3
object/ship/player/player_gunship_imperial.iff	turret1	0.6	-2.3
object/ship/player/player_gunship_imperial.iff	turret2	0.6	-2.3
object/ship/player/player_gunship_imperial.iff	turret3	0.6	-2.3
object/ship/player/player_gunship_imperial.iff	turret4	0.6	-2.3
object/ship/player/player_gunship_imperial.iff	turret6	0.6	-2.3
object/building/player/player_house_sith_meditation_room.iff	entry	12	0.99
object/building/player/player_house_jedi_meditation_room.iff	entry	6	0.99
object/building/player/player_house_generic_small_window_style_03.iff	entry	7	0.52
object/building/player/player_house_generic_large_window_s01.iff	foyer	8.7759	1.235
object/building/player/player_house_generic_large_window_s01.iff	hallway	10.10707	4.585
object/building/player/player_house_generic_large_window_s01.iff	mainhall	9.63772	0.985
object/building/player/player_house_generic_large_window_s01.iff	room1	10.07544	4.585
object/building/player/player_house_generic_large_window_s01.iff	room2	9.59961	4.71
object/building/player/player_house_generic_large_window_s01.iff	room3	9.91733	4.585
object/building/player/player_house_generic_large_window_s01.iff	hallway2	5.52675	0.985
object/building/player/player_house_generic_large_window_s01.iff	room4	10.11205	0.985
object/building/player/player_house_generic_large_window_s01.iff	hallway3	5.1543	0.897146
object/building/player/player_house_generic_large_window_s01.iff	room5	6.63141	0.635
object/building/player/player_house_generic_large_window_s02.iff	entry	20.2	0.4
object/building/player/player_house_generic_large_window_s02.iff	deck	24.1	20.1
object/building/player/player_house_generic_large_window_s02.iff	stairs	5.1	-8.2
object/building/player/player_house_generic_large_window_s02.iff	basement	-1.3	-8.4
