creation time	creation time epoch	cluster	city id	city hall id
Thu Sep 20 06:59:09 2007 Pacific Daylight Time	1190296749	Ahazi	123001	184559968169
Mon Oct 08 21:06:44 2007 Pacific Daylight Time	1191902804	Ahazi	76001	185958715863
Thu Oct 11 20:47:29 2007 Pacific Daylight Time	1192160849	Ahazi	123003	186213595435
Mon Oct 29 10:06:25 2007 Pacific Daylight Time	1193677585	Ahazi	142004	187636879506
Sun Nov 04 16:46:51 2007 Pacific Standard Time	1194223611	Ahazi	136003	188105274647
Thu Dec 06 18:29:57 2007 Pacific Standard Time	1196994597	Ahazi	139003	191065556022
Thu Dec 20 18:16:23 2007 Pacific Standard Time	1198203383	Ahazi	73001	192269678167
Sat Dec 22 17:48:46 2007 Pacific Standard Time	1198374526	Ahazi	109005	192534536861
Sun Dec 30 22:55:56 2007 Pacific Standard Time	1199084156	Ahazi	91002	193269914531
Tue Jan 01 23:19:05 2008 Pacific Standard Time	1199258345	Ahazi	77004	193392533439
Tue Jan 08 14:19:36 2008 Pacific Standard Time	1199830776	Ahazi	132002	194258707270
Mon Feb 04 17:52:34 2008 Pacific Standard Time	1202176354	Ahazi	93003	196549895901
Mon Feb 04 18:52:21 2008 Pacific Standard Time	1202179941	Ahazi	131002	196532659600
Tue Feb 12 16:31:15 2008 Pacific Standard Time	1202862675	Ahazi	133003	197239250537
Sat Feb 16 11:36:52 2008 Pacific Standard Time	1203190612	Ahazi	71004	197485314682
Wed Mar 05 10:12:04 2008 Pacific Standard Time	1204740724	Ahazi	118004	199016739205
Fri Mar 07 07:13:44 2008 Pacific Standard Time	1204902824	Ahazi	111002	199178925729
Mon Mar 10 18:53:07 2008 Pacific Daylight Time	1205200387	Ahazi	68001	199474154670
Sat Mar 15 02:14:49 2008 Pacific Daylight Time	1205572489	Ahazi	150001	199907898710
Fri May 02 17:35:53 2008 Pacific Daylight Time	1209774953	Ahazi	67001	204266480731
Tue May 27 03:08:06 2008 Pacific Daylight Time	1211882886	Ahazi	145001	206407104597
Thu May 29 15:12:33 2008 Pacific Daylight Time	1212099153	Ahazi	117002	206678716969
Mon Jun 09 15:51:52 2008 Pacific Daylight Time	1213051912	Ahazi	118003	207608027689
Thu Jun 12 18:41:16 2008 Pacific Daylight Time	1213321276	Ahazi	122003	207875238615
Sat Jul 12 19:20:36 2008 Pacific Daylight Time	1215915636	Ahazi	118002	210510619915
Tue Jul 15 19:35:27 2008 Pacific Daylight Time	1216175727	Ahazi	135002	210823682169
Mon Jul 21 17:33:38 2008 Pacific Daylight Time	1216686818	Ahazi	102006	211262926189
Wed Jul 23 23:10:07 2008 Pacific Daylight Time	1216879807	Ahazi	113003	211481919720
Sat Jul 26 11:39:02 2008 Pacific Daylight Time	1217097542	Ahazi	116003	211936318383
Thu Aug 07 15:59:54 2008 Pacific Daylight Time	1218149994	Ahazi	112004	213305708623
Fri Aug 15 02:01:07 2008 Pacific Daylight Time	1218790867	Ahazi	113001	213991260744
Thu Aug 21 12:34:48 2008 Pacific Daylight Time	1219347288	Ahazi	132003	214668540715
Tue Sep 16 18:43:51 2008 Pacific Daylight Time	1221615831	Ahazi	106003	217087941709
Mon Sep 22 20:26:36 2008 Pacific Daylight Time	1222140396	Ahazi	71006	217646679366
Wed Sep 24 15:15:31 2008 Pacific Daylight Time	1222294531	Ahazi	125005	217831304426
Mon Oct 06 19:35:16 2008 Pacific Daylight Time	1223346916	Ahazi	123004	218988892775
Tue Oct 07 09:04:43 2008 Pacific Daylight Time	1223395483	Ahazi	101004	219056029087
Mon Oct 20 05:16:43 2008 Pacific Daylight Time	1224505003	Ahazi	91004	220111007556
Mon Oct 27 19:39:26 2008 Pacific Daylight Time	1225161566	Ahazi	128001	220798637163
Sun Jan 11 21:44:32 2009 Pacific Standard Time	1231739072	Ahazi	131001	228030675585
Fri Jan 16 14:53:53 2009 Pacific Standard Time	1232146433	Ahazi	72001	228521179071
Mon Jan 19 21:12:41 2009 Pacific Standard Time	1232428361	Ahazi	148004	228795087257
Fri Jan 30 21:36:19 2009 Pacific Standard Time	1233380179	Ahazi	102007	229812186818
Sun Feb 01 10:20:38 2009 Pacific Standard Time	1233512438	Ahazi	69002	229962456588
Tue Feb 03 17:17:13 2009 Pacific Standard Time	1233710233	Ahazi	139005	230189576428
Thu Feb 05 16:13:28 2009 Pacific Standard Time	1233879208	Ahazi	133005	230374492404
Sat Feb 07 18:42:52 2009 Pacific Standard Time	1234060972	Ahazi	92003	230517405102
Mon Mar 02 10:29:07 2009 Pacific Standard Time	1236018547	Ahazi	71005	232568445349
Tue Mar 03 10:13:07 2009 Pacific Standard Time	1236103987	Ahazi	118007	232697520157
Tue Mar 03 15:14:20 2009 Pacific Standard Time	1236122060	Ahazi	136004	232718724783
Thu Mar 05 19:39:39 2009 Pacific Standard Time	1236310779	Ahazi	114001	232903386734
Fri Mar 06 16:26:52 2009 Pacific Standard Time	1236385612	Ahazi	83002	232969404063
Fri Mar 06 20:01:52 2009 Pacific Standard Time	1236398512	Ahazi	134002	232939730169
Sat Mar 07 21:29:16 2009 Pacific Standard Time	1236490156	Ahazi	97002	233080154444
Sun Mar 08 13:38:40 2009 Pacific Daylight Time	1236544720	Ahazi	135006	233113435279
Sun Mar 08 13:46:14 2009 Pacific Daylight Time	1236545174	Ahazi	72002	233165054038
Sun Mar 08 19:18:23 2009 Pacific Daylight Time	1236565103	Ahazi	138003	233115410749
Mon Mar 09 08:50:41 2009 Pacific Daylight Time	1236613841	Ahazi	128003	233177246958
Mon Mar 09 15:24:22 2009 Pacific Daylight Time	1236637462	Ahazi	97003	233205693404
Wed Mar 11 08:45:18 2009 Pacific Daylight Time	1236786318	Ahazi	83005	233486579331
Wed Mar 11 14:14:07 2009 Pacific Daylight Time	1236806047	Ahazi	140001	233558934477
Wed Mar 11 19:29:56 2009 Pacific Daylight Time	1236824996	Ahazi	110001	233514321141
Wed Mar 11 23:07:04 2009 Pacific Daylight Time	1236838024	Ahazi	140005	233575387262
Thu Mar 12 09:32:20 2009 Pacific Daylight Time	1236875540	Ahazi	140006	233665529159
Thu Mar 12 12:58:29 2009 Pacific Daylight Time	1236887909	Ahazi	87003	233618750547
Fri Mar 13 12:29:09 2009 Pacific Daylight Time	1236972549	Ahazi	75001	233614021540
Fri Mar 13 14:34:15 2009 Pacific Daylight Time	1236980055	Ahazi	127003	233696637631
Sat Mar 14 00:24:18 2009 Pacific Daylight Time	1237015458	Ahazi	128005	233717338399
Sat Mar 14 07:32:29 2009 Pacific Daylight Time	1237041149	Ahazi	122002	233833495223
Sat Mar 14 15:32:39 2009 Pacific Daylight Time	1237069959	Ahazi	129001	233842884682
Sun Mar 15 11:55:21 2009 Pacific Daylight Time	1237143321	Ahazi	127004	233847146110
Sun Mar 15 16:37:27 2009 Pacific Daylight Time	1237160247	Ahazi	104007	233825392430
Mon Mar 16 09:20:27 2009 Pacific Daylight Time	1237220427	Ahazi	127005	233918882424
Tue Mar 17 09:28:07 2009 Pacific Daylight Time	1237307287	Ahazi	130001	234106556175
Thu Mar 19 11:47:09 2009 Pacific Daylight Time	1237488429	Ahazi	141001	234302089268
Thu Mar 19 15:34:53 2009 Pacific Daylight Time	1237502093	Ahazi	139006	234299379918
Sat Mar 21 08:59:32 2009 Pacific Daylight Time	1237651172	Ahazi	69006	234483643957
Sat Mar 21 16:24:32 2009 Pacific Daylight Time	1237677872	Ahazi	139002	234550796509
Tue Mar 24 13:05:14 2009 Pacific Daylight Time	1237925114	Ahazi	145004	234827765319
Fri Mar 27 14:13:24 2009 Pacific Daylight Time	1238188404	Ahazi	99001	235051058455
Sat Mar 28 15:01:20 2009 Pacific Daylight Time	1238277680	Ahazi	138001	235205187305
Sun Mar 29 06:52:18 2009 Pacific Daylight Time	1238334738	Ahazi	109002	235228538751
Mon Mar 30 20:38:53 2009 Pacific Daylight Time	1238470733	Ahazi	74001	235355593865
Mon Mar 30 22:13:10 2009 Pacific Daylight Time	1238476390	Ahazi	114003	235336351671
Mon Mar 30 22:57:04 2009 Pacific Daylight Time	1238479024	Ahazi	138002	235298052612
Tue Mar 31 12:27:41 2009 Pacific Daylight Time	1238527661	Ahazi	87001	235423148444
Tue Mar 31 14:49:30 2009 Pacific Daylight Time	1238536170	Ahazi	138004	235476114861
Tue Mar 31 17:22:01 2009 Pacific Daylight Time	1238545321	Ahazi	146003	235479307372
Sun Apr 05 13:00:03 2009 Pacific Daylight Time	1238961603	Ahazi	135005	235909393789
Mon Apr 06 10:52:06 2009 Pacific Daylight Time	1239040326	Ahazi	113002	235920404616
Wed Apr 08 15:00:13 2009 Pacific Daylight Time	1239228013	Ahazi	136005	236139264700
Mon Apr 13 20:23:43 2009 Pacific Daylight Time	1239679423	Ahazi	129003	236664135543
Wed Apr 15 01:03:23 2009 Pacific Daylight Time	1239782603	Ahazi	81002	236788323662
Wed Apr 15 11:30:43 2009 Pacific Daylight Time	1239820243	Ahazi	81003	236877810434
Sat Apr 18 09:46:16 2009 Pacific Daylight Time	1240073176	Ahazi	77001	237209883809
Sun Apr 19 02:37:55 2009 Pacific Daylight Time	1240133875	Ahazi	99003	237238316746
Sun Apr 19 16:28:53 2009 Pacific Daylight Time	1240183733	Ahazi	134001	237323882367
Mon Apr 20 18:56:18 2009 Pacific Daylight Time	1240278978	Ahazi	85001	237385887113
Tue Apr 21 10:48:40 2009 Pacific Daylight Time	1240336120	Ahazi	127006	237532087014
Wed Apr 22 02:42:08 2009 Pacific Daylight Time	1240393328	Ahazi	127007	237532524164
Wed Apr 22 11:28:20 2009 Pacific Daylight Time	1240424900	Ahazi	119002	237600179471
Mon Apr 27 23:27:50 2009 Pacific Daylight Time	1240900070	Ahazi	128004	238205060943
Thu Nov 13 12:17:09 2003 Pacific Standard Time	1068754629	Bloodfin	46001	16359536139
Thu Nov 13 12:19:35 2003 Pacific Standard Time	1068754775	Bloodfin	41001	16364540962
Thu Nov 13 12:28:25 2003 Pacific Standard Time	1068755305	Bloodfin	48001	16357576592
Thu Nov 13 12:36:32 2003 Pacific Standard Time	1068755792	Bloodfin	58002	16380563057
Thu Nov 13 12:37:07 2003 Pacific Standard Time	1068755827	Bloodfin	41002	16364552584
Thu Nov 13 12:40:20 2003 Pacific Standard Time	1068756020	Bloodfin	56003	16365568638
Thu Nov 13 12:48:41 2003 Pacific Standard Time	1068756521	Bloodfin	41003	16364562821
Thu Nov 13 13:49:13 2003 Pacific Standard Time	1068760153	Bloodfin	49003	16351717329
Thu Nov 13 14:00:10 2003 Pacific Standard Time	1068760810	Bloodfin	66001	16367672846
Thu Nov 13 14:58:48 2003 Pacific Standard Time	1068764328	Bloodfin	73004	16376829582
Thu Nov 13 15:22:03 2003 Pacific Standard Time	1068765723	Bloodfin	52001	16358669591
Thu Nov 13 15:40:32 2003 Pacific Standard Time	1068766832	Bloodfin	61003	16368760535
Thu Nov 13 17:57:03 2003 Pacific Standard Time	1068775023	Bloodfin	73008	16377160032
Fri Nov 14 00:29:18 2003 Pacific Standard Time	1068798558	Bloodfin	65005	16361306327
Mon Nov 24 18:34:00 2003 Pacific Standard Time	1069727640	Bloodfin	57001	17356970983
Tue Dec 16 10:00:36 2003 Pacific Standard Time	1071597636	Bloodfin	46005	19163026359
Tue Dec 16 10:02:22 2003 Pacific Standard Time	1071597742	Bloodfin	46006	19163027956
Tue Dec 16 10:04:03 2003 Pacific Standard Time	1071597843	Bloodfin	57002	19147027435
Tue Dec 16 10:11:45 2003 Pacific Standard Time	1071598305	Bloodfin	40002	19156050616
Tue Dec 16 10:19:39 2003 Pacific Standard Time	1071598779	Bloodfin	62003	19154044700
Tue Dec 16 11:57:08 2003 Pacific Standard Time	1071604628	Bloodfin	37003	19148278368
Sat Dec 27 22:33:32 2003 Pacific Standard Time	1072593212	Bloodfin	51002	20130336185
Wed Mar 24 10:12:34 2004 Pacific Daylight Time	1080148354	Bloodfin	53003	29110401631
Thu Mar 25 20:44:57 2004 Pacific Daylight Time	1080272697	Bloodfin	56005	29218901981
Sun Apr 18 02:19:21 2004 Pacific Daylight Time	1082279961	Bloodfin	76002	31553718360
Sun Jun 13 14:48:36 2004 Pacific Daylight Time	1087163316	Bloodfin	46003	38062266656
Mon Jun 21 13:35:10 2004 Pacific Daylight Time	1087850110	Bloodfin	51001	39127942947
Mon Jul 26 21:07:36 2004 Pacific Daylight Time	1090901256	Bloodfin	67001	45079627951
Tue Sep 14 12:20:50 2004 Pacific Daylight Time	1095189650	Bloodfin	41005	54169895596
Tue Sep 28 10:42:08 2004 Pacific Daylight Time	1096393328	Bloodfin	73001	56765468561
Thu Oct 07 13:44:58 2004 Pacific Daylight Time	1097181898	Bloodfin	79004	58387892271
Tue Oct 12 14:27:41 2004 Pacific Daylight Time	1097616461	Bloodfin	42004	59295546170
Tue Nov 09 17:00:03 2004 Pacific Standard Time	1100048403	Bloodfin	102001	64194050587
Wed Nov 10 10:17:04 2004 Pacific Standard Time	1100110624	Bloodfin	109001	64377438487
Sat Nov 20 16:22:36 2004 Pacific Standard Time	1100996556	Bloodfin	75001	65928668212
Sun Nov 21 09:20:55 2004 Pacific Standard Time	1101057655	Bloodfin	86001	66095844206
Wed Dec 01 00:27:19 2004 Pacific Standard Time	1101889639	Bloodfin	82003	67267795493
Mon Dec 06 17:56:00 2004 Pacific Standard Time	1102384560	Bloodfin	75003	67898234702
Fri Dec 10 16:27:18 2004 Pacific Standard Time	1102724838	Bloodfin	53001	68442707569
Sun Dec 19 09:50:37 2004 Pacific Standard Time	1103478637	Bloodfin	90001	69335769411
Sun Jan 16 14:27:14 2005 Pacific Standard Time	1105914434	Bloodfin	85002	72673287878
Fri Feb 18 17:12:05 2005 Pacific Standard Time	1108775525	Bloodfin	101004	78108309514
Mon Feb 21 16:39:41 2005 Pacific Standard Time	1109032781	Bloodfin	93002	78463600380
Sun Feb 27 01:54:27 2005 Pacific Standard Time	1109498067	Bloodfin	103001	79318323046
Fri Mar 11 15:59:42 2005 Pacific Standard Time	1110585582	Bloodfin	68002	81218705824
Sun Mar 13 13:47:38 2005 Pacific Daylight Time	1110746858	Bloodfin	92002	81512030047
Thu Mar 17 17:38:21 2005 Pacific Daylight Time	1111106301	Bloodfin	77001	82155593111
Sun Mar 20 13:58:34 2005 Pacific Daylight Time	1111352314	Bloodfin	72002	82654583247
Tue Apr 12 19:06:33 2005 Pacific Daylight Time	1113357993	Bloodfin	76007	86385004516
Sat Apr 16 14:07:58 2005 Pacific Daylight Time	1113685678	Bloodfin	87002	86963493362
Fri May 20 21:21:29 2005 Pacific Daylight Time	1116649289	Bloodfin	107003	91991599597
Sat May 21 18:37:07 2005 Pacific Daylight Time	1116725827	Bloodfin	109002	92154860912
Thu Jun 02 18:52:10 2005 Pacific Daylight Time	1117763530	Bloodfin	106001	93735441551
Sat Jun 25 22:28:07 2005 Pacific Daylight Time	1119763687	Bloodfin	111001	96934080526
Tue Jul 05 13:35:54 2005 Pacific Daylight Time	1120595754	Bloodfin	116004	98321315310
Tue Jul 12 21:52:28 2005 Pacific Daylight Time	1121230348	Bloodfin	97002	99282082536
Fri Jul 15 18:35:58 2005 Pacific Daylight Time	1121477758	Bloodfin	123002	99603498705
Wed Jul 20 16:42:56 2005 Pacific Daylight Time	1121902976	Bloodfin	89002	100247651885
Thu Jul 21 19:21:46 2005 Pacific Daylight Time	1121998906	Bloodfin	92003	100384615895
Tue Jul 26 11:38:07 2005 Pacific Daylight Time	1122403087	Bloodfin	101003	100955092967
Fri Aug 05 19:26:07 2005 Pacific Daylight Time	1123295167	Bloodfin	114001	102256187980
Mon Aug 08 01:23:00 2005 Pacific Daylight Time	1123489380	Bloodfin	85003	102607251050
Thu Aug 18 23:58:38 2005 Pacific Daylight Time	1124434718	Bloodfin	90002	103971364741
