bluefish_talus	object/tangible/fishing/fish/bluefish.iff	6		0.4	0.2	1		13	22	4	2
bluefish_lok	object/tangible/fishing/fish/bluefish.iff	30		0.4	0.2	1		14	23	5	2
bluefish_dantooine	object/tangible/fishing/fish/bluefish.iff	39		0.4	0.2	1		14	23	5	2
bluefish_dathomir	object/tangible/fishing/fish/bluefish.iff	18		0.4	0.2	1		15	25	6	2
bluefish_yavin4	object/tangible/fishing/fish/bluefish.iff	58		0.4	0.2	1		14	23	5	2
bluefish_rori	object/tangible/fishing/fish/bluefish.iff	26		0.4	0.2	1		13	22	4	2
ray_tatooine	object/tangible/fishing/fish/ray.iff	0		0.45	0.2	0.9		15	25	5	3
ray_corellia	object/tangible/fishing/fish/ray.iff	32		0.45	0.2	0.9		15	25	5	3
ray_naboo	object/tangible/fishing/fish/ray.iff	30		0.45	0.2	0.9		15	25	5	3
ray_endor	object/tangible/fishing/fish/ray.iff	57		0.45	0.2	0.9		19	29	7	3
ray_talus	object/tangible/fishing/fish/ray.iff	15		0.45	0.2	0.9		17	27	6	3
ray_lok	object/tangible/fishing/fish/ray.iff	19		0.45	0.2	0.9		18	28	6	3
ray_dantooine	object/tangible/fishing/fish/ray.iff	44		0.45	0.2	0.9		18	28	6	3
ray_dathomir	object/tangible/fishing/fish/ray.iff	54		0.45	0.2	0.9		19	29	7	3
ray_yavin4	object/tangible/fishing/fish/ray.iff	9		0.45	0.2	0.9		18	28	6	3
ray_rori	object/tangible/fishing/fish/ray.iff	25		0.45	0.2	0.9		17	27	6	3
striped_tatooine	object/tangible/fishing/fish/striped.iff	7		0.55	0.3	1.2		15	25	5	3
striped_corellia	object/tangible/fishing/fish/striped.iff	61		0.55	0.3	1.2		15	25	5	3
striped_naboo	object/tangible/fishing/fish/striped.iff	14		0.55	0.3	1.2		15	25	5	3
striped_endor	object/tangible/fishing/fish/striped.iff	32		0.55	0.3	1.2		19	29	7	3
striped_talus	object/tangible/fishing/fish/striped.iff	0		0.55	0.3	1.2		17	27	6	3
striped_lok	object/tangible/fishing/fish/striped.iff	8		0.55	0.3	1.2		18	28	6	3
striped_dantooine	object/tangible/fishing/fish/striped.iff	51		0.55	0.3	1.2		18	28	6	3
striped_dathomir	object/tangible/fishing/fish/striped.iff	20		0.55	0.3	1.2		19	29	7	3
striped_yavin4	object/tangible/fishing/fish/striped.iff	42		0.55	0.3	1.2		18	28	6	3
striped_rori	object/tangible/fishing/fish/striped.iff	37		0.55	0.3	1.2		17	27	6	3
laa_tatooine	object/tangible/fishing/fish/laa.iff	15		0.5	0.2	1		17	30	5	5
laa_corellia	object/tangible/fishing/fish/laa.iff	36		0.5	0.2	1		17	30	5	5
laa_naboo	object/tangible/fishing/fish/laa.iff	26		0.5	0.2	1		17	30	5	5
laa_endor	object/tangible/fishing/fish/laa.iff	19		0.5	0.2	1		19	36	8	5
laa_talus	object/tangible/fishing/fish/laa.iff	63		0.5	0.2	1		18	32	6	5
laa_lok	object/tangible/fishing/fish/laa.iff	31		0.5	0.2	1		19	34	7	5
laa_dantooine	object/tangible/fishing/fish/laa.iff	0		0.5	0.2	1		19	34	7	5
laa_dathomir	object/tangible/fishing/fish/laa.iff	54		0.5	0.2	1		19	36	8	5
laa_yavin4	object/tangible/fishing/fish/laa.iff	43		0.5	0.2	1		19	34	7	5
laa_rori	object/tangible/fishing/fish/laa.iff	7		0.5	0.2	1		18	32	6	5
blackfish_tatooine	object/tangible/fishing/fish/blackfish.iff	31		0.6	0.3	1.5		20	35	6	2
blackfish_corellia	object/tangible/fishing/fish/blackfish.iff	18		0.6	0.3	1.5		20	35	6	2
blackfish_naboo	object/tangible/fishing/fish/blackfish.iff	40		0.6	0.3	1.5		20	35	6	2
blackfish_endor	object/tangible/fishing/fish/blackfish.iff	8		0.6	0.3	1.5		26	42	8	2
blackfish_talus	object/tangible/fishing/fish/blackfish.iff	57		0.6	0.3	1.5		22	37	6	2
blackfish_lok	object/tangible/fishing/fish/blackfish.iff	39		0.6	0.3	1.5		24	39	7	2
blackfish_dantooine	object/tangible/fishing/fish/blackfish.iff	5		0.6	0.3	1.5		24	39	7	2
blackfish_dathomir	object/tangible/fishing/fish/blackfish.iff	25		0.6	0.3	1.5		26	42	8	2
blackfish_yavin4	object/tangible/fishing/fish/blackfish.iff	55		0.6	0.3	1.5		24	39	7	2
blackfish_rori	object/tangible/fishing/fish/blackfish.iff	0		0.6	0.3	1.5		22	37	6	2
col_fish_dathomir_burra_02_01		0		0.5	0.2	1		15	22	3	5
col_fish_endor_buzzfish_02_01		0		0.5	0.2	1		15	22	3	5
col_fish_endor_trout_02_01		0		0.5	0.2	1		15	22	3	5
col_fish_naboo_fatfish_02_01		0		0.5	0.2	1		15	22	3	5
col_fish_naboo_gooberfish_02_01		0		0.5	0.2	1		15	22	3	5
col_fish_naboo_gumfish_02_01		0		0.5	0.2	1		15	22	3	5
col_fish_naboo_mee_02_01		0		0.5	0.2	1		15	22	3	5
col_fish_naboo_see_02_01		0		0.5	0.2	1		15	22	3	5
col_fish_rare_blackfish_02_01		0		0.9	0.6	2		35	50	20	10
col_fish_rare_blowfish_02_01		0		0.9	0.6	2		35	50	20	10
col_fish_rare_bluefish_02_01		0		0.9	0.6	2		35	50	20	10
col_fish_rare_faa_02_01		0		0.9	0.6	2		35	50	20	10
col_fish_rare_laa_02_01		0		0.9	0.6	2		35	50	20	10
col_fish_rare_ray_02_01		0		0.9	0.6	2		35	50	20	10
col_fish_rare_striped_02_01		0		0.9	0.6	2		35	50	20	10
col_fish_yavin_crawlfish_02_01		0		0.9	0.6	2		35	50	20	10
