lookup/hoth_at_st	2	appearance/pv_at_st.sat	clientdata/vehicle/hoth_at_st.cdf
lookup/stap_speeder	1	appearance/stap_speeder.apt	clientdata/vehicle/stap_speeder.iff
lookup/ipg_podracer	1	appearance/ipg_podracer.sat	clientdata/vehicle/pod_racer_ipg_longtail.cdf
lookup/koro2_speeder	2	appearance/zam_speeder.apt	clientdata/vehicle/zam_speeder.cdf
lookup/swamp_speeder	2	appearance/swamp_speeder.apt	clientdata/vehicle/swamp_speeder.cdf
lookup/mandalorian_jetpack	1	appearance/mandalorian_jetpack.apt	clientdata/vehicle/tcg_merr_sonn_jt12_jetpack.cdf
lookup/geonosian_speeder	1	appearance/geonosian_speeder.apt	clientdata/vehicle/geonosian_speeder.cdf
lookup/senate_pod	6	appearance/senate_pod.apt	clientdata/vehicle/senate_pod.iff
lookup/mnt_saddle_bird_s01	1	appearance/mnt_saddle_bird_s01.apt	
lookup/walker_at_xt	1	appearance/pv_at_xt.sat	clientdata/vehicle/at_xt.iff
lookup/speeder_tantive4_adv	8	appearance/speeder_tantive_x.apt	clientdata/vehicle/speeder_tantive4.iff
lookup/balta_podracer	1	appearance/balta_podracer.sat	clientdata/vehicle/balta_podracer.iff
lookup/tcg_peko_peko_mount	1	appearance/mnt_saddle_bird_s01.apt	
lookup/panning_droid	1	appearance/pv_ma3_mark_2_vehicle.sat	clientdata/vehicle/panning_droid.cdf
lookup/xj6_air_speeder	2	appearance/xj6_air_speeder.apt	clientdata/vehicle/xj6_air_speeder.iff
lookup/fg_8t8_podracer	1	appearance/fg_8t8_podracer.apt	clientdata/vehicle/fg_8t8_podracer.iff
lookup/air2_swoop_speeder	1	appearance/air2_swoop_speeder.apt	clientdata/vehicle/air2_swoop_speeder.cdf
lookup/basilisk_war_droid	1	appearance/basilisk_war_droid.sat	clientdata/vehicle/basilisk.cdf
lookup/lb_pod_racer_one	1	appearance/lb_gasgano_pod_racer.sat	clientdata/vehicle/pod_racer_one.iff
lookup/speeder_usv5_s02	5	appearance/speeder_usv5_s02.apt	clientdata/vehicle/speeder_usv5.iff
lookup/podracer_anakin	1	appearance/anakin_podracer.sat	clientdata/vehicle/pod_racer_one.iff
lookup/flare_s_swoop	1	appearance/flare_s_swoop.apt	clientdata/vehicle/flare_s_swoop.cdf
lookup/flare_s_swoop_crafted	1	appearance/flare_s_swoop.apt	clientdata/vehicle/flare_s_crafted.cdf
lookup/hoverlifter_speeder	6	appearance/hoverlifter_speeder.apt	clientdata/vehicle/hoverlifter_speeder.cdf
lookup/hoverlifter_speeder_crafted	6	appearance/hoverlifter_speeder.apt	clientdata/vehicle/hoverlifter_speeder.cdf
lookup/grievous_wheel_bike	2	appearance/grievous_wheel_bike.sat	clientdata/vehicle/grievous_wheel_bike.cdf
lookup/speeder_ric_920	2	appearance/ric_920_speeder.sat	clientdata/vehicle/speeder_ric_920.cdf
lookup/a1_deluxe_floater	2	appearance/a1_deluxe_floater.apt	clientdata/vehicle/a1_deluxe_floater.cdf
lookup/hk47_jetpack	1	appearance/jetpack_hk47_tcg.apt	clientdata/vehicle/tcg_hk47_jetpack.cdf
lookup/tcg_military_transport	11	appearance/enclosed_military_vehicle.apt	clientdata/vehicle/tcg_military_transport.cdf
lookup/tcg_at_pt_walker	1	appearance/atpt.sat	clientdata/vehicle/tcg_at_pt.cdf
lookup/tcg_republic_gunship	11	appearance/republic_gunship.apt	clientdata/vehicle/tcg_republic_gunship.cdf
