item	collectible_cols
object/tangible/loot/creature_loot/generic/generic_feather.iff	dejarik_collectible
object/tangible/loot/creature_loot/generic/generic_heart.iff	dejarik_collectible
object/tangible/loot/creature_loot/generic/generic_hide.iff	dejarik_collectible
object/tangible/loot/creature_loot/generic/generic_horn.iff	dejarik_collectible
object/tangible/loot/creature_loot/generic/generic_liver.iff	dejarik_collectible
object/tangible/loot/creature_loot/generic/generic_paw.iff	dejarik_collectible
object/tangible/loot/creature_loot/generic/generic_stomach.iff	dejarik_collectible
object/tangible/loot/creature_loot/generic/guts_jar.iff	dejarik_collectible
object/tangible/loot/creature_loot/generic/heart_s02.iff	dejarik_collectible
object/tangible/loot/creature_loot/generic/heart_s03.iff	dejarik_collectible
object/tangible/loot/creature_loot/generic/humanoid_arm_bone.iff	dejarik_collectible
object/tangible/loot/creature_loot/generic/humanoid_skull.iff	dejarik_collectible
object/tangible/loot/creature_loot/generic/jaw_bone.iff	dejarik_collectible
object/tangible/loot/creature_loot/generic/liver_s02.iff	dejarik_collectible
object/tangible/loot/creature_loot/generic/lizard_scale_generic.iff	dejarik_collectible
object/tangible/loot/creature_loot/generic/lungs_gland.iff	dejarik_collectible
object/tangible/loot/creature_loot/generic/mantis_arm.iff	dejarik_collectible
object/tangible/loot/creature_loot/generic/stomach_s02.iff	dejarik_collectible
object/tangible/loot/creature_loot/generic/thigh_meat_chunk.iff	dejarik_collectible
object/tangible/loot/creature_loot/generic/worm_jar.iff	dejarik_collectible
object/tangible/loot/generic_usable/bacta_ampules_generic.iff	housing_collectible
object/tangible/loot/generic_usable/binoculars_s1_generic.iff	housing_collectible
object/tangible/loot/generic_usable/bottle_liquid_generic.iff	housing_collectible
object/tangible/loot/generic_usable/building_repair_device_generic.iff	housing_collectible
object/tangible/loot/generic_usable/building_repair_device_generic_lt_4.iff	housing_collectible
object/tangible/loot/generic_usable/building_repair_device_generic_st_4.iff	housing_collectible
object/tangible/loot/generic_usable/chem_dispersion_device_generic.iff	housing_collectible
object/tangible/loot/generic_usable/datadisk_generic.iff	housing_collectible
object/tangible/loot/generic_usable/elect_power_unit_generic.iff	housing_collectible
object/tangible/loot/generic_usable/frag_grenade.iff	housing_collectible
object/tangible/loot/generic_usable/frequency_jammer_wire_generic.iff	housing_collectible
object/tangible/loot/generic_usable/generator_device_generic.iff	housing_collectible
object/tangible/loot/generic_usable/generator_device_generic_lt_4.iff	housing_collectible
object/tangible/loot/generic_usable/generic_crystal.iff	housing_collectible
object/tangible/loot/generic_usable/handheld_viewscreen_2_generic.iff	housing_collectible
object/tangible/loot/generic_usable/impulse_detector_01_generic.iff	housing_collectible
object/tangible/loot/generic_usable/jedi_relic_01_generic.iff	housing_collectible
object/tangible/loot/generic_usable/large_dispersal_unit_generic.iff	housing_collectible
object/tangible/loot/generic_usable/large_dispersal_unit_generic_lt_4.iff	housing_collectible
object/tangible/loot/generic_usable/medic_powder_generic.iff	housing_collectible
object/tangible/loot/generic_usable/motivator_device_generic.iff	housing_collectible
object/tangible/loot/generic_usable/power_output_analyzer_generic.iff	housing_collectible
object/tangible/loot/generic_usable/ration_kit_device_generic.iff	housing_collectible
object/tangible/loot/generic_usable/rebreather_generic.iff	housing_collectible
object/tangible/loot/generic_usable/rocket_generic.iff	housing_collectible
object/tangible/loot/generic_usable/scope_weapon_generic.iff	housing_collectible
object/tangible/loot/generic_usable/selonian_psg.iff	housing_collectible
object/tangible/loot/generic_usable/slave_collar_generic.iff	housing_collectible
object/tangible/loot/generic_usable/software_module_generic.iff	housing_collectible
object/tangible/loot/generic_usable/speaker_generic.iff	housing_collectible
object/tangible/loot/generic_usable/sphere_grenade_generic.iff	housing_collectible
object/tangible/loot/generic_usable/spray_bottle_generic.iff	housing_collectible
object/tangible/loot/generic_usable/spray_unit_small_01_generic.iff	housing_collectible
object/tangible/loot/generic_usable/spray_unit_small_generic.iff	housing_collectible
object/tangible/loot/generic_usable/stim_a_generic.iff	housing_collectible
object/tangible/loot/generic_usable/stim_a_generic_lt_4.iff	housing_collectible
object/tangible/loot/generic_usable/stim_a_generic_st_4.iff	housing_collectible
object/tangible/loot/generic_usable/stim_medium_generic.iff	housing_collectible
object/tangible/loot/generic_usable/stim_syringe_generic.iff	housing_collectible
object/tangible/loot/generic_usable/stim_syringe_generic_lt_4.iff	housing_collectible
object/tangible/loot/generic_usable/supplement_liquid.iff	housing_collectible
object/tangible/loot/generic_usable/supplement_solid_pills.iff	housing_collectible
object/tangible/loot/generic_usable/survey_pad_adv_generic.iff	housing_collectible
object/tangible/loot/generic_usable/survey_pad_adv_generic_lt_4.iff	housing_collectible
object/tangible/loot/generic_usable/survey_pad_adv_generic_st_4.iff	housing_collectible
object/tangible/loot/generic_usable/tool_generic.iff	housing_collectible
object/tangible/loot/generic_usable/tube_paste_generic.iff	housing_collectible
object/tangible/loot/generic_usable/tubed_device_generic.iff	housing_collectible
object/tangible/loot/generic_usable/worklight_generic.iff	housing_collectible
object/tangible/loot/npc_loot/aero_magnifier_generic.iff	misc_collectible
object/tangible/loot/npc_loot/answering_machine_generic.iff	misc_collectible
object/tangible/loot/npc_loot/armor_repair_device_generic.iff	misc_collectible
object/tangible/loot/npc_loot/artifact_generic.iff	misc_collectible
object/tangible/loot/npc_loot/bacta_ampules_generic.iff	misc_collectible
object/tangible/loot/npc_loot/basket_generic.iff	misc_collectible
object/tangible/loot/npc_loot/blue_wiring_generic.iff	misc_collectible
object/tangible/loot/npc_loot/bottle_s01_generic.iff	misc_collectible
object/tangible/loot/npc_loot/bottle_s02_generic.iff	misc_collectible
object/tangible/loot/npc_loot/bottle_s03_generic.iff	misc_collectible
object/tangible/loot/npc_loot/bottle_s04_generic.iff	misc_collectible
object/tangible/loot/npc_loot/bowl_generic.iff	misc_collectible
object/tangible/loot/npc_loot/briefcase_generic.iff	misc_collectible
object/tangible/loot/npc_loot/broad_spectrum_med_device_generic.iff	misc_collectible
object/tangible/loot/npc_loot/bug_jar_generic.iff	misc_collectible
object/tangible/loot/npc_loot/cage_generic.iff	misc_collectible
object/tangible/loot/npc_loot/camera_generic.iff	misc_collectible
object/tangible/loot/npc_loot/canister_small_device_generic.iff	misc_collectible
object/tangible/loot/npc_loot/chance_cube_8_generic.iff	misc_collectible
object/tangible/loot/npc_loot/chassis_blueprint_device_generic.iff	misc_collectible
object/tangible/loot/npc_loot/chem_dispersion_device_generic.iff	misc_collectible
object/tangible/loot/npc_loot/circuit_board_generic.iff	misc_collectible
object/tangible/loot/npc_loot/clamp_generic.iff	misc_collectible
object/tangible/loot/npc_loot/clipon_id_badge_generic.iff	misc_collectible
object/tangible/loot/npc_loot/cloth_box_generic.iff	misc_collectible
object/tangible/loot/npc_loot/clothing_repair_device_generic.iff	misc_collectible
object/tangible/loot/npc_loot/comlink_civilian_generic.iff	misc_collectible
object/tangible/loot/npc_loot/copper_battery_generic.iff	misc_collectible
object/tangible/loot/npc_loot/datadisk_generic.iff	misc_collectible
object/tangible/loot/npc_loot/datapad_flashy_generic.iff	misc_collectible
object/tangible/loot/npc_loot/decryptor_generic.iff	misc_collectible
object/tangible/loot/npc_loot/disguise_makeup_kit_generic.iff	misc_collectible
object/tangible/loot/npc_loot/disk_drive_generic.iff	misc_collectible
object/tangible/loot/npc_loot/elect_module_complex_generic.iff	misc_collectible
object/tangible/loot/npc_loot/elect_module_misc_01.iff	misc_collectible
object/tangible/loot/npc_loot/elect_module_simple_generic.iff	misc_collectible
object/tangible/loot/npc_loot/elect_module_wires.iff	misc_collectible
object/tangible/loot/npc_loot/elect_power_unit_generic.iff	misc_collectible
object/tangible/loot/npc_loot/electronic_key_generic.iff	misc_collectible
object/tangible/loot/npc_loot/engineer_analysis_board_generic.iff	misc_collectible
object/tangible/loot/npc_loot/frequency_jammer_wire_generic.iff	misc_collectible
object/tangible/loot/npc_loot/generator_device_generic.iff	misc_collectible
object/tangible/loot/npc_loot/handheld_viewscreen_1_generic.iff	misc_collectible
object/tangible/loot/npc_loot/handheld_viewscreen_2_generic.iff	misc_collectible
object/tangible/loot/npc_loot/healing_chemical_generic.iff	misc_collectible
object/tangible/loot/npc_loot/hyperdrive_part_generic.iff	misc_collectible
object/tangible/loot/npc_loot/id_chip_generic.iff	misc_collectible
object/tangible/loot/npc_loot/impulse_detector_01_generic.iff	misc_collectible
object/tangible/loot/npc_loot/impulse_detector_02_generic.iff	misc_collectible
object/tangible/loot/npc_loot/installation_repair_device_generic.iff	misc_collectible
object/tangible/loot/npc_loot/jewelry_ear_s02.iff	misc_collectible
object/tangible/loot/npc_loot/jewelry_ear_s04.iff	misc_collectible
object/tangible/loot/npc_loot/jewelry_ear_s13.iff	misc_collectible
object/tangible/loot/npc_loot/jewelry_setting_generic.iff	misc_collectible
object/tangible/loot/npc_loot/large_dispersal_unit_generic.iff	misc_collectible
object/tangible/loot/npc_loot/laser_trap_generic.iff	misc_collectible
object/tangible/loot/npc_loot/launcher_tube_generic.iff	misc_collectible
object/tangible/loot/npc_loot/ledger_generic.iff	misc_collectible
object/tangible/loot/npc_loot/magseal_detector_generic.iff	misc_collectible
object/tangible/loot/npc_loot/medical_console_generic.iff	misc_collectible
object/tangible/loot/npc_loot/medical_device_generic.iff	misc_collectible
object/tangible/loot/npc_loot/metal_ball_generic.iff	misc_collectible
object/tangible/loot/npc_loot/metal_barrel_generic.iff	misc_collectible
object/tangible/loot/npc_loot/metal_case_generic.iff	misc_collectible
object/tangible/loot/npc_loot/motivator_device_generic.iff	misc_collectible
object/tangible/loot/npc_loot/notebook_generic.iff	misc_collectible
object/tangible/loot/npc_loot/organichem_stores_generic.iff	misc_collectible
object/tangible/loot/npc_loot/pearl_generic.iff	misc_collectible
object/tangible/loot/npc_loot/power_output_analyzer_generic.iff	misc_collectible
object/tangible/loot/npc_loot/prop_jacket_generic.iff	misc_collectible
object/tangible/loot/npc_loot/radio_generic.iff	misc_collectible
object/tangible/loot/npc_loot/ration_kit_device_generic.iff	misc_collectible
object/tangible/loot/npc_loot/rebreather_generic.iff	misc_collectible
object/tangible/loot/npc_loot/recording_rod_generic.iff	misc_collectible
object/tangible/loot/npc_loot/red_wiring_generic.iff	misc_collectible
object/tangible/loot/npc_loot/rocket_ammo_generic.iff	misc_collectible
object/tangible/loot/npc_loot/rocket_generic.iff	misc_collectible
object/tangible/loot/npc_loot/rusty_toolkit_generic.iff	misc_collectible
object/tangible/loot/npc_loot/scope_weapon_generic.iff	misc_collectible
object/tangible/loot/npc_loot/serum_vial_generic.iff	misc_collectible
object/tangible/loot/npc_loot/shield_module_generic.iff	misc_collectible
object/tangible/loot/npc_loot/shisa_generic.iff	misc_collectible
object/tangible/loot/npc_loot/shoe_soul_generic.iff	misc_collectible
object/tangible/loot/npc_loot/small_motor_generic.iff	misc_collectible
object/tangible/loot/npc_loot/software_module_generic.iff	misc_collectible
object/tangible/loot/npc_loot/software_module_orange_generic.iff	misc_collectible
object/tangible/loot/npc_loot/software_module_red_generic.iff	misc_collectible
object/tangible/loot/npc_loot/speaker_generic.iff	misc_collectible
object/tangible/loot/npc_loot/substance_analyzer_generic.iff	misc_collectible
object/tangible/loot/npc_loot/survey_pad_adv_generic.iff	misc_collectible
object/tangible/loot/npc_loot/survival_equipment_generic.iff	misc_collectible
object/tangible/loot/npc_loot/syringe_generic.iff	misc_collectible
object/tangible/loot/npc_loot/tool_bundle_generic.iff	misc_collectible
object/tangible/loot/npc_loot/tube_paste_generic.iff	misc_collectible
object/tangible/loot/npc_loot/tubed_device_generic.iff	misc_collectible
object/tangible/loot/npc_loot/wiring_generic.iff	misc_collectible
object/tangible/loot/npc_loot/writing_utensils_generic.iff	misc_collectible
object/tangible/medicine/instant_stimpack/bluefish_generic.iff	contraband_collectible
object/tangible/medicine/instant_stimpack/filled_pastry_generic.iff	contraband_collectible
object/tangible/medicine/instant_stimpack/roast_generic.iff	contraband_collectible
object/tangible/medicine/instant_stimpack/stimpack_generic_a.iff	contraband_collectible
object/tangible/medicine/instant_stimpack/stimpack_generic_a.iff	contraband_collectible
object/tangible/medicine/instant_stimpack/stimpack_generic_b.iff	contraband_collectible
object/tangible/medicine/instant_stimpack/stimpack_generic_c.iff	contraband_collectible
object/tangible/medicine/instant_stimpack/stimpack_generic_d.iff	contraband_collectible
object/tangible/medicine/instant_stimpack/stimpack_generic_e.iff	contraband_collectible
object/tangible/medicine/instant_stimpack/stimpack_generic_e_st_3.iff	contraband_collectible
object/tangible/medicine/instant_stimpack/stimpack_syren.iff	contraband_collectible
object/tangible/wearables/armor/bone/armor_bone_s01_bicep_l.iff	generic_collectible
object/tangible/wearables/armor/bone/armor_bone_s01_bicep_r.iff	generic_collectible
object/tangible/wearables/armor/bone/armor_bone_s01_boots.iff	generic_collectible
object/tangible/wearables/armor/bone/armor_bone_s01_bracer_l.iff	generic_collectible
object/tangible/wearables/armor/bone/armor_bone_s01_bracer_r.iff	generic_collectible
object/tangible/wearables/armor/bone/armor_bone_s01_chest_plate.iff	generic_collectible
object/tangible/wearables/armor/bone/armor_bone_s01_gloves.iff	generic_collectible
object/tangible/wearables/armor/bone/armor_bone_s01_helmet.iff	generic_collectible
object/tangible/wearables/armor/bone/armor_bone_s01_leggings.iff	generic_collectible
object/tangible/wearables/armor/chitin/armor_chitin_s01_bicep_l.iff	generic_collectible
object/tangible/wearables/armor/chitin/armor_chitin_s01_bicep_r.iff	generic_collectible
object/tangible/wearables/armor/chitin/armor_chitin_s01_boots.iff	generic_collectible
object/tangible/wearables/armor/chitin/armor_chitin_s01_bracer_l.iff	generic_collectible
object/tangible/wearables/armor/chitin/armor_chitin_s01_bracer_r.iff	generic_collectible
object/tangible/wearables/armor/chitin/armor_chitin_s01_chest_plate.iff	generic_collectible
object/tangible/wearables/armor/chitin/armor_chitin_s01_gloves.iff	generic_collectible
object/tangible/wearables/armor/chitin/armor_chitin_s01_helmet.iff	generic_collectible
object/tangible/wearables/armor/chitin/armor_chitin_s01_leggings.iff	generic_collectible
object/tangible/wearables/armor/composite/armor_composite_bicep_l.iff	generic_collectible
object/tangible/wearables/armor/composite/armor_composite_bicep_r.iff	generic_collectible
object/tangible/wearables/armor/composite/armor_composite_boots.iff	generic_collectible
object/tangible/wearables/armor/composite/armor_composite_bracer_l.iff	generic_collectible
object/tangible/wearables/armor/composite/armor_composite_bracer_r.iff	generic_collectible
object/tangible/wearables/armor/composite/armor_composite_chest_plate.iff	generic_collectible
object/tangible/wearables/armor/composite/armor_composite_gloves.iff	generic_collectible
object/tangible/wearables/armor/composite/armor_composite_helmet.iff	generic_collectible
object/tangible/wearables/armor/composite/armor_composite_leggings.iff	generic_collectible
object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_bicep_l.iff	generic_collectible
object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_bicep_r.iff	generic_collectible
object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_boots.iff	generic_collectible
object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_bracer_l.iff	generic_collectible
object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_bracer_r.iff	generic_collectible
object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_chest_plate.iff	generic_collectible
object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_gloves.iff	generic_collectible
object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_helmet.iff	generic_collectible
object/tangible/wearables/armor/ithorian_defender/ith_armor_s01_leggings.iff	generic_collectible
object/tangible/wearables/armor/ithorian_guardian/ith_armor_s02_bicep_l.iff	generic_collectible
object/tangible/wearables/armor/ithorian_guardian/ith_armor_s02_bicep_r.iff	generic_collectible
object/tangible/wearables/armor/ithorian_guardian/ith_armor_s02_boots.iff	generic_collectible
object/tangible/wearables/armor/ithorian_guardian/ith_armor_s02_bracer_l.iff	generic_collectible
object/tangible/wearables/armor/ithorian_guardian/ith_armor_s02_bracer_r.iff	generic_collectible
object/tangible/wearables/armor/ithorian_guardian/ith_armor_s02_chest_plate.iff	generic_collectible
object/tangible/wearables/armor/ithorian_guardian/ith_armor_s02_gloves.iff	generic_collectible
object/tangible/wearables/armor/ithorian_guardian/ith_armor_s02_helmet.iff	generic_collectible
object/tangible/wearables/armor/ithorian_guardian/ith_armor_s02_leggings.iff	generic_collectible
object/tangible/wearables/armor/ithorian_sentinel/ith_armor_s03_bicep_l.iff	generic_collectible
object/tangible/wearables/armor/ithorian_sentinel/ith_armor_s03_bicep_r.iff	generic_collectible
object/tangible/wearables/armor/ithorian_sentinel/ith_armor_s03_boots.iff	generic_collectible
object/tangible/wearables/armor/ithorian_sentinel/ith_armor_s03_bracer_l.iff	generic_collectible
object/tangible/wearables/armor/ithorian_sentinel/ith_armor_s03_bracer_r.iff	generic_collectible
object/tangible/wearables/armor/ithorian_sentinel/ith_armor_s03_chest_plate.iff	generic_collectible
object/tangible/wearables/armor/ithorian_sentinel/ith_armor_s03_gloves.iff	generic_collectible
object/tangible/wearables/armor/ithorian_sentinel/ith_armor_s03_helmet.iff	generic_collectible
object/tangible/wearables/armor/ithorian_sentinel/ith_armor_s03_leggings.iff	generic_collectible
object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_bicep_l.iff	generic_collectible
object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_bicep_r.iff	generic_collectible
object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_bracer_l.iff	generic_collectible
object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_bracer_r.iff	generic_collectible
object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_chestplate.iff	generic_collectible
object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_leggings.iff	generic_collectible
object/tangible/wearables/armor/kashyyykian_ceremonial/armor_kashyyykian_ceremonial_bicep_l.iff	generic_collectible
object/tangible/wearables/armor/kashyyykian_ceremonial/armor_kashyyykian_ceremonial_bicep_r.iff	generic_collectible
object/tangible/wearables/armor/kashyyykian_ceremonial/armor_kashyyykian_ceremonial_bracer_l.iff	generic_collectible
object/tangible/wearables/armor/kashyyykian_ceremonial/armor_kashyyykian_ceremonial_bracer_r.iff	generic_collectible
object/tangible/wearables/armor/kashyyykian_ceremonial/armor_kashyyykian_ceremonial_chestplate.iff	generic_collectible
object/tangible/wearables/armor/kashyyykian_ceremonial/armor_kashyyykian_ceremonial_leggings.iff	generic_collectible
object/tangible/wearables/armor/kashyyykian_hunting/armor_kashyyykian_hunting_bicep_l.iff	generic_collectible
object/tangible/wearables/armor/kashyyykian_hunting/armor_kashyyykian_hunting_bicep_r.iff	generic_collectible
object/tangible/wearables/armor/kashyyykian_hunting/armor_kashyyykian_hunting_bracer_l.iff	generic_collectible
object/tangible/wearables/armor/kashyyykian_hunting/armor_kashyyykian_hunting_bracer_r.iff	generic_collectible
object/tangible/wearables/armor/kashyyykian_hunting/armor_kashyyykian_hunting_chestplate.iff	generic_collectible
object/tangible/wearables/armor/kashyyykian_hunting/armor_kashyyykian_hunting_leggings.iff	generic_collectible
object/tangible/wearables/armor/mandalorian_imperial/armor_mandalorian_imperial_belt.iff	generic_collectible
object/tangible/wearables/armor/mandalorian_imperial/armor_mandalorian_imperial_bicep_l.iff	generic_collectible
object/tangible/wearables/armor/mandalorian_imperial/armor_mandalorian_imperial_bicep_r.iff	generic_collectible
object/tangible/wearables/armor/mandalorian_imperial/armor_mandalorian_imperial_boots.iff	generic_collectible
object/tangible/wearables/armor/mandalorian_imperial/armor_mandalorian_imperial_bracer_l.iff	generic_collectible
object/tangible/wearables/armor/mandalorian_imperial/armor_mandalorian_imperial_bracer_r.iff	generic_collectible
object/tangible/wearables/armor/mandalorian_imperial/armor_mandalorian_imperial_chest_plate.iff	generic_collectible
object/tangible/wearables/armor/mandalorian_imperial/armor_mandalorian_imperial_gloves.iff	generic_collectible
object/tangible/wearables/armor/mandalorian_imperial/armor_mandalorian_imperial_helmet.iff	generic_collectible
object/tangible/wearables/armor/mandalorian_imperial/armor_mandalorian_imperial_leggings.iff	generic_collectible
object/tangible/wearables/armor/mandalorian_rebel/armor_mandalorian_rebel_belt.iff	generic_collectible
object/tangible/wearables/armor/mandalorian_rebel/armor_mandalorian_rebel_bicep_l.iff	generic_collectible
object/tangible/wearables/armor/mandalorian_rebel/armor_mandalorian_rebel_bicep_r.iff	generic_collectible
object/tangible/wearables/armor/mandalorian_rebel/armor_mandalorian_rebel_boots.iff	generic_collectible
object/tangible/wearables/armor/mandalorian_rebel/armor_mandalorian_rebel_bracer_l.iff	generic_collectible
object/tangible/wearables/armor/mandalorian_rebel/armor_mandalorian_rebel_bracer_r.iff	generic_collectible
object/tangible/wearables/armor/mandalorian_rebel/armor_mandalorian_rebel_chest_plate.iff	generic_collectible
object/tangible/wearables/armor/mandalorian_rebel/armor_mandalorian_rebel_gloves.iff	generic_collectible
object/tangible/wearables/armor/mandalorian_rebel/armor_mandalorian_rebel_helmet.iff	generic_collectible
object/tangible/wearables/armor/mandalorian_rebel/armor_mandalorian_rebel_leggings.iff	generic_collectible
object/tangible/wearables/armor/padded/armor_padded_s01_bicep_l.iff	generic_collectible
object/tangible/wearables/armor/padded/armor_padded_s01_bicep_r.iff	generic_collectible
object/tangible/wearables/armor/padded/armor_padded_s01_boots.iff	generic_collectible
object/tangible/wearables/armor/padded/armor_padded_s01_bracer_l.iff	generic_collectible
object/tangible/wearables/armor/padded/armor_padded_s01_bracer_r.iff	generic_collectible
object/tangible/wearables/armor/padded/armor_padded_s01_chest_plate.iff	generic_collectible
object/tangible/wearables/armor/padded/armor_padded_s01_gloves.iff	generic_collectible
object/tangible/wearables/armor/padded/armor_padded_s01_helmet.iff	generic_collectible
object/tangible/wearables/armor/padded/armor_padded_s01_leggings.iff	generic_collectible
object/tangible/wearables/armor/tantel/armor_tantel_skreej_bicep_l.iff	generic_collectible
object/tangible/wearables/armor/tantel/armor_tantel_skreej_bicep_r.iff	generic_collectible
object/tangible/wearables/armor/tantel/armor_tantel_skreej_boots.iff	generic_collectible
object/tangible/wearables/armor/tantel/armor_tantel_skreej_bracer_l.iff	generic_collectible
object/tangible/wearables/armor/tantel/armor_tantel_skreej_bracer_r.iff	generic_collectible
object/tangible/wearables/armor/tantel/armor_tantel_skreej_chest_plate.iff	generic_collectible
object/tangible/wearables/armor/tantel/armor_tantel_skreej_gloves.iff	generic_collectible
object/tangible/wearables/armor/tantel/armor_tantel_skreej_helmet.iff	generic_collectible
object/tangible/wearables/armor/tantel/armor_tantel_skreej_leggings.iff	generic_collectible
object/tangible/wearables/armor/ubese/armor_ubese_boots.iff	generic_collectible
object/tangible/wearables/armor/ubese/armor_ubese_bracer_l.iff	generic_collectible
object/tangible/wearables/armor/ubese/armor_ubese_bracer_r.iff	generic_collectible
object/tangible/wearables/armor/ubese/armor_ubese_gloves.iff	generic_collectible
object/tangible/wearables/armor/ubese/armor_ubese_helmet.iff	generic_collectible
object/tangible/wearables/armor/ubese/armor_ubese_jacket.iff	generic_collectible
object/tangible/wearables/armor/ubese/armor_ubese_pants.iff	generic_collectible
object/tangible/wearables/armor/ubese/armor_ubese_shirt.iff	generic_collectible
object/tangible/wearables/backpack/backpack_s01.iff	generic_collectible
object/tangible/wearables/backpack/backpack_s03.iff	generic_collectible
object/tangible/wearables/backpack/backpack_s04.iff	generic_collectible
