id	Items	Include Items From	Category	Feature Bit Reward Exclusion Mask	Account Flags	Account Feature Id	Feature Id Blocked by Subscription Bit	Consume Account Feature Id	Account Age Days	Character Age Days	Character Objvar	Once Per Account	Announcement Message	Description	URL	Start Date yyyy	Start Date mm	Start Date dd	End Date yyyy	End Date mm	End Date dd	Buddy Points	Comments
30mo	"holo_yoda,emp_chair"	"3mo,6mo,9mo,12mo,15mo,18mo,21mo,24mo,27mo"	1	0	0	0	0		900	0		1	veteran_new:announcement_900day	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards								
33mo	"holo_jawa,mini_rancor"	"3mo,6mo,9mo,12mo,15mo,18mo,21mo,24mo,27mo,30mo"	1	0	0	0	0		990	0		1	veteran_new:announcement_990day	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards								
36mo	"mini_boba,mini_atat"	"3mo,6mo,9mo,12mo,15mo,18mo,21mo,24mo,27mo,30mo,33mo"	1	0	0	0	0		1080	0		1	veteran_new:announcement_1080day	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards								
39mo	"respec_voucher,storage_increase"	"3mo,6mo,9mo,12mo,15mo,18mo,21mo,24mo,27mo,30mo,33mo,36mo"	1	0	0	0	0		1170	0		1	veteran_new:announcement_1170day	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards								
42mo	"holo_darth_vader,holo_luke_skywalker"	"3mo,6mo,9mo,12mo,15mo,18mo,21mo,24mo,27mo,30mo,33mo,36mo,39mo"	1	0	0	0	0		1260	0		1	veteran_new:announcement_1260day	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards								
45mo	"mini_tusken,mini_salacious"	"3mo,6mo,9mo,12mo,15mo,18mo,21mo,24mo,27mo,30mo,33mo,36mo,39mo,42mo"	1	0	0	0	0		1350	0		1	veteran_new:announcement_1350day	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards						
48mo	"pet_gacklebat,pet_mouse_droid,pet_mynock"	"3mo,6mo,9mo,12mo,15mo,18mo,21mo,24mo,27mo,30mo,33mo,36mo,39mo,42mo,45mo"	1	0	0	0	0		1440	0		1	veteran_new:announcement_1440day	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards						
51mo	"carbonite_gungan,carbonite_ugnaught,carbonite_geonosian"	"3mo,6mo,9mo,12mo,15mo,18mo,21mo,24mo,27mo,30mo,33mo,36mo,39mo,42mo,45mo,48mo"	1	0	0	0	0		1530	0		1	veteran_new:announcement_1530day	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards						
54mo	"city_flag_kit,podracer_statue,st_boss_battle_droid,st_boss_rebel_comm,st_boss_stormtrooper"	"3mo,6mo,9mo,12mo,15mo,18mo,21mo,24mo,27mo,30mo,33mo,36mo,39mo,42mo,45mo,48mo,51mo"	1	0	0	0	0		1620	0		1	veteran_new:announcement_1620day	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards						
57mo	"st_dark_jedi_boss,st_nightsister_boss,st_tusken_boss,homing_beacon"	"3mo,6mo,9mo,12mo,15mo,18mo,21mo,24mo,27mo,30mo,33mo,36mo,39mo,42mo,45mo,48mo,51mo,54mo"	1	0	0	0	0		1710	0		1	veteran_new:announcement_1710day	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards						
60mo	hover_chair	"3mo,6mo,9mo,12mo,15mo,18mo,21mo,24mo,27mo,30mo,33mo,36mo,39mo,42mo,45mo,48mo,51mo,54mo,57mo"	1	0	0	0	0		1800	0		1	veteran_new:announcement_1800day	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards						
63mo	"yoda_fountain,emp_statue"	"3mo,6mo,9mo,12mo,15mo,18mo,21mo,24mo,27mo,30mo,33mo,36mo,39mo,42mo,45mo,48mo,51mo,54mo,57mo,60mo"	1	0	0	0	0		1890	0		1	veteran_new:announcement_1890day	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards						
66mo	"jedi_temple,jedi_temple_burning"	"3mo,6mo,9mo,12mo,15mo,18mo,21mo,24mo,27mo,30mo,33mo,36mo,39mo,42mo,45mo,48mo,51mo,54mo,57mo,60mo,63mo"	1	0	0	0	0		1980	0		1	veteran_new:announcement_1980day	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards						
69mo	greeter_gamorrean	"3mo,6mo,9mo,12mo,15mo,18mo,21mo,24mo,27mo,30mo,33mo,36mo,39mo,42mo,45mo,48mo,51mo,54mo,57mo,60mo,63mo,66mo"	1	0	0	0	0		2070	0		1	veteran_new:announcement_2070day	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards						
72mo	"windu_statue,maul_statue"	"3mo,6mo,9mo,12mo,15mo,18mo,21mo,24mo,27mo,30mo,33mo,36mo,39mo,42mo,45mo,48mo,51mo,54mo,57mo,60mo,63mo,66mo,69mo"	1	0	0	0	0		2160	0		1	veteran_new:announcement_2160day	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards						
75mo	75month_houseplant	"3mo,6mo,9mo,12mo,15mo,18mo,21mo,24mo,27mo,30mo,33mo,36mo,39mo,42mo,45mo,48mo,51mo,54mo,57mo,60mo,63mo,66mo,69mo,72mo"	1	0	0	0	0		2250	0		1	veteran_new:announcement_2250day	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards						
78mo	78month_ttgm_terminal	"3mo,6mo,9mo,12mo,15mo,18mo,21mo,24mo,27mo,30mo,33mo,36mo,39mo,42mo,45mo,48mo,51mo,54mo,57mo,60mo,63mo,66mo,69mo,72mo,75mo"	1	0	0	0	0		2340	0		1	veteran_new:announcement_2340day	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards						
6moJTL	sorosuub			0	16	0	0		180	0		0	veteran_new:announcement_180day_jtl	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards						
ROWpreorder	varactyl			0	1048576	0	0		0	0		1	veteran_new:announcement_row_preorder	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Friday%20Feature%20Sneak%20Peek:%20New%20Rideable%20Mounts%20and%20Speeder	2005	5	5			
ROWretail	barc_speeder			0	2097152	0	0		0	0		1	veteran_new:announcement_row_retail	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Friday%20Feature%20Sneak%20Peek:%20New%20Rideable%20Mounts%20and%20Speeder						
2yrAnn	"holo_lambda,holo_corvette"			0	0	0	0		30	30		0	veteran_new:announcement_2yrann	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards	2005	7	1	2005	8	15
1yrAnnJapan	wookiee_house			0	8192	0	0		30	30		0	veteran_new:announcement_1yrann_japan	veteran_new:choice_description	www.japan.ea.com/swg/veteranrewards.html	2005	8	1	2005	9	30		
ToOWretail	tow_retail_reward			0	4194304	0	0		0	0		1	veteran_new:announcement_tow_retail	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards								
ToOWpreorder	transport_skiff			0	16384	0	0		0	0		1	veteran_new:announcement_tow_preorder	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards								
StarterKit	instant_travel			0	65536	0	0		0	0		0	veteran_new:announcement_starter_kit	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards								
April2006Roadshow	"painting_emperor,painting_rebel"			0	131072	0	0		0	0		0	veteran_new:announcement_april_2006_roadshow	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards								
3yrAnn	privateer_travel			0	0	0	0		30	30		0	veteran_new:announcement_3yrann	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards	2006	6	19	2006	7	10		
FreeTrial2Conversion	cybernetic_xp_chip			0	262144	0	0		0	0		1	veteran_new:announcement_freetrial2_conversion	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards								
COAretail	walker_at_rt			0	524288	0	0		0	0		1	veteran_new:announcement_coa_retail	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Friday%20Feature%20Sneak%20Peek:%20New%20Rideable%20Mounts%20and%20Speeder								
HousePackupReward	return_painting			0	0	0	0		0	0		1	veteran_new:announcement_returning_painting	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards	2007	5	17	2007	6	30		
30thAnn	painting_anniversary_s30			0	0	0	0		30	30		0	veteran_new:announcement_30thann	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards	2007	5	21	2007	6	25		
4yrAnn2	goggles_anniversary			0	0	0	0		30	30		0	veteran_new:announcement_4yrann	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards	2007	6	27	2007	7	15		
Summit2007	painting_summit_s02			0	16777216	0	0		0	0		0	veteran_new:announcement_2007_summit	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards								
itvRoyal	instant_travel_royal_ship			0	33554432	0	0		0	0		0	veteran_new:announcement_itv_royal	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards								
fan_gathering_08	fan_gathering_08			0	134217728	0	0		0	0		0	veteran_new:announcement_galactic_gathering_08	veteran_new:choice_description	starwarsgalaxies.station.sony.com/content.jsp?page=Veteran%20Rewards								
tcg_blk_dress	tcg_blk_dress			0	0	5000	0		0	0		0	veteran_new:announcement_tcg_black_corset_dress	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Black Corset Dress
tcg_naboo_jacket	tcg_naboo_jacket			0	0	5001	0		0	0		0	veteran_new:announcement_tcg_naboo_jacket	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Bodyguard Jacket
tcg_dooku_bust	tcg_dooku_bust			0	0	5002	0		0	0		0	veteran_new:announcement_tcg_dooku_bust	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Dooku Bust
tcg_display_case_01	tcg_display_case_01			0	0	5003	0		0	0		0	veteran_new:announcement_tcg_display_case_01	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Glass Display Case
tcg_gorax_ear	tcg_gorax_ear			0	0	5004	0		0	0		0	veteran_new:announcement_tcg_gorax_ear	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Gorax Ear
tcg_bas_relief	tcg_bas_relief			0	0	5005	0		0	0		0	veteran_new:announcement_tcg_bas_relief	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Great Hyperspace War Bas-Relief
tcg_glow_blueeyes	tcg_glow_blueeyes			0	0	5006	0		0	0		0	veteran_new:announcement_tcg_glowing_blue_eyes	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Guise of the Apprentice
tcg_glow_redeyes	tcg_glow_redeyes			0	0	5007	0		0	0		0	veteran_new:announcement_tcg_glowing_red_eyes	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Guise of the Sith
tcg_vendor_gungan	tcg_vendor_gungan			0	0	5008	0		0	0		0	veteran_new:announcement_tcg_vendor_gungan	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Gungan Vendor
tcg_houseclean_kit	tcg_houseclean_kit			0	0	5009	0		0	0		0	veteran_new:announcement_tcg_housecleaning_kit	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Housecleaning Kit
tcg_in_fountain_01	tcg_in_fountain_01			0	0	5010	0		0	0		0	veteran_new:announcement_tcg_indoor_fountain_01	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Large Indoor Fountain
tcg_vendor_jawa	tcg_vendor_jawa			0	0	5011	0		0	0		0	veteran_new:announcement_tcg_vendor_jawa	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Jawa Vendor
tcg_greet_meatlump	tcg_greet_meatlump			0	0	5012	0		0	0		0	veteran_new:announcement_tcg_greeter_meatlump	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Meatlump Greeter
tcg_mechno_chair	tcg_mechno_chair			0	0	5013	0		0	0		0	veteran_new:announcement_tcg_mechno_chair	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Mechno Chair
tcg_nuna_ball_adv	tcg_nuna_ball_adv			0	0	5014	0		0	0		0	veteran_new:announcement_tcg_nuna_ball_advertisement	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Nuna-Ball Advertisement
tcg_podr_gasgano	tcg_podr_gasgano			0	0	5015	0		0	0		0	veteran_new:announcement_tcg_podracer_gasgano	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Ord Pedrovia Podracer
tcg_paint_jedi_crest	tcg_paint_jedi_crest			0	0	5016	0		0	0		0	veteran_new:announcement_tcg_painting_jedi_crest	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Painting: Jedi Crest
tcg_painting_trooper	tcg_painting_trooper			0	0	5017	0		0	0		0	veteran_new:announcement_tcg_painting_trooper	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Painting: Trooper
tcg_radtrooper_bdg	tcg_radtrooper_bdg			0	0	5018	0		0	0		0	veteran_new:announcement_tcg_radtrooper_badge	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Radtrooper Badge
tcg_sith_speeder	tcg_sith_speeder			0	0	5019	0		0	0		0	veteran_new:announcement_tcg_sith_speeder	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Sith Speeder
tcg_tusken_tal	tcg_tusken_tal			0	0	5020	0		0	0		0	veteran_new:announcement_tcg_tusken_talisman	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Tusken Talisman
tcg_organa_speeder	tcg_organa_speeder			0	0	5021	0		0	0		0	veteran_new:announcement_tcg_organa_speeder	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								XJ-2 Airspeeder
tcg_comp_con_01	tcg_comp_con_01			0	0	5022	0		0	0		0	veteran_new:announcement_tcg_computer_console_01	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Large Computer Console
tcg_vendor_ewok	tcg_vendor_ewok			0	0	5023	0		0	0		0	veteran_new:announcement_tcg_vendor_ewok	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Ewok Vendor
tcg_h_hydrospanner	tcg_h_hydrospanner			0	0	5024	0		0	0		0	veteran_new:announcement_tcg_hans_hydrospanner	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Han's Hydrospanner
tcg_paint_imp_prop	tcg_paint_imp_prop			0	0	5025	0		0	0		0	veteran_new:announcement_tcg_painting_imperial_propaganda	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Painting: Imperial Propaganda
tcg_in_garden_02	tcg_in_garden_02			0	0	5026	0		0	0		0	veteran_new:announcement_tcg_indoor_garden_02	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Small Indoor Rock Garden
tcg_or_flightsuit	tcg_or_flightsuit			0	0	5027	0		0	0		0	veteran_new:announcement_tcg_orange_flightsuit	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Rebel Life Support Flight Suit
tcg_greeter_monk	tcg_greeter_monk			0	0	5028	0		0	0		0	veteran_new:announcement_tcg_vendor_bomarr_monk	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								B'omarr Monk Greeter
tcg_target_creature	tcg_target_creature			0	0	5029	0	0	0	0		0	veteran_new:announcement_tcg_target_creature	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Target Creature
tcg_beru_cookbook	tcg_beru_cookbook			0	0	5030	0		0	0		0	veteran_new:announcement_tcg_beru_whitesuns_cookbook	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Beru Whitesun's Cookbook
tcg_jedi_lib_bkshelf	tcg_jedi_lib_bkshelf			0	0	5031	0		0	0		0	veteran_new:announcement_tcg_jedi_library_bookshelf	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Jedi Library Bookshelf
tcg_blk_flightsuit	tcg_blk_flightsuit			0	0	5033	0		0	0		0	veteran_new:announcement_tcg_black_flightsuit	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Imperial Life Support Flight Suit
tcg_exp_arc_suit	tcg_exp_arc_suit			0	0	5553	0		0	0		0	veteran_new:announcement_tcg_exp_arc_suit	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								ARC-170 Flightsuit
tcg_exp_barn	tcg_exp_barn			0	0	5554	0		0	0		0	veteran_new:announcement_tcg_exp_barn	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Barn
tcg_exp_vendmonk	tcg_exp_vendmonk			0	0	5555	0		0	0		0	veteran_new:announcement_tcg_exp_vendmonk	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								B'omarr Monk Vendor
tcg_exp_case02	tcg_exp_case02			0	0	5556	0		0	0		0	veteran_new:announcement_tcg_exp_case02	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Chandrilan Display Case
tcg_exp_chonbust	tcg_exp_chonbust			0	0	5557	0		0	0		0	veteran_new:announcement_tcg_exp_chonbust	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Chon Actrion Bust
tcg_exp_comp02	tcg_exp_comp02			0	0	5558	0		0	0		0	veteran_new:announcement_tcg_exp_comp02	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Computer Console with Seating
tcg_exp_diner	tcg_exp_diner			0	0	5559	0		0	0		0	veteran_new:announcement_tcg_exp_diner	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Diner
tcg_exp_drink	tcg_exp_drink			0	0	5560	0		0	0		0	veteran_new:announcement_tcg_exp_drink	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Drink Dispenser
tcg_exp_grt_ewok	tcg_exp_grt_ewok			0	0	5561	0		0	0		0	veteran_new:announcement_tcg_exp_grt_ewok	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Ewok Greeter
tcg_exp_game_tbl	tcg_exp_game_tbl			0	0	5562	0		0	0		0	veteran_new:announcement_tcg_exp_game_tbl	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Game Table
tcg_exp_podr_maw	tcg_exp_podr_maw			0	0	5563	0		0	0		0	veteran_new:announcement_tcg_exp_podr_maw	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								GPE-3130 Podracer
tcg_exp_tooth	tcg_exp_tooth			0	0	5564	0		0	0		0	veteran_new:announcement_tcg_exp_tooth	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Keelkana Tooth
tcg_exp_garden01	tcg_exp_garden01			0	0	5565	0		0	0		0	veteran_new:announcement_tcg_exp_garden01	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Large Indoor Garden
tcg_exp_mand_box	tcg_exp_mand_box			0	0	5566	0		0	0		0	veteran_new:announcement_tcg_exp_mand_box	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Mandalorian Strongbox
tcg_exp_vendmeat	tcg_exp_vendmeat			0	0	5567	0		0	0		0	veteran_new:announcement_tcg_exp_vendmeat	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Meatlump Vendor
tcg_exp_org_dtpd	tcg_exp_org_dtpd			0	0	5568	0		0	0		0	veteran_new:announcement_tcg_exp_org_dtpd	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Organizational Datapad
tcg_exp_reb_prop	tcg_exp_reb_prop			0	0	5569	0		0	0		0	veteran_new:announcement_tcg_exp_reb_prop	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Painting: Alliance Propaganda
tcg_exp_vader	tcg_exp_vader			0	0	5570	0		0	0		0	veteran_new:announcement_tcg_exp_vader	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Painting: Darth Vader
tcg_exp_skull	tcg_exp_skull			0	0	5571	0		0	0		0	veteran_new:announcement_tcg_exp_skull	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Sanyassan Skull
tcg_exp_grt_drd	tcg_exp_grt_drd			0	0	5572	0		0	0		0	veteran_new:announcement_tcg_exp_grt_drd	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Serving Droid Greeter
tcg_exp_ver_dtpd	tcg_exp_ver_dtpd			0	0	5573	0		0	0		0	veteran_new:announcement_tcg_exp_ver_dtpd	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Versafunction88 Datapad
tcg_exp_vwing	tcg_exp_vwing			0	0	5574	0		0	0		0	veteran_new:announcement_tcg_exp_vwing	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								V-wing
tcg_exp_in_fou02	tcg_exp_in_fou02			0	0	5575	0		0	0		0	veteran_new:announcement_tcg_exp_in_fou02	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Small Indoor Fountain
tcg_exp_lepese	tcg_exp_lepese			0	0	5576	0		0	0		0	veteran_new:announcement_tcg_exp_lepese	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Lepese Dictionary
tcg_exp_morgukai	tcg_exp_morgukai			0	0	5577	0		0	0		0	veteran_new:announcement_tcg_exp_morgukai	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Morgukai Shadow Scroll
tcg_exp_snowjack	tcg_exp_snowjack			0	0	5578	0		0	0		0	veteran_new:announcement_tcg_exp_snowjack	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Snow Jacket
tcg_exp_vader_st	tcg_exp_vader_st			0	0	5579	0		0	0		0	veteran_new:announcement_tcg_exp_vader_st	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Darth Vader Statuette
tcg_exp_leia_st	tcg_exp_leia_st			0	0	5580	0		0	0		0	veteran_new:announcement_tcg_exp_leia_st	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Princess Leia Statuette
tcg_exp_grt_jawa	tcg_exp_grt_jawa			0	0	5581	0		0	0		0	veteran_new:announcement_tcg_exp_grt_jawa	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Jawa Greeter
tcg_exp_vendserv	tcg_exp_vendserv			0	0	5582	0		0	0		0	veteran_new:announcement_tcg_exp_vendserv	veteran_new:choice_description	http://starwarsgalaxies.station.sony.com/tradingcardgame/lootcards.vm								Serving Droid Vendor
