strType	strComments	fltCommandSpeedModifier	fltCommandSpeed	fltCurrentHitpoints	fltMaximumHitpoints	fltMaximumArmorHitpointsMod	fltMaximumArmorHitpoints	fltCurrentArmorHitpoints	fltEfficiency	fltEnergyMaintenanceModifier	fltEnergyMaintenance	fltMassModifier	fltMass	reverseEngineeringLevel
object/tangible/ship/components/droid_interface/ddi_kse_manager_mk1.iff	Do not edit.	0.05	34.500	150.000	150.000	0.05	75	75	1	0.05	500.000	0.05	500.000	1
object/tangible/ship/components/droid_interface/ddi_kse_manager_mk2.iff	Do not edit.	0.05	30.000	345.000	345.000	0.05	172.5	172.5	1	0.05	500.000	0.05	1250.000	3
object/tangible/ship/components/droid_interface/ddi_kse_manager_mk3.iff	Do not edit.	0.05	19.125	952.200	952.200	0.05	476.1	476.1	1	0.05	500.000	0.05	5462.500	6
object/tangible/ship/components/droid_interface/ddi_mandal_military_grade_mk1.iff	Do not edit.	0.05	34.500	150.000	150.000	0.05	75	75	1	0.05	500.000	0.05	500.000	1
object/tangible/ship/components/droid_interface/ddi_mandal_military_grade_mk2.iff	Do not edit.	0.05	30.000	345.000	345.000	0.05	172.5	172.5	1	0.05	500.000	0.05	1250.000	3
object/tangible/ship/components/droid_interface/ddi_mission_reward_imperial_sfs_military_grade.iff	Do not edit.	0.0001	19.125	1142.640	1142.640	0.0001	571.32	571.32	1	0.0001	600.000	0.0001	6555.000	6
object/tangible/ship/components/droid_interface/ddi_mission_reward_neutral_sorosuub_w19.iff	Do not edit.	0.0001	27.000	621.000	621.000	0.0001	310.5	310.5	1	0.0001	600.000	0.0001	2625.000	4
object/tangible/ship/components/droid_interface/ddi_mission_reward_rebel_moncal_d22.iff	Do not edit.	0.0001	27.000	621.000	621.000	0.0001	310.5	310.5	1	0.0001	600.000	0.0001	2625.000	4
object/tangible/ship/components/droid_interface/ddi_mission_reward_rebel_novaldex_low_latency.iff	Do not edit.	0.0001	13.500	1681.974	1681.974	0.0001	840.987	840.987	1	0.0001	600.000	0.0001	16380.000	8
object/tangible/ship/components/droid_interface/ddi_moncal_advanced_interface.iff	Do not edit.	0.05	13.500	1100.380	1100.380	0.05	550.19	550.19	1	0.05	500.000	0.05	19500.000	9
object/tangible/ship/components/droid_interface/ddi_moncal_custom_dk2.iff	Do not edit.	0.05	19.125	952.200	952.200	0.05	476.1	476.1	1	0.05	500.000	0.05	5462.500	6
object/tangible/ship/components/droid_interface/ddi_moncal_dk1.iff	Do not edit.	0.05	34.500	150.000	150.000	0.05	75	75	1	0.05	500.000	0.05	500.000	1
object/tangible/ship/components/droid_interface/ddi_moncal_dk2.iff	Do not edit.	0.05	24.000	634.800	634.800	0.05	317.4	317.4	1	0.05	500.000	0.05	3125.000	5
object/tangible/ship/components/droid_interface/ddi_moncal_dk3.iff	Do not edit.	0.05	16.500	934.430	934.430	0.05	467.215	467.215	1	0.05	500.000	0.05	7800.000	7
object/tangible/ship/components/droid_interface/ddi_moncal_dk4.iff	Do not edit.	0.05	13.500	1401.645	1401.645	0.05	700.8225	700.8225	1	0.05	500.000	0.05	13650.000	8
object/tangible/ship/components/droid_interface/ddi_moncal_elite.iff	Do not edit.	0.05	10.125	1650.570	1650.570	0.05	825.285	825.285	1	0.05	500.000	0.05	23500.000	10
object/tangible/ship/components/droid_interface/ddi_moncal_special_dk1.iff	Do not edit.	0.05	33.750	225.000	225.000	0.05	112.5	112.5	1	0.05	500.000	0.05	875.000	2
object/tangible/ship/components/droid_interface/ddi_novaldex_advanced_droid_interface.iff	Do not edit.	0.05	13.500	1100.380	1100.380	0.05	550.19	550.19	1	0.05	500.000	0.05	19500.000	9
object/tangible/ship/components/droid_interface/ddi_novaldex_custom_droid_interface_mk4.iff	Do not edit.	0.05	13.500	1401.645	1401.645	0.05	700.8225	700.8225	1	0.05	500.000	0.05	13650.000	8
object/tangible/ship/components/droid_interface/ddi_novaldex_droid_interface_mk1.iff	Do not edit.	0.05	34.500	150.000	150.000	0.05	75	75	1	0.05	500.000	0.05	500.000	1
object/tangible/ship/components/droid_interface/ddi_novaldex_droid_interface_mk2.iff	Do not edit.	0.05	30.000	345.000	345.000	0.05	172.5	172.5	1	0.05	500.000	0.05	1250.000	3
object/tangible/ship/components/droid_interface/ddi_novaldex_droid_interface_mk3.iff	Do not edit.	0.05	24.000	634.800	634.800	0.05	317.4	317.4	1	0.05	500.000	0.05	3125.000	5
object/tangible/ship/components/droid_interface/ddi_novaldex_droid_interface_mk4.iff	Do not edit.	0.05	16.500	934.430	934.430	0.05	467.215	467.215	1	0.05	500.000	0.05	7800.000	7
object/tangible/ship/components/droid_interface/ddi_novaldex_elite.iff	Do not edit.	0.05	10.125	1650.570	1650.570	0.05	825.285	825.285	1	0.05	500.000	0.05	23500.000	10
object/tangible/ship/components/droid_interface/ddi_novaldex_special_droid_interface_mk1.iff	Do not edit.	0.05	33.750	225.000	225.000	0.05	112.5	112.5	1	0.05	500.000	0.05	875.000	2
object/tangible/ship/components/droid_interface/ddi_qualdex_droid_interface_mk1.iff	Do not edit.	0.05	33.750	225.000	225.000	0.05	112.5	112.5	1	0.05	500.000	0.05	875.000	2
object/tangible/ship/components/droid_interface/ddi_qualdex_droid_interface_mk2.iff	Do not edit.	0.05	29.250	517.500	517.500	0.05	258.75	258.75	1	0.05	500.000	0.05	2187.500	4
object/tangible/ship/components/droid_interface/ddi_qualdex_droid_interface_mk3.iff	Do not edit.	0.05	19.125	952.200	952.200	0.05	476.1	476.1	1	0.05	500.000	0.05	5462.500	6
object/tangible/ship/components/droid_interface/ddi_qualdex_droid_interface_mk4.iff	Do not edit.	0.05	13.500	1401.645	1401.645	0.05	700.8225	700.8225	1	0.05	500.000	0.05	13650.000	8
object/tangible/ship/components/droid_interface/ddi_qualdex_elite.iff	Do not edit.	0.05	10.125	1650.570	1650.570	0.05	825.285	825.285	1	0.05	500.000	0.05	23500.000	10
object/tangible/ship/components/droid_interface/ddi_qualdex_enhanced_droid_interface_mk5.iff	Do not edit.	0.05	13.500	1100.380	1100.380	0.05	550.19	550.19	1	0.05	500.000	0.05	19500.000	9
object/tangible/ship/components/droid_interface/ddi_qualdex_modified_droid_interface_mk3.iff	Do not edit.	0.05	16.500	934.430	934.430	0.05	467.215	467.215	1	0.05	500.000	0.05	7800.000	7
object/tangible/ship/components/droid_interface/ddi_rendili_elite_imperator.iff	Do not edit.	0.05	13.500	1100.380	1100.380	0.05	550.19	550.19	1	0.05	500.000	0.05	19500.000	9
object/tangible/ship/components/droid_interface/ddi_rendili_imperator_1.iff	Do not edit.	0.05	24.000	634.800	634.800	0.05	317.4	317.4	1	0.05	500.000	0.05	3125.000	5
object/tangible/ship/components/droid_interface/ddi_rendili_imperator_2.iff	Do not edit.	0.05	16.500	934.430	934.430	0.05	467.215	467.215	1	0.05	500.000	0.05	7800.000	7
object/tangible/ship/components/droid_interface/ddi_rss_deluxe_imperial_2.iff	Do not edit.	0.05	29.250	517.500	517.500	0.05	258.75	258.75	1	0.05	500.000	0.05	2187.500	4
object/tangible/ship/components/droid_interface/ddi_rss_enhanced_imperial_1.iff	Do not edit.	0.05	33.750	225.000	225.000	0.05	112.5	112.5	1	0.05	500.000	0.05	875.000	2
object/tangible/ship/components/droid_interface/ddi_rss_imperial_1.iff	Do not edit.	0.05	34.500	150.000	150.000	0.05	75	75	1	0.05	500.000	0.05	500.000	1
object/tangible/ship/components/droid_interface/ddi_rss_imperial_2.iff	Do not edit.	0.05	30.000	345.000	345.000	0.05	172.5	172.5	1	0.05	500.000	0.05	1250.000	3
object/tangible/ship/components/droid_interface/ddi_sds_elite.iff	Do not edit.	0.05	10.125	1650.570	1650.570	0.05	825.285	825.285	1	0.05	500.000	0.05	23500.000	10
object/tangible/ship/components/droid_interface/ddi_sds_enhanced_imperial_2.iff	Do not edit.	0.05	19.125	952.200	952.200	0.05	476.1	476.1	1	0.05	500.000	0.05	5462.500	6
object/tangible/ship/components/droid_interface/ddi_sds_imperial_1.iff	Do not edit.	0.05	30.000	345.000	345.000	0.05	172.5	172.5	1	0.05	500.000	0.05	1250.000	3
object/tangible/ship/components/droid_interface/ddi_sds_imperial_2.iff	Do not edit.	0.05	24.000	634.800	634.800	0.05	317.4	317.4	1	0.05	500.000	0.05	3125.000	5
object/tangible/ship/components/droid_interface/ddi_sds_imperial_3.iff	Do not edit.	0.05	16.500	934.430	934.430	0.05	467.215	467.215	1	0.05	500.000	0.05	7800.000	7
object/tangible/ship/components/droid_interface/ddi_sds_imperial_4.iff	Do not edit.	0.05	13.500	1401.645	1401.645	0.05	700.8225	700.8225	1	0.05	500.000	0.05	13650.000	8
object/tangible/ship/components/droid_interface/ddi_sds_imperial_5.iff	Do not edit.	0.05	13.500	1100.380	1100.380	0.05	550.19	550.19	1	0.05	500.000	0.05	19500.000	9
object/tangible/ship/components/droid_interface/ddi_sds_special_imperial_1.iff	Do not edit.	0.05	29.250	517.500	517.500	0.05	258.75	258.75	1	0.05	500.000	0.05	2187.500	4
object/tangible/ship/components/droid_interface/ddi_seinar_interface_mk1.iff	Do not edit.	0.05	33.750	225.000	225.000	0.05	112.5	112.5	1	0.05	500.000	0.05	875.000	2
object/tangible/ship/components/droid_interface/ddi_seinar_interface_mk2.iff	Do not edit.	0.05	29.250	517.500	517.500	0.05	258.75	258.75	1	0.05	500.000	0.05	2187.500	4
object/tangible/ship/components/droid_interface/ddi_seinar_interface_mk3.iff	Do not edit.	0.05	19.125	952.200	952.200	0.05	476.1	476.1	1	0.05	500.000	0.05	5462.500	6
object/tangible/ship/components/droid_interface/ddi_seinar_interface_mk4.iff	Do not edit.	0.05	13.500	1401.645	1401.645	0.05	700.8225	700.8225	1	0.05	500.000	0.05	13650.000	8
object/tangible/ship/components/droid_interface/ddi_sfs_elite.iff	Do not edit.	0.05	10.125	1650.570	1650.570	0.05	825.285	825.285	1	0.05	500.000	0.05	23500.000	10
object/tangible/ship/components/droid_interface/ddi_sfs_enhanced_imperial_1.iff	Do not edit.	0.05	33.750	225.000	225.000	0.05	112.5	112.5	1	0.05	500.000	0.05	875.000	2
object/tangible/ship/components/droid_interface/ddi_sfs_imperial_1.iff	Do not edit.	0.05	34.500	150.000	150.000	0.05	75	75	1	0.05	500.000	0.05	500.000	1
object/tangible/ship/components/droid_interface/ddi_sfs_imperial_2.iff	Do not edit.	0.05	24.000	634.800	634.800	0.05	317.4	317.4	1	0.05	500.000	0.05	3125.000	5
object/tangible/ship/components/droid_interface/ddi_sfs_imperial_3.iff	Do not edit.	0.05	16.500	934.430	934.430	0.05	467.215	467.215	1	0.05	500.000	0.05	7800.000	7
object/tangible/ship/components/droid_interface/ddi_sfs_imperial_mk5.iff	Do not edit.	0.05	13.500	1100.380	1100.380	0.05	550.19	550.19	1	0.05	500.000	0.05	19500.000	9
object/tangible/ship/components/droid_interface/ddi_sorosuub_echelon_1.iff	Do not edit.	0.05	13.500	1401.645	1401.645	0.05	700.8225	700.8225	1	0.05	500.000	0.05	13650.000	8
object/tangible/ship/components/droid_interface/ddi_sorosuub_echelon_2.iff	Do not edit.	0.05	13.500	1100.380	1100.380	0.05	550.19	550.19	1	0.05	500.000	0.05	19500.000	9
object/tangible/ship/components/droid_interface/ddi_sorosuub_elite.iff	Do not edit.	0.05	10.125	1650.570	1650.570	0.05	825.285	825.285	1	0.05	500.000	0.05	23500.000	10
object/tangible/ship/components/droid_interface/ddi_sorosuub_enhanced_rad_mk1.iff	Do not edit.	0.05	29.250	517.500	517.500	0.05	258.75	258.75	1	0.05	500.000	0.05	2187.500	4
object/tangible/ship/components/droid_interface/ddi_sorosuub_modified_rad_mk2.iff	Do not edit.	0.05	19.125	952.200	952.200	0.05	476.1	476.1	1	0.05	500.000	0.05	5462.500	6
object/tangible/ship/components/droid_interface/ddi_sorosuub_rad_mk1.iff	Do not edit.	0.05	30.000	345.000	345.000	0.05	172.5	172.5	1	0.05	500.000	0.05	1250.000	3
object/tangible/ship/components/droid_interface/ddi_sorosuub_rad_mk2.iff	Do not edit.	0.05	24.000	634.800	634.800	0.05	317.4	317.4	1	0.05	500.000	0.05	3125.000	5
object/tangible/ship/components/droid_interface/ddi_sorosuub_rad_mk3.iff	Do not edit.	0.05	16.500	934.430	934.430	0.05	467.215	467.215	1	0.05	500.000	0.05	7800.000	7
object/tangible/ship/components/droid_interface/ddi_subpro_improved_jrd33.iff	Do not edit.	0.05	29.250	517.500	517.500	0.05	258.75	258.75	1	0.05	500.000	0.05	2187.500	4
object/tangible/ship/components/droid_interface/ddi_subpro_jrd33.iff	Do not edit.	0.05	30.000	345.000	345.000	0.05	172.5	172.5	1	0.05	500.000	0.05	1250.000	3
object/tangible/ship/components/droid_interface/ddi_tiefighter_basic.iff	Do not edit.	0.05	34.500	150.000	150.000	0.05	75	75	1	0.05	500.000	0.05	500.000	1
object/tangible/ship/components/droid_interface/ddi_z95_basic.iff	Do not edit.	0.05	34.500	150.000	150.000	0.05	75	75	1	0.05	500.000	0.05	500.000	1
