strType	strComments	fltEnergyGenerationModifier	fltEnergyGeneration	fltCurrentHitpoints	fltMaximumHitpoints	fltMaximumArmorHitpointsMod	fltMaximumArmorHitpoints	fltCurrentArmorHitpoints	fltEfficiency	fltEnergyMaintenanceModifier	fltEnergyMaintenance	fltMassModifier	fltMass	reverseEngineeringLevel
object/tangible/ship/components/reactor/rct_mandal_dxr3.iff	Do not edit.	0.22	11000	345	345	0.05	172.5	172.5	1	0	0	0.3	3300	3
object/tangible/ship/components/reactor/rct_kse_lx21.iff	Do not edit.	0.2	11500	345	345	0.05	172.5	172.5	1	0	0	0.3	3300	3
object/tangible/ship/components/reactor/rct_cygnus_supercharged_mk2.iff	Do not edit.	0.2	12500	517.5	517.5	0.06	258.75	258.75	1	0	0	0.3	5775	4
object/tangible/ship/components/reactor/rct_freitek_improved_powerhouse_mk1.iff	Do not edit.	0.2	12500	517.5	517.5	0.05	258.75	258.75	1	0	0	0.3	5775	4
object/tangible/ship/components/reactor/rct_incom_custom_mark2.iff	Do not edit.	0.2	13000	465.75	465.75	0.07	232.875	232.875	1	0	0	0.31	5775	4
object/tangible/ship/components/reactor/rct_koensayr_enhanced_supernova_mk2.iff	Do not edit.	0.2	13000	465.75	465.75	0.07	232.875	232.875	1	0	0	0.3	5775	4
object/tangible/ship/components/reactor/rct_kse_rct_x.iff	Do not edit.	0.2	13000	517.5	517.5	0.05	258.75	258.75	1	0	0	0.32	5775	4
object/tangible/ship/components/reactor/rct_watto_sunray_3.iff	Do not edit.	0.2	13500	569.25	569.25	0.05	284.625	284.625	1	0	0	0.3	5775	4
object/tangible/ship/components/reactor/rct_sfs_imperial_2.iff	Do not edit.	0.22	13000	517.5	517.5	0.05	258.75	258.75	1	0	0	0.3	5775	4
object/tangible/ship/components/reactor/rct_sorosuub_fusion_reactor_2.iff	Do not edit.	0.22	13500	569.25	569.25	0.05	284.625	284.625	1	0	0	0.3	5775	4
object/tangible/ship/components/reactor/rct_sds_imperial_1.iff	Do not edit.	0.175	15000	634.8	634.8	0.05	317.4	317.4	1	0	0	0.3	8250	5
object/tangible/ship/components/reactor/rct_sfs_imperial_3.iff	Do not edit.	0.175	15000	634.8	634.8	0.05	317.4	317.4	1	0	0	0.3	8250	5
object/tangible/ship/components/reactor/rct_mandal_dxr4.iff	Do not edit.	0.185	15000	634.8	634.8	0.06	317.4	317.4	1	0	0	0.31	8250	5
object/tangible/ship/components/reactor/rct_rendili_type5.iff	Do not edit.	0.195	15000	698.28	698.28	0.05	349.14	349.14	1	0	0	0.3	8250	5
object/tangible/ship/components/reactor/rct_freitek_powerhouse_mk2.iff	Do not edit.	0.175	15500	634.8	634.8	0.05	317.4	317.4	1	0	0	0.3	8250	5
object/tangible/ship/components/reactor/rct_incom_mark3.iff	Do not edit.	0.175	15750	698.28	698.28	0.05	349.14	349.14	1	0	0	0.3	8250	5
object/tangible/ship/components/reactor/rct_koensayr_supernova_mk3.iff	Do not edit.	0.175	15800	634.8	634.8	0.05	317.4	317.4	1	0	0	0.32	8250	5
object/tangible/ship/components/reactor/rct_seinar_level3.iff	Do not edit.	0.175	16000	571.32	571.32	0.07	285.66	285.66	1	0	0	0.3	8250	5
object/tangible/ship/components/reactor/rct_slayn_hypertron_2k.iff	Do not edit.	0.175	16100	634.8	634.8	0.05	317.4	317.4	1	0	0	0.3	8250	5
object/tangible/ship/components/reactor/rct_sorosuub_fusion_reactor_3.iff	Do not edit.	0.195	16100	634.8	634.8	0.05	317.4	317.4	1	0	0	0.3	8250	5
object/tangible/ship/components/reactor/rct_sfs_imperial_4.iff	Do not edit.	0.175	19000	952.2	952.2	0.05	476.1	476.1	1	0	0	0.3	14421	6
object/tangible/ship/components/reactor/rct_rss_x8.iff	Do not edit.	0.175	19500	952.2	952.2	0.05	476.1	476.1	1	0	0	0.3	14421	6
object/tangible/ship/components/reactor/rct_slayn_vortex_mk2.iff	Do not edit.	0.175	20000	856.98	856.98	0.07	428.49	428.49	1	0	0	0.3	14421	6
object/tangible/ship/components/reactor/rct_subpro_aurora.iff	Do not edit.	0.175	20200	1047.42	1047.42	0.05	523.71	523.71	1	0	0	0.3	14421	6
object/tangible/ship/components/reactor/rct_unknown_distressed_aluminum.iff	Do not edit.	0.175	20500	952.2	952.2	0.05	476.1	476.1	1	0	0	0.32	14421	6
object/tangible/ship/components/reactor/rct_unknown_multicore.iff	Do not edit.	0.175	20700	952.2	952.2	0.05	476.1	476.1	1	0	0	0.3	14421	6
object/tangible/ship/components/reactor/rct_moncal_overdriver_s2.iff	Do not edit.	0.195	21000	1047.42	1047.42	0.05	523.71	523.71	1	0	0	0.3	14421	6
object/tangible/ship/components/reactor/rct_unknown_proton_chamber.iff	Do not edit.	0.195	21000	952.2	952.2	0.05	476.1	476.1	1	0	0	0.3	14421	6
object/tangible/ship/components/reactor/rct_taim_experimental_s1.iff	Do not edit.	0.175	21500	952.2	952.2	0.05	476.1	476.1	1	0	0	0.3	14421	6
object/tangible/ship/components/reactor/rct_mission_reward_imperial_sds_high_output.iff	Do not edit.	0.0001	19000	1237.86	1237.86	0.0001	618.93	618.93	1	0	0	0.0001	14421	6
object/tangible/ship/components/reactor/rct_mission_reward_neutral_subpro_military.iff	Do not edit.	0.0001	19000	1237.86	1237.86	0.0001	618.93	618.93	1	0	0	0.0001	14421	6
object/tangible/ship/components/reactor/rct_mission_reward_rebel_slayn_hypervortex.iff	Do not edit.	0.0001	19000	1237.86	1237.86	0.0001	618.93	618.93	1	0	0	0.0001	14421	6
object/tangible/ship/components/reactor/rct_krayt_neverdie.iff	Do not edit.	0.176	21500	934.43	934.43	0.05	467.215	467.215	1	0	0	0.3	14421	6
object/tangible/ship/components/reactor/rct_mandal_dxr5.iff	Do not edit.	0.176	25000	934.43	934.43	0.05	467.215	467.215	1	0	0	0.3	20592	7
object/tangible/ship/components/reactor/rct_rendili_type7.iff	Do not edit.	0.176	25100	1027.873	1027.873	0.06	513.9365	513.9365	1	0	0	0.31	20592	7
object/tangible/ship/components/reactor/rct_rss_x12.iff	Do not edit.	0.176	25200	934.43	934.43	0.05	467.215	467.215	1	0	0	0.3	20592	7
object/tangible/ship/components/reactor/rct_sorosuub_turbine_3.iff	Do not edit.	0.176	25250	981.151	981.151	0.05	490.5755	490.5755	1	0	0	0.3	20592	7
object/tangible/ship/components/reactor/rct_subpro_aurora_max.iff	Do not edit.	0.176	25350	934.43	934.43	0.05	467.215	467.215	1	0	0	0.32	20592	7
object/tangible/ship/components/reactor/rct_taim_experimental_s3.iff	Do not edit.	0.176	25400	934.43	934.43	0.05	467.215	467.215	1	0	0	0.3	20592	7
object/tangible/ship/components/reactor/rct_incom_mark4.iff	Do not edit.	0.176	25500	840.987	840.987	0.07	420.4935	420.4935	1	0	0	0.3	20592	7
object/tangible/ship/components/reactor/rct_koensayr_supernova_advanced.iff	Do not edit.	0.176	25550	981.151	981.151	0.05	490.5755	490.5755	1	0	0	0.29	20592	7
object/tangible/ship/components/reactor/rct_seinar_level4.iff	Do not edit.	0.176	25600	934.43	934.43	0.05	467.215	467.215	1	0	0	0.3	20592	7
object/tangible/ship/components/reactor/rct_slayn_vortex_mk3.iff	Do not edit.	0.186	25750	934.43	934.43	0.05	467.215	467.215	1	0	0	0.3	20592	7
object/tangible/ship/components/reactor/rct_sds_special_forces_1.iff	Do not edit.	0.176	26000	1401.645	1401.645	0.05	700.8225	700.8225	1	0	0	0.3	36036	8
object/tangible/ship/components/reactor/rct_freitek_powerhouse_mk3.iff	Do not edit.	0.176	26100	1541.81	1541.81	0.06	770.905	770.905	1	0	0	0.31	36036	8
object/tangible/ship/components/reactor/rct_armek_super_collider.iff	Do not edit.	0.176	26250	1401.645	1401.645	0.05	700.8225	700.8225	1	0	0	0.3	36036	8
object/tangible/ship/components/reactor/rct_mission_reward_imperial_rss_advanced_military.iff	Do not edit.	0.0001	24500	1822.139	1822.139	0.0001	911.0695	911.0695	1	0	0	0.0001	36036	8
object/tangible/ship/components/reactor/rct_sfs_imperial_5.iff	Do not edit.	0.176	26300	1401.645	1401.645	0.05	700.8225	700.8225	1	0	0	0.3	36036	8
object/tangible/ship/components/reactor/rct_subpro_dyna2.iff	Do not edit.	0.176	26350	1261.48	1261.48	0.07	630.74	630.74	1	0	0	0.3	36036	8
object/tangible/ship/components/reactor/rct_taim_experimental_s2.iff	Do not edit.	0.176	26400	1401.645	1401.645	0.05	700.8225	700.8225	1	0	0	0.32	36036	8
object/tangible/ship/components/reactor/rct_slayn_vortex_mk4.iff	Do not edit.	0.176	26450	1471.727	1471.727	0.05	735.8635	735.8635	1	0	0	0.29	36036	8
object/tangible/ship/components/reactor/rct_kse_rct_z.iff	Do not edit.	0.186	26450	1401.645	1401.645	0.05	700.8225	700.8225	1	0	0	0.3	36036	8
object/tangible/ship/components/reactor/rct_incom_mark5.iff	Do not edit.	0.176	26500	1401.645	1401.645	0.05	700.8225	700.8225	1	0	0	0.3	36036	8
object/tangible/ship/components/reactor/rct_mandal_dxr6.iff	Do not edit.	0.176	26550	1471.727	1471.727	0.05	735.8635	735.8635	1	0	0	0.3	36036	8
object/tangible/ship/components/reactor/rct_mandal_dx_advanced.iff	Do not edit.	0.177	27000	1100.38	1100.38	0.05	550.19	550.19	1	0	0	0.3	51480	9
object/tangible/ship/components/reactor/rct_kessel_imperial_sfs_special_forces.iff	Do not edit.	0.16	27200	1100.38	1100.38	0.05	550.19	550.19	1	0	0	0.3	51480	9
object/tangible/ship/components/reactor/rct_kessel_imperial_kdy_powermaster.iff	Do not edit.	0.177	27250	1320.456	1320.456	0.15	660.228	660.228	1	0	0	0.3	51480	9
object/tangible/ship/components/reactor/rct_mandalor_gorax.iff	Do not edit.	0.177	27300	1540.532	1540.532	0.05	770.266	770.266	1	0	0	0.3	51480	9
object/tangible/ship/components/reactor/rct_rss_advanced.iff	Do not edit.	0.177	27350	1155.399	1155.399	0.06	577.6995	577.6995	1	0	0	0.28	51480	9
object/tangible/ship/components/reactor/rct_sfs_advanced.iff	Do not edit.	0.177	27400	1100.38	1100.38	0.05	550.19	550.19	1	0	0	0.32	51480	9
object/tangible/ship/components/reactor/rct_cygnus_advanced.iff	Do not edit.	0.177	27450	990.342	990.342	0.05	495.171	495.171	1	0	0	0.2	51480	9
object/tangible/ship/components/reactor/rct_kse_supreme.iff	Do not edit.	0.17	27500	1100.38	1100.38	0.05	550.19	550.19	1	0	0	0.3	51480	9
object/tangible/ship/components/reactor/rct_kessel_rebel_mandal_modified_gorax.iff	Do not edit.	0.179	27500	1540.532	1540.532	0.05	770.266	770.266	1	0	0	0.3	51480	9
object/tangible/ship/components/reactor/rct_sorosuub_turbine_advanced.iff	Do not edit.	0.177	27550	1100.38	1100.38	0.05	550.19	550.19	1	0	0	0.3	51480	9
object/tangible/ship/components/reactor/rct_armek_ultra_collider.iff	Do not edit.	0.177	27600	1100.38	1100.38	0.05	550.19	550.19	1	0	0	0.28	51480	9
object/tangible/ship/components/reactor/rct_incom_advanced.iff	Do not edit.	0.182	27600	990.342	990.342	0.05	495.171	495.171	1	0	0	0.3	51480	9
object/tangible/ship/components/reactor/rct_kessel_rebel_incom_overdriven_elite.iff	Do not edit.	0.182	27650	935.323	935.323	0.05	467.6615	467.6615	1	0	0	0.3	51480	9
object/tangible/ship/components/reactor/rct_incom_elite.iff	Do not edit.	0.2	28000	1650.57	1650.57	0.05	825.285	825.285	1	0	0	0.3	62040	10
object/tangible/ship/components/reactor/rct_mandalor_gorax_elite.iff	Do not edit.	0.2	30000	2310.798	2310.798	0.05	1155.399	1155.399	1	0	0	0.3	62040	10
object/tangible/ship/components/reactor/rct_sds_elite.iff	Do not edit.	0.2	32000	1650.57	1650.57	0.05	825.285	825.285	1	0	0	0.3	62040	10
object/tangible/ship/components/reactor/rct_kessel_imperial_sds_secret_ops.iff	Do not edit.	0.225	28000	2310.798	2310.798	0.05	1155.399	1155.399	1	0	0	0.3	62040	10
object/tangible/ship/components/reactor/rct_armek_phase_grinder.iff	Do not edit.	0.225	30000	1485.513	1485.513	0.05	742.7565	742.7565	1	0	0	0.3	62040	10
object/tangible/ship/components/reactor/rct_kessel_rebel_slayn_high_output_experimental.iff	Do not edit.	0.225	28000	1402.985	1402.985	0.05	701.4925	701.4925	1	0	0	0.3	62040	10
object/tangible/ship/components/reactor/rct_corellian_modified_bt3.iff	Do not edit.	0.25	28000	1650.57	1650.57	0.05	825.285	825.285	1	0	0	0.32	62040	10
object/tangible/ship/components/reactor/rct_corellian_modified_bt5.iff	Do not edit.	0.25	30000	1733.099	1733.099	0.06	866.5495	866.5495	1	0	0	0.28	62040	10
object/tangible/ship/components/reactor/rct_moncal_overdriver_s1.iff	Do not edit.	0.25	32000	1485.513	1485.513	0.05	742.7565	742.7565	1	0	0	0.2	62040	10
object/tangible/ship/components/reactor/rct_rendili_type_x_elite.iff	Do not edit.	0.275	28000	1650.57	1650.57	0.05	825.285	825.285	1	0	0	0.28	62040	10
object/tangible/ship/components/reactor/rct_sfs_elite.iff	Do not edit.	0.275	30000	1650.57	1650.57	0.05	825.285	825.285	1	0	0	0.3	62040	10
object/tangible/ship/components/reactor/rct_slayn_hypertron_4k.iff	Do not edit.	0.275	32000	1650.57	1650.57	0.07	825.285	825.285	1	0	0	0.3	62040	10
