NAME	TYPE	SUBTYPE	OTHER	comments
s	s	s	s	c
absorption_bleeding	skill	absorption_bleeding		HAY U GUZY THIS IS ALPHABETIZED NOW - ORLY
expertise_cooldown_line_co_riddle_armor	skill	expertise_cooldown_line_co_riddle_armor
expertise_cooldown_line_dm	skill	expertise_cooldown_line_dm
expertise_cooldown_line_fs_ae_dm_cc	skill	expertise_cooldown_line_fs_ae_dm_cc
expertise_cooldown_line_fs_cc_crit	skill	expertise_cooldown_line_fs_cc_crit
expertise_cooldown_line_fs_dm	skill	expertise_cooldown_line_fs_dm
expertise_cooldown_line_fs_sweep	skill	expertise_cooldown_line_fs_sweep
expertise_cooldown_line_me_dot	skill	expertise_cooldown_line_me_dot
expertise_cooldown_line_me_evasion	skill	expertise_cooldown_line_me_evasion
expertise_cooldown_line_me_stasis_self	skill	expertise_cooldown_line_me_stasis_self
expertise_cooldown_line_of_firepower	skill	expertise_cooldown_line_of_firepower
expertise_cooldown_line_of_paint	skill	expertise_cooldown_line_of_paint
expertise_cooldown_line_of_purge	skill	expertise_cooldown_line_of_purge
expertise_cooldown_line_of_sure	skill	expertise_cooldown_line_of_sure
expertise_cooldown_line_sm_dm	skill	expertise_cooldown_line_sm_dm
expertise_cooldown_line_sm_dm_cc	skill	expertise_cooldown_line_sm_dm_cc
expertise_cooldown_line_sm_false_hope	skill	expertise_cooldown_line_sm_false_hope
expertise_cooldown_line_sp_dm	skill	expertise_cooldown_line_sp_dm
expertise_cooldown_line_sp_preparation	skill	expertise_cooldown_line_sp_preparation
expertise_crit_double_damage	critDoubleDamage	expertise_crit_double_damage
expertise_crit_remove_buff	critOnce	expertise_crit_remove_buff
expertise_crit_root	critRoot	expertise_crit_root
expertise_critical_hit_decrease	skill	expertise_critical_hit_decrease
expertise_critical_hit_pvp_reduction	skill	expertise_critical_hit_pvp_reduction
expertise_critical_hit_reduction	skill	expertise_critical_hit_reduction
expertise_critical_line_of_aoe	skill	expertise_critical_line_of_aoe
expertise_critical_melee	skill	expertise_critical_melee
expertise_critical_niche_all	skill	expertise_critical_niche_all
expertise_critical_ranged	skill	expertise_critical_ranged
expertise_damage_add_to_action	skill	expertise_damage_add_to_action
expertise_damage_all	skill	expertise_damage_all
expertise_damage_decrease_chance	skill	expertise_damage_decrease_chance
expertise_damage_decrease_percentage	expertiseDamageDecrease	expertise_damage_decrease_percentage
expertise_damage_line_of_aoe	skill	expertise_damage_line_of_aoe
expertise_damage_line_vulnerability_sp_hd_melee	skill	expertise_damage_line_vulnerability_sp_hd_melee
expertise_damage_reduce_anticipate_aggression	skill	expertise_damage_reduce_anticipate_aggression
expertise_damage_to_healing_fs_ae_dm_cc	skill	expertise_damage_to_healing_fs_ae_dm_cc
expertise_damage_weapon_0	skill	expertise_damage_weapon_0
expertise_damage_weapon_1	skill	expertise_damage_weapon_1
expertise_damage_weapon_10	skill	expertise_damage_weapon_10
expertise_damage_weapon_11	skill	expertise_damage_weapon_11
expertise_damage_weapon_12	skill	expertise_damage_weapon_12
expertise_damage_weapon_13	skill	expertise_damage_weapon_13
expertise_damage_weapon_2	skill	expertise_damage_weapon_2
expertise_damage_weapon_3	skill	expertise_damage_weapon_3
expertise_damage_weapon_4	skill	expertise_damage_weapon_4
expertise_damage_weapon_5	skill	expertise_damage_weapon_5
expertise_damage_weapon_6	skill	expertise_damage_weapon_6
expertise_damage_weapon_7	skill	expertise_damage_weapon_7
expertise_damage_weapon_8	skill	expertise_damage_weapon_8
expertise_damage_weapon_9	skill	expertise_damage_weapon_9
expertise_devastation_bonus	skill	expertise_devastation_bonus
expertise_dodge	skill	expertise_dodge
expertise_dot_absorption_all	skill	expertise_dot_absorption_all
expertise_dot_immunity	expertiseImmunity	dot_immunity
expertise_en_inspire_buff_duration_increase	skill	expertise_en_inspire_buff_duration_increase
expertise_en_inspire_pulse_duration_increase	skill	expertise_en_inspire_pulse_duration_increase
expertise_evasion_chance	skill	expertise_evasion_chance
expertise_experimentation_increase_architect	skill	expertise_experimentation_increase_architect
expertise_fast_talk	fastTalk	expertise_fast_talk
expertise_flash_bang	commandoFlashBang	expertise_flash_bang
expertise_focus	stance	expertise_focus
expertise_freeshot_co_grenade	skill	expertise_freeshot_co_grenade
expertise_freeshot_me_debuff	skill	expertise_freeshot_me_debuff
expertise_freeshot_me_heal	skill	expertise_freeshot_me_heal
expertise_freeshot_of_aoe	skill	expertise_freeshot_of_aoe
expertise_freeshot_of_sure	skill	expertise_freeshot_of_sure
expertise_freeshot_sm_dm	skill	expertise_freeshot_sm_dm
expertise_freeshot_sm_dm_cc	skill	expertise_freeshot_sm_dm_cc
expertise_freeshot_sp_dm	skill	expertise_freeshot_sp_dm
expertise_glancing_blow_all	skill	expertise_glancing_blow_all
expertise_glancing_blow_melee	skill	expertise_glancing_blow_melee
expertise_glancing_blow_ranged	skill	expertise_glancing_blow_ranged
expertise_healing_all	skill	expertise_healing_all
expertise_healing_line_fs_heal	skill	expertise_healing_line_fs_heal
expertise_healing_reduction	skill	expertise_healing_reduction
expertise_innate_protection_all	skill	expertise_innate_protection_all
expertise_innate_protection_all_mob	skill	expertise_innate_protection_all_mob
expertise_innate_protection_all_player	skill	expertise_innate_protection_all_player
expertise_innate_reduction_all_mob	skill	expertise_innate_reduction_all_mob
expertise_innate_reduction_all_player	skill	expertise_innate_reduction_all_player
expertise_innate_protection_energy	skill	expertise_innate_protection_energy
expertise_innate_protection_kinetic	skill	expertise_innate_protection_kinetic
expertise_innate_protection_cold	skill	expertise_innate_protection_cold
expertise_junk_dealer	junkDealer	expertise_junk_dealer
expertise_lucky_break_chance	skill	expertise_lucky_break_chance
expertise_movement_immunity	expertiseImmunity	movement_immunity
expertise_muscle_spasm	commandoMuscleSpasm	expertise_muscle_spasm
expertise_next_hit_crit	nextHitCrit	expertise_next_hit_crit
expertise_on_target	onTarget	expertise_on_target
expertise_overridable_protection_generic	skill	expertise_overridable_protection_generic
expertise_parry	skill	expertise_parry
expertise_resource_sampling_increase	skill	expertise_resource_sampling_increase
expertise_riddle_armor	commandoRiddleArmor	expertise_riddle_armor
expertise_saber_block	skill	expertise_saber_block
expertise_sly_lie	slyLie	expertise_sly_lie
expertise_sm_rank_damage_bonus	skill	expertise_sm_rank_damage_bonus
expertise_sm_rank_range_bonus	skill	expertise_sm_rank_range_bonus
expertise_spot_a_sucker	spotASucker	expertise_spot_a_sucker
expertise_stance	stance	expertise_stance
expertise_strikethrough_chance	skill	expertise_strikethrough_chance
expertise_target_healing_bonus	skill	expertise_target_healing_bonus
expertise_underworld_boss	skill	expertise_underworld_boss
faction_bonus	scriptVar	faction_bonus
fast_attack_line_co_grenade	skill	fast_attack_line_co_grenade
fast_attack_line_dm_cc	skill	fast_attack_line_dm_cc
fast_attack_line_fs_powers	skill	fast_attack_line_fs_powers
fast_attack_line_me_debuff	skill	fast_attack_line_me_debuff
fast_attack_line_me_dm	skill	fast_attack_line_me_dm
fast_attack_line_me_heal	skill	fast_attack_line_me_heal
fast_attack_line_me_revive	skill	fast_attack_line_me_revive
fast_attack_line_of_aoe	skill	fast_attack_line_of_aoe
fast_attack_line_of_heal	skill	fast_attack_line_of_heal
fast_attack_line_sm_dm	skill	fast_attack_line_sm_dm
fast_attack_line_sm_dm_cc	skill	fast_attack_line_sm_dm_cc
fast_attack_line_sp_dm	skill	fast_attack_line_sp_dm
fast_attack_line_sp_perfect	skill	fast_attack_line_sp_perfect
fast_attack_line_sp_smoke	skill	fast_attack_line_sp_smoke
flawless_bead	skill	flawless_bead
food_assembly	skill	food_assembly
food_experimentation	skill	food_experimentation
food_instant	foodInstant	N_A
food_station	scriptVar	food_station
forage_bonus_mod	skill	forageBonusMod
force_absorb	skill	force_absorb
force_armor	skill	force_armor
force_feedback	skill	force_feedback
force_run	skill	force_run
force_shield	skill	force_shield
forceThrow	forceThrow	forceThrow
freeshot_case_crit	skill	freeshot_case_crit
freeshot_case_dodge	skill	freeshot_case_dodge
freeshot_case_miss	skill	freeshot_case_miss
freeshot_case_parry	skill	freeshot_case_parry
freeshot_case_strikethrough	skill	freeshot_case_strikethrough
fs_choke_handler	fs_choke_handler	fs_choke_handler
fs_flurry_proc	fs_flurry_proc	fs_flurry_proc
fs_set_heroic_taunt_1	commandGrant	fs_set_heroic_taunt_1
general_assembly	skill	general_assembly
general_experimentation	skill	general_experimentation
glancing_blow_vulnerable	skill	glancing_blow_vulnerable
group	group	N_A
group_melee_defense	skill	group_melee_defense
group_ranged_defense	skill	group_ranged_defense
group_slope_move	skill	group_slope_move
healing_action	healEffect	healing_action
healing_dance_wound	skill	healing_dance_wound
healing_efficiency	skill	healing_efficiency
healing_health	healEffect	healing_health
healing_music_wound	skill	healing_music_wound
health	attrib	health
healthPercent	attribPercent	health
heavy_weapon_accuracy	skill	heavy_weapon_accuracy
heavy_weapon_speed	skill	heavy_weapon_speed
hiring	skill	hiring
holoemote_bonus	scriptVar	holoemote_bonus
immediate_action_drain	actionDrain	immediate_action_drain
increase_damage_dealt_to_kun_chaos	skill	increase_damage_dealt_to_kun_chaos
increase_damage_dealt_to_kun_order	skill	increase_damage_dealt_to_kun_order
increase_damage_taken_from_kun_chaos	skill	increase_damage_taken_from_kun_chaos
increase_damage_taken_from_kun_order	skill	increase_damage_taken_from_kun_order
instrument_bonus	scriptVar	instrument_bonus
invis	invisBuff	N_A
jedi_force_power_max	forcePower	jedi_force_power_max
jedi_force_power_regen	forcePower	jedi_force_power_regen
jedi_saber_assembly	skill	jedi_saber_assembly
jedi_saber_experimentation	skill	jedi_saber_experimentation
jedi_statue_dark_debuff_handler	jediStatueDarkDebuff	jedi_statue_dark_debuff_handler
jedi_statue_light_debuff_handler	jediStatueLightDebuff	jedi_statue_light_debuff_handler
krix_resonance	krixResonance	krix_resonance
kun_chaos_handler	kunChaosHandler	kun_chaos_handler
kun_open_spark	kunOpenSpark	kun_open_spark
kun_order_handler	kunOrderHandler	kun_order_handler
luck_modified	skill	luck_modified
luck_percent	skillPercent	luck_modified
luresh_contagion	lureshContagion	luresh_contagion
mask_scent	skill	mask_scent
me_doom	meDoom	me_doom
me_doom_chance	skill	me_doom_chance
medicine_assembly	skill	medicine_assembly
melee_accuracy	skill	melee_accuracy
melee_damage_mod	skill	melee_damage_mod
melee_defense	skill	melee_defense
melee_speed	skill	melee_speed
mind	attrib	mind
mindPercent	attribPercent	mind
movement	movement	N_A
movement_immunity	immunity	movement_immunity
movement_resist_mez	skill	movement_resist_mez
movement_resist_root	skill	movement_resist_root
movement_resist_snare	skill	movement_resist_snare
movement_resist_stun	skill	movement_resist_stun
mtp_meatlump_angry	mtpMeatlumpAngry	mtp_meatlump_angry
mtp_meatlump_happy	mtpMeatlumpHappy	mtp_meatlump_happy
no_break_invis	noBreakInvis	N_A
of_dot_acid	dot	acid
of_dot_fire	dot	fire
of_inspired_action_chance	skill	of_inspired_action_chance
offense	skill	offense
on_attack_remove	onAttackRemove	on_attack_remove
onehandmelee_accuracy	skill	onehandmelee_accuracy
onehandmelee_speed	skill	onehandmelee_speed
pistol_accuracy	skill	pistol_accuracy
pistol_speed	skill	pistol_speed
polearm_accuracy	skill	polearm_accuracy
polearm_speed	skill	polearm_speed
power_systems	skill	power_systems
precision_modified	skill	precision_modified
precision_percent	skillPercent	precision_modified
private_accuracy_bonus	skill	private_accuracy_bonus
private_accuracy_penalty	skill	private_accuracy_penalty
private_armor_bonus	skill	private_armor_bonus
private_armor_break	skill	private_armor_break
private_armor_bypass	skill	private_armor_bypass
private_cooldown_bonus	skill	private_cooldown_bonus
private_crit_bonus	skill	private_crit_bonus
private_damage_bonus	skill	private_damage_bonus
private_damage_shield	skill	private_damage_shield
private_defense_bonus	skill	private_defense_bonus
private_defense_penalty	skill	private_defense_penalty
private_melee_dmg_bonus	skill	private_melee_dmg_bonus
private_melee_dmg_shield	skill	private_melee_dmg_shield
private_posture_override	skill	private_posture_override
private_raw_damage_bonus	skill	private_raw_damage_bonus
private_relative_level_mod	skill	private_relative_level_mod
private_state_resist_debuff	skill	private_state_resist_debuff
private_taunt_bonus	skill	private_taunt_bonus
proc_buff	procBuff	N_A
proc_resist_cold	procResist	cold
prop_bonus	scriptVar	prop_bonus
protect_master	bodyguardDefender	protect_master
pvp_adrenaline_ability	pvpAdrenalineAbility	pvp_adrenaline_ability
pvp_adrenaline_rebel_ability	pvpAdrenalineRebelAbility	pvp_adrenaline_rebel_ability
pvp_aura_buff_rebel_self	pvpAuraBuffSelf	pvp_aura_buff_self
pvp_aura_buff_self	pvpAuraBuffSelf	pvp_aura_buff_self
pvp_last_man_ability	pvpLastManAbility	pvp_last_man_ability
pvp_last_man_rebel_ability	pvpLastManAbility	pvp_last_man_rebel_ability
pvp_retaliation_ability	pvpRetaliationAbility	pvp_retaliation_ability
pvp_retaliation_rebel_ability	pvpRetaliationRebelAbility	pvp_retaliation_rebel_ability
pvp_unstoppable_ability	pvpUnstoppableAbility	pvp_unstoppable_ability
pvp_unstoppable_rebel_ability	pvpUnstoppableRebelAbility	pvp_unstoppable_rebel_ability
radar_invis	radarInvis	radar_invis
ranged_accuracy	skill	ranged_accuracy
ranged_defense	skill	ranged_defense
ranged_deflection	skill	saber_block
ranged_speed	skill	ranged_speed
razor_burst_handler	razorBurstHandler	razor_burst_handler
reac_buff	reactiveBuff	N_A
reduce_damage_dealt_to_kun_chaos	skill	reduce_damage_dealt_to_kun_chaos
reduce_damage_dealt_to_kun_order	skill	reduce_damage_dealt_to_kun_order
reduce_damage_taken_from_kun_chaos	skill	reduce_damage_taken_from_kun_chaos
reduce_damage_taken_from_kun_order	skill	reduce_damage_taken_from_kun_order
remove_incap_weakened	removeIncapWeaken	remove_incap_weakened
resist_mind_trick	skill	resistance_mind_trick
resistance_bleeding	skill	resistance_bleeding
resistance_disease	skill	resistance_disease
resistance_fire	skill	resistance_fire
resistance_poison	skill	resistance_poison
resistance_states	skill	resistance_states
rifle_accuracy	skill	rifle_accuracy	
rifle_speed	skill	rifle_speed	
saber_block	skill	saber_block	
script_var	scriptVar	N_A	
set_bonus_bh_utility_a_1	skill	set_bonus_bh_utility_a_1	
set_bonus_bh_utility_a_2	skill	set_bonus_bh_utility_a_2	"IF THE NAME of your added effect doesn't start with X, Y or Z then this is the wrong place to put it."
set_bonus_bh_utility_a_3	skill	set_bonus_bh_utility_a_3	
setSpecialType_kun_chaos	setSpecialType	setSpecialType_kun_chaos	
setSpecialType_kun_order	setSpecialType	setSpecialType_kun_order	
shield_master_pet	bodyguardDefender	shield_master_pet	
shield_master_player	bodyguardMaster	shield_master_player	
shields_assembly	skill	shields_assembly	
shields_experimentation	skill	shields_experimentation	
slope_move	skill	slope_move	
sm_how_are_you	commandGrant	sm_how_are_you	
sm_impossible_odds	hitByLuck	combat_all_attack_hit_by_luck	
sm_pistol_whip	pistolWhip	sm_pistol_whip
sm_skullduggery	missByLuck	combat_all_attack_miss_by_luck
sp_perfect_opportunity	skill	sp_perfect_opportunity
space_station	scriptVar	space_station
stamina	attrib	stamina
stamina_modified	skill	stamina_modified
stamina_percent	skillPercent	stamina_modified
staminaPercent	attribPercent	stamina
stance_defensive	stance	defense
stance_offensive	stance	offense
state_immunity	immunity	state_immunity
strength_modified	skill	strength_modified
strength_percent	skillPercent	strength_modified
strikethrough_vulnerable	skill	strikethrough_vulnerable
structure_assembly	skill	structure_assembly
structure_experimentation	skill	structure_experimentation
structure_station	scriptVar	structure_station
suppression	suppression	N_A
supress_movement	movementSupressingEffect	supress_movement
supression_handler	supression_handler	supressingFire
surveying	skill	surveying
tame_bonus	skill	tame_bonus
tame_non_aggro	skill	tame_non_aggro
thrown_accuracy	skill	thrown_accuracy
thrown_speed	skill	thrown_speed
trandoshan_ability_1	commandGrant	trandoshan_ability_1
