GroupId	SchematicName
craftArmorAppearanceGroupB	object/draft_schematic/armor/armor_appearance_chitin_bracer_r.iff
craftArmorAppearanceGroupB	object/draft_schematic/armor/armor_appearance_chitin_boots.iff
craftArmorAppearanceGroupB	object/draft_schematic/armor/armor_appearance_chitin_gloves.iff
craftArmorAppearanceGroupB	object/draft_schematic/armor/armor_appearance_kashyyykian_ceremonial_chestplate.iff
craftArmorAppearanceGroupB	object/draft_schematic/armor/armor_appearance_kashyyykian_ceremonial_leggings.iff
craftArmorAppearanceGroupB	object/draft_schematic/armor/armor_appearance_kashyyykian_ceremonial_bracer_l.iff
craftArmorAppearanceGroupB	object/draft_schematic/armor/armor_appearance_kashyyykian_ceremonial_bracer_r.iff
craftArmorAppearanceGroupB	object/draft_schematic/armor/armor_appearance_kashyyykian_ceremonial_bicep_l.iff
craftArmorAppearanceGroupB	object/draft_schematic/armor/armor_appearance_kashyyykian_ceremonial_bicep_r.iff
craftArmorAppearanceGroupC	object/draft_schematic/armor/armor_appearance_tantel_chest.iff
craftArmorAppearanceGroupC	object/draft_schematic/armor/armor_appearance_tantel_leggings.iff
craftArmorAppearanceGroupC	object/draft_schematic/armor/armor_appearance_tantel_helmet.iff
craftArmorAppearanceGroupC	object/draft_schematic/armor/armor_appearance_tantel_bicep_l.iff
craftArmorAppearanceGroupC	object/draft_schematic/armor/armor_appearance_tantel_bicep_r.iff
craftArmorAppearanceGroupC	object/draft_schematic/armor/armor_appearance_tantel_bracer_l.iff
craftArmorAppearanceGroupC	object/draft_schematic/armor/armor_appearance_tantel_bracer_r.iff
craftArmorAppearanceGroupC	object/draft_schematic/armor/armor_appearance_tantel_boots.iff
craftArmorAppearanceGroupC	object/draft_schematic/armor/armor_appearance_tantel_gloves.iff
craftArmorAppearanceGroupC	object/draft_schematic/armor/armor_appearance_padded_chest.iff
craftArmorAppearanceGroupC	object/draft_schematic/armor/armor_appearance_padded_leggings.iff
craftArmorAppearanceGroupC	object/draft_schematic/armor/armor_appearance_padded_helmet.iff
craftArmorAppearanceGroupC	object/draft_schematic/armor/armor_appearance_padded_bicep_l.iff
craftArmorAppearanceGroupC	object/draft_schematic/armor/armor_appearance_padded_bicep_r.iff
craftArmorAppearanceGroupC	object/draft_schematic/armor/armor_appearance_padded_bracer_l.iff
craftArmorAppearanceGroupC	object/draft_schematic/armor/armor_appearance_padded_bracer_r.iff
craftArmorAppearanceGroupC	object/draft_schematic/armor/armor_appearance_padded_boots.iff
craftArmorAppearanceGroupC	object/draft_schematic/armor/armor_appearance_padded_gloves.iff
craftArmorAppearanceGroupC	object/draft_schematic/armor/armor_appearance_padded_belt.iff
craftArmorAppearanceGroupC	object/draft_schematic/armor/armor_appearance_ithorian_guardian_chest.iff
craftArmorAppearanceGroupC	object/draft_schematic/armor/armor_appearance_ithorian_guardian_leggings.iff
craftArmorAppearanceGroupC	object/draft_schematic/armor/armor_appearance_ithorian_guardian_helmet.iff
craftArmorAppearanceGroupC	object/draft_schematic/armor/armor_appearance_ithorian_guardian_bicep_l.iff
craftArmorAppearanceGroupC	object/draft_schematic/armor/armor_appearance_ithorian_guardian_bicep_r.iff
craftArmorAppearanceGroupC	object/draft_schematic/armor/armor_appearance_ithorian_guardian_bracer_l.iff
craftArmorAppearanceGroupC	object/draft_schematic/armor/armor_appearance_ithorian_guardian_bracer_r.iff
craftArmorAppearanceGroupC	object/draft_schematic/armor/armor_appearance_ithorian_guardian_boots.iff
craftArmorAppearanceGroupC	object/draft_schematic/armor/armor_appearance_ithorian_guardian_gloves.iff
craftArmorAppearanceGroupD	object/draft_schematic/armor/armor_appearance_ubese_chest.iff
craftArmorAppearanceGroupD	object/draft_schematic/armor/armor_appearance_ubese_leggings.iff
craftArmorAppearanceGroupD	object/draft_schematic/armor/armor_appearance_ubese_helmet.iff
craftArmorAppearanceGroupD	object/draft_schematic/armor/armor_appearance_ubese_bracer_l.iff
craftArmorAppearanceGroupD	object/draft_schematic/armor/armor_appearance_ubese_bracer_r.iff
craftArmorAppearanceGroupD	object/draft_schematic/armor/armor_appearance_ubese_boots.iff
craftArmorAppearanceGroupD	object/draft_schematic/armor/armor_appearance_ubese_gloves.iff
craftArmorAppearanceGroupD	object/draft_schematic/armor/armor_appearance_ubese_shirt.iff
craftArmorAppearanceGroupD	object/draft_schematic/armor/armor_appearance_ubese_bandolier.iff
craftArmorAppearanceGroupD	object/draft_schematic/armor/armor_appearance_kashyyykian_black_mtn_chestplate.iff
craftArmorAppearanceGroupD	object/draft_schematic/armor/armor_appearance_kashyyykian_black_mtn_leggings.iff
craftArmorAppearanceGroupD	object/draft_schematic/armor/armor_appearance_kashyyykian_black_mtn_bracer_l.iff
craftArmorAppearanceGroupD	object/draft_schematic/armor/armor_appearance_kashyyykian_black_mtn_bracer_r.iff
craftArmorAppearanceGroupD	object/draft_schematic/armor/armor_appearance_kashyyykian_black_mtn_bicep_l.iff
craftArmorAppearanceGroupD	object/draft_schematic/armor/armor_appearance_kashyyykian_black_mtn_bicep_r.iff
craftArmorAppearanceGroupD	object/draft_schematic/armor/armor_appearance_ithorian_sentinel_chest.iff
craftArmorAppearanceGroupD	object/draft_schematic/armor/armor_appearance_ithorian_sentinel_leggings.iff
craftArmorAppearanceGroupD	object/draft_schematic/armor/armor_appearance_ithorian_sentinel_helmet.iff
craftArmorAppearanceGroupD	object/draft_schematic/armor/armor_appearance_ithorian_sentinel_bicep_l.iff
craftArmorAppearanceGroupD	object/draft_schematic/armor/armor_appearance_ithorian_sentinel_bicep_r.iff
craftArmorAppearanceGroupD	object/draft_schematic/armor/armor_appearance_ithorian_sentinel_bracer_l.iff
craftArmorAppearanceGroupD	object/draft_schematic/armor/armor_appearance_ithorian_sentinel_bracer_r.iff
craftArmorAppearanceGroupD	object/draft_schematic/armor/armor_appearance_ithorian_sentinel_boots.iff
craftArmorAppearanceGroupD	object/draft_schematic/armor/armor_appearance_ithorian_sentinel_gloves.iff
craftArmorAppearanceGroupE	object/draft_schematic/armor/armor_appearance_marauder_s01_chest.iff
craftArmorAppearanceGroupE	object/draft_schematic/armor/armor_appearance_marauder_s01_leggings.iff
craftArmorAppearanceGroupE	object/draft_schematic/armor/armor_appearance_marauder_s01_helmet.iff
craftArmorAppearanceGroupE	object/draft_schematic/armor/armor_appearance_marauder_s01_bicep_l.iff
craftArmorAppearanceGroupE	object/draft_schematic/armor/armor_appearance_marauder_s01_bicep_r.iff
craftArmorAppearanceGroupE	object/draft_schematic/armor/armor_appearance_marauder_s01_bracer_l.iff
craftArmorAppearanceGroupE	object/draft_schematic/armor/armor_appearance_marauder_s01_bracer_r.iff
craftArmorAppearanceGroupE	object/draft_schematic/armor/armor_appearance_marauder_s01_boots.iff
craftArmorAppearanceGroupE	object/draft_schematic/armor/armor_appearance_marauder_s01_gloves.iff
craftArmorAppearanceGroupE	object/draft_schematic/armor/armor_appearance_composite_chest.iff
craftArmorAppearanceGroupE	object/draft_schematic/armor/armor_appearance_composite_leggings.iff
craftArmorAppearanceGroupE	object/draft_schematic/armor/armor_appearance_composite_helmet.iff
craftArmorAppearanceGroupE	object/draft_schematic/armor/armor_appearance_composite_bicep_l.iff
craftArmorAppearanceGroupE	object/draft_schematic/armor/armor_appearance_composite_bicep_r.iff
craftArmorAppearanceGroupE	object/draft_schematic/armor/armor_appearance_composite_bracer_l.iff
craftArmorAppearanceGroupE	object/draft_schematic/armor/armor_appearance_composite_bracer_r.iff
craftArmorAppearanceGroupE	object/draft_schematic/armor/armor_appearance_composite_boots.iff
craftArmorAppearanceGroupE	object/draft_schematic/armor/armor_appearance_composite_gloves.iff
craftArmorAppearanceGroupE	object/draft_schematic/armor/armor_appearance_ithorian_defender_chest.iff
craftArmorAppearanceGroupE	object/draft_schematic/armor/armor_appearance_ithorian_defender_leggings.iff
craftArmorAppearanceGroupE	object/draft_schematic/armor/armor_appearance_ithorian_defender_helmet.iff
craftArmorAppearanceGroupE	object/draft_schematic/armor/armor_appearance_ithorian_defender_bicep_l.iff
craftArmorAppearanceGroupE	object/draft_schematic/armor/armor_appearance_ithorian_defender_bicep_r.iff
craftArmorAppearanceGroupE	object/draft_schematic/armor/armor_appearance_ithorian_defender_bracer_l.iff
craftArmorAppearanceGroupE	object/draft_schematic/armor/armor_appearance_ithorian_defender_bracer_r.iff
craftArmorAppearanceGroupE	object/draft_schematic/armor/armor_appearance_ithorian_defender_boots.iff
craftArmorAppearanceGroupE	object/draft_schematic/armor/armor_appearance_ithorian_defender_gloves.iff
craftArmorAppearanceGroupF	object/draft_schematic/armor/armor_appearance_kashyyykian_hunting_chestplate.iff
craftArmorAppearanceGroupF	object/draft_schematic/armor/armor_appearance_kashyyykian_hunting_leggings.iff
craftArmorAppearanceGroupF	object/draft_schematic/armor/armor_appearance_kashyyykian_hunting_bracer_l.iff
craftArmorAppearanceGroupF	object/draft_schematic/armor/armor_appearance_kashyyykian_hunting_bracer_r.iff
craftArmorAppearanceGroupF	object/draft_schematic/armor/armor_appearance_kashyyykian_hunting_bicep_l.iff
craftArmorAppearanceGroupF	object/draft_schematic/armor/armor_appearance_kashyyykian_hunting_bicep_r.iff
craftArmorLightLayersGroupA	object/draft_schematic/armor/component/armor_layer_energy.iff
craftArmorLightLayersGroupA	object/draft_schematic/armor/component/armor_layer_heat.iff
craftArmorLightLayersGroupB	object/draft_schematic/armor/component/armor_layer_cold.iff
craftArmorLightLayersGroupB	object/draft_schematic/armor/component/armor_layer_electrical.iff
craftArmorLightLayersGroupC	object/draft_schematic/armor/component/armor_layer_kinetic.iff
craftArmorLightLayersGroupC	object/draft_schematic/armor/component/armor_layer_acid.iff
craftArmorHeavyLayersGroupA	object/draft_schematic/armor/component/armor_layer_advanced_one.iff
craftArmorHeavyLayersGroupA	object/draft_schematic/armor/component/armor_layer_advanced_two.iff
craftArmorHeavyLayersGroupB	object/draft_schematic/armor/component/armor_layer_advanced_three.iff
craftArmorShieldsGroupA	object/draft_schematic/armor/component/deflector_shield_generator_particle.iff
craftArmorShieldsGroupA	object/draft_schematic/armor/component/deflector_shield_generator_energy_ray.iff
craftArmorShieldsGroupA	object/draft_schematic/armor/component/deflector_shield_emitter_assembly.iff
craftArmorShieldsGroupA	object/draft_schematic/armor/component/deflector_shield_projector_plate.iff
craftArmorShieldsGroupB	object/draft_schematic/armor/shield_generator_personal.iff
craftArmorShieldsGroupC	object/draft_schematic/armor/shield_generator_personal_b.iff
craftArmorShieldsGroupD	object/draft_schematic/armor/shield_generator_personal_c.iff
craftArmorTesting	object/draft_schematic/armor/armor_appearance_marauder_s02_chest.iff
craftArmorTesting	object/draft_schematic/armor/armor_appearance_marauder_s02_leggings.iff
craftArmorTesting	object/draft_schematic/armor/armor_appearance_marauder_s02_helmet.iff
craftArmorTesting	object/draft_schematic/armor/armor_appearance_marauder_s02_bicep_l.iff
craftArmorTesting	object/draft_schematic/armor/armor_appearance_marauder_s02_bicep_r.iff
craftArmorTesting	object/draft_schematic/armor/armor_appearance_marauder_s02_bracer_l.iff
craftArmorTesting	object/draft_schematic/armor/armor_appearance_marauder_s02_bracer_r.iff
craftArmorTesting	object/draft_schematic/armor/armor_appearance_marauder_s02_boots.iff
craftArmorTesting	object/draft_schematic/armor/armor_appearance_marauder_s02_gloves.iff
craftArmorTesting	object/draft_schematic/armor/armor_appearance_marauder_s03_chest.iff
craftArmorTesting	object/draft_schematic/armor/armor_appearance_marauder_s03_leggings.iff
craftArmorTesting	object/draft_schematic/armor/armor_appearance_marauder_s03_helmet.iff
craftArmorTesting	object/draft_schematic/armor/armor_appearance_marauder_s03_bicep_l.iff
craftArmorTesting	object/draft_schematic/armor/armor_appearance_marauder_s03_bicep_r.iff
craftArmorTesting	object/draft_schematic/armor/armor_appearance_marauder_s03_bracer_l.iff
craftArmorTesting	object/draft_schematic/armor/armor_appearance_marauder_s03_bracer_r.iff
craftArmorTesting	object/draft_schematic/armor/armor_appearance_marauder_s03_boots.iff
craftArmorTesting	object/draft_schematic/armor/armor_appearance_marauder_s03_gloves.iff
craftArmorTesting	object/draft_schematic/armor/armor_appearance_ris_chest.iff
craftArmorTesting	object/draft_schematic/armor/armor_appearance_ris_leggings.iff
craftArmorTesting	object/draft_schematic/armor/armor_appearance_ris_helmet.iff
craftArmorTesting	object/draft_schematic/armor/armor_appearance_ris_bicep_l.iff
craftArmorTesting	object/draft_schematic/armor/armor_appearance_ris_bicep_r.iff
craftArmorTesting	object/draft_schematic/armor/armor_appearance_ris_bracer_l.iff
craftArmorTesting	object/draft_schematic/armor/armor_appearance_ris_bracer_r.iff
craftArmorTesting	object/draft_schematic/armor/armor_appearance_ris_boots.iff
craftArmorTesting	object/draft_schematic/armor/armor_appearance_ris_gloves.iff
craftNewArmorPersonalGroupA	object/draft_schematic/armor/component/new_armor_layer_heat_test.iff
craftNewArmorPersonalGroupA	object/draft_schematic/armor/component/new_armor_layer_electricity_test.iff
craftNewArmorPersonalGroupA	object/draft_schematic/armor/component/new_armor_layer_energy_test.iff
craftNewArmorPersonalGroupA	object/draft_schematic/armor/component/new_armor_advanced_layer_1_test.iff
craftNewArmorPersonalGroupA	object/draft_schematic/armor/component/new_armor_segment_test.iff
craftNewArmorPersonalGroupA	object/draft_schematic/armor/component/new_armor_core_basic_test.iff
craftNewArmorPersonalGroupA	object/draft_schematic/armor/component/new_armor_core_advanced_test.iff
craftNewArmorPersonalGroupA	object/draft_schematic/armor/test_an_armor_final.iff
craftArtisanSurveyGroupA	object/draft_schematic/item/item_survey_tool_gas.iff
craftArtisanSurveyGroupA	object/draft_schematic/item/item_survey_tool_liquid.iff
craftArtisanSurveyGroupA	object/draft_schematic/item/item_survey_tool_mineral.iff
craftArtisanSurveyGroupA	object/draft_schematic/item/item_survey_tool_moisture.iff
craftArtisanSurveyGroupA	object/draft_schematic/item/item_survey_tool_flora.iff
craftArtisanSurveyGroupA	object/draft_schematic/item/item_survey_tool_solar.iff
craftArtisanSurveyGroupA	object/draft_schematic/item/item_survey_tool_wind.iff
craftArtisanSurveyGroupA	object/draft_schematic/item/item_survey_tool_geo_thermal.iff
craftArtisanToolGroupA	object/draft_schematic/item/item_clothing_tool.iff
craftArtisanToolGroupA	object/draft_schematic/item/item_structure_tool.iff
craftArtisanToolGroupA	object/draft_schematic/item/item_weapon_tool.iff
craftArtisanToolGroupA	object/draft_schematic/item/item_space_tool.iff
craftArtisanNewbieGroupA	object/draft_schematic/item/item_chance_cube.iff
craftArtisanNewbieGroupA	object/draft_schematic/item/item_six_sided_dice.iff
craftArtisanNewbieGroupA	object/draft_schematic/item/item_ten_sided_dice.iff
craftArtisanNewbieGroupA	object/draft_schematic/item/item_generic_tool.iff
craftArtisanNewbieGroupA	object/draft_schematic/item/item_fishing_pole.iff
craftArtisanNewbieGroupA	object/draft_schematic/item/item_firework_one.iff
craftArtisanNewbieGroupA	object/draft_schematic/item/item_firework_two.iff
craftArtisanNewbieGroupA	object/draft_schematic/item/item_firework_three.iff
craftArtisanNewbieGroupA	object/draft_schematic/item/item_reverse_engineering_tool.iff
craftArtisanNewbieGroupA	object/draft_schematic/reverse_engineering/enhancement_module.iff
craftArtisanEngineeringGroupA	object/draft_schematic/item/item_twelve_sided_dice.iff
craftArtisanEngineeringGroupA	object/draft_schematic/item/item_twenty_sided_dice.iff
craftArtisanEngineeringGroupA	object/draft_schematic/item/item_hundred_sided_dice.iff
craftArtisanEngineeringGroupA	object/draft_schematic/item/item_battery_droid.iff
craftArtisanEngineeringGroupA	object/draft_schematic/item/item_firework_four.iff
craftArtisanEngineeringGroupA	object/draft_schematic/item/item_firework_five.iff
craftArtisanEngineeringGroupA	object/draft_schematic/item/craftable_bug_habitat.iff
craftArtisanEngineeringGroupB	object/draft_schematic/item/item_configurable_sided_dice.iff
craftArtisanEngineeringGroupB	object/draft_schematic/item/item_firework_ten.iff
craftArtisanEngineeringGroupC	object/draft_schematic/structure/installation_generator_wind.iff
craftArtisanEngineeringGroupC	object/draft_schematic/structure/installation_mining_ore_light.iff
craftArtisanEngineeringGroupC	object/draft_schematic/structure/installation_mining_organic_flora_light.iff
craftArtisanEngineeringGroupC	object/draft_schematic/item/item_firework_eleven.iff
craftArtisanEngineeringGroupC	object/draft_schematic/item/item_firework_show.iff
craftArtisanEngineeringGroupD	object/draft_schematic/structure/installation_mining_gas_light.iff
craftArtisanEngineeringGroupD	object/draft_schematic/structure/installation_mining_liquid_light.iff
craftArtisanEngineeringGroupD	object/draft_schematic/structure/installation_mining_liquid_vapor_light.iff
craftArtisanEngineeringGroupD	object/draft_schematic/item/item_firework_eighteen.iff
craftArtisanNewbieGroupB	object/draft_schematic/food/dessert_bofa_treat.iff
craftArtisanNewbieGroupB	object/draft_schematic/food/dish_travel_biscuits.iff
craftArtisanNewbieGroupB	object/draft_schematic/clothing/clothing_shirt_casual_04.iff
craftArtisanNewbieGroupB	object/draft_schematic/clothing/clothing_shoes_casual_02.iff
craftArtisanNewbieGroupB	object/draft_schematic/clothing/clothing_pants_casual_25.iff
craftArtisanNewbieGroupB	object/draft_schematic/clothing/clothing_wke_shirt_s01.iff
craftArtisanFreebieGroupA	object/draft_schematic/food/component/container_small_glass.iff
craftArtisanFreebieGroupA	object/draft_schematic/food/drink_spiced_tea.iff
craftArtisanFreebieGroupA	object/draft_schematic/food/dish_meat_jerky.iff
craftArtisanDomesticGroupA	object/draft_schematic/item/item_food_tool.iff
craftArtisanDomesticGroupA	object/draft_schematic/food/component/component_fryer_repair_tool.iff
craftArtisanDomesticGroupA	object/draft_schematic/food/component/ingredient_carbosyrup.iff
craftArtisanDomesticGroupA	object/draft_schematic/food/component/ingredient_cereal_flakes.iff
craftArtisanDomesticGroupA	object/draft_schematic/food/dessert_blob_candy.iff
craftArtisanDomesticGroupA	object/draft_schematic/food/drink_aitha.iff
craftArtisanDomesticGroupA	object/draft_schematic/clothing/component/clothing_fiberplast_panel.iff
craftArtisanDomesticGroupA	object/draft_schematic/clothing/clothing_pants_casual_17.iff
craftArtisanDomesticGroupA	object/draft_schematic/clothing/clothing_pants_casual_10.iff
craftArtisanDomesticGroupA	object/draft_schematic/clothing/clothing_ith_pants_casual_01.iff
craftArtisanDomesticGroupA	object/draft_schematic/clothing/clothing_hat_casual_14.iff
craftArtisanDomesticGroupA	object/draft_schematic/clothing/clothing_dress_casual_10.iff
craftArtisanDomesticGroupA	object/draft_schematic/clothing/clothing_wke_gloves_s02.iff
craftArtisanDomesticGroupA	object/draft_schematic/clothing/clothing_wke_skirt_s04.iff
craftArtisanDomesticGroupA	object/draft_schematic/clothing/clothing_ith_shirt_casual_01.iff
craftArtisanDomesticGroupA	object/draft_schematic/food/dish_exo_protein_wafers.iff
craftArtisanDomesticGroupB	object/draft_schematic/food/component/ingredient_ball_of_dough.iff
craftArtisanDomesticGroupB	object/draft_schematic/food/dish_rations.iff
craftArtisanDomesticGroupB	object/draft_schematic/food/dish_crispic.iff
craftArtisanDomesticGroupB	object/draft_schematic/food/drink_caf.iff
craftArtisanDomesticGroupB	object/draft_schematic/clothing/component/clothing_metal_fasteners.iff
craftArtisanDomesticGroupB	object/draft_schematic/clothing/clothing_boots_casual_04.iff
craftArtisanDomesticGroupB	object/draft_schematic/clothing/clothing_dress_casual_12.iff
craftArtisanDomesticGroupB	object/draft_schematic/clothing/clothing_wke_hood_s01.iff
craftArtisanDomesticGroupB	object/draft_schematic/clothing/clothing_jacket_casual_02.iff
craftArtisanDomesticGroupB	object/draft_schematic/clothing/clothing_skirt_casual_10.iff
craftArtisanDomesticGroupB	object/draft_schematic/clothing/clothing_shirt_casual_27.iff
craftArtisanDomesticGroupB	object/draft_schematic/clothing/clothing_ith_vest_field_01.iff
craftArtisanDomesticGroupB	object/draft_schematic/clothing/clothing_ith_shirt_casual_06.iff
craftArtisanDomesticGroupB	object/draft_schematic/food/beastfood_stringy_meat_substitute.iff
craftArtisanDomesticGroupB	object/draft_schematic/food/beastfood_tender_meat_substitute.iff
craftArtisanDomesticGroupB	object/draft_schematic/food/beastfood_fatty_meat_substitute.iff
craftArtisanDomesticGroupB	object/draft_schematic/food/beastfood_cooked_meat_substitute.iff
craftArtisanDomesticGroupB	object/draft_schematic/food/beastfood_juicy_fruit_substitute.iff
craftArtisanDomesticGroupB	object/draft_schematic/food/beastfood_dry_fruit_substitute.iff
craftArtisanDomesticGroupB	object/draft_schematic/food/beastfood_sweet_fruit_substitute.iff
craftArtisanDomesticGroupB	object/draft_schematic/food/beastfood_sour_fruit_substitute.iff
craftArtisanDomesticGroupB	object/draft_schematic/food/beastfood_coarse_fish_substitute.iff
craftArtisanDomesticGroupB	object/draft_schematic/food/beastfood_blubbery_fish_substitute.iff
craftArtisanDomesticGroupB	object/draft_schematic/food/beastfood_fatty_fish_substitute.iff
craftArtisanDomesticGroupB	object/draft_schematic/food/beastfood_cooked_fish_substitute.iff
craftArtisanDomesticGroupC	object/draft_schematic/food/dessert_pkneb.iff
craftArtisanDomesticGroupC	object/draft_schematic/food/dish_kanali_wafers.iff
craftArtisanDomesticGroupC	object/draft_schematic/food/drink_ruby_bliel.iff
craftArtisanDomesticGroupC	object/draft_schematic/food/drink_jawa_beer.iff
craftArtisanDomesticGroupC	object/draft_schematic/clothing/clothing_pants_field_04.iff
craftArtisanDomesticGroupC	object/draft_schematic/clothing/clothing_pants_field_12.iff
craftArtisanDomesticGroupC	object/draft_schematic/clothing/clothing_ith_pants_casual_17.iff
craftArtisanDomesticGroupC	object/draft_schematic/clothing/clothing_ith_pants_field_04.iff
craftArtisanDomesticGroupC	object/draft_schematic/clothing/clothing_belt_field_07.iff
craftArtisanDomesticGroupC	object/draft_schematic/clothing/clothing_belt_field_11.iff
craftArtisanDomesticGroupC	object/draft_schematic/clothing/clothing_shirt_casual_34.iff
craftArtisanDomesticGroupC	object/draft_schematic/clothing/clothing_gloves_field_12.iff
craftArtisanDomesticGroupC	object/draft_schematic/clothing/clothing_jacket_casual_12.iff
craftArtisanDomesticGroupC	object/draft_schematic/clothing/clothing_wke_shirt_s02.iff
craftArtisanDomesticGroupC	object/draft_schematic/clothing/clothing_ith_shirt_casual_07.iff
craftArtisanDomesticGroupD	object/draft_schematic/food/additive/additive_light.iff
craftArtisanDomesticGroupD	object/draft_schematic/food/component/container_large_glass.iff
craftArtisanDomesticGroupD	object/draft_schematic/food/drink_jaar.iff
craftArtisanDomesticGroupD	object/draft_schematic/food/drink_starshine_surprise.iff
craftArtisanDomesticGroupD	object/draft_schematic/food/dish_dustcrepe.iff
craftArtisanDomesticGroupD	object/draft_schematic/food/dish_teltier_noodles.iff
craftArtisanDomesticGroupD	object/draft_schematic/clothing/clothing_dress_formal_18.iff
craftArtisanDomesticGroupD	object/draft_schematic/clothing/clothing_dress_formal_26.iff
craftArtisanDomesticGroupD	object/draft_schematic/clothing/clothing_boots_field_03.iff
craftArtisanDomesticGroupD	object/draft_schematic/clothing/clothing_jacket_field_15.iff
craftArtisanDomesticGroupD	object/draft_schematic/clothing/clothing_bandolier_field_07.iff
craftArtisanDomesticGroupD	object/draft_schematic/clothing/clothing_bandolier_field_08.iff
craftArtisanDomesticGroupD	object/draft_schematic/clothing/clothing_dress_casual_06.iff
craftArtisanDomesticGroupD	object/draft_schematic/clothing/clothing_backpack_field_01.iff
craftArtisanDomesticGroupD	object/draft_schematic/clothing/clothing_wke_hood_s03.iff
craftArtisanMasterGroupA	object/draft_schematic/item/item_parrot_cage.iff
craftArtisanMasterGroupA	object/draft_schematic/item/component/item_micro_sensor_suite.iff
craftArtisanMasterGroupA	object/draft_schematic/item/component/item_electronics_memory_module.iff
craftArtisanMasterGroupA	object/draft_schematic/item/component/item_electronics_gp_module.iff
craftArtisanMasterGroupA	object/draft_schematic/item/component/item_electronic_power_conditioner.iff
craftArtisanMasterGroupA	object/draft_schematic/item/component/item_electronic_energy_distributor.iff
craftArtisanMasterGroupA	object/draft_schematic/item/component/item_electronic_control_unit.iff
craftArtisanMasterGroupA	object/draft_schematic/item/doctor_bag/doc_bag.iff
craftArtisanMasterGroupA	object/draft_schematic/item/item_barc_repair_tool.iff
craftClothingNoviceGroupA	object/draft_schematic/clothing/clothing_backpack_field_03.iff
craftClothingNoviceGroupA	object/draft_schematic/clothing/component/clothing_synthetic_cloth.iff
craftClothingNoviceGroupA	object/draft_schematic/clothing/clothing_jacket_field_08.iff
craftClothingNoviceGroupA	object/draft_schematic/clothing/clothing_shirt_casual_03.iff
craftClothingNoviceGroupA	object/draft_schematic/clothing/clothing_shirt_casual_07.iff
craftClothingNoviceGroupA	object/draft_schematic/clothing/clothing_pants_casual_01.iff
craftClothingNoviceGroupA	object/draft_schematic/clothing/clothing_pants_casual_05.iff
craftClothingNoviceGroupA	object/draft_schematic/clothing/clothing_pants_casual_06.iff
craftClothingNoviceGroupA	object/draft_schematic/clothing/clothing_jacket_casual_05.iff
