weapon_appearance_carbine_dc15	object/weapon/ranged/carbine/ep3/carbine_dc15.iff	
weapon_appearance_carbine_e11_mk2	object/weapon/ranged/carbine/carbine_e11_mark2.iff		
weapon_appearance_carbine_e5	object/weapon/ranged/carbine/carbine_e5.iff	profession_wheel	
weapon_appearance_carbine_ee3_bounty	object/weapon/ranged/carbine/carbine_bounty_ee3.iff		12
weapon_appearance_carbine_gcw_charric	object/weapon/ranged/carbine/carbine_charric.iff		1
weapon_appearance_carbine_geo	object/weapon/ranged/carbine/carbine_geo.iff		
weapon_appearance_carbine_heroic_sd	object/weapon/ranged/carbine/carbine_heroic_sd.iff		
weapon_appearance_carbine_kun_massassi	object/weapon/ranged/carbine/carbine_kun_massassi.iff		5
weapon_appearance_carbine_mandalorian	object/weapon/ranged/carbine/carbine_mandalorian.iff		
weapon_appearance_carbine_ngant_pvp	object/weapon/ranged/carbine/carbine_pvp_ngant.iff		5
weapon_appearance_carbine_nym_slugthrower	object/weapon/ranged/carbine/carbine_nym_slugthrower.iff		
weapon_appearance_carbine_proton	object/weapon/ranged/carbine/carbine_proton.iff		
weapon_appearance_carbine_quest_smuggler_underslung	object/weapon/ranged/carbine/carbine_cdef.iff		
weapon_appearance_carbine_republic_sfor	object/weapon/ranged/carbine/som_carbine_republic_sfor.iff		
weapon_appearance_carbine_slug	object/weapon/ranged/carbine/carbine_slug.iff		
weapon_appearance_carbine_specops_bothan_carbine	object/weapon/ranged/carbine/carbine_specops_bothan_carbine.iff		
weapon_appearance_carbine_underslung	object/weapon/ranged/carbine/carbine_underslung.iff		
weapon_appearance_carbine_wookiee_bowcaster	object/weapon/ranged/carbine/ep3/carbine_wookiee_bowcaster.iff		
weapon_appearance_cleaver	object/weapon/melee/2h_sword/2h_sword_cleaver.iff	profession_wheel	
weapon_appearance_executioners_hack	object/weapon/melee/2h_sword/2h_sword_blacksun_hack.iff		
weapon_appearance_gaderiffi_elite	object/weapon/melee/baton/baton_gaderiffi_elite.iff		
weapon_appearance_heavy_acid_beam	object/weapon/ranged/heavy/heavy_acid_beam.iff		
weapon_appearance_heavy_avatar_acid_beam	object/weapon/ranged/heavy/heavy_avatar_acid_beam.iff		
weapon_appearance_heavy_carbonite_rifle	object/weapon/ranged/heavy/heavy_carbonite_rifle.iff		
weapon_appearance_heavy_cr1_pvp	object/weapon/ranged/heavy/heavy_cr1_blast_cannon.iff		-50
weapon_appearance_heavy_lava_cannon	object/weapon/ranged/heavy/som_lava_cannon.iff		
weapon_appearance_heavy_lightning_beam	object/weapon/ranged/heavy/heavy_lightning_beam.iff	profession_wheel	
weapon_appearance_heavy_mandalorian	object/weapon/ranged/heavy/heavy_mandalorian.iff		
weapon_appearance_heavy_particle_beam	object/weapon/ranged/heavy/heavy_particle_beam.iff	profession_wheel	
weapon_appearance_heavy_pulse_cannon	object/weapon/ranged/heavy/heavy_pulse_cannon.iff		1
weapon_appearance_heavy_republic_flamer	object/weapon/ranged/heavy/som_republic_flamer.iff		
weapon_appearance_heavy_rocket_launcher	object/weapon/ranged/heavy/heavy_rocket_launcher.iff	profession_wheel	
weapon_appearance_heavy_shotgun	object/weapon/ranged/heavy/heavy_rebel.iff		
weapon_appearance_katana	object/weapon/melee/2h_sword/2h_sword_katana.iff	profession_wheel
weapon_appearance_katana_quest	object/weapon/melee/2h_sword/2h_sword_katana_quest.iff	
weapon_appearance_knife_donkuwah	object/weapon/melee/knife/knife_donkuwah.iff	
weapon_appearance_knife_janta	object/weapon/melee/knife/knife_janta.iff	
weapon_appearance_knife_naktra_crystal	object/weapon/melee/knife/ep3/knife_naktra_crystal.iff	
weapon_appearance_knife_stone	object/weapon/melee/knife/knife_stone.iff	
weapon_appearance_knife_survival	object/weapon/melee/knife/knife_survival.iff	profession_wheel
weapon_appearance_knife_trando_skinner	object/weapon/melee/knife/ep3/knife_trando_skinner.iff	
weapon_appearance_knife_twilek_dagger	object/weapon/melee/knife/knife_dagger.iff	
weapon_appearance_knife_vibroblade	object/weapon/melee/knife/knife_vibroblade.iff	profession_wheel
weapon_appearance_knife_vibroblade_quest	object/weapon/melee/knife/knife_vibroblade_quest.iff	
weapon_appearance_knuckler_pvp	object/weapon/melee/special/pvp_bf_knuckler.iff	
weapon_appearance_knuckler_vibro	object/weapon/melee/special/vibroknuckler.iff	profession_wheel
weapon_appearance_lance_avatar_wke_heartlance	object/weapon/melee/polearm/lance_avatar_wke_heartlance.iff	
weapon_appearance_lance_cryo	object/weapon/melee/polearm/lance_cryo.iff	profession_wheel
weapon_appearance_lance_kaminoan	object/weapon/melee/polearm/lance_kaminoan.iff	
weapon_appearance_lance_massassi	object/weapon/melee/polearm/lance_massassi.iff	
weapon_appearance_lance_nightsister	object/weapon/melee/polearm/lance_nightsister.iff	
weapon_appearance_lance_obsidian	object/weapon/melee/polearm/som_lance_obsidian.iff	
weapon_appearance_lance_shock	object/weapon/melee/polearm/lance_shock.iff	
weapon_appearance_lance_trando	object/weapon/melee/polearm/ep3/lance_trando.iff	
weapon_appearance_lance_vibro	object/weapon/melee/polearm/lance_vibrolance.iff	profession_wheel
weapon_appearance_lance_vibro_controller_fp	object/weapon/melee/polearm/lance_controllerfp.iff	profession_wheel
weapon_appearance_lance_vibro_nightsister	object/weapon/melee/polearm/lance_controllerfp_nightsister.iff	
weapon_appearance_lance_xandank	object/weapon/melee/polearm/som_lance_xandank.iff	
weapon_appearance_loot_blackbane	object/weapon/melee/knife/ep3_loot_blackbane.iff	
weapon_appearance_loot_blackfalcon	object/weapon/ranged/pistol/ep3_loot_blackfalcon.iff	
weapon_appearance_loot_blackhand	object/weapon/ranged/pistol/ep3_loot_blackhand.iff	
weapon_appearance_loot_calibrated	object/weapon/ranged/pistol/ep3_loot_calibrated.iff	
weapon_appearance_loot_corellian	object/weapon/ranged/heavy/ep3_loot_corellian.iff	
weapon_appearance_loot_corestrike	object/weapon/ranged/carbine/ep3_loot_corestrike.iff	
weapon_appearance_loot_darksting	object/weapon/ranged/rifle/ep3_loot_darksting.iff	
weapon_appearance_loot_dawnsorrow	object/weapon/ranged/rifle/ep3_loot_dawnsorrow.iff
weapon_appearance_loot_deathrain	object/weapon/ranged/pistol/ep3_loot_deathrain.iff
weapon_appearance_loot_dragoneye	object/weapon/ranged/pistol/ep3_loot_dragoneye.iff
weapon_appearance_loot_eventide	object/weapon/melee/sword/ep3_loot_eventide.iff
weapon_appearance_loot_executer	object/weapon/melee/2h_sword/ep3_loot_executer.iff
weapon_appearance_loot_firestar	object/weapon/ranged/carbine/ep3_loot_firestar.iff
weapon_appearance_loot_grievance	object/weapon/ranged/carbine/ep3_loot_grievance.iff
weapon_appearance_loot_heartstriker	object/weapon/melee/special/ep3_loot_heartstriker.iff
weapon_appearance_loot_hydra	object/weapon/ranged/pistol/ep3_loot_hydra.iff
weapon_appearance_loot_lifeblood	object/weapon/melee/2h_sword/ep3_loot_lifeblood.iff
weapon_appearance_loot_liquidsilver	object/weapon/ranged/pistol/ep3_loot_liquidsilver.iff
weapon_appearance_loot_mark	object/weapon/ranged/carbine/ep3_loot_mark.iff
weapon_appearance_loot_necrosis	object/weapon/melee/special/ep3_loot_necrosis.iff
weapon_appearance_loot_nullifier	object/weapon/ranged/rifle/ep3_loot_nullifier.iff
weapon_appearance_loot_pestilence	object/weapon/melee/polearm/ep3_loot_pestilence.iff
weapon_appearance_loot_poisonspike	object/weapon/melee/polearm/ep3_loot_poisonspike.iff
weapon_appearance_loot_quicktrigger	object/weapon/ranged/pistol/ep3_loot_quicktrigger.iff	
weapon_appearance_loot_retaliation	object/weapon/ranged/rifle/ep3_loot_retaliation.iff	
weapon_appearance_loot_retribution	object/weapon/ranged/carbine/ep3_loot_retribution.iff	
weapon_appearance_loot_rhiss	object/weapon/ranged/pistol/ep3_loot_rhiss.iff	
weapon_appearance_loot_rilctur	object/weapon/ranged/carbine/ep3_loot_rilctur.iff	
weapon_appearance_loot_ripper	object/weapon/melee/sword/ep3_loot_ripper.iff	
weapon_appearance_loot_sharpshooter	object/weapon/ranged/rifle/ep3_loot_sharpshooter.iff	
weapon_appearance_loot_sickle	object/weapon/melee/2h_sword/ep3_loot_sickle.iff	
weapon_appearance_loot_silencer	object/weapon/ranged/pistol/ep3_loot_silencer.iff	
weapon_appearance_loot_soulstinger	object/weapon/melee/special/ep3_loot_soulstinger.iff	
weapon_appearance_loot_strike	object/weapon/melee/polearm/ep3_loot_strike.iff	
weapon_appearance_loot_void	object/weapon/ranged/heavy/ep3_loot_void.iff	
weapon_appearance_massassiknuckler	object/weapon/melee/special/massassiknuckler.iff	profession_wheel
weapon_appearance_maul	object/weapon/melee/2h_sword/2h_sword_maul.iff	profession_wheel
weapon_appearance_pistol_alliance_disruptor	object/weapon/ranged/pistol/pistol_alliance_disruptor.iff	profession_wheel
weapon_appearance_pistol_avatar_trando_special	object/weapon/ranged/pistol/pistol_avatar_trando_special.iff	
weapon_appearance_pistol_blaster_cdef	object/weapon/ranged/pistol/pistol_cdef.iff	profession_wheel	
weapon_appearance_pistol_blaster_cdef_corsec	object/weapon/ranged/pistol/pistol_cdef_corsec.iff		
weapon_appearance_pistol_blaster_d18	object/weapon/ranged/pistol/pistol_d18.iff	profession_wheel	
weapon_appearance_pistol_blaster_dh17	object/weapon/ranged/pistol/pistol_dh17.iff	profession_wheel	
weapon_appearance_pistol_blaster_dl44	object/weapon/ranged/pistol/pistol_dl44.iff	profession_wheel	
weapon_appearance_pistol_blaster_dl44_metal	object/weapon/ranged/pistol/pistol_dl44_metal.iff	profession_wheel	
weapon_appearance_pistol_blaster_power5	object/weapon/ranged/pistol/pistol_power5.iff	profession_wheel	
weapon_appearance_pistol_blaster_scout_trooper	object/weapon/ranged/pistol/pistol_scout_blaster.iff	profession_wheel	
weapon_appearance_pistol_blaster_scout_trooper_corsec	object/weapon/ranged/pistol/pistol_scout_blaster_corsec.iff		
weapon_appearance_pistol_blaster_short_range_combat	object/weapon/ranged/pistol/pistol_srcombat.iff	profession_wheel	
weapon_appearance_pistol_dd6	object/weapon/ranged/pistol/pistol_dd6.iff		
weapon_appearance_pistol_de_10	object/weapon/ranged/pistol/pistol_de_10.iff		
weapon_appearance_pistol_deathhammer_needle	object/weapon/ranged/pistol/pistol_deathhammer.iff	profession_wheel	
weapon_appearance_pistol_dh_18a	object/weapon/ranged/pistol/pistol_dh18a_gcw.iff		1
weapon_appearance_pistol_disrupter	object/weapon/ranged/pistol/som_disruptor_pistol.iff		
weapon_appearance_pistol_disrupter_dx2	object/weapon/ranged/pistol/pistol_dx2.iff	profession_wheel	
weapon_appearance_pistol_dl44_metal_light	object/weapon/ranged/pistol/pistol_dl44_metal_light.iff	profession_wheel
weapon_appearance_pistol_flare	object/weapon/ranged/pistol/pistol_flare.iff	
weapon_appearance_pistol_flechette	object/weapon/ranged/pistol/pistol_flechette.iff	
weapon_appearance_pistol_flechette_fwg5	object/weapon/ranged/pistol/pistol_fwg5.iff	profession_wheel
weapon_appearance_pistol_flechette_fwg5_quest	object/weapon/ranged/pistol/pistol_fwg5_quest.iff	
weapon_appearance_pistol_geo_sonic_blaster	object/weapon/ranged/pistol/pistol_geonosian_sonic_blaster_loot.iff	
weapon_appearance_pistol_heroic_exar	object/weapon/ranged/pistol/pistol_heroic_exar.iff	
weapon_appearance_pistol_heroic_sd	object/weapon/ranged/pistol/pistol_heroic_sd.iff	
weapon_appearance_pistol_intimidator	object/weapon/ranged/pistol/pistol_intimidator.iff	profession_wheel
weapon_appearance_pistol_ion_relic	object/weapon/ranged/pistol/som_ion_relic_pistol.iff	
weapon_appearance_pistol_ion_stunner	object/weapon/ranged/pistol/ep3/pistol_ion_stunner.iff	
weapon_appearance_pistol_jawa	object/weapon/ranged/pistol/pistol_jawa.iff	
weapon_appearance_pistol_kyd21	object/weapon/ranged/pistol/ep3/pistol_kyd21.iff	
weapon_appearance_pistol_launcher	object/weapon/ranged/pistol/pistol_launcher.iff	profession_wheel
weapon_appearance_pistol_launcher_elite	object/weapon/ranged/pistol/pistol_launcher_elite.iff	
weapon_appearance_pistol_launcher_medium	object/weapon/ranged/pistol/pistol_launcher_medium.iff	
weapon_appearance_pistol_mandalorian	object/weapon/ranged/pistol/pistol_mandalorian.iff	
weapon_appearance_pistol_projectile_striker	object/weapon/ranged/pistol/pistol_striker.iff	profession_wheel
weapon_appearance_pistol_quest_imperial_navy_formal	object/weapon/ranged/pistol/pistol_quest_imperial_navy_formal.iff	
weapon_appearance_pistol_rebel	object/weapon/ranged/pistol/pistol_rebel.iff	
weapon_appearance_pistol_renegade	object/weapon/ranged/pistol/pistol_renegade.iff	profession_wheel
weapon_appearance_pistol_republic_blaster	object/weapon/ranged/pistol/pistol_republic_blaster.iff	profession_wheel
weapon_appearance_pistol_republic_blaster_quest	object/weapon/ranged/pistol/pistol_republic_blaster_quest.iff	
weapon_appearance_pistol_scatter	object/weapon/ranged/pistol/pistol_scatter.iff	profession_wheel
weapon_appearance_pistol_scatter_light	object/weapon/ranged/pistol/pistol_scatter_light.iff	
weapon_appearance_pistol_trando_suppressor	object/weapon/ranged/pistol/ep3/pistol_trando_suppressor.iff	
weapon_appearance_pistol_westar_pvp	object/weapon/ranged/pistol/pistol_westar_34.iff	
weapon_appearance_pistol_wookiee	object/weapon/ranged/pistol/ep3/pistol_wookiee.iff	
weapon_appearance_pistol_wookiee_bowcaster	object/weapon/ranged/pistol/ep3/pistol_wookiee_bowcaster.iff	
weapon_appearance_polearm_electric	object/weapon/melee/polearm/polearm_lance_electric_polearm.iff	profession_wheel
weapon_appearance_polearm_gcw_gand_shockprod	object/weapon/melee/polearm/lance_gcw_gand_shockprod.iff	
weapon_appearance_polearm_heroic_sd	object/weapon/melee/polearm/polearm_heroic_sd.iff	
weapon_appearance_polearm_kashyyk_bladestick	object/weapon/melee/polearm/lance_kashyyk.iff		
weapon_appearance_polearm_magnaguard_pvp	object/weapon/melee/polearm/lance_staff_magna_guard.iff		
weapon_appearance_poleaxe_vibro	object/weapon/melee/polearm/polearm_vibro_axe.iff	profession_wheel	
weapon_appearance_punch_dagger	object/weapon/melee/special/punch_dagger.iff		3
weapon_appearance_quest_battleaxe	object/weapon/melee/2h_sword/quest_2h_sword_battleaxe.iff		
weapon_appearance_quest_heavy_acid_beam	object/weapon/ranged/heavy/quest_heavy_acid_beam.iff		
weapon_appearance_quest_heavy_particle_beam	object/weapon/ranged/heavy/quest_heavy_particle_beam.iff		
weapon_appearance_quest_maul	object/weapon/melee/2h_sword/quest_2h_sword_maul.iff		
weapon_appearance_quest_pistol_launcher	object/weapon/ranged/pistol/quest_pistol_launcher.iff		
weapon_appearance_quest_pistol_republic_blaster_quest	object/weapon/ranged/pistol/quest_pistol_republic_blaster.iff		
weapon_appearance_quest_rifle_flame_thrower	object/weapon/ranged/rifle/quest_rifle_flame_thrower.iff		
weapon_appearance_quest_rifle_lightning	object/weapon/ranged/rifle/quest_rifle_lightning.iff		
weapon_appearance_quest_rifle_projectile_tusken	object/tangible/loot/quest/rifle_quest_tusken.iff		
weapon_appearance_razor_knuckler	object/weapon/melee/special/blacksun_razor.iff		
weapon_appearance_rifle_a280	object/weapon/ranged/rifle/rifle_a280.iff		
weapon_appearance_rifle_acid_beam	object/weapon/ranged/rifle/rifle_acid_beam.iff	profession_wheel	
weapon_appearance_rifle_adventurer_hv_sniper	object/weapon/ranged/rifle/rifle_adventurer.iff		
weapon_appearance_rifle_avatar_laser_trando	object/weapon/ranged/rifle/rifle_avatar_laser_trando.iff		
weapon_appearance_rifle_beam	object/weapon/ranged/rifle/rifle_beam.iff	profession_wheel	
weapon_appearance_rifle_berserker	object/weapon/ranged/rifle/rifle_berserker.iff		
weapon_appearance_rifle_blaster_cdef	object/weapon/ranged/rifle/rifle_cdef.iff	profession_wheel	
weapon_appearance_rifle_blaster_dlt20	object/weapon/ranged/rifle/rifle_dlt20.iff	profession_wheel	
weapon_appearance_rifle_blaster_dlt20a	object/weapon/ranged/rifle/rifle_dlt20a.iff		
weapon_appearance_rifle_blaster_e11	object/weapon/ranged/rifle/rifle_e11.iff	profession_wheel	
weapon_appearance_rifle_blaster_ionization_jawa	object/weapon/ranged/rifle/rifle_jawa_ion.iff	profession_wheel	
weapon_appearance_rifle_blaster_laser_rifle	object/weapon/ranged/rifle/rifle_laser.iff	profession_wheel	
weapon_appearance_rifle_bowcaster	object/weapon/ranged/rifle/rifle_bowcaster.iff		
weapon_appearance_rifle_bowcaster_master	object/weapon/ranged/rifle/rifle_bowcaster_master.iff	profession_wheel	2
weapon_appearance_rifle_dc15	object/weapon/ranged/rifle/ep3/rifle_dc15.iff		
weapon_appearance_rifle_dc15_bounty	object/weapon/ranged/rifle/rifle_bounty_dc15.iff		3
weapon_appearance_rifle_disrupter	object/weapon/ranged/rifle/som_rifle_mustafar_disruptor.iff		
weapon_appearance_rifle_disrupter_dxr6	object/weapon/ranged/carbine/carbine_dxr6.iff		
weapon_appearance_rifle_dp23	object/weapon/ranged/rifle/som_rifle_dp23.iff	
weapon_appearance_rifle_eweb	object/weapon/ranged/rifle/rifle_eweb.iff	
weapon_appearance_rifle_faux_bowcaster	object/weapon/ranged/rifle/rifle_faux_bowcaster.iff	
weapon_appearance_rifle_flame_thrower	object/weapon/ranged/rifle/rifle_flame_thrower.iff	profession_wheel
weapon_appearance_rifle_flame_thrower_light	object/weapon/ranged/rifle/rifle_flame_thrower_light.iff	profession_wheel
weapon_appearance_rifle_geo_drill	object/weapon/ranged/rifle/rifle_geo_drill.iff	
weapon_appearance_rifle_jinkins_j1	object/weapon/ranged/rifle/jinkins_j1_rifle.iff		1
weapon_appearance_rifle_laser_light	object/weapon/ranged/rifle/rifle_laser_light.iff	
weapon_appearance_rifle_ld1	object/weapon/ranged/rifle/rifle_ld1.iff	
weapon_appearance_rifle_light_blaster_dh17_carbine	object/weapon/ranged/carbine/carbine_dh17.iff	profession_wheel
weapon_appearance_rifle_light_blaster_dh17_carbine_black	object/weapon/ranged/carbine/carbine_dh17_black.iff	
weapon_appearance_rifle_light_blaster_dh17_carbine_snubnose	object/weapon/ranged/carbine/carbine_dh17_snubnose.iff	profession_wheel
weapon_appearance_rifle_light_blaster_e11_carbine	object/weapon/ranged/carbine/carbine_e11.iff	profession_wheel
weapon_appearance_rifle_light_blaster_e11_carbine_quest	object/weapon/ranged/carbine/carbine_e11_quest.iff	
weapon_appearance_rifle_light_blaster_e11_carbine_victor	object/weapon/ranged/carbine/carbine_e11_victor_quest.iff	
weapon_appearance_rifle_light_blaster_ee3	object/weapon/ranged/carbine/carbine_ee3.iff	profession_wheel
weapon_appearance_rifle_light_blaster_imperial_scout_carbine	object/weapon/ranged/carbine/carbine_elite.iff	profession_wheel
weapon_appearance_rifle_light_blaster_laser_carbine	object/weapon/ranged/carbine/carbine_laser.iff	profession_wheel
weapon_appearance_rifle_lightning	object/weapon/ranged/rifle/rifle_lightning.iff	profession_wheel
weapon_appearance_rifle_lightning_basic	object/weapon/ranged/rifle/rifle_lightning_light.iff	
weapon_appearance_rifle_lightning_heavy	object/weapon/ranged/rifle/rifle_lightning_heavy.iff	
weapon_appearance_rifle_mandalorian	object/weapon/ranged/rifle/rifle_mandalorian.iff	
weapon_appearance_rifle_massassi_ink	object/weapon/ranged/rifle/rifle_massassi_ink.iff	
weapon_appearance_rifle_naktra_crystal	object/weapon/ranged/rifle/ep3/rifle_naktra_crystal.iff	
weapon_appearance_rifle_odararissl	object/weapon/ranged/rifle/rifle_odararissl.iff	
weapon_appearance_rifle_projectile_tusken	object/weapon/ranged/rifle/rifle_tusken.iff	profession_wheel
weapon_appearance_rifle_proton	object/weapon/ranged/rifle/rifle_proton.iff	
weapon_appearance_rifle_quest_rebel_longrifle	object/weapon/ranged/rifle/rifle_quest_rebel_longrifle.iff	
weapon_appearance_rifle_rebel	object/weapon/ranged/rifle/rifle_rebel.iff	
weapon_appearance_rifle_sonic_sg82	object/weapon/ranged/rifle/rifle_sg82.iff	profession_wheel
weapon_appearance_rifle_spray_stick_stohli	object/weapon/ranged/rifle/rifle_spraystick.iff	profession_wheel
weapon_appearance_rifle_t21	object/weapon/ranged/rifle/rifle_t21.iff	profession_wheel
weapon_appearance_rifle_tangle_gun7	object/weapon/ranged/pistol/pistol_tangle.iff	profession_wheel
weapon_appearance_rifle_tc22	object/weapon/ranged/rifle/rifle_tc22_blaster.iff		1
weapon_appearance_rifle_tenloss_disrupter	object/weapon/ranged/rifle/rifle_tenloss_dxr6_disruptor_loot.iff		
weapon_appearance_rifle_trando_hunter	object/weapon/ranged/rifle/ep3/rifle_trando_hunter.iff		
weapon_appearance_rifle_trando_hunter_crafted	object/weapon/ranged/rifle/ep3/rifle_trando_hunter_crafted.iff		
weapon_appearance_rifle_victor_projectile_tusken	object/weapon/ranged/rifle/rifle_victor_tusken.iff		
weapon_appearance_rifle_westar_pvp	object/weapon/ranged/rifle/rifle_westar_m5.iff		
weapon_appearance_staff	object/weapon/melee/polearm/lance_staff_wood_s1.iff	profession_wheel	
weapon_appearance_staff_janta	object/weapon/melee/polearm/lance_staff_janta.iff		
weapon_appearance_staff_metal	object/weapon/melee/polearm/lance_staff_metal.iff	profession_wheel	
weapon_appearance_staff_reinforced	object/weapon/melee/polearm/lance_staff_wood_s2.iff	profession_wheel	
weapon_appearance_sword	object/weapon/melee/sword/sword_01.iff	profession_wheel	
weapon_appearance_sword_acid	object/weapon/melee/sword/sword_acid.iff		
weapon_appearance_sword_avatar_wke_spiritblade	object/weapon/melee/sword/sword_avatar_wke_spiritblade.iff		
weapon_appearance_sword_bandit	object/weapon/melee/sword/som_sword_mustafar_bandit.iff		
weapon_appearance_sword_curved	object/weapon/melee/sword/sword_02.iff	profession_wheel	
weapon_appearance_sword_curved_nyax	object/weapon/melee/sword/sword_curved_nyax.iff		
weapon_appearance_sword_junti_mace	object/weapon/melee/sword/sword_mace_junti.iff		
weapon_appearance_sword_mandalorian	object/weapon/melee/sword/sword_mandalorian.iff		
weapon_appearance_sword_marauder	object/weapon/melee/sword/sword_marauder.iff		
weapon_appearance_sword_massassi	object/weapon/melee/sword/sword_massassi.iff		
weapon_appearance_sword_nyax	object/weapon/melee/sword/sword_nyax.iff		
weapon_appearance_sword_obsidian	object/weapon/melee/sword/som_sword_obsidian.iff		
weapon_appearance_sword_pvp_bf	object/weapon/melee/sword/sword_pvp_bf_01.iff		1
weapon_appearance_sword_rantok	object/weapon/melee/sword/sword_rantok.iff		
weapon_appearance_sword_rebel	object/weapon/melee/sword/sword_rebel.iff		
weapon_appearance_sword_rsf	object/weapon/melee/sword/sword_rsf.iff	profession_wheel	
weapon_appearance_sword_ryyk_blade	object/weapon/melee/sword/sword_blade_ryyk.iff	profession_wheel	
weapon_appearance_sword_wookiee	object/weapon/melee/sword/ep3/sword_wookiee.iff		
weapon_appearance_tusken_elite	object/weapon/ranged/rifle/rifle_tusken_elite.iff		
