entry_type	schematic_name	schematic_description	crafting_script	items_per_container	slots	complexity	xp	xp_type	volume	crafted_object_template	layer_index	level	category	condition_multiplier	no_crit_fail	slot_type	slot_optional	slot_name	slot_ingredient_name	slot_ingredient_count
slot																resource	0	shockwave_repulsion_compound	ore_carbonate_chromite	14
layer	component/armor_layer_stun		systems.crafting.armor.component.crafting_new_armor_advanced_layer_1	100	4	28	56	armor_crafting		object/tangible/component/armor/armor_layer_stun.iff	7									
slot																resource	0	armor_layer_frame	metal_nonferrous	20
slot																resource	0	absorbtion_coating	petrochem_inert_polymer	12
slot																resource	0	defensive_layer_microlattice	crystalline_vertex	10
slot																resource	0	multi_frequency_shock_absorbtion_media	ore_siliclastic_crism	14
layer	component/armor_layer_advanced_one		systems.crafting.armor.component.crafting_new_armor_advanced_layer_1	100	5	32	81	armor_crafting		object/tangible/component/armor/advanced_armor_layer_one.iff	8									
slot																resource	0	armor_layer_frame	steel_neutronium	25
slot																resource	0	absorbtion_coating	petrochem_inert_polymer	14
slot																resource	0	ablative_damage_absorbtion_medium	fiberplast_gravitonic	14
slot																resource	0	insulation_medium	ore_extrusive_vintrium	16
slot																resource	0	second_tier_insulation_medium	aluminum_perovskitic	12
layer	component/armor_layer_advanced_two		systems.crafting.armor.component.crafting_new_armor_advanced_layer_1	100	5	32	81	armor_crafting		object/tangible/component/armor/advanced_armor_layer_two.iff	9									
slot																resource	0	armor_layer_frame	copper_thallium	25
slot																resource	0	absorbtion_coating	petrochem_inert_polymer	14
slot																resource	0	ablative_damage_absorbtion_medium	fiberplast_gravitonic	14
slot																resource	0	insulation_medium	ore_extrusive_chronamite	16
slot																resource	0	second_tier_insulation_medium	aluminum_perovskitic	12
layer	component/armor_layer_advanced_three		systems.crafting.armor.component.crafting_new_armor_advanced_layer_1	100	5	32	81	armor_crafting		object/tangible/component/armor/advanced_armor_layer_three.iff	10									
slot																resource	0	armor_layer_frame	copper_borocarbitic	25
slot																resource	0	absorbtion_coating	petrochem_inert_polymer	14
slot																resource	0	ablative_damage_absorbtion_medium	fiberplast_gravitonic	14
slot																resource	0	insulation_medium	ore_intrusive_dylinium	16
slot																resource	0	second_tier_insulation_medium	aluminum_perovskitic	12
layer	component/armor_layer_advanced_four		systems.crafting.armor.component.crafting_new_armor_advanced_layer_1	100	5	32	81	armor_crafting		object/tangible/component/armor/advanced_armor_layer_four.iff	11									
slot																resource	0	armor_layer_frame	iron_kammris	25
slot																resource	0	absorbtion_coating	petrochem_inert_polymer	14
slot																resource	0	ablative_damage_absorbtion_medium	fiberplast_gravitonic	14
slot																resource	0	insulation_medium	ore_intrusive_katrium	16
slot																resource	0	second_tier_insulation_medium	aluminum_perovskitic	12
layer	component/armor_layer_advanced_five		systems.crafting.armor.component.crafting_new_armor_advanced_layer_1	100	5	32	81	armor_crafting		object/tangible/component/armor/advanced_armor_layer_five.iff	12									
slot																resource	0	armor_layer_frame	steel_duralloy	16
slot																resource	0	absorbtion_coating	petrochem_inert_polymer	14
slot																resource	0	ablative_damage_absorbtion_medium	fiberplast_gravitonic	14
slot																resource	0	insulation_medium	ore_siliclastic_cortosis	25
slot																resource	0	second_tier_insulation_medium	aluminum_perovskitic	12
segment	component/test_an_armor_segment		systems.crafting.armor.component.crafting_new_armor_segment	100	5	10	100	armor_crafting	1	object/tangible/component/armor/new_armor_segment_test.iff					1					
slot																resource	0	armor_segment_frame	metal	25
slot																template	1	armor_layer1	object/tangible/component/armor/new_armor_layer_test.iff	1
slot																template	1	armor_layer2	object/tangible/component/armor/new_armor_layer_test.iff	1
slot																template	1	armor_layer3	object/tangible/component/armor/new_armor_layer_test.iff	1
slot																template	1	armor_layer4	object/tangible/component/armor/new_armor_layer_test.iff	1
segment	component/armor_segment_recon		systems.crafting.armor.component.crafting_new_armor_segment	100	9	21	35	armor_crafting	1	object/tangible/component/armor/armor_segment_recon.iff										
slot																resource	0	segment_layer_assembly_plate	steel	10
slot																resource	0	armor_layer_weld_tabs	copper	5
slot																resource	0	fiber_absorption_layer	fiberplast	15
slot																resource	0	padding_binding	hide_leathery	5
slot																template	1	defensive_layer	object/tangible/component/armor/armor_layer_new.iff	1
slot																template	1	defensive_layer_2	object/tangible/component/armor/armor_layer_new.iff	1
slot																template	1	defensive_layer_3	object/tangible/component/armor/armor_layer_new.iff	1
slot																template	1	defensive_layer_4	object/tangible/component/armor/armor_layer_new.iff	1
slot																template	1	segment_enhancement	object/tangible/component/armor/armor_segment_enhancement_recon.iff	1
segment	component/armor_segment_battle		systems.crafting.armor.component.crafting_new_armor_segment	100	9	21	35	armor_crafting	1	object/tangible/component/armor/armor_segment_battle.iff										
slot																resource	0	segment_layer_assembly_plate	steel	10
slot																resource	0	armor_layer_weld_tabs	aluminum	5
slot																resource	0	fiber_absorption_layer	petrochem_inert_polymer	15
slot																resource	0	padding_binding	hide_wooly	5
slot																template	1	defensive_layer	object/tangible/component/armor/armor_layer_new.iff	1
slot																template	1	defensive_layer_2	object/tangible/component/armor/armor_layer_new.iff	1
slot																template	1	defensive_layer_3	object/tangible/component/armor/armor_layer_new.iff	1
slot																template	1	defensive_layer_4	object/tangible/component/armor/armor_layer_new.iff	1
slot																template	1	segment_enhancement	object/tangible/component/armor/armor_segment_enhancement_battle.iff	1
segment	component/armor_segment_assault		systems.crafting.armor.component.crafting_new_armor_segment	100	9	21	35	armor_crafting	1	object/tangible/component/armor/armor_segment_assault.iff										
slot																resource	0	segment_layer_assembly_plate	steel	10
slot																resource	0	armor_layer_weld_tabs	iron	5
slot																resource	0	fiber_absorption_layer	petrochem_inert_polymer	15
slot																resource	0	padding_binding	hide_scaley	5
slot																template	1	defensive_layer	object/tangible/component/armor/armor_layer_new.iff	1
slot																template	1	defensive_layer_2	object/tangible/component/armor/armor_layer_new.iff	1
slot																template	1	defensive_layer_3	object/tangible/component/armor/armor_layer_new.iff	1
slot																template	1	defensive_layer_4	object/tangible/component/armor/armor_layer_new.iff	1
slot																template	1	segment_enhancement	object/tangible/component/armor/armor_segment_enhancement_assault.iff	1
core	component/test_an_armor_core		systems.crafting.armor.component.crafting_new_armor_core	100	2	10	100	armor_crafting	1	object/tangible/component/armor/new_armor_core_test.iff		basic	battle		1					
slot																resource	0	armor_segment_frame	metal	25
slot																template	0	armor_segment0	object/tangible/component/armor/new_armor_segment_test.iff	1
core	component/armor_core_recon_basic		systems.crafting.armor.component.crafting_new_armor_core	100	6	21	140	armor_crafting	1	object/tangible/component/armor/armor_core_recon_basic.iff		basic	recon							
slot																resource	0	padding	hide	15
slot																resource	0	liner	fiberplast	30
slot																resource	0	body	metal	30
slot																resource	0	auxilary_coverage	gemstone	25
slot																template	0	armor_segment	object/tangible/component/armor/armor_segment_recon.iff	1
slot																template	1	core_enhancement	object/tangible/component/armor/armor_core_enhancement_recon.iff	1
core	component/armor_core_recon_standard		systems.crafting.armor.component.crafting_new_armor_core	100	9	22	225	armor_crafting	1	object/tangible/component/armor/armor_core_recon_standard.iff		standard	recon							
slot																resource	0	padding	hide_leathery	17
slot																resource	0	liner	fiberplast_naboo	35
slot																resource	0	absorbtion_coating	petrochem_inert_polymer	35
slot																resource	0	body	steel	30
slot																resource	0	binding_and_reinforcement	aluminum	30
slot																resource	0	auxilary_coverage	gemstone_crystalline	25
slot																template	0	armor_segment	object/tangible/component/armor/armor_segment_recon.iff	1
slot																template	0	armor_segment_2	object/tangible/component/armor/armor_segment_recon.iff	1
slot																template	1	core_enhancement	object/tangible/component/armor/armor_core_enhancement_recon.iff	1
core	component/armor_core_recon_advanced		systems.crafting.armor.component.crafting_new_armor_core	100	10	23	290	armor_crafting	1	object/tangible/component/armor/armor_core_recon_advanced.iff		advanced	recon							
slot																resource	0	padding	hide_leathery_lok	22
slot																resource	0	liner	fiberplast_naboo	45
slot																resource	0	absorbtion_coating	petrochem_inert_polymer	45
slot																resource	0	body	steel_carbonite	40
slot																resource	0	binding_and_reinforcement	aluminum_linksteel	40
slot																resource	0	auxilary_coverage	gemstone_crystalline	35
slot																template	0	armor_segment	object/tangible/component/armor/armor_segment_recon.iff	1
slot																template	0	armor_segment_2	object/tangible/component/armor/armor_segment_recon.iff	1
slot																template	0	armor_segment_3	object/tangible/component/armor/armor_segment_recon.iff	1
slot																template	1	core_enhancement	object/tangible/component/armor/armor_core_enhancement_recon.iff	1
core	component/armor_core_battle_basic		systems.crafting.armor.component.crafting_new_armor_core	100	6	21	140	armor_crafting	1	object/tangible/component/armor/armor_core_battle_basic.iff		basic	battle							
slot																resource	0	padding	hide	15
slot																resource	0	liner	fiberplast	30
slot																resource	0	body	metal	30
slot																resource	0	auxilary_coverage	gemstone	25
slot																template	0	armor_segment	object/tangible/component/armor/armor_segment_battle.iff	1
slot																template	1	core_enhancement	object/tangible/component/armor/armor_core_enhancement_battle.iff	1
core	component/armor_core_battle_standard		systems.crafting.armor.component.crafting_new_armor_core	100	9	22	225	armor_crafting	1	object/tangible/component/armor/armor_core_battle_standard.iff		standard	battle							
slot																resource	0	padding	hide_bristley	17
slot																resource	0	liner	fiberplast_corellia	35
slot																resource	0	insulation_medium	ore_extrusive	35
slot																resource	0	body	aluminum	30
slot																resource	0	binding_and_reinforcement	copper	30
slot																resource	0	auxilary_coverage	gemstone_armophous	25
slot																template	0	armor_segment	object/tangible/component/armor/armor_segment_battle.iff	1
slot																template	0	armor_segment_2	object/tangible/component/armor/armor_segment_battle.iff	1
slot																template	1	core_enhancement	object/tangible/component/armor/armor_core_enhancement_battle.iff	1
core	component/armor_core_battle_advanced		systems.crafting.armor.component.crafting_new_armor_core	100	10	23	290	armor_crafting	1	object/tangible/component/armor/armor_core_battle_advanced.iff		advanced	battle							
slot																resource	0	padding	hide_bristley_naboo	22
slot																resource	0	liner	fiberplast_corellia	45
slot																resource	0	insulation_medium	ore_extrusive	45
slot																resource	0	body	aluminum_phrik	40
slot																resource	0	binding_and_reinforcement	copper_beyrllius	40
slot																resource	0	auxilary_coverage	gemstone_armophous	35
slot																template	0	armor_segment	object/tangible/component/armor/armor_segment_battle.iff	1
slot																template	0	armor_segment_2	object/tangible/component/armor/armor_segment_battle.iff	1
slot																template	0	armor_segment_3	object/tangible/component/armor/armor_segment_battle.iff	1
slot																template	1	core_enhancement	object/tangible/component/armor/armor_core_enhancement_battle.iff	1
core	component/armor_core_assault_basic		systems.crafting.armor.component.crafting_new_armor_core	100	6	21	140	armor_crafting	1	object/tangible/component/armor/armor_core_assault_basic.iff		basic	assault							
slot																resource	0	padding	hide	15
slot																resource	0	liner	fiberplast	30
slot																resource	0	body	metal	30
slot																resource	0	auxilary_coverage	gemstone	25
slot																template	0	armor_segment	object/tangible/component/armor/armor_segment_assault.iff	1
slot																template	1	core_enhancement	object/tangible/component/armor/armor_core_enhancement_assault.iff	1
core	component/armor_core_assault_standard		systems.crafting.armor.component.crafting_new_armor_core	100	9	22	225	armor_crafting	1	object/tangible/component/armor/armor_core_assault_standard.iff		standard	assault							
slot																resource	0	padding	hide_wooly	17
slot																resource	0	liner	fiberplast_dathomir	35
slot																resource	0	insulation_medium	ore_intrusive	35
slot																resource	0	body	iron	30
slot																resource	0	binding_and_reinforcement	copper	30
slot																resource	0	auxilary_coverage	gemstone_armophous	25
slot																template	0	armor_segment	object/tangible/component/armor/armor_segment_assault.iff	1
slot																template	0	armor_segment_2	object/tangible/component/armor/armor_segment_assault.iff	1
slot																template	1	core_enhancement	object/tangible/component/armor/armor_core_enhancement_assault.iff	1
core	component/armor_core_assault_advanced		systems.crafting.armor.component.crafting_new_armor_core	100	10	23	290	armor_crafting	1	object/tangible/component/armor/armor_core_assault_advanced.iff		advanced	assault							
slot																resource	0	padding	hide_wooly_dantooine	22
slot																resource	0	liner	fiberplast_dathomir	45
slot																resource	0	insulation_medium	ore_intrusive	45
slot																resource	0	body	iron_kammris	40
slot																resource	0	binding_and_reinforcement	copper_mythra	40
slot																resource	0	auxilary_coverage	gemstone_armophous	35
slot																template	0	armor_segment	object/tangible/component/armor/armor_segment_assault.iff	1
slot																template	0	armor_segment_2	object/tangible/component/armor/armor_segment_assault.iff	1
slot																template	0	armor_segment_3	object/tangible/component/armor/armor_segment_assault.iff	1
slot																template	1	core_enhancement	object/tangible/component/armor/armor_core_enhancement_assault.iff	1
final	test_an_armor_final		systems.crafting.armor.component.crafting_new_armor_final	25	2	10	100	armor_crafting	1	object/tangible/wearables/armor/new_armor_final_test.iff				69	1					
slot																resource	0	armor_segment_frame	metal	25
slot																template	0	new_armor_core	object/tangible/component/armor/new_armor_core_test.iff	1
final	armor_appearance_bone_chest		systems.crafting.armor.component.crafting_new_armor_final	25	9	15	150	armor_crafting	3	object/tangible/wearables/armor/bone/armor_bone_s01_chest_plate.iff			battle	1.25						
slot																resource	0	appearance_fragments	bone	50
slot																resource	0	armor_core_frame	metal	50
slot																template	0	armor_core	object/tangible/component/armor/armor_core_battle.iff	3
slot																template	0	load_bearing_harness	object/tangible/component/clothing/fiberplast_panel.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
slot																template	1	power_bit	object/tangible/component/armor/power_bit.iff	1
final	armor_appearance_bone_leggings		systems.crafting.armor.component.crafting_new_armor_final	25	8	15	125	armor_crafting	3	object/tangible/wearables/armor/bone/armor_bone_s01_leggings.iff			battle	1.25						
slot																resource	0	appearance_fragments	bone	45
slot																resource	0	armor_core_frame	metal	45
slot																template	0	armor_core	object/tangible/component/armor/armor_core_battle.iff	2
slot																template	0	load_bearing_harness	object/tangible/component/clothing/fiberplast_panel.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
final	armor_appearance_bone_helmet		systems.crafting.armor.component.crafting_new_armor_final	25	8	15	110	armor_crafting	3	object/tangible/wearables/armor/bone/armor_bone_s01_helmet.iff			battle	1.25						
slot																resource	0	appearance_fragments	bone	40
slot																resource	0	armor_core_frame	metal	40
slot																template	0	armor_core	object/tangible/component/armor/armor_core_battle.iff	2
slot																template	0	load_bearing_harness	object/tangible/component/clothing/fiberplast_panel.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
final	armor_appearance_bone_bicep_l		systems.crafting.armor.component.crafting_new_armor_final	25	8	15	75	armor_crafting	3	object/tangible/wearables/armor/bone/armor_bone_s01_bicep_l.iff			battle	1.25						
slot																resource	0	appearance_fragments	bone	25
slot																resource	0	armor_core_frame	metal	25
slot																template	0	armor_core	object/tangible/component/armor/armor_core_battle.iff	1
slot																template	0	load_bearing_harness	object/tangible/component/clothing/fiberplast_panel.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
final	armor_appearance_bone_bicep_r		systems.crafting.armor.component.crafting_new_armor_final	25	8	15	75	armor_crafting	3	object/tangible/wearables/armor/bone/armor_bone_s01_bicep_r.iff			battle	1.25						
slot																resource	0	appearance_fragments	bone	25
slot																resource	0	armor_core_frame	metal	25
slot																template	0	armor_core	object/tangible/component/armor/armor_core_battle.iff	1
slot																template	0	load_bearing_harness	object/tangible/component/clothing/fiberplast_panel.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
final	armor_appearance_bone_bracer_l		systems.crafting.armor.component.crafting_new_armor_final	25	8	15	70	armor_crafting	3	object/tangible/wearables/armor/bone/armor_bone_s01_bracer_l.iff			battle	1.25						
slot																resource	0	appearance_fragments	bone	25
slot																resource	0	armor_core_frame	metal	25
slot																template	0	armor_core	object/tangible/component/armor/armor_core_battle.iff	1
slot																template	0	load_bearing_harness	object/tangible/component/clothing/fiberplast_panel.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
final	armor_appearance_bone_bracer_r		systems.crafting.armor.component.crafting_new_armor_final	25	8	15	70	armor_crafting	3	object/tangible/wearables/armor/bone/armor_bone_s01_bracer_r.iff			battle	1.25						
slot																resource	0	appearance_fragments	bone	25
slot																resource	0	armor_core_frame	metal	25
slot																template	0	armor_core	object/tangible/component/armor/armor_core_battle.iff	1
slot																template	0	load_bearing_harness	object/tangible/component/clothing/fiberplast_panel.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
clothing	armor_appearance_bone_gloves		systems.crafting.armor.crafting_armor_nostats	25	4	15	25	armor_crafting	3	object/tangible/wearables/armor/bone/armor_bone_s01_gloves.iff										
slot																resource	0	appearance_fragments	bone	15
slot																resource	0	armor_core_frame	metal	10
slot																template	0	load_bearing_harness	object/tangible/component/clothing/fiberplast_panel.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
clothing	armor_appearance_bone_boots		systems.crafting.armor.crafting_armor_nostats	25	4	15	35	armor_crafting	3	object/tangible/wearables/armor/bone/armor_bone_s01_boots.iff										
slot																resource	0	appearance_fragments	bone	25
slot																resource	0	armor_core_frame	metal	10
slot																template	0	load_bearing_harness	object/tangible/component/clothing/fiberplast_panel.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
final	armor_appearance_chitin_chest		systems.crafting.armor.component.crafting_new_armor_final	25	9	15	150	armor_crafting	3	object/tangible/wearables/armor/chitin/armor_chitin_s01_chest_plate.iff			assault	1.25						
slot																resource	0	appearance_fragments	bone	50
slot																resource	0	armor_core_frame	metal	50
slot																template	0	armor_core	object/tangible/component/armor/armor_core_assault.iff	3
slot																template	0	load_bearing_harness	object/tangible/component/clothing/fiberplast_panel.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
slot																template	1	power_bit	object/tangible/component/armor/power_bit.iff	1
final	armor_appearance_chitin_leggings		systems.crafting.armor.component.crafting_new_armor_final	25	8	15	125	armor_crafting	3	object/tangible/wearables/armor/chitin/armor_chitin_s01_leggings.iff			assault	1.25						
slot																resource	0	appearance_fragments	bone	45
slot																resource	0	armor_core_frame	metal	45
slot																template	0	armor_core	object/tangible/component/armor/armor_core_assault.iff	2
slot																template	0	load_bearing_harness	object/tangible/component/clothing/fiberplast_panel.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
final	armor_appearance_chitin_helmet		systems.crafting.armor.component.crafting_new_armor_final	25	8	15	110	armor_crafting	3	object/tangible/wearables/armor/chitin/armor_chitin_s01_helmet.iff			assault	1.25						
slot																resource	0	appearance_fragments	bone	40
slot																resource	0	armor_core_frame	metal	40
slot																template	0	armor_core	object/tangible/component/armor/armor_core_assault.iff	2
slot																template	0	load_bearing_harness	object/tangible/component/clothing/fiberplast_panel.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
final	armor_appearance_chitin_bicep_l		systems.crafting.armor.component.crafting_new_armor_final	25	8	15	75	armor_crafting	3	object/tangible/wearables/armor/chitin/armor_chitin_s01_bicep_l.iff			assault	1.25						
slot																resource	0	appearance_fragments	bone	25
slot																resource	0	armor_core_frame	metal	25
slot																template	0	armor_core	object/tangible/component/armor/armor_core_assault.iff	1
slot																template	0	load_bearing_harness	object/tangible/component/clothing/fiberplast_panel.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
final	armor_appearance_chitin_bicep_r		systems.crafting.armor.component.crafting_new_armor_final	25	8	15	75	armor_crafting	3	object/tangible/wearables/armor/chitin/armor_chitin_s01_bicep_r.iff			assault	1.25						
slot																resource	0	appearance_fragments	bone	25
slot																resource	0	armor_core_frame	metal	25
slot																template	0	armor_core	object/tangible/component/armor/armor_core_assault.iff	1
slot																template	0	load_bearing_harness	object/tangible/component/clothing/fiberplast_panel.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
final	armor_appearance_chitin_bracer_l		systems.crafting.armor.component.crafting_new_armor_final	25	8	15	70	armor_crafting	3	object/tangible/wearables/armor/chitin/armor_chitin_s01_bracer_l.iff			assault	1.25						
slot																resource	0	appearance_fragments	bone	25
slot																resource	0	armor_core_frame	metal	25
slot																template	0	armor_core	object/tangible/component/armor/armor_core_assault.iff	1
slot																template	0	load_bearing_harness	object/tangible/component/clothing/fiberplast_panel.iff	1
slot																template	0	reinforcement	object/tangible/component/clothing/reinforced_fiber_panels.iff	1
slot																template	1	enhancement_cartridge	object/tangible/component/armor/bio_cartridge.iff	1
slot																template	1	appearance_enhancement_one	object/tangible/component/armor/armor_appearance_enhancement_base.iff	1
slot																template	1	appearance_enhancement_two	object/tangible/component/armor/armor_appearance_enhancement_base_two.iff	1
