absorption_poison	1874	1885	4	
resistance_disease	1915	1920	4	
absorption_disease	1956	1961	4	
expertise_action_weapon_3	1980	1983	10	
resistance_bleeding	1997	2006	4
absorption_bleeding	2038	2046	4
expertise_action_weapon_4	2060	2068	10
resistance_fire	2079	2088	4
absorption_fire	2120	2132	4
expertise_critical_niche_all	2161	2170	15
expertise_action_weapon_5	2193	2200	10
expertise_glancing_blow_all	2205	2208	18
expertise_glancing_blow_ranged	2243	2250	14
expertise_action_weapon_6	2273	2279	10
expertise_glancing_blow_melee	2284	2297	14
expertise_critical_line_dm	2335	2340	8
expertise_critical_line_co_dm	2366	2378	8
expertise_critical_line_fs_dm	2407	2418	8
expertise_action_weapon_7	2430	2438	10
expertise_critical_line_me_dm	2448	2450	8
expertise_critical_line_of_sure	2489	2498	8
expertise_critical_line_sm_dm	2530	2540	8
expertise_critical_line_sp_dm	2571	2583	8
expertise_critical_pistol	2612	2623	10
expertise_critical_rifle	2653	2666	10
expertise_critical_carbine	2694	2703	10
expertise_critical_heavy	2735	2748	10
expertise_action_weapon_9	2760	2772	10
expertise_critical_1h	2781	2794	10
expertise_critical_2h	2817	2836	10
expertise_critical_unarmed	2858	2868	10
expertise_critical_polearm	2899	2912	10
expertise_critical_niche_pvp	2940	2948	10
expertise_critical_niche_droid	2981	3000	10
expertise_action_weapon_10	3010	3021	10
expertise_critical_niche_npc	3022	3036	10
expertise_critical_niche_creature	3063	3078	10
expertise_freeshot_dm	3104	3120	8
expertise_freeshot_co_dm	3145	3165	8
expertise_freeshot_fs_dm	3186	3199	8
expertise_freeshot_me_dm	3227	3244	8
expertise_freeshot_of_sure	3268	3290	8
expertise_freeshot_sm_dm	3309	3333	8
expertise_freeshot_sp_dm	3350	3360	8
expertise_damage_line_dm	3391	3410	8
expertise_damage_line_co_dm	3432	3458	8
expertise_damage_line_fs_dm	3473	3498	8
expertise_damage_line_me_dm	3514	3534	8
expertise_damage_line_of_sure	3555	3584	8
expertise_damage_line_sm_dm	3596	3620	8
expertise_damage_line_sp_dm	3637	3655	8
expertise_action_line_dm	3678	3710	8
expertise_action_line_co_dm	3719	3759	8
expertise_action_line_fs_dm	3760	3780	8
expertise_action_line_me_dm	3801	3835	8
expertise_action_line_of_sure	3842	3848	8
expertise_action_line_sm_dm	3883	3905	8
expertise_action_line_sp_dm	3924	3960	8
combat_dodge	4970	4970	8
combat_parry	5256	5256	6
expertise_critical_niche_pvp	5550	5550	10
expertise_critical_pistol	6162	6162	10
expertise_critical_1h	6240	6240	10
healing_dance_ability	6264	6264	3
expertise_critical_heavy	6399	6399	10
combat_strikethrough_chance	6468	6468	6
expertise_critical_rifle	6480	6480	10
healing_music_ability	6612	6612	3
expertise_critical_unarmed	6630	6630	10	
expertise_critical_2h	6723	6723	10	
expertise_critical_carbine	6806	6806	10	
expertise_critical_polearm	7310	7310	10	
incubation_time_reduction	4000	4040	3	1
bm_xp_mod_boost	42210	42210	7	1
detect_hidden	42224	42224	3	1
exotic_heal_action_reduction	43000	43000	10	1
commando_devastation	43026	43026	15	1
exotic_dodge_reduction	43255	43255	8	1
exotic_parry_reduction	44298	44298	6	1
exotic_dodge_reduction	14750	14750	8	1
exotic_parry_reduction	15840	15840	6	1
exotic_heal_action_reduction	15494	15494	10	1
bm_incubator_dps_armor	14490	14490	10	1
bm_mutation_chance_increase	15851	15851	10	1
exotic_acid_penetration	14976	14976	10	1
exotic_cold_penetration	14756	14756	10	1
exotic_heat_penetration	15080	15080	10	1
exotic_electricity_penetration	15867	15867	10	1
