index	name	note
48	object/tangible/loot/npc_loot/organichem_stores_generic.iff	item_junk_npc_41thru45_01_01
49	object/tangible/loot/npc_loot/writing_utensils_generic.iff	item_junk_npc_51thru55_01_01
50	object/tangible/loot/npc_loot/power_output_analyzer_generic.iff	item_junk_npc_83plus_01_04
51	object/tangible/loot/npc_loot/radio_generic.iff	item_junk_droid_46thru50_01_04
52	object/tangible/loot/npc_loot/ration_kit_device_generic.iff	item_junk_npc_56thru60_01_03
53	object/tangible/loot/npc_loot/rebreather_generic.iff	item_junk_npc_61thru65_01_01
54	object/tangible/loot/npc_loot/recording_rod_generic.iff	item_junk_npc_61thru65_01_04
55	object/tangible/loot/npc_loot/red_wiring_generic.iff	item_junk_npc_71thru75_01_03
56	object/tangible/loot/npc_loot/rocket_ammo_generic.iff	item_junk_npc_11thru15_01_01
57	object/tangible/loot/npc_loot/rocket_generic.iff	item_junk_npc_71thru75_01_04
58	object/tangible/loot/npc_loot/scope_weapon_generic.iff	item_junk_npc_11thru15_01_05
59	object/tangible/loot/npc_loot/shield_module_generic.iff	item_junk_npc_61thru65_01_05
60	object/tangible/loot/npc_loot/small_motor_generic.iff	item_junk_droid_83plus_01_05
61	object/tangible/loot/npc_loot/software_module_generic.iff	item_junk_droid_66thru70_01_04
62	object/tangible/loot/npc_loot/software_module_orange_generic.iff	item_junk_droid_56thru60_01_03
63	object/tangible/loot/npc_loot/software_module_red_generic.iff	item_junk_droid_83plus_01_04
64	object/tangible/loot/npc_loot/speaker_generic.iff	item_junk_npc_31thru35_01_01
65	object/tangible/loot/npc_loot/substance_analyzer_generic.iff	item_junk_npc_31thru35_01_03
66	object/tangible/loot/npc_loot/survey_pad_adv_generic.iff	item_junk_npc_56thru60_01_04
67	object/tangible/loot/npc_loot/survival_equipment_generic.iff	item_junk_npc_36thru40_01_04
68	object/tangible/loot/npc_loot/tubed_device_generic.iff	item_junk_droid_66thru70_01_05
69	object/tangible/loot/npc_loot/wiring_generic.iff	item_junk_droid_1thru5_01_01
70	object/tangible/loot/dungeon/meatlump/meatlump_sculpture_01.iff	item_meatlump_junkloot_sculpture_01_01
71	object/tangible/loot/dungeon/meatlump/meatlump_sculpture_02.iff	item_meatlump_junkloot_sculpture_01_02
72	object/tangible/loot/dungeon/meatlump/clean_towel.iff	item_meatlump_junkloot_towel_01_01
73	object/tangible/loot/dungeon/meatlump/drain_stopper.iff	item_meatlump_junkloot_drainstopper_01_01
74	object/tangible/loot/dungeon/meatlump/lump_clip.iff	item_meatlump_junkloot_lumpclip_01_01
75	object/tangible/loot/dungeon/meatlump/musty_smelling_bedroll.iff	item_meatlump_junkloot_bedroll_01_01
76	object/tangible/loot/dungeon/meatlump/half_eaten_pie.iff	item_meatlump_junkloot_pie_01_01
77	object/tangible/loot/dungeon/meatlump/petrified_meatlump.iff	item_meatlump_junkloot_petrified_meatlump_01_01
78	object/tangible/loot/dungeon/meatlump/hand_torch.iff	item_meatlump_junkloot_handtorch_01_01
79	object/tangible/loot/dungeon/meatlump/flaring_swagging_cutting_kit.iff	item_meatlump_junkloot_flaring_kit_01_01
80	object/tangible/loot/dungeon/meatlump/temperature_clamp.iff	item_meatlump_junkloot_temperature_clamp_01_01
81	object/tangible/loot/dungeon/meatlump/instrument_pouch.iff	item_meatlump_junkloot_instrument_pouch_01_01
82	object/tangible/loot/dungeon/meatlump/magnetic_locator.iff	item_meatlump_junkloot_magnetic_locator_01_01
83	object/tangible/loot/dungeon/meatlump/pipe_cutter.iff	item_meatlump_junkloot_pipe_cutter_01_01
84	object/tangible/loot/dungeon/meatlump/plunger.iff	item_meatlump_junkloot_plunger_01_01
85	object/tangible/loot/dungeon/meatlump/pressure_guage.iff	item_meatlump_junkloot_pressure_gauge_01_01
86	object/tangible/loot/dungeon/meatlump/leak_inspection_system.iff	item_meatlump_junkloot_leak_system_01_01
87	object/tangible/loot/dungeon/meatlump/picture_of_mom.iff	item_meatlump_junkloot_datapad_picture_01_01
115	object/tangible/loot/creature_loot/generic/heroic_echo_at_at_junk_01.iff	heroic_echo_at_at_junk_02_01
116	object/tangible/loot/creature_loot/generic/heroic_echo_at_at_junk_02.iff	heroic_echo_at_at_junk_02_02
117	object/tangible/loot/creature_loot/generic/heroic_echo_at_at_junk_03.iff	heroic_echo_at_at_junk_02_03
118	object/tangible/loot/creature_loot/generic/heroic_echo_at_at_junk_04.iff	heroic_echo_at_at_junk_02_04
119	object/tangible/loot/creature_loot/generic/heroic_echo_at_at_junk_05.iff	heroic_echo_at_at_junk_02_05
120	object/tangible/loot/creature_loot/generic/heroic_echo_snow_speeder_junk_01.iff	heroic_echo_snow_speeder_junk_02_01
121	object/tangible/loot/creature_loot/generic/heroic_echo_snow_speeder_junk_02.iff	heroic_echo_snow_speeder_junk_02_02
122	object/tangible/loot/creature_loot/generic/heroic_echo_snow_speeder_junk_03.iff	heroic_echo_snow_speeder_junk_02_03
123	object/tangible/loot/creature_loot/generic/heroic_echo_snow_speeder_junk_04.iff	heroic_echo_snow_speeder_junk_02_04
124	object/tangible/loot/creature_loot/generic/heroic_echo_snow_speeder_junk_05.iff	heroic_echo_snow_speeder_junk_02_05
125	object/tangible/loot/creature_loot/generic/heroic_echo_tauntaun_junk_01.iff	heroic_echo_tauntaun_junk_02_01
126	object/tangible/loot/creature_loot/generic/heroic_echo_tauntaun_junk_02.iff	heroic_echo_tauntaun_junk_02_02
127	object/tangible/loot/creature_loot/generic/heroic_echo_tauntaun_junk_03.iff	heroic_echo_tauntaun_junk_02_03
128	object/tangible/loot/creature_loot/generic/heroic_echo_tauntaun_junk_04.iff	heroic_echo_tauntaun_junk_02_04
129	object/tangible/loot/creature_loot/generic/heroic_echo_wampa_junk_01.iff	heroic_echo_wampa_junk_02_01
130	object/tangible/loot/creature_loot/generic/heroic_echo_wampa_junk_02.iff	heroic_echo_wampa_junk_02_02
131	object/tangible/loot/creature_loot/generic/heroic_echo_wampa_junk_03.iff	heroic_echo_wampa_junk_02_03
132	object/tangible/loot/creature_loot/generic/heroic_echo_wampa_junk_04.iff	heroic_echo_wampa_junk_02_04
200	object/tangible/loot/creature_loot/generic/heroic_exar_gackle_bat_wing.iff	item_heroic_exar_gackle_bat_wing_02_01
201	object/tangible/loot/creature_loot/generic/heroic_exar_broach.iff	item_heroic_exar_broach_02_01
202	object/tangible/loot/creature_loot/generic/heroic_exar_excavation_toolchest.iff	item_heroic_exar_excavation_toolchest_02_01
203	object/tangible/loot/creature_loot/generic/heroic_exar_artifact_crate.iff	item_heroic_exar_artifact_crate_02_01
205	object/tangible/loot/creature_loot/generic/heroic_exar_artifact_scroll.iff	item_heroic_exar_artifact_scroll_02_01
207	object/tangible/loot/creature_loot/generic/heroic_exar_artifact_01.iff	item_heroic_exar_artifact_02_01
208	object/tangible/loot/creature_loot/generic/heroic_sd_missile_crate.iff	item_heroic_sd_missile_crate_02_01
210	object/tangible/loot/creature_loot/generic/heroic_sd_poison_canister.iff	item_heroic_sd_poison_canister_02_01
211	object/tangible/loot/creature_loot/generic/heroic_sd_pressure_pump.iff	item_heroic_sd_pressure_pump_02_01
213	object/tangible/loot/creature_loot/generic/heroic_tusken_disabled_beacon.iff	item_heroic_tusken_disabled_beacon_02_01
214	object/tangible/loot/creature_loot/generic/heroic_tusken_medic_kit.iff	item_heroic_tusken_medic_kit_02_01
215	object/tangible/loot/creature_loot/generic/heroic_tusken_old_capacitor.iff	item_heroic_tusken_old_capacitor_02_01
