Name	SatFile	SoundFile	ServerFile	SharedFile
distant_ship_controller_rebel	appearance/distant_ship_controller_rebel.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
drall_f	appearance/drall_f.sat	text/sounds/female_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
drall_m	appearance/drall_m.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
droideka	appearance/droideka.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
droid_21b	appearance/droid_21b.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
droid_8t88	appearance/droid_8t88.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
droopy_mccool	appearance/droopy_mccool.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
dulok_f	appearance/dulok_f.sat	text/sounds/female_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
dulok_m	appearance/dulok_m.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
dz70	appearance/dz70.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
eg6	appearance/eg6.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
ephant_mon	appearance/ephant_mon.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
ev_9d9	appearance/ev_9d9.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
ewok_f	appearance/ewok_f.sat	text/sounds/ewok_female_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
ewok_m	appearance/ewok_m.sat	text/sounds/ewok_male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
gamorrean_m	appearance/gamorrean_m.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
general_grievous	appearance/general_grievous.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
geonosian_m	appearance/geonosian_m.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
gethzerion	appearance/gethzerion.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
gorax_m	appearance/gorax_m.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
gotal_m	appearance/gotal_m.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
gran_m	appearance/gran_m.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
greeata	appearance/greeata.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
gungan_ankura_m_s01	appearance/gungan_ankura_m_s01.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
gungan_ankura_m_s02	appearance/gungan_ankura_m_s02.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
gungan_m	appearance/gungan_m.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
gungan_m_02	appearance/gungan_m_02.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
gungan_m_03	appearance/gungan_m_03.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
gungan_m_04	appearance/gungan_m_04.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
han_solo	appearance/han_solo.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
hk_47	appearance/hk47.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
hk_77	appearance/hk77.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
hum_f	appearance/hum_f.sat	text/sounds/human_female_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
hum_m	appearance/hum_m.sat	text/sounds/human_male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
hutt_f	appearance/hutt_f.sat	text/sounds/female_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
hutt_m	appearance/hutt_m.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
ig106	appearance/ig106.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
ig88	appearance/ig88.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
intro_camera	appearance/intro_camera.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
intro_controller	appearance/intro_controller.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
invis_man	appearance/invis_man.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
ishi_tib_m	appearance/ishi_tib_m.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
ithorian_m	appearance/ithorian_m.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
ithorian_m_02	appearance/ithorian_m_02.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
ithorian_m_03	appearance/ithorian_m_03.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
ithorian_m_04	appearance/ithorian_m_04.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
ithorian_m_05	appearance/ithorian_m_05.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
ith_f	appearance/ith_f.sat	text/sounds/female_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
ith_m	appearance/ith_m.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
ito	appearance/ito.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
jabba	appearance/jabba.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
jan_dodonna	appearance/jan_dodonna.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
jawa_m	appearance/jawa_m.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
jedi_training_droid	appearance/jedi_training_droid.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
jinda_f	appearance/jinda_f.sat	text/sounds/ewok_female_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
jinda_m	appearance/jinda_m.sat	text/sounds/ewok_male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
king_terak	appearance/king_terak.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
kitonak_m	appearance/kitonak_m.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
klaatu	appearance/klaatu.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
kowakian_monkey_lizard_m	appearance/kowakian_monkey_lizard_m.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
lamda_shuttle_faction_perk	appearance/lamda_shuttle_faction_perk.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
leia	appearance/leia.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
le_repair	appearance/le_repair.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
lin_demolition	appearance/lin_demolition.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
lin_demolition_s01	appearance/lin_demolition_s01.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
lord_hethrir	appearance/lord_hethrir.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
luke_skywalker	appearance/luke_skywalker.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
ma3_mark_1	appearance/ma3_mark_1.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
ma3_mark_2	appearance/ma3_mark_2.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
ma3_mark_3	appearance/ma3_mark_3.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
malakili	appearance/malakili.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
marauder_f	appearance/marauder_f.sat	text/sounds/female_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
marauder_m_01	appearance/marauder_m_01.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
marauder_m_02	appearance/marauder_m_02.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
marauder_m_03	appearance/marauder_m_03.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
mara_jade	appearance/mara_jade.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
maul_probe_droid	appearance/maul_probe_droid.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
max_rebo	appearance/max_rebo.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
mon_f	appearance/mon_f.sat	text/sounds/moncal_female_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
mon_m	appearance/mon_m.sat	text/sounds/moncal_male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
mon_mothma	appearance/mon_mothma.sat	text/sounds/female_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
morag	appearance/morag.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
mouse_droid	appearance/mouse_droid.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
muftak	appearance/muftak.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
mun_all_imprv_banner_s01	appearance/mun_all_imprv_banner_s01.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
mun_all_imprv_flag_s01	appearance/mun_all_imprv_flag_s01.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
mustafarian_01	appearance/mustifarian_a.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
nautolan_combat	appearance/nautolan_m.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
nautolan_m	appearance/nautolan_m.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
nemodian_m	appearance/neimoidian_m.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
nightsister_f	appearance/nightsister_f.sat	text/sounds/female_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
nikto_m	appearance/nikto_m.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
nym	appearance/nym.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
oola	appearance/oola.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
ortolan_m	appearance/ortolan_m.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
palpatine	appearance/palpatine.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
palpatine_hologram	appearance/palpatine_hologram.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
pit_droid	appearance/pit_droid.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
player_shuttle	appearance/player_shuttle.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
player_transport	appearance/player_transport.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
player_transport_theed_hangar	appearance/player_transport_theed_hangar.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
poi_protocol_droid_body	appearance/poi_protocol_droid_body.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
probe_droid	appearance/probe_droid.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
protocol_droid	appearance/protocol_droid.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
protocol_droid_gold	appearance/protocol_droid_gold.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
protocol_droid_red	appearance/protocol_droid_red.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
protocol_droid_silver	appearance/protocol_droid_silver.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
quarren_m	appearance/quarren_m.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
ra7	appearance/ra7.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
robo_bartender	appearance/robo_bartender.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
rod_f	appearance/rod_f.sat	text/sounds/rodian_female_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
rod_m	appearance/rod_m.sat	text/sounds/rodian_male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
royal_guard	appearance/royal_guard.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
salacious_crumb	appearance/salacious_crumb.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
scout_trooper	appearance/scout_trooper.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
selonian_f	appearance/selonian_f.sat	text/sounds/female_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
selonian_m	appearance/selonian_m.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
sing_mt_clan_f	appearance/sing_mt_clan_f.sat	text/sounds/female_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
spider_droid	appearance/spider_droid.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
stormtrooper	appearance/stormtrooper.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
stormtrooper_groupleader	appearance/stormtrooper_groupleader.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
sullustan_m	appearance/sullustan_m.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
super_battle_droid	appearance/super_battle_droid.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
sy_snootles	appearance/sy_snootles.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
talz_m	appearance/talz_m.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
trn_f	appearance/trn_f.sat	text/sounds/trandoshan_female_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
trn_m	appearance/trn_m.sat	text/sounds/trandoshan_male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
tt8l	appearance/tt8l.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
tt8l_y7	appearance/tt8l_y7.sat	text/sounds/sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
tusken_raider_m	appearance/tusken_raider_m.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
twk_f	appearance/twk_f.sat	text/sounds/twilek_female_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
twk_m	appearance/twk_m.sat	text/sounds/twilek_male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
undead_bth_f	appearance/bth_f_zombie.sat	text/sounds/bothan_female_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
undead_bth_m	appearance/bth_m_zombie.sat	text/sounds/bothan_male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
undead_hum_f	appearance/hum_f_zombie.sat	text/sounds/female_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
undead_hum_m	appearance/hum_m_zombie.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
undead_ith_f	appearance/ith_f_zombie.sat	text/sounds/female_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
undead_ith_m	appearance/ith_m_zombie.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
undead_mon_f	appearance/mon_f_zombie.sat	text/sounds/moncal_female_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
undead_mon_m	appearance/mon_m_zombie.sat	text/sounds/moncal_male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
undead_rod_f	appearance/rod_f_zombie.sat	text/sounds/rodian_female_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
undead_rod_m	appearance/rod_m_zombie.sat	text/sounds/rodian_male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
undead_sul_f	appearance/sul_f_zombie.sat	text/sounds/female_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
undead_sul_m	appearance/sul_m_zombie.sat	text/sounds/male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
undead_trn_f	appearance/trn_f_zombie.sat	text/sounds/trandoshan_female_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
undead_trn_m	appearance/trn_m_zombie.sat	text/sounds/trandoshan_male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
undead_twk_f	appearance/twk_f_zombie.sat	text/sounds/twilek_female_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
undead_twk_m	appearance/twk_m_zombie.sat	text/sounds/twilek_male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
undead_wke_f	appearance/wke_f_zombie.sat	text/sounds/wookiee_female_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
undead_wke_m	appearance/wke_m_zombie.sat	text/sounds/wookiee_male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
undead_zab_f	appearance/zab_f_zombie.sat	text/sounds/zabrak_female_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
undead_zab_m	appearance/zab_m_zombie.sat	text/sounds/zabrak_male_sounds.txt	text/templates/base_humanoid.txt	text/templates/shared_base_humanoid.txt
