db_id	templateFilename
armor_bounty_hunter_leggings	object/tangible/wearables/armor/bounty_hunter/armor_bounty_hunter_leggings.iff
armor_mandalorian_belt	object/tangible/wearables/armor/mandalorian/armor_mandalorian_belt.iff
armor_mandalorian_boots	object/tangible/wearables/armor/mandalorian/armor_mandalorian_boots.iff
armor_mandalorian_chest_plate	object/tangible/wearables/armor/mandalorian/armor_mandalorian_chest_plate.iff
armor_mandalorian_gauntlets	object/tangible/wearables/armor/mandalorian/armor_mandalorian_gauntlets.iff
armor_mandalorian_helmet	object/tangible/wearables/armor/mandalorian/armor_mandalorian_helmet.iff
armor_mandalorian_left_bracer	object/tangible/wearables/armor/mandalorian/armor_mandalorian_left_bracer.iff
armor_mandalorian_left_sleeve	object/tangible/wearables/armor/mandalorian/armor_mandalorian_left_sleeve.iff
armor_mandalorian_leggings	object/tangible/wearables/armor/mandalorian/armor_mandalorian_leggings.iff
armor_mandalorian_right_bracer	object/tangible/wearables/armor/mandalorian/armor_mandalorian_right_bracer.iff
armor_mandalorian_right_sleeve	object/tangible/wearables/armor/mandalorian/armor_mandalorian_right_sleeve.iff
armor_marauder_bandolier	object/tangible/wearables/armor/marauder/armor_marauder_bandolier.iff
armor_marauder_bandolier_s03	object/tangible/wearables/armor/marauder/armor_marauder_bandolier_s03.iff
armor_marauder_belt	object/tangible/wearables/armor/marauder/armor_marauder_belt.iff
armor_marauder_boots	object/tangible/wearables/armor/marauder/armor_marauder_boots.iff
armor_marauder_boots_s02	object/tangible/wearables/armor/marauder/armor_marauder_boots_s02.iff
armor_marauder_boots_s03	object/tangible/wearables/armor/marauder/armor_marauder_boots_s03.iff
armor_marauder_chest_plate	object/tangible/wearables/armor/marauder/armor_marauder_chest_plate.iff
armor_marauder_chest_plate_s01	object/tangible/wearables/armor/marauder/armor_marauder_chest_plate_s01.iff
armor_marauder_chest_plate_s02	object/tangible/wearables/armor/marauder/armor_marauder_chest_plate_s02.iff
armor_marauder_chest_plate_s03	object/tangible/wearables/armor/marauder/armor_marauder_chest_plate_s03.iff
armor_marauder_gauntlets	object/tangible/wearables/armor/marauder/armor_marauder_gauntlets.iff
armor_marauder_gauntlets_s03	object/tangible/wearables/armor/marauder/armor_marauder_gauntlets_s03.iff
armor_marauder_gloves	object/tangible/wearables/armor/marauder/armor_marauder_gloves.iff
armor_marauder_gloves_s01	object/tangible/wearables/armor/marauder/armor_marauder_gloves_s01.iff
armor_marauder_gloves_s03	object/tangible/wearables/armor/marauder/armor_marauder_gloves_s03.iff
armor_marauder_helmet	object/tangible/wearables/armor/marauder/armor_marauder_helmet.iff
armor_marauder_helmet_s01	object/tangible/wearables/armor/marauder/armor_marauder_helmet_s01.iff
armor_marauder_helmet_s03	object/tangible/wearables/armor/marauder/armor_marauder_helmet_s03.iff
armor_marauder_left_bracer	object/tangible/wearables/armor/marauder/armor_marauder_left_bracer.iff
armor_marauder_left_bracer_s01	object/tangible/wearables/armor/marauder/armor_marauder_left_bracer_s01.iff
armor_marauder_left_bracer_s02	object/tangible/wearables/armor/marauder/armor_marauder_left_bracer_s02.iff
armor_marauder_left_bracer_s03	object/tangible/wearables/armor/marauder/armor_marauder_left_bracer_s03.iff
armor_marauder_left_sleeve	object/tangible/wearables/armor/marauder/armor_marauder_left_sleeve.iff
armor_marauder_left_sleeve_s01	object/tangible/wearables/armor/marauder/armor_marauder_left_sleeve_s01.iff
armor_marauder_left_sleeve_s02	object/tangible/wearables/armor/marauder/armor_marauder_left_sleeve_s02.iff
armor_marauder_left_sleeve_s03	object/tangible/wearables/armor/marauder/armor_marauder_left_sleeve_s03.iff
armor_marauder_leggings	object/tangible/wearables/armor/marauder/armor_marauder_leggings.iff
armor_marauder_leggings_s01	object/tangible/wearables/armor/marauder/armor_marauder_leggings_s01.iff
armor_marauder_leggings_s02	object/tangible/wearables/armor/marauder/armor_marauder_leggings_s02.iff
armor_marauder_leggings_s03	object/tangible/wearables/armor/marauder/armor_marauder_leggings_s03.iff
armor_marauder_right_bracer	object/tangible/wearables/armor/marauder/armor_marauder_right_bracer.iff
armor_marauder_right_bracer_s01	object/tangible/wearables/armor/marauder/armor_marauder_right_bracer_s01.iff
armor_marauder_right_bracer_s02	object/tangible/wearables/armor/marauder/armor_marauder_right_bracer_s02.iff
armor_marauder_right_bracer_s03	object/tangible/wearables/armor/marauder/armor_marauder_right_bracer_s03.iff
armor_marauder_right_sleeve	object/tangible/wearables/armor/marauder/armor_marauder_right_sleeve.iff
armor_marauder_right_sleeve_s01	object/tangible/wearables/armor/marauder/armor_marauder_right_sleeve_s01.iff
armor_marauder_right_sleeve_s02	object/tangible/wearables/armor/marauder/armor_marauder_right_sleeve_s02.iff
armor_marauder_right_sleeve_s03	object/tangible/wearables/armor/marauder/armor_marauder_right_sleeve_s03.iff
armor_marine_backpack	object/tangible/wearables/armor/marine/armor_marine_backpack.iff
armor_marine_boots	object/tangible/wearables/armor/marine/armor_marine_boots.iff
armor_marine_chest_plate	object/tangible/wearables/armor/marine/armor_marine_chest_plate.iff
armor_marine_chest_plate_acid	object/tangible/wearables/armor/marine/armor_marine_chest_plate_acid.iff
armor_marine_leggings	object/tangible/wearables/armor/marine/armor_marine_leggings.iff
armor_padded_belt	object/tangible/wearables/armor/padded/armor_padded_belt.iff
armor_padded_boots	object/tangible/wearables/armor/padded/armor_padded_boots.iff
armor_padded_chest_plate	object/tangible/wearables/armor/padded/armor_padded_chest_plate.iff
armor_padded_gauntlets	object/tangible/wearables/armor/padded/armor_padded_gauntlets.iff
armor_padded_helmet	object/tangible/wearables/armor/padded/armor_padded_helmet.iff
armor_padded_left_bracer	object/tangible/wearables/armor/padded/armor_padded_left_bracer.iff
armor_padded_left_sleeve	object/tangible/wearables/armor/padded/armor_padded_left_sleeve.iff
armor_padded_leggings	object/tangible/wearables/armor/padded/armor_padded_leggings.iff
armor_padded_right_bracer	object/tangible/wearables/armor/padded/armor_padded_right_bracer.iff
armor_padded_right_sleeve	object/tangible/wearables/armor/padded/armor_padded_right_sleeve.iff
armor_stormtrooper_belt	object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_belt.iff
armor_stormtrooper_boots	object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_boots.iff
armor_stormtrooper_chest_plate	object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_chest_plate.iff
armor_stormtrooper_gauntlets	object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_gauntlets.iff
armor_stormtrooper_helmet	object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_helmet.iff
armor_stormtrooper_left_bracer	object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_left_bracer.iff
armor_stormtrooper_left_sleeve	object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_left_sleeve.iff
armor_stormtrooper_leggings	object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_leggings.iff
armor_stormtrooper_right_bracer	object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_right_bracer.iff
armor_stormtrooper_right_sleeve	object/tangible/wearables/armor/stormtrooper/armor_stormtrooper_right_sleeve.iff
armor_tantel_skreej_boots	object/tangible/wearables/armor/tantel_skreej/armor_tantel_skreej_boots.iff
armor_tantel_skreej_chest_plate	object/tangible/wearables/armor/tantel_skreej/armor_tantel_skreej_chest_plate.iff
armor_tantel_skreej_helmet	object/tangible/wearables/armor/tantel_skreej/armor_tantel_skreej_helmet.iff
armor_tie_pilot_helmet	object/tangible/wearables/armor/tie_pilot/armor_tie_pilot_helmet.iff
armor_tie_pilot_jumpsuit	object/tangible/wearables/armor/tie_pilot/armor_tie_pilot_jumpsuit.iff
armor_kashyyykian_ceremonial_chest_plate	object/tangible/wearables/armor/kashyyykian_ceremonial/armor_kashyyykian_ceremonial_chest_plate.iff
armor_kashyyykian_ceremonial_bracer_l	object/tangible/wearables/armor/kashyyykian_ceremonial/armor_kashyyykian_ceremonial_bracer_l.iff
armor_kashyyykian_ceremonial_bracer_r	object/tangible/wearables/armor/kashyyykian_ceremonial/armor_kashyyykian_ceremonial_bracer_r.iff
armor_kashyyykian_ceremonial_leggings	object/tangible/wearables/armor/kashyyykian_ceremonial/armor_kashyyykian_ceremonial_leggings.iff
armor_kashyyykian_black_mtn_chest_plate	object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_chest_plate.iff
armor_kashyyykian_black_mtn_bracer_l	object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_bracer_l.iff
armor_kashyyykian_black_mtn_bracer_r	object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_bracer_r.iff
armor_kashyyykian_black_mtn_leggings	object/tangible/wearables/armor/kashyyykian_black_mtn/armor_kashyyykian_black_mtn_leggings.iff
armor_kashyyykian_hunting_chest_plate	object/tangible/wearables/armor/kashyyykian_hunting/armor_kashyyykian_hunting_chest_plate.iff
armor_kashyyykian_hunting_bracer_l	object/tangible/wearables/armor/kashyyykian_hunting/armor_kashyyykian_hunting_bracer_l.iff
armor_kashyyykian_hunting_bracer_r	object/tangible/wearables/armor/kashyyykian_hunting/armor_kashyyykian_hunting_bracer_r.iff
armor_kashyyykian_hunting_leggings	object/tangible/wearables/armor/kashyyykian_hunting/armor_kashyyykian_hunting_leggings.iff
