item1	item2	item3	finalTemplate	finalScript	finalName	level
object/tangible/loot/mustafar/cube_loot/cube_loot_3i.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_3n.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2h.iff	weapon_tow_rifle_05_02			LEVEL 21 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3i.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_3m.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2n.iff	weapon_tow_flamer_05_01			LEVEL 21 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_3l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2j.iff	weapon_tow_rifle_05_01			LEVEL 21 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_3i.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2j.iff	weapon_tow_sword_2h_05_02			LEVEL 21 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3f.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_3k.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2l.iff	weapon_tow_carbine_05_01			LEVEL 21 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3f.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_3j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2d.iff	weapon_tow_sword_1h_05_01			LEVEL 21 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_3m.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2e.iff	weapon_tow_polearm_05_01			LEVEL 21 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_3j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2a.iff	weapon_tow_sword_1h_05_02			LEVEL 21 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_3h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2s.iff	item_tow_necklace_taming_03_04			LEVEL 21 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_3i.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2b.iff	weapon_tow_polearm_05_02			LEVEL 21 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_3k.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2c.iff	weapon_tow_pistol_05_01			LEVEL 21 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_3k.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1k.iff	weapon_tow_sword_1h_04_02			LEVEL 19 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3i.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_3j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1r.iff	weapon_tow_carbine_04_01			LEVEL 19 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_3k.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1s.iff	weapon_tow_sword_2h_04_01			LEVEL 19 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_3j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1u.iff	weapon_tow_rifle_04_01			LEVEL 19 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_3i.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1l.iff	weapon_tow_rifle_04_02			LEVEL 19 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3f.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_3o.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1q.iff	item_tow_bracelet_proc_melee_03_01			LEVEL 19 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3f.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_3l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1v.iff	weapon_tow_cannon_04_01			LEVEL 19 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_3n.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1w.iff	weapon_tow_polearm_04_01			LEVEL 19 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_3l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1m.iff	weapon_tow_sword_2h_04_02			LEVEL 19 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_3m.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1x.iff	weapon_tow_sword_1h_04_01			LEVEL 19 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_3l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1p.iff	weapon_tow_polearm_04_02			LEVEL 19 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_3f.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1n.iff	weapon_tow_flamer_04_01			LEVEL 19 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_3o.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1y.iff	weapon_tow_pistol_04_01			LEVEL 19 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_3n.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1o.iff	item_tow_bracelet_proc_rng_03_01			LEVEL 19 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_3e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1t.iff	item_tow_necklace_taming_03_03			LEVEL 19 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_3c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1j.iff	weapon_tow_pistol_04_02			LEVEL 19 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2j.iff	armor_tow_recon_stats_chest_03_01			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2d.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2l.iff	armor_tow_battle_stats_chest_03_01			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2a.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2n.iff	armor_tow_assault_stats_chest_03_01			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3k.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2r.iff	armor_tow_battle_stats_leggings_03_01			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3k.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2d.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2s.iff	armor_tow_assault_stats_leggings_03_01			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3k.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2g.iff	armor_tow_recon_stats_leggings_03_01			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2n.iff	armor_tow_assault_stats_helmet_03_01			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2r.iff	armor_tow_recon_stats_helmet_03_01			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2a.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2e.iff	armor_tow_battle_stats_helmet_03_01			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3i.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2g.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2l.iff	armor_tow_battle_stats_bicep_l_03_01			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3i.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2g.iff	armor_tow_assault_stats_bicep_l_03_01			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3i.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2h.iff	armor_tow_recon_stats_bicep_l_03_01			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2d.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2n.iff	armor_tow_recon_stats_bicep_r_03_01			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2l.iff	armor_tow_battle_stats_bicep_r_03_01			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2a.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2h.iff	armor_tow_assault_stats_bicep_r_03_01			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3g.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2f.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2o.iff	item_tow_schematic_display_case_02_01			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3f.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2r.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2s.iff	armor_tow_recon_stats_bracer_l_03_01			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3f.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2d.iff	armor_tow_assault_stats_bracer_l_03_01			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3f.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2j.iff	armor_tow_battle_stats_bracer_l_03_01			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2l.iff	armor_tow_assault_stats_bracer_r_03_01			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2s.iff	item_tow_cube_combo_speed_02_02			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2g.iff	armor_tow_battle_stats_bracer_r_03_01			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2a.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2s.iff	armor_tow_recon_stats_bracer_r_03_01			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3d.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2k.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2m.iff	item_tow_schematic_radar_screen_02_01			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2r.iff	armor_tow_battle_stats_boots_03_01			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2n.iff	armor_tow_recon_stats_boots_03_01			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2e.iff	armor_tow_assault_stats_boots_03_01			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2n.iff	armor_tow_assault_stats_gloves_03_01			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2s.iff	armor_tow_battle_stats_gloves_03_01			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2d.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2g.iff	item_tow_necklace_taming_03_02			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2a.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2c.iff	armor_tow_recon_stats_gloves_03_01			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3a.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2f.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2i.iff	item_tow_schematic_tech_analyzer_02_01			LEVEL 15 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3m.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2g.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1d.iff	item_tow_decor_lava_geode_02_01			LEVEL 13 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1t.iff	weapon_tow_rifle_03_02			LEVEL 13 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1g.iff	weapon_tow_sword_2h_03_02			LEVEL 13 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3k.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2r.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1i.iff	weapon_tow_cannon_03_01			LEVEL 13 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3k.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2a.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1d.iff	weapon_tow_carbine_03_01			LEVEL 13 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1b.iff	weapon_tow_rifle_03_01			LEVEL 13 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1e.iff	weapon_tow_sword_1h_03_02			LEVEL 13 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3i.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2s.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1b.iff	weapon_tow_polearm_03_01			LEVEL 13 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3i.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1f.iff	weapon_tow_sword_1h_03_01			LEVEL 13 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2n.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1a.iff	weapon_tow_pistol_03_01			LEVEL 13 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3g.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2m.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1f.iff	item_tow_schematic_mustafarian_table_02_02			LEVEL 13 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3f.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1h.iff	weapon_tow_sword_2h_03_01			LEVEL 13 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3f.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2d.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1x.iff	weapon_tow_polearm_03_02			LEVEL 13 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1p.iff	weapon_tow_flamer_03_01			LEVEL 13 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3d.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2k.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1r.iff	item_tow_schematic_mustafarian_table_02_01			LEVEL 13 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2r.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1i.iff	item_tow_necklace_taming_03_01			LEVEL 13 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2n.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1n.iff	item_tow_cube_combo_speed_02_01			LEVEL 13 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2g.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1c.iff	weapon_tow_pistol_03_02			LEVEL 13 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1c.iff	item_tow_haste_02_04			LEVEL 13 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3a.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_2i.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1m.iff	item_tow_schematic_mustafarian_chair_02_01			LEVEL 13 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1n.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1x.iff	armor_tow_recon_bicep_r_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1v.iff	item_tow_haste_02_02			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1p.iff	armor_tow_battle_bicep_r_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1d.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1i.iff	armor_tow_assault_bicep_r_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3k.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1r.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1y.iff	armor_tow_battle_bicep_l_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3k.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1q.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1v.iff	item_tow_haste_02_03			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3k.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1u.iff	armor_tow_recon_bicep_l_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3k.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1e.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1o.iff	armor_tow_assault_bicep_l_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1n.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1u.iff	armor_tow_assault_helmet_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1y.iff	armor_tow_battle_helmet_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1w.iff	item_tow_proc_b_02_06			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3j.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1a.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1q.iff	armor_tow_recon_helmet_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3i.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1r.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1v.iff	armor_tow_assault_leggings_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3i.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1q.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1x.iff	armor_tow_battle_leggings_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3i.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1f.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1k.iff	item_tow_proc_a_02_06			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3i.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1d.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1g.iff	armor_tow_recon_leggings_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1l.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1p.iff	armor_tow_assault_chest_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1g.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1n.iff	item_tow_cube_combo_ds_02_06			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1c.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1f.iff	armor_tow_recon_chest_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3h.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1a.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1k.iff	armor_tow_battle_chest_03_01			LEVEL 11 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_3g.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1n.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_1w.iff	item_tow_schematic_sword_03_03			LEVEL 11 ITEM
