collection_name	xpModifier	is_space_xp	slot_name	quest	item	stackAmount	grantRandomItem	grantWeightedRandom	command	skill_mod	skill_mod_amount	skill_mod_max	quest_signal	crafting_template	category	comments	reward_text
kill_remmers_01	0.2		remmer_complete											object/tangible/collection/reward/dwartii_statue_sistros.iff	crafted_dwartii_statue_reward	Endor - Title:Remmer Repressor	Player Title and a medium amount of XP
kill_stintarils_01	0.2		stintaril_complete											object/tangible/collection/reward/dwartii_statue_yanjon.iff	crafted_dwartii_statue_reward	Yavin4 - Title:Stintaril Supressor	Player Title and a medium amount of XP
kill_baz_nitches_01	0.2		baz_nitch_complete											object/tangible/collection/reward/framed_beetle_specimen.iff	crafted_beetle_specimen_reward	Dathomir - Title:Butcher of the Baz-Nitch	Player Title and a medium amount of XP
kill_quenkers_01	0.2		quenker_complete											object/tangible/collection/reward/hanging_light_reward_02.iff	crafted_light2_reward	Dantooine - Title:Queller of the Quenker 	Player Title and a medium amount of XP
kill_anglers_01	0.2		angler_complete											object/tangible/ship/crafted/booster/collection_reward_booster_01_mk1.iff	crafted_space_booster_mk1_reward	Yavin4 - Title:Angler Exterminator	Player Title and a medium amount of XP
kill_klikniks_01	0.3		"kliknik_insect_complete,kliknik_ferocious_complete"											object/tangible/ship/crafted/booster/collection_reward_booster_01_mk2.iff	crafted_space_booster_mk2_reward	Yavin4 - Title:Kliknik Killer	Player Title and a large amount of XP
kill_mereks_01	0.2		merek_complete											object/tangible/ship/crafted/booster/collection_reward_booster_01_mk3.iff	crafted_space_booster_mk3_reward	Endor - Title:Merek Marauder	Player Title and a medium amount of XP
kill_gaping_spiders_01	0.3		gaping_spider_complete											object/tangible/ship/crafted/booster/collection_reward_booster_01_mk4.iff	crafted_space_booster_mk4_reward	Dathomir - Title:Gaping Spider Slayer	Player Title and a large amount of XP
kill_shear_mites_01	0.2		shear_mite_complete											object/tangible/ship/crafted/booster/collection_reward_booster_01_mk5.iff	crafted_space_booster_mk5_reward	Dathomir - Title:Shear Mite Suppressor	Player Title and a medium amount of XP
kill_dalyrakes_01	0.3		dalyrake_complete											object/tangible/ship/crafted/capacitor/collection_reward_capacitor_01_mk1.iff	crafted_space_capacitor_mk1_reward	Corellia -Title: Dalyrake Destroyer	Player Title and a large amount of XP
kill_kreetles_01	0.1		kreetle_complete											object/tangible/ship/crafted/capacitor/collection_reward_capacitor_01_mk2.iff	crafted_space_capacitor_mk2_reward	Tatooine -Title: Kreetle Killer	Player Title and a small amount of XP
kill_tanc_mites_01	0.2		tanc_mite_complete											object/tangible/ship/crafted/capacitor/collection_reward_capacitor_01_mk3.iff	crafted_space_capacitor_mk3_reward	Yavin4 -Title: Tanc Mite Terminator	Player Title and a medium amount of XP
kill_bloodseeker_mites_01	0.2		bloodseeker_mite_complete											object/tangible/ship/crafted/capacitor/collection_reward_capacitor_01_mk4.iff	crafted_space_capacitor_mk4_reward	Endor - Title:Bloodseeker Mite Butcher	Player Title and a medium amount of XP
kill_lava_beetles_01	0.3		lava_beetle_complete											object/tangible/ship/crafted/capacitor/collection_reward_capacitor_01_mk5.iff	crafted_space_capacitor_mk5_reward	Mustafar - Title:Destroyer of the Lava Beetle 	Player Title and a large amount of XP
kill_whisper_birds_01	0.2		whisper_bird_complete											object/tangible/ship/crafted/engine/collection_reward_engine_01_mk1.iff	crafted_space_engine_mk1_reward	Yavin4 - Title:Whisper Bird Butcher	Player Title and a medium amount of XP
kill_kai_toks_01	0.2		kai_tok_complete											object/tangible/ship/crafted/engine/collection_reward_engine_01_mk2.iff	crafted_space_engine_mk2_reward	Rori/Yavin4 - Title:Kai Tok Killer	Player Title and a medium amount of XP
kill_peko_pekos_01	0.3		peko_peko_complete											object/tangible/ship/crafted/engine/collection_reward_engine_01_mk3.iff	crafted_space_engine_mk3_reward	Naboo - Title:Peko Peko Pulverizer	Player Title and a large amount of XP
kill_perleks_01	0.2		perlek_complete											object/tangible/ship/crafted/engine/collection_reward_engine_01_mk4.iff	crafted_space_engine_mk4_reward	Lok - Title:Dispatcher of the Perlek 	Player Title and a medium amount of XP
kill_mantigrues_01	0.3		mantigrue_complete											object/tangible/ship/crafted/engine/collection_reward_engine_01_mk5.iff	crafted_space_engine_mk5_reward	Endor - Title:Mantigrue Marauder	Player Title and a large amount of XP
kill_gulginaws_01	0.2		gulginaw_complete											object/tangible/ship/crafted/reactor/collection_reward_reactor_01_mk1.iff	crafted_space_reactor_mk1_reward	Corellia - Title:Gulginaw Executioner	Player Title and a medium amount of XP
kill_skreegs_01	0.2		skreeg_complete											object/tangible/ship/crafted/reactor/collection_reward_reactor_01_mk2.iff	crafted_space_reactor_mk2_reward		Player Title and a medium amount of XP
kill_mamiens_01	0.2		mamien_complete											object/tangible/ship/crafted/reactor/collection_reward_reactor_01_mk3.iff	crafted_space_reactor_mk3_reward		Player Title and a medium amount of XP
kill_veermoks_01	0.3		veermok_complete											object/tangible/ship/crafted/reactor/collection_reward_reactor_01_mk4.iff	crafted_space_reactor_mk4_reward		Player Title and a large amount of XP
kill_gurks_01	0.2		gurk_complete											object/tangible/ship/crafted/reactor/collection_reward_reactor_01_mk5.iff	crafted_space_reactor_mk5_reward		Player Title and a medium amount of XP
kill_hanadaks_01	0.2		hanadak_complete											object/tangible/ship/crafted/cargo_hold/crg_crafted_pob_gunship_huge.iff	crafted_space_cargo_hold_01_reward		Player Title and a medium amount of XP
kill_afarathus_01	0.3		afarathu_complete											object/tangible/ship/components/chassis/player_gunship_rebel_chassis_token.iff	crafted_space_gunship_rebel_reward		Player Title and a large amount of XP
kill_rills_01	0.1		rill_complete											object/tangible/ship/components/chassis/player_gunship_neutral_chassis_token.iff	crafted_space_gunship_neutral_reward		Player Title and a small amount of XP
kill_vesps_01	0.1		vesp_complete											object/tangible/ship/components/chassis/player_gunship_imperial_chassis_token.iff	crafted_space_gunship_imperial_reward		Player Title and a small amount of XP
kill_kamuriths_01	0.2		kamurith_complete											object/tangible/collection/reward/pob_chair_furniture_hue_01.iff	crafted_space_pob_chair_01_reward		Player Title and a medium amount of XP
kill_voritor_lizards_01	0.2		voritor_lizard_complete											object/tangible/collection/reward/pob_couch_furniture_hue_01.iff	crafted_space_pob_couch_01_reward		Player Title and a medium amount of XP
kill_krayt_dragons_01	0.3		"krayt_dragon_ferocious_complete,krayt_dragon_cold_blooded_complete"											object/tangible/ship/crafted/reactor/collection_reward_reactor_02_mk1.iff	crafted_space_reactor_mk1_reward		Player Title and a large amount of XP
kill_rancors_01	0.3		rancor_complete											object/tangible/ship/crafted/reactor/collection_reward_reactor_02_mk2.iff	crafted_space_reactor_mk2_reward		Player Title and a large amount of XP
kill_torturs_01	0.3		tortur_complete											object/tangible/ship/crafted/reactor/collection_reward_reactor_02_mk3.iff	crafted_space_reactor_mk3_reward		Player Title and a large amount of XP
kill_tulruses_01	0.3		tulrus_complete											object/tangible/ship/crafted/reactor/collection_reward_reactor_02_mk4.iff	crafted_space_reactor_mk4_reward		Player Title and a large amount of XP
kill_grauls_01	0.3		graul_complete														Player Title and a large amount of XP
kill_rodent_tier_2	0		"bdg_col_kill_rodents,rodent_tier_2_complete"		item_dna_kittle												"Ridding the Galaxy of pesky rodents one by one: Badge, Rare DNA"
kill_insect_tier_2	0		"bdg_col_kill_insects,insect_tier_2_complete"		item_dna_webweaver												"The Qorkin Man is no match for your unconventional tactics of ridding the Galaxy of diseased insects: Badge, Rare DNA"
kill_flying_tier_2	0		"bdg_col_kill_flying,flying_tier_2_complete"		item_dna_mouf												"Since you don't have wings, you decide to collect them from other unfortunate beings: Badge, Rare DNA"
kill_ferocious_tier_2	0		"bdg_col_kill_ferocious,ferocious_tier_2_complete"		item_dna_nerf												"Ferocity is relative.  These beasts are no match for your unbridled wrath: Badge, Rare DNA"
kill_primative_tier_2	0		"bdg_col_kill_primitive,primative_tier_2_complete"		item_dna_minstyngar												"They may have opposable thumbs, but lacking technology they are easy prey: Badge, Rare DNA"
kill_cold_blooded_tier_2	0		"bdg_col_kill_cold_blooded,cold_blooded_tier_2_complete"		item_dna_uller												"Killing in 'cold blood' isn't as appalling as it seems: Badge, Rare DNA"
kill_trophy_spawn	0.2															Badge = Big Game Hunter	"Explore the galaxy, discover exotic life forms and kill them."
col_dna_tier_3_kill	0				item_dna_walluga												"Due to the decomposition rates of these creatures, the DNA is extremely difficult to harvest.  Handle with care: Rare DNA"
col_rare_melee_01	0.1		bdg_col_rare_weapons_melee_mark_1													…has completed Rare Melee Weapons Mark I Collection.	Rare Melee Weapons Collection I Badge and a small amount of XP
col_rare_melee_02	0.1		bdg_col_rare_weapons_melee_mark_2													…has completed Rare Melee Weapons Mark II Collection.	Rare Melee Weapons Collection II Badge and a small amount of XP
col_rare_melee_03	0.2		bdg_col_rare_weapons_melee_mark_3													…has completed Rare Melee Weapons Mark III Collection.	Rare Melee Weapons Collection III Badge and a medium amount of XP
col_rare_melee_04	0.3		bdg_col_rare_weapons_melee_mark_4													…has completed Rare Melee Weapons Mark IV Collection.	Rare Melee Weapons Collection IV Badge and a large amount of XP
col_rare_pistol_01	0.1		bdg_col_rare_weapons_pistol_mark_1													…has completed Rare Pistol Weapons Mark I Collection.	Rare Pistol Collection I Badge and a small amount of XP
col_rare_pistol_02	0.2		bdg_col_rare_weapons_pistol_mark_2													…has completed Rare Pistol Weapons Mark II Collection.	Rare Pistol Collection II Badge and a medium amount of XP
col_rare_pistol_03	0.3		bdg_col_rare_weapons_pistol_mark_3													…has completed Rare Pistol Weapons Mark III Collection.	Rare Pistol Collection III Badge and a large amount of XP
col_rare_rifle_01	0.1		bdg_col_rare_weapons_rifle_mark_1													…has completed Rare Rifle Weapons Mark I Collection.	Rare Rifle Collection I Badge and a small amount of XP
col_rare_rifle_02	0.2		bdg_col_rare_weapons_rifle_mark_2													…has completed Rare Rifle Weapons Mark II Collection.	Rare Rifle Collection II Badge and a medium amount of XP
col_rare_rifle_03	0.3		bdg_col_rare_weapons_rifle_mark_3													…has completed Rare Rifle Weapons Mark III Collection.	Rare Rifle Collection III Badge and a large amount of XP
col_rare_carbine_01	0.1		bdg_col_rare_weapons_carbine_mark_1													…has completed Rare Carbine Weapons Mark I Collection.	Rare Carbine Collection I Badge and a small amount of XP
col_rare_carbine_02	0.2		bdg_col_rare_weapons_carbine_mark_2													…has completed Rare Carbine Weapons Mark II Collection.	Rare Carbine Collection II Badge and a medium amount of XP
col_rare_heavy_01	0.2		bdg_col_rare_weapons_heavy_mark_1													…has completed Rare Heavy Weapons Mark I Collection.	Rare Heavy Weapons Collection Badge and a medium amount of XP
col_shock_trooper_armor	0.2		bdg_col_shock_trooper_armor													…has completed Shock Trooper Armor Collection.	Shock Trooper Armor Collection Badge and a medium amount of XP
col_storm_trooper_armor	0.2		bdg_col_storm_trooper_armor													…has completed Storm Trooper Armor Collection.	Storm Trooper Armor Collection Badge and a medium amount of XP
col_scout_trooper_armor	0.2		bdg_col_scout_trooper_armor													…has completed Scout Trooper Armor Collection.	Scout Trooper Armor Collection Badge and a medium amount of XP
col_rebel_assault_armor	0.2		bdg_col_rebel_assault_armor													…has completed Rebel Assault Armor Collection.	Rebel Assault Armor Collection Badge and a medium amount of XP
col_rebel_battle_armor	0.2		bdg_col_rebel_battle_armor													…has completed Rebel Battle Armor Collection.	Rebel Battle Armor Collection Badge and a medium amount of XP
col_rebel_marine_armor	0.2		bdg_col_rebel_marine_armor													…has completed Rebel Marine Armor Collection.	Rebel Marine Armor Collection Badge and a medium amount of XP
inv_holocron_collection_01			jedi_robe_01_03		item_fannypack_04_01											Jedi Artifact Collection - Waist Pack	Jedi Waist Pack
inv_holocron_collection_02			jedi_robe_01_02						meditate							Jedi Artifact Collection - Meditative Discipline	Meditative Discipline
housing_improvement_01			"housing_improvement_mark_01_01,bdg_col_housing_improvement_01_01"		item_storage_increase_05_03											Housing Improvement: Techniques in Maximizing Space	Storage Increase
housing_improvement_02			"housing_improvement_mark_01_02,bdg_col_housing_improvement_01_02"		item_storage_increase_05_03											Housing Improvement: Shelving Techniques	Storage Increase
housing_improvement_03			"housing_improvement_mark_01_03,bdg_col_housing_improvement_01_03"		item_storage_increase_05_03											Housing Improvement: Craftsman Tools	Storage Increase
housing_improvement_04			"housing_improvement_mark_01_04,bdg_col_housing_improvement_01_04"		item_storage_increase_05_03											Housing Improvement: Cabinetry Techniques	Storage Increase
housing_improvement_05			"housing_improvement_mark_01_05,bdg_col_housing_improvement_01_05"		item_storage_increase_05_03											Housing Improvement: Storage Techniques	Storage Increase
housing_improvement_mark_01			bdg_col_housing_improvement_01_reward		item_storage_increase_05_04											Housing Improvement: Tier 2 Reward	Storage Increase
col_flower_01					item_collection_reward_potted_flower_schematic_01_01											Click flower collection	Potted Flower Schematic
col_plant_01					item_collection_reward_potted_plant_schematic_01_01											Click plant collection	Potted Plant Schematic
col_dancing_droid_01					item_collection_dancing_droid_module_schematic_01_01											Click Droid Part Collections	Dancing Droid Schematic
col_hanging_light_01					item_collection_hanging_light_schematic_01_01											Click Lighting Collection	Hanging Light Schematic
col_datapad_01					col_reward_datapad_painting_02_01												Datapad Decorative Item
col_com_link_01					col_reward_com_link_painting_02_01												Com-Link Decorative Item
col_rock_bubbling					col_rock_bubbling_reward_01_01												A bubbling rock for your home
col_rock_steaming					col_rock_steaming_reward_01_01												A steaming rock for your home
col_rock_glowing					col_rock_glowing_reward_01_01												A glowing rock for your home
col_rock_burning					col_rock_burning_reward_01_01												A burning rock for your home
col_posed_ig88					col_ig_88_schematic_02_01												A Posed IG-88 Schematic
col_posed_stormtrooper					col_stormtrooper_schematic_02_01												A Posed Stormtrooper Schematic
col_nightsister_valuables	0.2				col_jeweled_necklace_schematic_02_01												Jeweled Necklace Schematic and a medium amount of XP
trader_nightsister_necklace_counter	0.3				item_beast_holocron_04_02											Domestics Trader 	A large amount of XP and Crafting Enhancement Item.
trader_posed_ig88_counter	0.2				item_trader_assembly_consumable_buff_04_01											ANY TRADER	A large amount of XP and Crafting Enhancement Item.
trader_fish_tank_counter	0.3				item_beast_holocron_04_04											Structure Trader 	A large amount of XP and Crafting Enhancement Item.
trader_hanging_light_counter	0.2				item_trader_assembly_consumable_buff_04_01											ANY TRADER	A large amount of XP and Crafting Enhancement Item.
trader_posed_stormtrooper_counter	0.3				item_beast_holocron_04_05											Munitions Trader 	A large amount of XP and Crafting Enhancement Item.
trader_potted_plant_counter	0.2				item_trader_assembly_consumable_buff_04_01											ANY TRADER	A large amount of XP and Crafting Enhancement Item.
trader_potted_flower_counter	0.2				item_trader_assembly_consumable_buff_04_01											ANY TRADER	A large amount of XP and Crafting Enhancement Item.
trader_dancing_droid_counter	0.3				item_beast_holocron_04_03											Engineering Trader 	A large amount of XP and Crafting Enhancement Item.
inv_publish_datapad_component_01	0.1															Publish Datapad Component Collection	A small amount of XP
kill_tusken_publish_gift																Publish Kill Tuskens Counter Collection	Title: Novice Collector
publish_com_link_component_01													publishClickCollectionCollectedTransmitter			Publish Comlink Component Collection Signal	
publish_com_link_component_02													publishClickCollectionCollectedSequencer			Publish Comlink Component Collection Signal	
publish_com_link_component_03													publishClickCollectionCollectedPowerPack			Publish Comlink Component Collection Signal	
publish_com_link_component_04													publishClickCollectionCollectedHousing			Publish Comlink Component Collection Signal	
publish_com_link_component_05													publishClickCollectionCollectedTools			Publish Comlink Component Collection Signal	
publish_com_link_component_06													publishClickCollectionCollectedTransducer			Publish Comlink Component Collection Signal	
publish_com_link_component_07													publishClickCollectionCollectedChip			Publish Comlink Component Collection Signal	
publish_com_link_component_08													publishClickCollectionCollectedModule			Publish Comlink Component Collection Signal	
publish_com_link_component_09													publishClickCollectionCollectedBoost			Publish Comlink Component Collection Signal	
publish_com_link_component_10													publishClickCollectionCollectedFrequency			Publish Comlink Component Collection Signal	
col_publish_com_link_component_01																	
publish_datapad_component_01													publishInventoryCollectionProcessor				
publish_datapad_component_02													publishInventoryCollectionHousing				
publish_datapad_component_03													publishInventoryCollectionStorageDrive				
kill_tusken_01													publishTuskenZealot				
kill_tusken_02													publishTuskenSoldier				
col_tusken_valuables	0.1				col_reward_desert_demon_doll_02_01												A Demon Doll and a small amount of XP
col_story_count_dooku	0.2				col_reward_dooku_plaque_02_01												A Replica Dooku Lightsaber in a display case and a medium amount of XP
col_fish_01			col_fish_01_reward														Title: Novice Angler
col_fish_02			col_fish_02_reward														Title: Nabooian Angler
col_fish_03			col_fish_03_reward														Title: Master Angler
col_fish_tier_02					col_fish_tank_reward_schematic_02_01												"Saving those items you perceive as ""junk"" while fishing might save you some time."
col_aurebesh_tiles					item_aurebesh_decoder_01_01												Aurebesh Decoder Ring.|Be sure to tune in to the next episode of 'Little Orphan Luke'.
col_beetle					item_framed_beetle_specimen_schematic_01												Framed Beetle Specimen Schematic
col_dejarik_holomonster			col_dejarik_holomonster_complete														Monster Pieces for Dejarik Display
col_dejarik_table			col_dejarik_table_complete														Table for Dejarik Display
col_dejarik_tier_02					col_reward_dejarik_table_schematic_02_01												Dejarik Table Schematic
col_dom_trader					col_jeweled_necklace_schematic_02_01												Jeweled Necklace Schematic
col_dwartii_statue					"item_dwartii_statue_braata_schematic_01,item_dwartii_statue_faya_schematic_01,item_dwartii_statue_sistros_schematic_01,item_dwartii_statue_yanjon_schematic_01"		1										A Random Dwartii Statue Schematic
publish_chapter7_click_activation_02													publishClickCollectionActivation01				
heroic_axkva_min_01										combat_parry_reduction		-1					
heroic_tusken_king_01										combat_critical_hit_reduction		-1					
heroic_ig88_01										combat_strikethrough_value		-1					
heroic_star_destroyer_01										combat_block_reduction		-1					
col_axkva_min_01																	Skill Mod: Parry Reduction increased by 1 each time Axkva Min is defeated.
col_tusken_king_01																	Skill Mod: Critical Hit Reduction increased by 1 each time the Tusken King is defeated.
col_ig88_factory_01																	Skill Mod: Strike Through increased by 1 each time IG-88 is defeated.
col_star_destroyer_01																	Skill Mod: Opponent Block Reduction increased by 1 each time Star Destroyer is defeated.
col_mun_trader					col_stormtrooper_schematic_02_01												A Posed Stormtrooper Schematic
col_eng_trader					col_ig_88_schematic_02_01												A Posed IG-88 Schematic
buddy_01_01			buddy_02_01														
buddy_02_02			buddy_03_01														
buddy_03_02			buddy_04_01														
col_buddy_04					item_deed_light_bend_barc_06_01												Light Bending Barc Speeder
col_buddy_01					col_reward_buddy_painting_01												Phantom Menace Painting
col_buddy_02					col_reward_buddy_painting_02												Attack of the Clones Painting
col_buddy_03					col_reward_buddy_painting_03												Revenge of the Sith Painting
col_itv_01					item_junk_itv												Rattletrap Instant Travel Vehicle
nova_rank_tracker_01_01:300			nova_rank_01_03														
nova_rank_tracker_01_01			nova_rank_01_04														
orion_rank_tracker_01_01:300			orion_rank_01_03														
orion_rank_tracker_01_01			orion_rank_01_04														
nova_rank_01_05			nova_finished_faction														
orion_rank_01_05			orion_finished_faction														
orion_rank_01_06			nova_orion_peace_keeper														
nova_rank_01_06			nova_orion_peace_keeper														
kill_space_rebel_tier_01	0.25	1	"bdg_kill_space_rebel_tier_01,kill_space_rebel_icon_tier1"														"Rebel Kill Quota Tier 1 Badge, Space XP"
kill_space_rebel_tier_02	0.25	1	"bdg_kill_space_rebel_tier_02,kill_space_rebel_icon_tier2"														"Rebel Kill Quota Tier 2 Badge, Space XP"
kill_space_rebel_tier_03	0.25	1	"bdg_kill_space_rebel_tier_03,kill_space_rebel_icon_tier3"														"Rebel Kill Quota Tier 3 Badge, Space XP"
kill_space_rebel_tier_04	0.25	1	"bdg_kill_space_rebel_tier_04,kill_space_rebel_icon_tier4"														"Rebel Kill Quota Tier 4 Badge, Space XP"
kill_space_rebel_tier_05	0.25	1	"bdg_kill_space_rebel_tier_05,kill_space_rebel_icon_tier5"														"Rebel Kill Quota Tier 5 Badge, Space XP"
kill_space_imperial_tier_01	0.25	1	"bdg_kill_space_imperial_tier_01,kill_space_imperial_icon_tier1"														"Imperial Kill Quota Tier 1 Badge, Space XP"
kill_space_imperial_tier_02	0.25	1	"bdg_kill_space_imperial_tier_02,kill_space_imperial_icon_tier2"														"Imperial Kill Quota Tier 2 Badge, Space XP"
kill_space_imperial_tier_03	0.25	1	"bdg_kill_space_imperial_tier_03,kill_space_imperial_icon_tier3"														"Imperial Kill Quota Tier 3 Badge, Space XP"
kill_space_imperial_tier_04	0.25	1	"bdg_kill_space_imperial_tier_04,kill_space_imperial_icon_tier4"														"Imperial Kill Quota Tier 4 Badge, Space XP"
kill_space_imperial_tier_05	0.25	1	"bdg_kill_space_imperial_tier_05,kill_space_imperial_icon_tier5"														"Imperial Kill Quota Tier 5 Badge, Space XP"
kill_space_blacksun_tier_01	0.25	1	"bdg_kill_space_blacksun_tier_01,kill_space_blacksun_icon_tier1"														"Black Sun Kill Quota Tier 1 Badge, Space XP"
kill_space_blacksun_tier_02	0.25	1	"bdg_kill_space_blacksun_tier_02,kill_space_blacksun_icon_tier2"														"Black Sun Kill Quota Tier 2 Badge, Space XP"
kill_space_blacksun_tier_03	0.25	1	"bdg_kill_space_blacksun_tier_03,kill_space_blacksun_icon_tier3"														"Black Sun Kill Quota Tier 3 Badge, Space XP"
kill_space_blacksun_tier_04	0.25	1	"bdg_kill_space_blacksun_tier_04,kill_space_blacksun_icon_tier4"														"Black Sun Kill Quota Tier 4 Badge, Space XP"
kill_space_blacksun_tier_05	0.25	1	"bdg_kill_space_blacksun_tier_05,kill_space_blacksun_icon_tier5"														"Black Sun Kill Quota Tier 5 Badge, Space XP"
kill_space_void_tier_01	0.25	1	"bdg_kill_space_void_tier_01,kill_space_void_icon_tier1"														"Void Wing Kill Quota Tier 1 Badge, Space XP"
kill_space_void_tier_02	0.25	1	"bdg_kill_space_void_tier_02,kill_space_void_icon_tier2"														"Void Wing Kill Quota Tier 2 Badge, Space XP"
kill_space_void_tier_03	0.25	1	"bdg_kill_space_void_tier_03,kill_space_void_icon_tier3"														"Void Wing Kill Quota Tier 3 Badge, Space XP"
kill_space_void_tier_04	0.25	1	"bdg_kill_space_void_tier_04,kill_space_void_icon_tier4"														"Void Wing Kill Quota Tier 4 Badge, Space XP"
kill_space_void_tier_05	0.25	1	"bdg_kill_space_void_tier_05,kill_space_void_icon_tier5"														"Void Wing Kill Quota Tier 5 Badge, Space XP"
kill_space_droid_tier_01	0.25	1	"bdg_kill_space_droid_tier_01,kill_space_droid_icon_tier1"														"Droid Kill Quota Tier 1 Badge, Space XP"
kill_space_droid_tier_02	0.25	1	"bdg_kill_space_droid_tier_02,kill_space_droid_icon_tier2"														"Droid Kill Quota Tier 2 Badge, Space XP"
kill_space_droid_tier_03	0.25	1	"bdg_kill_space_droid_tier_03,kill_space_droid_icon_tier3"														"Droid Kill Quota Tier 3 Badge, Space XP"
kill_space_droid_tier_04	0.25	1	"bdg_kill_space_droid_tier_04,kill_space_droid_icon_tier4"														"Droid Kill Quota Tier 4 Badge, Space XP"
kill_space_droid_tier_05	0.25	1	"bdg_kill_space_droid_tier_05,kill_space_droid_icon_tier5"														"Droid Kill Quota Tier 5 Badge, Space XP"
kill_space_pirate_tier_01	0.25	1	"bdg_kill_space_pirate_tier_01,kill_space_pirate_icon_tier1"														"Hidden Daggers Kill Quota Tier 1 Badge, Space XP"
kill_space_pirate_tier_02	0.25	1	"bdg_kill_space_pirate_tier_02,kill_space_pirate_icon_tier2"														"Hidden Daggers Kill Quota Tier 2 Badge, Space XP"
kill_space_pirate_tier_03	0.25	1	"bdg_kill_space_pirate_tier_03,kill_space_pirate_icon_tier3"														"Hidden Daggers Kill Quota Tier 3 Badge, Space XP"
kill_space_pirate_tier_04	0.25	1	"bdg_kill_space_pirate_tier_04,kill_space_pirate_icon_tier4"														"Hidden Daggers Kill Quota Tier 4 Badge, Space XP"
kill_space_pirate_tier_05	0.25	1	"bdg_kill_space_pirate_tier_05,kill_space_pirate_icon_tier5"														"Hidden Daggers Kill Quota Tier 5 Badge, Space XP"
col_space_reactor_mark_01					item_collection_reward_reactor_01_mk1_schematic												Mark 1 Reactor
col_space_reactor_mark_02					item_collection_reward_reactor_01_mk2_schematic												Mark 2 Reactor
col_space_reactor_mark_03					item_collection_reward_reactor_01_mk3_schematic												Mark 3 Reactor
col_space_reactor_mark_04					item_collection_reward_reactor_01_mk4_schematic												Mark 4 Reactor
col_space_reactor_mark_05					item_collection_reward_reactor_01_mk5_schematic												Mark 5 Reactor
col_space_engine_mark_01					item_collection_reward_engine_01_mk1_schematic												Mark 1 Engine
col_space_engine_mark_02					item_collection_reward_engine_01_mk2_schematic												Mark 2 Engine
