indexColor	maxHue	armorType	strTemplate
1	255		object/tangible/wearables/shirt/shirt_s38.iff
1	255		object/tangible/wearables/shirt/shirt_s42.iff
1	255		object/tangible/wearables/jacket/jacket_s02.iff
1	23		object/tangible/wearables/jacket/jacket_s03.iff
1	255		object/tangible/wearables/jacket/jacket_s05.iff
1	255		object/tangible/wearables/jacket/jacket_s06.iff
1	255		object/tangible/wearables/jacket/jacket_s07.iff
1	255		object/tangible/wearables/jacket/jacket_s08.iff
1	255		object/tangible/wearables/jacket/jacket_s10.iff
1	255		object/tangible/wearables/jacket/jacket_s11.iff
1	255		object/tangible/wearables/jacket/jacket_s12.iff
1	255		object/tangible/wearables/jacket/jacket_s13.iff
1	47		object/tangible/wearables/jacket/jacket_s14.iff
1	255		object/tangible/wearables/jacket/jacket_s15.iff
1	255		object/tangible/wearables/jacket/jacket_s16.iff
1	255		object/tangible/wearables/jacket/jacket_s17.iff
1	255		object/tangible/wearables/jacket/jacket_s18.iff
1	255		object/tangible/wearables/jacket/jacket_s19.iff
1	47		object/tangible/wearables/jacket/jacket_s21.iff
1	255		object/tangible/wearables/jacket/jacket_s22.iff
1	255		object/tangible/wearables/jacket/jacket_s24.iff
1	255		object/tangible/wearables/jacket/jacket_s25.iff
1	95		object/tangible/wearables/jacket/jacket_s35.iff
1	255		object/tangible/wearables/jacket/jacket_s36.iff
1	255		object/tangible/wearables/pants/pants_s01.iff
1	255		object/tangible/wearables/pants/pants_s04.iff
1	255		object/tangible/wearables/pants/pants_s05.iff
1	255		object/tangible/wearables/pants/pants_s06.iff
1	47		object/tangible/wearables/pants/pants_s07.iff
1	255		object/tangible/wearables/pants/pants_s08.iff
1	255		object/tangible/wearables/pants/pants_s09.iff
1	255		object/tangible/wearables/pants/pants_s10.iff
1	255		object/tangible/wearables/pants/pants_s11.iff
1	255		object/tangible/wearables/pants/pants_s12.iff
1	255		object/tangible/wearables/pants/pants_s13.iff
1	255		object/tangible/wearables/pants/pants_s14.iff
1	255		object/tangible/wearables/pants/pants_s15.iff
1	255		object/tangible/wearables/pants/pants_s21.iff
1	255		object/tangible/wearables/pants/pants_s22.iff
1	255		object/tangible/wearables/pants/pants_s24.iff
1	255		object/tangible/wearables/pants/pants_s25.iff
1	255		object/tangible/wearables/pants/pants_s27.iff
1	255		object/tangible/wearables/pants/pants_s28.iff
1	255		object/tangible/wearables/pants/pants_s29.iff
1	255		object/tangible/wearables/pants/pants_s30.iff
1	255		object/tangible/wearables/pants/pants_s31.iff
1	255		object/tangible/wearables/pants/pants_s33.iff
1	255		object/tangible/wearables/vest/vest_s01.iff
1	255		object/tangible/wearables/vest/vest_s02.iff
1	255		object/tangible/wearables/vest/vest_s03.iff
1	95		object/tangible/wearables/vest/vest_s04.iff
1	255		object/tangible/wearables/vest/vest_s05.iff
2	255		object/tangible/wearables/vest/vest_s06.iff
1	95		object/tangible/wearables/vest/vest_s09.iff
1	255		object/tangible/wearables/vest/vest_s10.iff
1	255		object/tangible/wearables/vest/vest_s11.iff
1	255		object/tangible/wearables/vest/vest_s15.iff
1	255		object/tangible/wearables/hat/hat_s02.iff
1	255		object/tangible/wearables/hat/hat_s04.iff
2	47		object/tangible/wearables/hat/hat_s10.iff
1	255		object/tangible/wearables/hat/hat_s12.iff
1	255		object/tangible/wearables/hat/hat_s13.iff
1	255		object/tangible/wearables/hat/hat_s14.iff
1	255		object/tangible/wearables/bodysuit/bodysuit_s01.iff
1	255		object/tangible/wearables/bodysuit/bodysuit_s08.iff
1	255		object/tangible/wearables/bodysuit/bodysuit_s12.iff
1	255		object/tangible/wearables/bodysuit/bodysuit_s13.iff
1	255		object/tangible/wearables/bodysuit/bodysuit_s14.iff
1	255		object/tangible/wearables/bodysuit/bodysuit_s15.iff
1	255		object/tangible/wearables/bodysuit/bodysuit_s16.iff
1	255		object/tangible/wearables/shirt/shirt_s03.iff
1	255		object/tangible/wearables/shirt/shirt_s04.iff
1	255		object/tangible/wearables/shirt/shirt_s05.iff
1	255		object/tangible/wearables/shirt/shirt_s07.iff
1	255		object/tangible/wearables/shirt/shirt_s08.iff
1	255		object/tangible/wearables/shirt/shirt_s09.iff
1	255		object/tangible/wearables/shirt/shirt_s10.iff
1	255		object/tangible/wearables/shirt/shirt_s11.iff
1	255		object/tangible/wearables/shirt/shirt_s13.iff
1	255		object/tangible/wearables/shirt/shirt_s14.iff
1	255		object/tangible/wearables/shirt/shirt_s15.iff
1	255		object/tangible/wearables/shirt/shirt_s16.iff
1	255		object/tangible/wearables/shirt/shirt_s26.iff
1	255		object/tangible/wearables/shirt/shirt_s27.iff
1	255		object/tangible/wearables/shirt/shirt_s30.iff
1	255		object/tangible/wearables/shirt/shirt_s32.iff
1	255		object/tangible/wearables/shirt/shirt_s34.iff
1	255		object/tangible/wearables/shirt/shirt_s38.iff
1	255		object/tangible/wearables/shirt/shirt_s42.iff
			object/tangible/wearables/wookiee/wke_hood_s01.iff
			object/tangible/wearables/wookiee/wke_hood_s02.iff
			object/tangible/wearables/wookiee/wke_hood_s03.iff
			object/tangible/wearables/wookiee/wke_shirt_s01.iff
			object/tangible/wearables/wookiee/wke_shirt_s02.iff
			object/tangible/wearables/wookiee/wke_shirt_s03.iff
			object/tangible/wearables/wookiee/wke_shirt_s04.iff
			object/tangible/wearables/wookiee/wke_shoulder_pad_s01.iff
			object/tangible/wearables/wookiee/wke_shoulder_pad_s02.iff
2	255		object/tangible/wearables/ithorian/ith_bodysuit_s01.iff
2	255		object/tangible/wearables/ithorian/ith_bodysuit_s02.iff
2			object/tangible/wearables/ithorian/ith_bodysuit_s03.iff
2	255		object/tangible/wearables/ithorian/ith_bodysuit_s04.iff
			object/tangible/wearables/ithorian/ith_hat_s02.iff
			object/tangible/wearables/ithorian/ith_hat_s03.iff
			object/tangible/wearables/ithorian/ith_hat_s04.iff
1	255		object/tangible/wearables/ithorian/ith_jacket_s01.iff
1	95		object/tangible/wearables/ithorian/ith_jacket_s02.iff
1	95		object/tangible/wearables/ithorian/ith_jacket_s03.iff
1	255		object/tangible/wearables/ithorian/ith_jacket_s04.iff
1	255		object/tangible/wearables/ithorian/ith_pants_s01.iff
1	255		object/tangible/wearables/ithorian/ith_pants_s02.iff
1	255		object/tangible/wearables/ithorian/ith_pants_s03.iff
1	255		object/tangible/wearables/ithorian/ith_pants_s04.iff
1	255		object/tangible/wearables/ithorian/ith_shirt_s01.iff
1	255		object/tangible/wearables/ithorian/ith_shirt_s02.iff
1	255		object/tangible/wearables/ithorian/ith_shirt_s03.iff
1	255		object/tangible/wearables/ithorian/ith_shirt_s04.iff
			object/tangible/wearables/ithorian/ith_vest_s01.iff
			object/tangible/wearables/ithorian/ith_vest_s02.iff
1	255		object/tangible/wearables/jacket/jacket_s02.iff
1	23		object/tangible/wearables/jacket/jacket_s03.iff
1	255		object/tangible/wearables/jacket/jacket_s05.iff
1	255		object/tangible/wearables/jacket/jacket_s06.iff
1	255		object/tangible/wearables/jacket/jacket_s07.iff
1	255		object/tangible/wearables/jacket/jacket_s08.iff
1	255		object/tangible/wearables/jacket/jacket_s10.iff
1	255		object/tangible/wearables/jacket/jacket_s11.iff
1	255		object/tangible/wearables/jacket/jacket_s12.iff
1	255		object/tangible/wearables/jacket/jacket_s13.iff
1	47		object/tangible/wearables/jacket/jacket_s14.iff
1	255		object/tangible/wearables/jacket/jacket_s15.iff
1	255		object/tangible/wearables/jacket/jacket_s16.iff
1	255		object/tangible/wearables/jacket/jacket_s17.iff
1	255		object/tangible/wearables/jacket/jacket_s18.iff
1	255		object/tangible/wearables/jacket/jacket_s19.iff
1	47		object/tangible/wearables/jacket/jacket_s21.iff
1	255		object/tangible/wearables/jacket/jacket_s22.iff
1	255		object/tangible/wearables/jacket/jacket_s24.iff
1	255		object/tangible/wearables/jacket/jacket_s25.iff
1	95		object/tangible/wearables/jacket/jacket_s35.iff
1	255		object/tangible/wearables/jacket/jacket_s36.iff
1	255		object/tangible/wearables/pants/pants_s01.iff
1	255		object/tangible/wearables/pants/pants_s04.iff
1	255		object/tangible/wearables/pants/pants_s05.iff
1	255		object/tangible/wearables/pants/pants_s06.iff
1	47		object/tangible/wearables/pants/pants_s07.iff
1	255		object/tangible/wearables/pants/pants_s08.iff
1	255		object/tangible/wearables/pants/pants_s09.iff
1	255		object/tangible/wearables/pants/pants_s10.iff
1	255		object/tangible/wearables/pants/pants_s11.iff
1	255		object/tangible/wearables/pants/pants_s12.iff
1	255		object/tangible/wearables/pants/pants_s13.iff
1	255		object/tangible/wearables/pants/pants_s14.iff
1	255		object/tangible/wearables/pants/pants_s15.iff
1	255		object/tangible/wearables/pants/pants_s21.iff
1	255		object/tangible/wearables/pants/pants_s22.iff
1	255		object/tangible/wearables/pants/pants_s24.iff
1	255		object/tangible/wearables/pants/pants_s25.iff
1	255		object/tangible/wearables/pants/pants_s27.iff
1	255		object/tangible/wearables/pants/pants_s28.iff
1	255		object/tangible/wearables/pants/pants_s29.iff
1	255		object/tangible/wearables/pants/pants_s30.iff
1	255		object/tangible/wearables/pants/pants_s31.iff
1	255		object/tangible/wearables/pants/pants_s33.iff
1	255		object/tangible/wearables/vest/vest_s01.iff
1	255		object/tangible/wearables/vest/vest_s02.iff
1	255		object/tangible/wearables/vest/vest_s03.iff
1	95		object/tangible/wearables/vest/vest_s04.iff
1	255		object/tangible/wearables/vest/vest_s05.iff
2	255		object/tangible/wearables/vest/vest_s06.iff
1	95		object/tangible/wearables/vest/vest_s09.iff
1	255		object/tangible/wearables/vest/vest_s10.iff
1	255		object/tangible/wearables/vest/vest_s11.iff
1	255		object/tangible/wearables/vest/vest_s15.iff
1	255		object/tangible/wearables/hat/hat_s02.iff
1	255		object/tangible/wearables/hat/hat_s04.iff
2	47		object/tangible/wearables/hat/hat_s10.iff
1	255		object/tangible/wearables/hat/hat_s12.iff
1	255		object/tangible/wearables/hat/hat_s13.iff
1	255		object/tangible/wearables/hat/hat_s14.iff
1	255		object/tangible/wearables/bodysuit/bodysuit_s01.iff
1	255		object/tangible/wearables/bodysuit/bodysuit_s08.iff
1	255		object/tangible/wearables/bodysuit/bodysuit_s12.iff
1	255		object/tangible/wearables/bodysuit/bodysuit_s13.iff
1	255		object/tangible/wearables/bodysuit/bodysuit_s14.iff
1	255		object/tangible/wearables/bodysuit/bodysuit_s15.iff
1	255		object/tangible/wearables/bodysuit/bodysuit_s16.iff
1	255		object/tangible/wearables/shirt/shirt_s03.iff
1	255		object/tangible/wearables/shirt/shirt_s04.iff
1	255		object/tangible/wearables/shirt/shirt_s05.iff
1	255		object/tangible/wearables/shirt/shirt_s07.iff
1	255		object/tangible/wearables/shirt/shirt_s08.iff
1	255		object/tangible/wearables/shirt/shirt_s09.iff
1	255		object/tangible/wearables/shirt/shirt_s10.iff
1	255		object/tangible/wearables/shirt/shirt_s11.iff
1	255		object/tangible/wearables/shirt/shirt_s13.iff
1	255		object/tangible/wearables/shirt/shirt_s14.iff
1	255		object/tangible/wearables/shirt/shirt_s15.iff
1	255		object/tangible/wearables/shirt/shirt_s16.iff
1	255		object/tangible/wearables/shirt/shirt_s26.iff
1	255		object/tangible/wearables/shirt/shirt_s27.iff
1	255		object/tangible/wearables/shirt/shirt_s30.iff
1	255		object/tangible/wearables/shirt/shirt_s32.iff
1	255		object/tangible/wearables/shirt/shirt_s34.iff
1	255		object/tangible/wearables/shirt/shirt_s38.iff
1	255		object/tangible/wearables/shirt/shirt_s42.iff
			object/tangible/wearables/wookiee/wke_skirt_s01.iff
			object/tangible/wearables/wookiee/wke_skirt_s02.iff
			object/tangible/wearables/wookiee/wke_skirt_s03.iff
			object/tangible/wearables/wookiee/wke_skirt_s04.iff
