indexColor	maxHue	armorType	strTemplate
1	255		object/tangible/wearables/shirt/shirt_s34.iff
1	255		object/tangible/wearables/shirt/shirt_s38.iff
1	255		object/tangible/wearables/shirt/shirt_s42.iff
1	47		object/tangible/wearables/boots/boots_s03.iff
1	95		object/tangible/wearables/boots/boots_s04.iff
1	47		object/tangible/wearables/boots/boots_s05.iff
1	95		object/tangible/wearables/boots/boots_s12.iff
1	95		object/tangible/wearables/boots/boots_s14.iff
1	47		object/tangible/wearables/boots/boots_s15.iff
1	47		object/tangible/wearables/boots/boots_s19.iff
2	47		object/tangible/wearables/boots/boots_s21.iff
1	95		object/tangible/wearables/boots/boots_s22.iff
1	95		object/tangible/wearables/boots/boots_s34.iff
1	95		object/tangible/wearables/gloves/gloves_s02.iff
1	255		object/tangible/wearables/gloves/gloves_s03.iff
1	95		object/tangible/wearables/gloves/gloves_s06.iff
1	95		object/tangible/wearables/gloves/gloves_s07.iff
1	95		object/tangible/wearables/gloves/gloves_s10.iff
1	95		object/tangible/wearables/gloves/gloves_s11.iff
1	47		object/tangible/wearables/gloves/gloves_s12.iff
1	255		object/tangible/wearables/gloves/gloves_s13.iff
1	95		object/tangible/wearables/gloves/gloves_s14.iff
1	95		object/tangible/wearables/shoes/shoes_s01.iff
1	95		object/tangible/wearables/shoes/shoes_s02.iff
2	95		object/tangible/wearables/shoes/shoes_s03.iff
1	95		object/tangible/wearables/shoes/shoes_s07.iff
			object/tangible/wearables/backpack/backpack_s01.iff
			object/tangible/wearables/backpack/backpack_s03.iff
			object/tangible/wearables/backpack/backpack_s04.iff
			object/tangible/wearables/backpack/backpack_s05.iff
			object/tangible/wearables/backpack/backpack_s06.iff
2	95		object/tangible/wearables/bandolier/bandolier_s02.iff
1	255		object/tangible/wearables/bandolier/bandolier_s03.iff
2	95		object/tangible/wearables/bandolier/bandolier_s04.iff
1	95		object/tangible/wearables/bandolier/bandolier_s05.iff
1	95		object/tangible/wearables/bandolier/bandolier_s06.iff
1	95		object/tangible/wearables/bandolier/bandolier_s07.iff
1	95		object/tangible/wearables/bandolier/bandolier_s08.iff
1	255		object/tangible/wearables/bandolier/lifeday_08_bandolier.iff
			object/tangible/wearables/bracelet/bracelet_s02_l.iff
			object/tangible/wearables/bracelet/bracelet_s03_l.iff
			object/tangible/wearables/bracelet/bracelet_s04_l.iff
			object/tangible/wearables/bracelet/bracelet_s05_l.iff
			object/tangible/wearables/bracelet/bracelet_s06_l.iff
			object/tangible/wearables/ring/ring_s01.iff
			object/tangible/wearables/ring/ring_s02.iff
			object/tangible/wearables/ring/ring_s03.iff
			object/tangible/wearables/ring/ring_s04.iff
1	255		object/tangible/wearables/necklace/necklace_s01.iff
2	255		object/tangible/wearables/necklace/necklace_s02.iff
1	255		object/tangible/wearables/necklace/necklace_s03.iff
2	255		object/tangible/wearables/necklace/necklace_s04.iff
2	255		object/tangible/wearables/necklace/necklace_s05.iff
2	255		object/tangible/wearables/necklace/necklace_s06.iff
2	255		object/tangible/wearables/necklace/necklace_s07.iff
2	255		object/tangible/wearables/necklace/necklace_s08.iff
2	255		object/tangible/wearables/necklace/necklace_s09.iff
2	255		object/tangible/wearables/necklace/necklace_s10.iff
2	255		object/tangible/wearables/necklace/necklace_s11.iff
2	255		object/tangible/wearables/necklace/necklace_s12.iff
1	255		object/tangible/wearables/bodysuit/bodysuit_s01.iff
1	255		object/tangible/wearables/bodysuit/bodysuit_s08.iff
1	255		object/tangible/wearables/bodysuit/bodysuit_s12.iff
1	255		object/tangible/wearables/bodysuit/bodysuit_s13.iff
1	255		object/tangible/wearables/bodysuit/bodysuit_s14.iff
1	255		object/tangible/wearables/bodysuit/bodysuit_s15.iff
1	255		object/tangible/wearables/bodysuit/bodysuit_s16.iff
			object/tangible/wearables/bracelet/bracelet_s02_r.iff
			object/tangible/wearables/bracelet/bracelet_s03_r.iff
			object/tangible/wearables/bracelet/bracelet_s04_r.iff
			object/tangible/wearables/bracelet/bracelet_s05_r.iff
			object/tangible/wearables/bracelet/bracelet_s06_r.iff
1	95		object/tangible/wearables/belt/belt_s01.iff
1	95		object/tangible/wearables/belt/belt_s02.iff
1	95		object/tangible/wearables/belt/belt_s03.iff
1	95		object/tangible/wearables/belt/belt_s04.iff
1	95		object/tangible/wearables/belt/belt_s05.iff
1	95		object/tangible/wearables/belt/belt_s07.iff
1	95		object/tangible/wearables/belt/belt_s09.iff
1	95		object/tangible/wearables/belt/belt_s11.iff
1	95		object/tangible/wearables/belt/belt_s12.iff
1	95		object/tangible/wearables/belt/belt_s13.iff
1	95		object/tangible/wearables/belt/belt_s14.iff
1	95		object/tangible/wearables/belt/belt_s15.iff
1	95		object/tangible/wearables/belt/belt_s16.iff
1	95		object/tangible/wearables/belt/belt_s17.iff
1	95		object/tangible/wearables/belt/belt_s18.iff
1	95		object/tangible/wearables/belt/belt_s19.iff
1	95		object/tangible/wearables/belt/belt_s20.iff
1	255		object/tangible/wearables/jacket/jacket_s02.iff
1	23		object/tangible/wearables/jacket/jacket_s03.iff
1	255		object/tangible/wearables/jacket/jacket_s05.iff
1	255		object/tangible/wearables/jacket/jacket_s06.iff
1	255		object/tangible/wearables/jacket/jacket_s07.iff
1	255		object/tangible/wearables/jacket/jacket_s08.iff
1	255		object/tangible/wearables/jacket/jacket_s10.iff
1	255		object/tangible/wearables/jacket/jacket_s11.iff
1	255		object/tangible/wearables/jacket/jacket_s12.iff
1	255		object/tangible/wearables/jacket/jacket_s13.iff
1	47		object/tangible/wearables/jacket/jacket_s14.iff
1	255		object/tangible/wearables/jacket/jacket_s15.iff
1	255		object/tangible/wearables/jacket/jacket_s16.iff
1	255		object/tangible/wearables/jacket/jacket_s17.iff
1	255		object/tangible/wearables/jacket/jacket_s18.iff
1	255		object/tangible/wearables/jacket/jacket_s19.iff
1	47		object/tangible/wearables/jacket/jacket_s21.iff
1	255		object/tangible/wearables/jacket/jacket_s22.iff
1	255		object/tangible/wearables/jacket/jacket_s24.iff
1	255		object/tangible/wearables/jacket/jacket_s25.iff
1	95		object/tangible/wearables/jacket/jacket_s35.iff
1	255		object/tangible/wearables/jacket/jacket_s36.iff
1	255		object/tangible/wearables/pants/pants_s01.iff
1	255		object/tangible/wearables/pants/pants_s04.iff
1	255		object/tangible/wearables/pants/pants_s05.iff
1	255		object/tangible/wearables/pants/pants_s06.iff
1	47		object/tangible/wearables/pants/pants_s07.iff
1	255		object/tangible/wearables/pants/pants_s08.iff
1	255		object/tangible/wearables/pants/pants_s09.iff
1	255		object/tangible/wearables/pants/pants_s10.iff
1	255		object/tangible/wearables/pants/pants_s11.iff
1	255		object/tangible/wearables/pants/pants_s12.iff
1	255		object/tangible/wearables/pants/pants_s13.iff
1	255		object/tangible/wearables/pants/pants_s14.iff
1	255		object/tangible/wearables/pants/pants_s15.iff
1	255		object/tangible/wearables/pants/pants_s21.iff
1	255		object/tangible/wearables/pants/pants_s22.iff
1	255		object/tangible/wearables/pants/pants_s24.iff
1	255		object/tangible/wearables/pants/pants_s25.iff
1	255		object/tangible/wearables/pants/pants_s27.iff
1	255		object/tangible/wearables/pants/pants_s28.iff
1	255		object/tangible/wearables/pants/pants_s29.iff
1	255		object/tangible/wearables/pants/pants_s30.iff
1	255		object/tangible/wearables/pants/pants_s31.iff
1	255		object/tangible/wearables/pants/pants_s33.iff
1	255		object/tangible/wearables/vest/vest_s01.iff
1	255		object/tangible/wearables/vest/vest_s02.iff
1	255		object/tangible/wearables/vest/vest_s03.iff
1	95		object/tangible/wearables/vest/vest_s04.iff
1	255		object/tangible/wearables/vest/vest_s05.iff
2	255		object/tangible/wearables/vest/vest_s06.iff
1	95		object/tangible/wearables/vest/vest_s09.iff
1	255		object/tangible/wearables/vest/vest_s10.iff
1	255		object/tangible/wearables/vest/vest_s11.iff
1	255		object/tangible/wearables/vest/vest_s15.iff
1	255		object/tangible/wearables/hat/hat_s02.iff
1	255		object/tangible/wearables/hat/hat_s04.iff
2	47		object/tangible/wearables/hat/hat_s10.iff
1	255		object/tangible/wearables/hat/hat_s12.iff
1	255		object/tangible/wearables/hat/hat_s13.iff
1	255		object/tangible/wearables/hat/hat_s14.iff
1	255		object/tangible/wearables/shirt/shirt_s03.iff
1	255		object/tangible/wearables/shirt/shirt_s04.iff
1	255		object/tangible/wearables/shirt/shirt_s05.iff
1	255		object/tangible/wearables/shirt/shirt_s07.iff
1	255		object/tangible/wearables/shirt/shirt_s08.iff
1	255		object/tangible/wearables/shirt/shirt_s09.iff
1	255		object/tangible/wearables/shirt/shirt_s10.iff
1	255		object/tangible/wearables/shirt/shirt_s11.iff
1	255		object/tangible/wearables/shirt/shirt_s13.iff
1	255		object/tangible/wearables/shirt/shirt_s14.iff
1	255		object/tangible/wearables/shirt/shirt_s15.iff
1	255		object/tangible/wearables/shirt/shirt_s16.iff
1	255		object/tangible/wearables/shirt/shirt_s26.iff
1	255		object/tangible/wearables/shirt/shirt_s27.iff
1	255		object/tangible/wearables/shirt/shirt_s30.iff
1	255		object/tangible/wearables/shirt/shirt_s32.iff
1	255		object/tangible/wearables/shirt/shirt_s34.iff
1	255		object/tangible/wearables/shirt/shirt_s38.iff
1	255		object/tangible/wearables/shirt/shirt_s42.iff
1	47		object/tangible/wearables/boots/boots_s03.iff
1	95		object/tangible/wearables/boots/boots_s04.iff
1	47		object/tangible/wearables/boots/boots_s05.iff
1	95		object/tangible/wearables/boots/boots_s12.iff
1	95		object/tangible/wearables/boots/boots_s14.iff
1	47		object/tangible/wearables/boots/boots_s15.iff
1	47		object/tangible/wearables/boots/boots_s19.iff
2	47		object/tangible/wearables/boots/boots_s21.iff
1	95		object/tangible/wearables/boots/boots_s22.iff
1	95		object/tangible/wearables/boots/boots_s34.iff
1	95		object/tangible/wearables/gloves/gloves_s02.iff
1	255		object/tangible/wearables/gloves/gloves_s03.iff
1	95		object/tangible/wearables/gloves/gloves_s06.iff
1	95		object/tangible/wearables/gloves/gloves_s07.iff
1	95		object/tangible/wearables/gloves/gloves_s10.iff
1	95		object/tangible/wearables/gloves/gloves_s11.iff
1	47		object/tangible/wearables/gloves/gloves_s12.iff
1	255		object/tangible/wearables/gloves/gloves_s13.iff
1	95		object/tangible/wearables/gloves/gloves_s14.iff
1	95		object/tangible/wearables/shoes/shoes_s01.iff
1	95		object/tangible/wearables/shoes/shoes_s02.iff
2	95		object/tangible/wearables/shoes/shoes_s03.iff
1	95		object/tangible/wearables/shoes/shoes_s07.iff
			object/tangible/wearables/backpack/backpack_s01.iff
			object/tangible/wearables/backpack/backpack_s03.iff
			object/tangible/wearables/backpack/backpack_s04.iff
			object/tangible/wearables/backpack/backpack_s05.iff
			object/tangible/wearables/backpack/backpack_s06.iff
2	95		object/tangible/wearables/bandolier/bandolier_s02.iff
1	255		object/tangible/wearables/bandolier/bandolier_s03.iff
2	95		object/tangible/wearables/bandolier/bandolier_s04.iff
1	95		object/tangible/wearables/bandolier/bandolier_s05.iff
1	95		object/tangible/wearables/bandolier/bandolier_s06.iff
1	95		object/tangible/wearables/bandolier/bandolier_s07.iff
1	95		object/tangible/wearables/bandolier/bandolier_s08.iff
			object/tangible/wearables/bracelet/bracelet_s02_l.iff
			object/tangible/wearables/bracelet/bracelet_s03_l.iff
			object/tangible/wearables/bracelet/bracelet_s04_l.iff
			object/tangible/wearables/bracelet/bracelet_s05_l.iff
			object/tangible/wearables/bracelet/bracelet_s06_l.iff
			object/tangible/wearables/ring/ring_s01.iff
			object/tangible/wearables/ring/ring_s02.iff
			object/tangible/wearables/ring/ring_s03.iff
			object/tangible/wearables/ring/ring_s04.iff
1	255		object/tangible/wearables/necklace/necklace_s01.iff
2	255		object/tangible/wearables/necklace/necklace_s02.iff
1	255		object/tangible/wearables/necklace/necklace_s03.iff
2	255		object/tangible/wearables/necklace/necklace_s04.iff
2	255		object/tangible/wearables/necklace/necklace_s05.iff
2	255		object/tangible/wearables/necklace/necklace_s06.iff
2	255		object/tangible/wearables/necklace/necklace_s07.iff
2	255		object/tangible/wearables/necklace/necklace_s08.iff
2	255		object/tangible/wearables/necklace/necklace_s09.iff
2	255		object/tangible/wearables/necklace/necklace_s10.iff
2	255		object/tangible/wearables/necklace/necklace_s11.iff
2	255		object/tangible/wearables/necklace/necklace_s12.iff
1	255		object/tangible/wearables/bodysuit/bodysuit_s01.iff
1	255		object/tangible/wearables/bodysuit/bodysuit_s08.iff
1	255		object/tangible/wearables/bodysuit/bodysuit_s12.iff
1	255		object/tangible/wearables/bodysuit/bodysuit_s13.iff
1	255		object/tangible/wearables/bodysuit/bodysuit_s14.iff
1	255		object/tangible/wearables/bodysuit/bodysuit_s15.iff
1	255		object/tangible/wearables/bodysuit/bodysuit_s16.iff
			object/tangible/wearables/bracelet/bracelet_s02_r.iff
			object/tangible/wearables/bracelet/bracelet_s03_r.iff
			object/tangible/wearables/bracelet/bracelet_s04_r.iff
			object/tangible/wearables/bracelet/bracelet_s05_r.iff
			object/tangible/wearables/bracelet/bracelet_s06_r.iff
			object/tangible/wearables/wookiee/wke_gloves_s01.iff
			object/tangible/wearables/wookiee/wke_gloves_s02.iff
			object/tangible/wearables/wookiee/wke_gloves_s03.iff
			object/tangible/wearables/wookiee/wke_gloves_s04.iff
			object/tangible/wearables/wookiee/wke_hat_s01.iff
			object/tangible/wearables/wookiee/wke_hood_s01.iff
			object/tangible/wearables/wookiee/wke_hood_s02.iff
			object/tangible/wearables/wookiee/wke_hood_s03.iff
			object/tangible/wearables/wookiee/wke_shirt_s01.iff
			object/tangible/wearables/wookiee/wke_shirt_s02.iff
			object/tangible/wearables/wookiee/wke_shirt_s03.iff
			object/tangible/wearables/wookiee/wke_shirt_s04.iff
			object/tangible/wearables/wookiee/wke_shoulder_pad_s01.iff
			object/tangible/wearables/wookiee/wke_shoulder_pad_s02.iff
2	255		object/tangible/wearables/ithorian/ith_bodysuit_s01.iff
2	255		object/tangible/wearables/ithorian/ith_bodysuit_s02.iff
2			object/tangible/wearables/ithorian/ith_bodysuit_s03.iff
2	255		object/tangible/wearables/ithorian/ith_bodysuit_s04.iff
			object/tangible/wearables/ithorian/ith_hat_s02.iff
			object/tangible/wearables/ithorian/ith_hat_s03.iff
			object/tangible/wearables/ithorian/ith_hat_s04.iff
1	255		object/tangible/wearables/ithorian/ith_jacket_s01.iff
1	95		object/tangible/wearables/ithorian/ith_jacket_s02.iff
1	95		object/tangible/wearables/ithorian/ith_jacket_s03.iff
1	255		object/tangible/wearables/ithorian/ith_jacket_s04.iff
1	255		object/tangible/wearables/ithorian/ith_pants_s01.iff
1	255		object/tangible/wearables/ithorian/ith_pants_s02.iff
1	255		object/tangible/wearables/ithorian/ith_pants_s03.iff
1	255		object/tangible/wearables/ithorian/ith_pants_s04.iff
1	255		object/tangible/wearables/ithorian/ith_shirt_s01.iff
1	255		object/tangible/wearables/ithorian/ith_shirt_s02.iff
1	255		object/tangible/wearables/ithorian/ith_shirt_s03.iff
1	255		object/tangible/wearables/ithorian/ith_shirt_s04.iff
			object/tangible/wearables/ithorian/ith_vest_s01.iff
			object/tangible/wearables/ithorian/ith_vest_s02.iff
			object/tangible/wearables/ithorian/ith_gloves_s01.iff
			object/tangible/wearables/ithorian/ith_gloves_s02.iff
			object/tangible/wearables/wookiee/wke_skirt_s01.iff
			object/tangible/wearables/wookiee/wke_skirt_s02.iff
			object/tangible/wearables/wookiee/wke_skirt_s03.iff
			object/tangible/wearables/wookiee/wke_skirt_s04.iff
