object	stage	triggerId	location_type	locx	locy	locz	yaw	patrolType	script	objVar	path
s	i[-1]	s[none]	"e(offset=0,literal=1)[offset]"	f[0]	f[0]	f[0]	f[0]	"e(none=0,patrol=1,patrol_once=2,patrol_flip=3,patrol_flip_once=4,patrol_random=5,patrol_random_once=6)[none]"	s[none]	s[none]	s
restuss_imperial_stormtrooper_st3	3		literal	5390	80	5566	1	patrol_once		int:path=4	
restuss_imperial_stormtrooper_st3	40		literal	5382	80	5566	1	patrol_once		int:path=6	
restuss_imperial_stormtrooper_st3	40		literal	5384	80	5566	1	patrol_once		int:path=7	
restuss_imperial_stormtrooper_st3	40		literal	5386	80	5566	1	patrol_once		int:path=8	
restuss_imperial_stormtrooper_st3	40		literal	5388	80	5566	1	patrol_once		int:path=9	
restuss_imperial_stormtrooper_st3	40		literal	5390	80	5566	1	patrol_once		int:path=10	
restuss_imperial_stormtrooper_st3	75		literal	5382	80	5566	1	patrol_once		int:path=11	
restuss_imperial_stormtrooper_st3	75		literal	5384	80	5566	1	patrol_once		int:path=12	
restuss_imperial_stormtrooper_st3	75		literal	5386	80	5566	1	patrol_once		int:path=13	
restuss_imperial_stormtrooper_st3	75		literal	5388	80	5566	1	patrol_once		int:path=14	
restuss_imperial_stormtrooper_st3	75		literal	5390	80	5566	1	patrol_once		int:path=15	
restuss_imperial_stormtrooper_st3	110		literal	5382	80	5566	1	patrol_once		int:path=16
restuss_imperial_stormtrooper_st3	110		literal	5384	80	5566	1	patrol_once		int:path=17
restuss_imperial_stormtrooper_st3	110		literal	5386	80	5566	1	patrol_once		int:path=18
restuss_imperial_stormtrooper_st3	110		literal	5388	80	5566	1	patrol_once		int:path=19
restuss_imperial_stormtrooper_st3	110		literal	5390	80	5566	1	patrol_once		int:path=20
restuss_elite_dark_trooper	150		literal	5382	80	5566	1	patrol_once		int:path=21
restuss_elite_dark_trooper	150		literal	5384	80	5566	1	patrol_once		int:path=22
restuss_elite_dark_trooper	150		literal	5386	80	5566	1	patrol_once		int:path=23
restuss_elite_dark_trooper	150		literal	5388	80	5566	1	patrol_once		int:path=24
restuss_elite_dark_trooper	150		literal	5390	80	5566	1	patrol_once		int:path=25
restuss_elite_dark_trooper	180		literal	5382	80	5566	1	patrol_once		int:path=26
restuss_elite_dark_trooper	180		literal	5384	80	5566	1	patrol_once		int:path=27
restuss_elite_dark_trooper	180		literal	5386	80	5566	1	patrol_once		int:path=28
restuss_elite_dark_trooper	180		literal	5388	80	5566	1	patrol_once		int:path=29
restuss_elite_dark_trooper	180		literal	5390	80	5566	1	patrol_once		int:path=30
restuss_imperial_admiral_grot	180		literal	5386	80	5564	1	patrol_once		int:path=5
endOfLine	300
