restuss_imperial_stormtrooper_st3	55		literal	5383	80	5672	-90	patrol_flip		int:path=1
restuss_imperial_stormtrooper_st3	55		literal	5385	80	5672	-90	patrol_flip		int:path=1
restuss_imperial_stormtrooper_st3	55		literal	5387	80	5672	-90	patrol_flip		int:path=1
restuss_imperial_stormtrooper_st3	55		literal	5389	80	5672	-90	patrol_flip		int:path=1
restuss_imperial_stormtrooper_st3	55		literal	5391	80	5672	-90	patrol_flip		int:path=1
restuss_imperial_stormtrooper_st3	55		literal	5393	80	5672	-90	patrol_flip		int:path=1
restuss_elite_dark_trooper	55		literal	5395	80	5672	-90	patrol_flip		int:path=1
restuss_elite_rebel_commando	55		literal	5385	80	5449	90	patrol_flip		int:path=3
restuss_rebel_trooper_st3	55		literal	5385	80	5451	90	patrol_flip		int:path=3
restuss_rebel_trooper_st3	55		literal	5385	80	5453	90	patrol_flip		int:path=3
restuss_rebel_trooper_st3	55		literal	5385	80	5455	90	patrol_flip		int:path=3
restuss_rebel_trooper_st3	55		literal	5385	80	5457	90	patrol_flip		int:path=3
restuss_rebel_trooper_st3	55		literal	5385	80	5459	90	patrol_flip		int:path=3
restuss_rebel_trooper_st3	55		literal	5385	80	5461	90	patrol_flip		int:path=3
restuss_rebel_trooper_st3	55		literal	5405	80	5449	90	patrol_flip		int:path=2
restuss_rebel_trooper_st3	55		literal	5405	80	5451	90	patrol_flip		int:path=2
restuss_rebel_trooper_st3	55		literal	5405	80	5453	90	patrol_flip		int:path=2
restuss_rebel_trooper_st3	55		literal	5405	80	5455	90	patrol_flip		int:path=2
restuss_rebel_trooper_st3	55		literal	5405	80	5457	90	patrol_flip		int:path=2
restuss_rebel_trooper_st3	55		literal	5405	80	5459	90	patrol_flip		int:path=2
restuss_elite_rebel_commando	55		literal	5405	80	5461	90	patrol_flip		int:path=2
restuss_elite_dark_trooper	75		literal	5383	80	5659	-90	patrol_flip		int:path=0
restuss_imperial_stormtrooper_st3	75		literal	5385	80	5661	-90	patrol_flip		int:path=0
restuss_imperial_stormtrooper_st3	75		literal	5387	80	5661	-90	patrol_flip		int:path=0
restuss_imperial_stormtrooper_st3	75		literal	5389	80	5661	-90	patrol_flip		int:path=0
restuss_imperial_stormtrooper_st3	75		literal	5391	80	5661	-90	patrol_flip		int:path=0
restuss_imperial_stormtrooper_st3	75		literal	5393	80	5661	-90	patrol_flip		int:path=0
restuss_imperial_stormtrooper_st3	75		literal	5395	80	5661	-90	patrol_flip		int:path=0
restuss_imperial_stormtrooper_st3	75		literal	5383	80	5674	-90	patrol_flip		int:path=1
restuss_imperial_stormtrooper_st3	75		literal	5385	80	5674	-90	patrol_flip		int:path=1
restuss_imperial_stormtrooper_st3	75		literal	5387	80	5674	-90	patrol_flip		int:path=1
restuss_imperial_stormtrooper_st3	75		literal	5389	80	5674	-90	patrol_flip		int:path=1
restuss_imperial_stormtrooper_st3	75		literal	5391	80	5674	-90	patrol_flip		int:path=1
restuss_imperial_stormtrooper_st3	75		literal	5393	80	5674	-90	patrol_flip		int:path=1
restuss_elite_dark_trooper	75		literal	5395	80	5674	-90	patrol_flip		int:path=1
restuss_elite_rebel_commando	75		literal	5389	80	5449	90	patrol_flip		int:path=3
restuss_rebel_trooper_st3	75		literal	5389	80	5451	90	patrol_flip		int:path=3
restuss_rebel_trooper_st3	75		literal	5389	80	5453	90	patrol_flip		int:path=3
restuss_rebel_trooper_st3	75		literal	5389	80	5455	90	patrol_flip		int:path=3
restuss_rebel_trooper_st3	75		literal	5389	80	5457	90	patrol_flip		int:path=3
restuss_rebel_trooper_st3	75		literal	5389	80	5459	90	patrol_flip		int:path=3
restuss_rebel_trooper_st3	75		literal	5389	80	5461	90	patrol_flip		int:path=3
restuss_rebel_trooper_st3	75		literal	5401	80	5449	90	patrol_flip		int:path=2
restuss_rebel_trooper_st3	75		literal	5401	80	5451	90	patrol_flip		int:path=2
restuss_rebel_trooper_st3	75		literal	5401	80	5453	90	patrol_flip		int:path=2
restuss_rebel_trooper_st3	75		literal	5401	80	5455	90	patrol_flip		int:path=2
restuss_rebel_trooper_st3	75		literal	5401	80	5457	90	patrol_flip		int:path=2
restuss_rebel_trooper_st3	75		literal	5401	80	5459	90	patrol_flip		int:path=2
restuss_elite_rebel_commando	75		literal	5401	80	5461	90	patrol_flip		int:path=2
clientfx:rebel_transport_touch_and_go.prt:forced_visability-150	65		literal	5396	82	5424	0			
clientfx:imperial_transport_touch_and_go.prt:forced_visability-300	65		literal	5401	80	5678	0			
restuss_elite_dark_trooper	125		literal	5383	80	5655	-90	patrol_flip		int:path=0
restuss_imperial_stormtrooper_st3	125		literal	5385	80	5655	-90	patrol_flip		int:path=0
restuss_imperial_stormtrooper_st3	125		literal	5387	80	5655	-90	patrol_flip		int:path=0
restuss_imperial_stormtrooper_st3	125		literal	5389	80	5655	-90	patrol_flip		int:path=0
restuss_imperial_stormtrooper_st3	125		literal	5391	80	5655	-90	patrol_flip		int:path=0
restuss_imperial_stormtrooper_st3	125		literal	5393	80	5655	-90	patrol_flip		int:path=0
restuss_imperial_stormtrooper_st3	125		literal	5395	80	5655	-90	patrol_flip		int:path=0
restuss_imperial_stormtrooper_st3	125		literal	5383	80	5675	-90	patrol_flip		int:path=1
restuss_imperial_stormtrooper_st3	125		literal	5385	80	5675	-90	patrol_flip		int:path=1
restuss_imperial_stormtrooper_st3	125		literal	5387	80	5675	-90	patrol_flip		int:path=1
restuss_imperial_stormtrooper_st3	125		literal	5389	80	5675	-90	patrol_flip		int:path=1
restuss_imperial_stormtrooper_st3	125		literal	5391	80	5675	-90	patrol_flip		int:path=1
restuss_imperial_stormtrooper_st3	125		literal	5393	80	5675	-90	patrol_flip		int:path=1
restuss_elite_dark_trooper	125		literal	5395	80	5675	-90	patrol_flip		int:path=1
restuss_elite_rebel_commando	125		literal	5387	80	5449	90	patrol_flip		int:path=3
restuss_rebel_trooper_st3	125		literal	5391	80	5451	90	patrol_flip		int:path=3
restuss_rebel_trooper_st3	125		literal	5391	80	5453	90	patrol_flip		int:path=3
restuss_rebel_trooper_st3	125		literal	5391	80	5455	90	patrol_flip		int:path=3
restuss_rebel_trooper_st3	125		literal	5391	80	5457	90	patrol_flip		int:path=3
restuss_rebel_trooper_st3	125		literal	5391	80	5459	90	patrol_flip		int:path=3
restuss_rebel_trooper_st3	125		literal	5391	80	5461	90	patrol_flip		int:path=3
restuss_rebel_trooper_st3	125		literal	5399	80	5449	90	patrol_flip		int:path=2
restuss_rebel_trooper_st3	125		literal	5399	80	5451	90	patrol_flip		int:path=2
restuss_rebel_trooper_st3	125		literal	5399	80	5453	90	patrol_flip		int:path=2
restuss_rebel_trooper_st3	125		literal	5399	80	5455	90	patrol_flip		int:path=2
restuss_rebel_trooper_st3	125		literal	5399	80	5457	90	patrol_flip		int:path=2
restuss_rebel_trooper_st3	125		literal	5399	80	5459	90	patrol_flip		int:path=2
restuss_elite_rebel_commando	125		literal	5399	80	5461	90	patrol_flip		int:path=2
clientfx:rebel_transport_touch_and_go.prt:forced_visability-150	115		literal	5396	82	5424	0			
clientfx:imperial_transport_touch_and_go.prt:forced_visability-300	115		literal	5401	80	5678	0			
endOfLine	900									
