Name	Type	SplineControlPoints	CenterLocationX	CenterLocationY	CenterLocationZ	Radius	FlattenDepth	FaceTowards	NumAsteroids	RandomSeed	ScaleMin	ScaleMax	RotationMin	RotationMax	FieldStyleTable	RadialStyleTable	NumRadialAsteroids	MaxViewableDistance	ViewAllDistance	SoundEffect
	cube		3900	900	3410	320			51	48	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_medium.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_xwingvstie.iff	74	6000	1000	sound/amb_ast_large_field.snd
	cube		2500	-1500	150	624			86	41029	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_medium.iff	datatables/space/asteroidfield/fieldstyle/radial_s01.iff	32	7000	1000	sound/amb_ast_large_field.snd
	cube		2000	-1000	230	512			74	341	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_medium.iff	datatables/space/asteroidfield/fieldstyle/radial_s01.iff	32	7000	1000	sound/amb_ast_large_field.snd
	cube		1500	-1320	350	497			68	987	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_medium.iff	datatables/space/asteroidfield/fieldstyle/radial_s01.iff	32	7000	1000	sound/amb_ast_large_field.snd
	cube		-4273	3973	2351	450			50	49834	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_large.iff	datatables/space/asteroidfield/fieldstyle/radial_s01.iff	50	7000	1000	sound/amb_ast_large_field.snd
	cube		-4273	4700	2351	250			55	93716	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_medium.iff	datatables/space/asteroidfield/fieldstyle/radial_s01.iff	50	7000	1000	sound/amb_ast_large_field.snd
	cube		-4273	3100	2351	250			55	72467	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_medium.iff	datatables/space/asteroidfield/fieldstyle/radial_s01.iff	50	7000	1000	sound/amb_ast_large_field.snd
	cube		-1507	1904	-3392	500			60	67067	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_xwingvstie.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_xwingvstie.iff	50	6000	1000	sound/amb_ast_large_field.snd
	cube		-2186	-1045	-5373	300			70	57916	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_cargo.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_xwingvstie.iff	20	6000	1000	sound/amb_ast_large_field.snd
	spline	"-7604,285,5437:-6505,119,4950:-5171,-7,5188:-4653,0,6208:-5613,4,7438:-7604,285,5437"	-7604	285	5437	100	60	"-5952,-1,5946"	80	7777	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_medium.iff	datatables/space/asteroidfield/fieldstyle/radial_s01.iff	20	7000	1000	sound/amb_ast_large_field.snd
	cube		1296	5968	-5488	800			80	1111	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_medium.iff	datatables/space/asteroidfield/fieldstyle/radial_s01.iff	20	7000	1000	sound/amb_ast_large_field.snd
	cube		3863	-3727	-871	300			80	3333	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_xwingvstie.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_xwingvstie.iff	15	7000	1000	sound/amb_ast_large_field.snd
	cube		-248	-3498	1800	300			100	2222	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_tie.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_tie.iff	20	7000	1000	sound/amb_ast_large_field.snd
curved krayt spine	spline	"7541,7498,7506:1312,4566,3499:-3194,2093,-3259:-5814,-881,-3968:-5982,-3456,-5893:-3834,-5986,-6945:-779,-7551,-7460:-955,-4068,-6786"	-5814	-881	-3968	600			700	4444	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_large.iff	datatables/space/asteroidfield/fieldstyle/radial_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
quest mining field	cube		276	-64	2878	900			150	5555	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_poi_quest_iron.iff	datatables/space/asteroidfield/fieldstyle/radial_iron_asteroid_s01.iff	40	8000	1000	sound/amb_ast_large_field.snd
quest mining field 2	cube		1872	-792	2316	600			40	8888	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_poi_quest_iron.iff	datatables/space/asteroidfield/fieldstyle/radial_iron_asteroid_s01.iff	40	8000	1000	sound/amb_ast_large_field.snd
