Name	Type	SplineControlPoints	CenterLocationX	CenterLocationY	CenterLocationZ	Radius	FlattenDepth	FaceTowards	NumAsteroids	RandomSeed	ScaleMin	ScaleMax	RotationMin	RotationMax	FieldStyleTable	RadialStyleTable	NumRadialAsteroids	MaxViewableDistance	ViewAllDistance	SoundEffect
	cube		-5000	600	-5000	500			60	7642	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_death_star.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_death_star.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		-4000	400	-4000	500			60	5698	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_death_star.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_death_star.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		-3000	200	-3000	500			60	6992	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_death_star.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_death_star.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		-2000	0	-2000	500			60	5678	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_death_star.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_death_star.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		-1000	-200	-1000	500			60	3547	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_death_star_xw_tie.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_death_star_xw_tie.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		0	-400	0	500			60	8923	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_death_star.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_death_star.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		1000	-600	1000	500			60	6741	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_death_star.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_death_star.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		2000	-800	2000	500			60	5489	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_death_star.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_death_star.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		3000	-1000	3000	500			60	9831	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_death_star.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_death_star.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		4000	-1200	4000	500			60	1284	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_death_star.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_death_star.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		5000	-1400	5000	500			60	5454	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_death_star.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_death_star.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		6000	-1600	6000	500			60	9657	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_death_star_xw_tie.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_death_star_xw_tie.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		7000	-1800	7000	500			60	5523	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_death_star.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_death_star.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		7294	5490	3370	1000			60	7777	1	1	0	0	datatables/space/asteroidfield/fieldstyle/astroid_iron_large.iff	datatables/space/asteroidfield/fieldstyle/radial_iron_asteroid_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
	spline	"111,7654,3830:3399,5675,2832:7808,3972,3096:8443,2993,2061:5340,-436,-2429:1609,-2149,-2755"	8443	2993	2061	500			250	5555	1	1	0	0	datatables/space/asteroidfield/fieldstyle/astroid_iron_large.iff	datatables/space/asteroidfield/fieldstyle/radial_iron_asteroid_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
	spline	"5452,7551,6981:3501,7319,4287:2621,6142,2976:3226,5852,2937:3966,5575,3265:8881,5806,5820"	2621	6142	2976	100			2000	1111	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_xwingvstie.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_xwingvstie.iff	50	8000	1000	sound/amb_ast_large_field.snd
