Mass Distribution								
BASELINE	Armor	Weapons	Shields	Booster	Capacitor	Droid Interface	Engine	Reactor
10000	0.09	0.1	0.11	0.08	0.1	0.05	0.09	0.11

Reactor Drain Distribution								
BASELINE	Armor	Weapons	Shields	Booster	Capacitor	Droid Interface	Engine	Reactor
10000	0	0.2	0.25	0.05	0.1	0.05	0.15	0

Armor								
Name	Cert	Armor	ArmorMod	Mass	MassMod	MassCertBase		
arm_mandal_composite_j7	3	0.824	0.38	0.971	0.318	2.5	
arm_koensayr_promotional_b9_durasteel	3	0.824	0.38	0.961	0.318	2.5	
arm_kse_standard_durasteel	3	0.824	0.38	0.981	0.318	2.5	
arm_subpro_improved_light_plastisteel	3	0.824	0.38	1.001	0.318	2.5	
arm_corellian_reinforced_light_durasteel	3	0.624	0.38	0.781	0.318	2.5	
arm_incom_standard_plate	3	0.824	0.2	0.981	0.318	2.5	
arm_gallofree_mk2	3	0.824	0.3	0.981	0.318	2.5	
arm_sfs_standard_durasteel	3	0.824	0.38	0.961	0.318	2.5	
arm_cygnus_standard_weave	3	0.824	0.38	0.981	0.318	2.5	
armor_mandal_insulated_i5	4	0.824	0.38	0.981	0.317	4.375	
armor_alderaan_royal_plate	4	0.834	0.38	0.981	0.316	4.375	
armor_alderaan_royal_weave	4	0.724	0.38	0.881	0.315	4.375	
arm_koensayr_enhanced_standard_durasteel	4	0.824	0.38	0.981	0.31	4.375	
arm_sorosuub_special_intermediate_durasteel	4	0.844	0.39	0.981	0.318	4.375	
arm_mandal_double_plated_composite_j7	4	0.824	0.38	0.971	0.318	4.375	
arm_corellian_standard_durasteel	4	0.824	0.38	0.961	0.318	4.375	
arm_kse_heavy_durasteel	4	0.824	0.38	0.981	0.318	4.375	
arm_subpro_standard_plastisteel	4	0.824	0.38	1.001	0.318	4.375	
arm_koensayr_heavy_durasteel	4	0.624	0.38	0.781	0.318	4.375	
arm_incom_modified_standard_plate	4	0.824	0.2	0.981	0.318	4.375	
arm_freitek_standard	4	0.824	0.3	0.981	0.318	4.375	
arm_sfs_enhanced_standard_durasteel	4	0.824	0.38	0.961	0.318	4.375	
arm_sds_triplate_system	4	0.824	0.38	0.981	0.318	4.375	
arm_mission_reward_imperial_sfs_light_military	4	0.8	0.0001	0.65	0.0001	3.5	
armor_trilon_unknown	5	0.834	0.38	0.981	0.375	6.25	
armor_trilon_custom	5	0.724	0.38	0.981	0.375	6.25	
armor_subpro_light_plasteel	5	0.824	0.38	0.881	0.375	6.25	
arm_mandal_heavy_composite	5	0.844	0.39	0.981	0.375	6.25	
arm_mandal_custom_heavy_composite	5	0.824	0.38	0.981	0.375	6.25	
arm_kse_modified_heavy_durasteel	5	0.824	0.38	0.981	0.375	6.25	
arm_koensayr_enhanced_heavy_durasteel	5	0.824	0.38	0.981	0.375	6.25	
arm_sorosuub_heavy_plastisteel	5	0.824	0.38	0.981	0.378	6.25	
arm_koensayr_light_advanced_durasteel	5	0.624	0.38	0.881	0.375	6.25	
arm_subpro_improved_standard_durasteel	5	0.824	0.2	0.981	0.375	6.25	
armor_subpro_reinforced_plasteel	6	0.824	0.3	0.981	0.375	10.925	
armor_subpro_corrugated_durasteel	6	0.824	0.38	0.971	0.375	10.925	
arm_mandal_enhanced_heavy_composite	6	0.824	0.38	0.961	0.375	10.925	
arm_mandal_double_insulated_i5	6	0.824	0.38	0.981	0.375	10.925	
arm_kse_advanced_durasteel	6	0.834	0.38	1.001	0.375	10.925	
arm_kse_limited_heavy_durasteel	6	0.724	0.38	0.781	0.375	10.925	
arm_corellian_heavy_durasteel	6	0.824	0.38	0.981	0.355	10.925	
arm_corellian_special_standard_durasteel	6	0.844	0.39	0.981	0.375	10.925	
arm_koensayr_advanced_durasteel	6	0.824	0.38	0.961	0.375	10.925	
arm_koensayr_limited_heavy_durasteel	6	0.824	0.38	0.981	0.345	10.925	
arm_mission_reward_rebel_corellian_triplate	6	1.2	0.0001	1.2	0.0001	8.5	
arm_mission_reward_neutral_kse_handcrafted	6	1.2	0.0001	1.2	0.0001	8.5	
arm_mandal_advanced_composite	7	0.624	0.38	0.981	0.433	15.6	
arm_mandal_insulated_i7	7	0.824	0.2	0.981	0.433	15.6	
arm_subpro_heavy_plastisteel	7	0.824	0.3	0.881	0.433	15.6	
arm_subpro_limited_heavy_plastisteel	7	0.824	0.38	0.981	0.3	15.6	
arm_koensayr_thick_advanced_durasteel	7	0.824	0.38	0.981	0.433	15.6	
arm_koensayr_supreme_durasteel	7	0.824	0.38	0.971	0.433	15.6	
arm_corellian_modified_heavy_durasteel	7	0.834	0.38	0.961	0.433	15.6	
arm_corellian_advanced_durasteel	7	0.724	0.38	0.981	0.433	15.6	
arm_kse_customized_advanced_durasteel	7	0.824	0.38	0.981	0.4	15.6	
arm_kse_supreme_durasteel	7	0.844	0.39	0.981	0.433	15.6	
arm_mandal_reinforced_advanced_composite	8	0.824	0.38	0.881	0.433	27.3	
arm_mandal_double_insulated_i7	8	0.824	0.38	0.981	0.2	27.3	
arm_subpro_advanced_plasisteel	8	0.824	0.38	0.981	0.433	27.3	
arm_subpro_experimental_advanced_plastisteel	8	0.824	0.38	0.971	0.433	27.3	
arm_koensayr_limited_supreme_durasteel	8	0.624	0.38	0.961	0.433	27.3	
arm_koensayr_special_supreme_durasteel	8	0.824	0.2	0.981	0.433	27.3	
arm_corellian_improved_advanced_durasteel	8	0.824	0.3	1.001	0.433	27.3	
arm_corellian_supreme_durasteel	8	0.824	0.38	0.781	0.4	27.3	
arm_kse_modified_supreme_durasteel	8	0.824	0.38	0.981	0.433	27.3	
arm_kse_elite_durasteel	8	0.824	0.38	0.981	0.39	27.3	
arm_mission_reward_imperial_rss_special_durasteel	8	1.2	0.0001	1.2	0.0001	23	
arm_mandal_supreme_composite	9	0.724	0.38	0.981	0.483	39	
arm_mandal_modified_supreme_composite	9	0.824	0.38	0.981	0.4	39	
arm_subpro_supreme_plastisteel	9	0.844	0.39	0.981	0.483	39	
arm_subpro_enhanced_supreme_plastisteel	9	0.824	0.38	0.971	0.483	39	
arm_koensayr_elite_plastisteel	9	0.824	0.38	0.961	0.3	39	
arm_koensayr_improved_elite_plastisteel	9	0.824	0.38	0.981	0.483	39	
arm_corellian_reinforced_supreme_durasteel	9	0.824	0.38	1.001	0.483	39	
arm_corellian_elite_durasteel	9	0.624	0.38	0.781	0.483	39	
arm_sorosuub_advanced_plastisteel	9	0.824	0.2	0.981	0.4	39	
arm_sorosuub_enhanced_advanced_plastisteel	9	0.824	0.3	0.981	0.483	39	
arm_kessel_rebel_mandal_corrugated_plastisteel	9	1.05	0.38	1.2	0.25	39	
arm_kessel_rebel_sorosuub_spidershell_plating	9	1	0.38	1.1	0.1	39	
arm_kessel_imperial_sfs_imperial_finest	9	1	0.38	1.1	0.1	39	
arm_kessel_imperial_rendili_crystalline_durasteel	9	1.05	0.38	1.2	0.483	39	
arm_mandal_elite_composite	10	0.624	0.38	0.981	0.483	47	
arm_mandal_enhanced_elite_composite	10	0.824	0.2	0.971	0.4	47	
arm_subpro_elite_plastisteel	10	0.824	0.3	0.981	0.483	47	
arm_subpro_special_elite_plastisteel	10	0.824	0.38	0.971	0.483	47												
arm_sorosuub_elite_plastisteel	10	0.824	0.38	0.981	0.3	47												
arm_sorosuub_modified_elite_plastisteel	10	0.824	0.38	0.971	0.483	47												
arm_corellian_enhanced_elite_plastisteel	10	0.834	0.38	0.961	0.483	47												
arm_moncal_elite_weave	10	0.724	0.38	0.981	0.483	47												
arm_moncal_supreme_weave	10	0.824	0.38	1.001	0.4	47												
arm_moncal_advanced_weave	10	0.844	0.39	0.781	0.483	47												
arm_kessel_rebel_slayn_flexsteel_multilayer	10	1	0.38	1.1	0.25	47												
arm_kessel_imperial_sds_imperial_impervious	10	1	0.3	1.1	0.1	47												
																		
Booster																		
Name	Cert	Hitpoints	HitpointsMod	EnergyMaint	EnergyMaintMod	Mass	MassMod	Energy	EnergyMod	Recharge	RechargeMod	Consumption	ConsumptionMod	Accel	AccelMod	MaxSpeed	MaxSpeedMod	MassCertBase
bst_tiefighter_basic	1	1	0.05	1	0.15	1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	1
bst_z95_basic	1	1	0.05	1	0.15	1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	1
bst_incom_intimidator_mk1	1	1	0.05	1	0.15	1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	1
bst_kuat_military_mk1	1	1	0.05	1	0.15	1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	1
bst_koensayr_evh12	1	1	0.05	1	0.15	1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	1
bst_mandal_jbj_mk1	1	1	0.05	1	0.15	1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	1
bst_subpro_accelatron_mk1	1	1	0.05	1	0.15	1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	1
bst_corellian_tjh3	1	1	0.05	1	0.15	1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	1
bst_moncal_jlc37	1	1	0.05	1	0.15	1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	1
bst_sorosuub_liberator_mk1	1	1	0.05	1	0.15	1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	1
bst_kse_cb6	1	1	0.05	1	0.15	1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	1
bst_incom_nkj31	1	1	0.05	1	0.15	1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	1
bst_slayn_ion_booster_mk1	1	1	0.05	1	0.15	1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	1
bst_gallofree_light	1	1	0.05	1	0.15	1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	1
bst_sfs_imperial_1	1	1	0.05	1	0.15	1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	1
bst_sap_imperial_1	2	1	0.05	1	0.15	1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	1.75
bst_freitek_outrunner_x1	2	1	0.05	1	0.15	1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	1.75
bst_cygnus_flashboost3	2	1	0.05	1	0.15	1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	1.75
bst_surronian_nomad_x4	2	1	0.05	1	0.15	1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	1.75
bst_qualdex_xboost_mk1	2	1	0.05	1	0.15	1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	1.75
bst_koensayr_special_evh12	2	1	0.05	1	0.15	1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	1.75
bst_mandal_enhanced_jbj_mk1	2	1	0.05	1	0.15	1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	1.75
bst_subpro_tuned_accelatron_mk1	2	1	0.05	1	0.15	1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	1.75
bst_corellian_experimental_tjh3	2	1	0.05	1	0.15	1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	1.75
bst_moncal_limited_jlc37	2	1	0.05	1	0.15	1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	1.75
bst_sorosuub_prized_liberator_mk1	2	1	0.05	1	0.15	1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	1.75
bst_kse_performance_cb6	2	1	0.05	1	0.15	1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	1.75
bst_incom_performance_nkj31	2	1	0.05	1	0.15	1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	1.75
bst_incom_intimidator_mk2	3	1	0.05	1.05	0.15	1.05	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	2.5
bst_koensayr_standard	3	1	0.05	1.05	0.15	1.05	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	2.5
bst_mandal_jbj_mk2	3	1	0.05	1.05	0.15	1.05	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	2.5
bst_subpro_accelatron_mk2	3	1	0.05	1.05	0.15	1.05	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	2.5
bst_corellian_standard_thrust_enhancer	3	1	0.05	1.05	0.15	1.05	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	2.5
bst_moncal_standard	3	1	0.05	1.05	0.15	1.05	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	2.5
bst_sorosuub_liberator_mk2	3	1	0.05	1.05	0.15	1.05	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	2.5
bst_kse_bti1	3	1	0.05	1.05	0.15	1.05	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	2.5
bst_incom_mynock	3	1	0.05	1.05	0.15	1.05	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	2.5
bst_sap_imperial_2	3	1	0.05	1.05	0.15	1.05	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	2.5
bst_cygnus_flashboost4	3	1	0.05	1.05	0.15	1.05	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	2.5
bst_sfs_imperial_2	3	1	0.05	1.05	0.15	1.05	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	2.5
bst_surronian_nomad_x8	4	1	0.05	1.05	0.15	1.05	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	4.375
bst_qualdex_xboost_mk2	4	1	0.05	1.05	0.15	1.05	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	4.375
bst_kuat_military_mk2	4	1	0.05	1.05	0.15	1.05	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	4.375
bst_koensayr_improved_standard	4	1	0.05	1.05	0.15	1.05	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	4.375
bst_mandal_modified_jbj_mk2	4	1	0.05	1.05	0.15	1.05	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	4.375
bst_subpro_enhanced_accelatron_mk2	4	1	0.05	1.05	0.15	1.05	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	4.375
bst_corellian_promotional_standard_thrust_enhancer	4	1	0.05	1.05	0.15	1.05	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	4.375
bst_moncal_deluxe_standard	4	1	0.05	1.05	0.15	1.05	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	4.375
bst_sorosuub_improved_liberator_mk2	4	1	0.05	1.05	0.15	1.05	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	4.375
bst_kse_performance_bti1	4	1	0.05	1.05	0.15	1.05	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	4.375
bst_incom_enhanced_mynock	4	1	0.05	1.05	0.15	1.05	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	4.375
bst_sds_enhanced_imperial_2	4	1	0.05	1.05	0.15	1.05	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	4.375
bst_kde_br12	4	1	0.05	1.05	0.15	1.05	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	4.375
bst_rss_special	4	1	0.05	1.05	0.15	1.05	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	4.375
bst_mission_reward_imperial_rss_ion_booster	4	1.3	0.0001	0.9	0.0001	0.9	0.0001	1.2	0.0001	1.2	0.0001	1.2	0.0001	1.1	0.0001	1	0.0001	4.375
bst_mission_reward_rebel_novaldex_hypernova	4	1.3	0.0001	0.9	0.0001	0.9	0.0001	1.2	0.0001	1.2	0.0001	1.2	0.0001	1.1	0.0001	1	0.0001	4.375
bst_mission_reward_neutral_mandal_m_series	4	1.3	0.0001	0.9	0.0001	0.9	0.0001	1.2	0.0001	1.2	0.0001	1.2	0.0001	1.1	0.0001	1	0.0001	4.375
bst_incom_intimidator_mk3	5	1	0.05	1.1	0.15	1.1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	6.25
bst_novaldex_pulsar	5	1	0.05	1.1	0.15	1.1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	6.25
bst_qualdex_xboost_mk3	5	1	0.05	1.1	0.15	1.1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	6.25
bst_koensayr_racer_mk1	5	1	0.05	1.1	0.15	1.1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	6.25
bst_koensayr_heavy	5	1	0.05	1.1	0.15	1.1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	6.25
bst_mandal_jbj_mk3	5	1	0.05	1.1	0.15	1.1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	6.25
bst_subpro_accelatron_mk3	5	1	0.05	1.1	0.15	1.1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	6.25
bst_corellian_heavy_thrust_enhancer	5	1	0.05	1.1	0.15	1.1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	6.25
bst_moncal_heavy	5	1	0.05	1.1	0.15	1.1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	6.25
bst_sorosuub_liberator_mk3	5	1	0.05	1.1	0.15	1.1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	6.25
bst_kse_bti2	5	1	0.05	1.1	0.15	1.1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	6.25
bst_incom_vynock	5	1	0.05	1.1	0.15	1.1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	6.25
bst_surronian_accelerator_mk1	6	1	0.05	1.1	0.15	1.1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	10.925
bst_koensayr_modified_heavy	6	1	0.05	1.1	0.15	1.1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	10.925
bst_mandal_improved_jbj_mk3	6	1	0.05	1.1	0.15	1.1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	10.925
bst_subpro_deluxe_accelatron_mk3	6	1	0.05	1.1	0.15	1.1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	10.925
bst_corellian_tuned_heavy_thrust_enhancer	6	1	0.05	1.1	0.15	1.1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	10.925
bst_moncal_charged_heavy	6	1	0.05	1.1	0.15	1.1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	10.925
bst_sorosuub_supercharged_liberator_mk3	6	1	0.05	1.1	0.15	1.1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	10.925
bst_kse_enhanced_bti2	6	1	0.05	1.1	0.15	1.1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	10.925
bst_incom_supercharged_vynock	6	1	0.05	1.1	0.15	1.1	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	10.925
bst_incom_intimidator_mk4	7	1	0.05	1.15	0.15	1.15	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	15.6
bst_novaldex_quasar	7	1	0.05	1.15	0.15	1.15	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	15.6
bst_qualdex_xboost_mk4	7	1	0.05	1.15	0.15	1.15	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	15.6
bst_koensayr_racer_mk2	7	1	0.05	1.15	0.15	1.15	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	15.6
bst_koensayr_advanced	7	1	0.05	1.15	0.15	1.15	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	15.6
bst_mandal_jbj_mk4	7	1	0.05	1.15	0.15	1.15	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	15.6
bst_subpro_accelatron_mk4	7	1	0.05	1.15	0.15	1.15	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	15.6
bst_corellian_advanced_thrust_enhancer	7	1	0.05	1.15	0.15	1.15	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	15.6
bst_moncal_advanced	7	1	0.05	1.15	0.15	1.15	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	15.6
bst_sorosuub_liberator_mk4	7	1	0.05	1.15	0.15	1.15	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	15.6
bst_kse_bti3	7	1	0.05	1.15	0.15	1.15	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	15.6
bst_incom_fynock	7	1	0.05	1.15	0.15	1.15	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	15.6
bst_surronian_accelerator_mk2	8	1	0.05	1.15	0.15	1.15	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	27.3
bst_kuat_military_mk3	8	1	0.05	1.15	0.15	1.15	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	27.3
bst_koensayr_charged_advanced	8	1	0.05	1.15	0.15	1.15	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	27.3
bst_mandal_deluxe_jbj_mk4	8	1	0.05	1.15	0.15	1.15	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	27.3
bst_subpro_modified_accelatron_mk4	8	1	0.05	1.15	0.15	1.15	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	27.3
bst_corellian_performance_advanced_thrust_enhancer	8	1	0.05	1.15	0.15	1.15	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	27.3
bst_moncal_rare_advanced	8	1	0.05	1.15	0.15	1.15	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	27.3
bst_sorosuub_enhanced_liberator_mk4	8	1	0.05	1.15	0.15	1.15	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	27.3
bst_kse_deluxe_bti3	8	1	0.05	1.15	0.15	1.15	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	27.3
bst_incom_deluxe_fynock	8	1	0.05	1.15	0.15	1.15	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	27.3
bst_mission_reward_rebel_qualdex_halcyon	8	1.2	0.0001	1.2	0.0001	1.2	0.0001	1.2	0.0001	1.2	0.0001	1.2	0.0001	1.1	0.0001	1	0.0001	27.3
bst_mission_reward_neutral_mandal_q_series	8	1.2	0.0001	1.2	0.0001	1.2	0.0001	1.2	0.0001	1.2	0.0001	1.2	0.0001	1.1	0.0001	1	0.0001	27.3
bst_novaldex_pulsar_advanced	9	1	0.05	1.2	0.15	1.2	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	39
bst_koensayr_racer_mk3	9	1	0.05	1.2	0.15	1.2	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	39
bst_koensayr_elite	9	1	0.05	1.2	0.15	1.2	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	39
bst_mandal_jbj_mk5	9	1	0.05	1.2	0.15	1.2	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	39
bst_subpro_accelatron_mk5	9	1	0.05	1.2	0.15	1.2	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	39
bst_corellian_elite_thrust_enhancer	9	1	0.05	1.2	0.15	1.2	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	39
bst_moncal_elite	9	1	0.05	1.2	0.15	1.2	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	39
bst_sorosuub_liberator_mk5	9	1	0.05	1.2	0.15	1.2	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	39
bst_kse_als_1	9	1	0.05	1.2	0.15	1.2	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	39
bst_incom_sls_1	9	1	0.05	1.2	0.15	1.2	0.15	1	0.1	1	0.1	1	0.1	1	0.04	1	0.03	39
bst_kessel_rebel_incom_quicksilver	9	1	0.0001	1.2	0.0001	1.2	0.0001	1	0.0001	1	0.0001	1	0.0001	1	0.0001	1	0.0001	39
bst_kessel_rebel_mandal_lightning_m1	9	1	0.0001	1.2	0.0001	1.2	0.0001	1	0.0001	1	0.0001	1	0.0001	1	0.0001	1	0.0001	39
bst_kessel_imperial_sfs_ultra_thrust	9	1	0.0001	1.2	0.0001	1.2	0.0001	1	0.0001	1	0.0001	1	0.0001	1	0.0001	1	0.0001	39
