beastType	hashBeastType	template	mountTemplate	palette_length	minScale	maxScale	hue	special_attack_family	attribute_bonus_class	notes
s[required]	h	s[required]	s	i[52]	f[1]	f[1]	i	s[predatory_cat]	"e(DEFENSE=0,DAMAGE=1,DODGE=2,BLOCK=3,NINJA=4,ARMOR_BREAK=5)[DEFENSE]"	s
bm_salt_mynock	bm_salt_mynock	bm_salt_mynock.iff			0.5	1.1	2	mynock	DAMAGE	
bm_sharnaff	bm_sharnaff	bm_sharnaff.iff			0.25	0.65	2	giraffe	DEFENSE	
bm_shaupaut	bm_shaupaut	bm_shaupaut.iff			0.5	1.5	2	monkey	DODGE
bm_shear_mite	bm_shear_mite	bm_shear_mite.iff			0.25	0.7	2	roach	NINJA
bm_skreeg	bm_skreeg	bm_skreeg.iff			0.65	1.5	2	monkey	NINJA
bm_snorbal	bm_snorbal	bm_snorbal.iff			0.25	0.75	2	elephant	DEFENSE
bm_spined_puc	bm_spined_puc	bm_spined_puc.iff			1.5	3	2	frog	DODGE
bm_spined_snake	bm_spined_snake	bm_spined_snake.iff			0.2	0.6	2	snake	NINJA
bm_squall	bm_squall	bm_squall.iff			0.75	1.5	2	rabbit	DODGE
bm_squill	bm_squill	bm_squill.iff			0.65	1.5	2	monkey	DODGE
bm_stintaril	bm_stintaril	bm_stintaril.iff			0.75	1.75	2	rat	NINJA
bm_swirl_prong	bm_swirl_prong	bm_swirl_prong.iff			0.4	1.05	2	goat	ARMOR_BREAK
bm_tanc_mite	bm_tanc_mite	bm_tanc_mite.iff			0.75	1.9	2	roach	NINJA
bm_tanray	bm_tanray	bm_tanray.iff		84	0.04	0.09	2	tanray	DAMAGE
bm_thune	bm_thune	bm_thune.iff			0.25	0.75	2	elephant	DEFENSE
bm_torton	bm_torton	bm_torton.iff			0.06	0.18	2	fambaa	DEFENSE
bm_tulrus	bm_tulrus	bm_tulrus.iff	som_tulrus	84	0.2	0.6	2	bull	DEFENSE
bm_tusk_cat	bm_tusk_cat	bm_tusk_cat.iff			0.4	1.2	2	predatory_cat	DAMAGE
bm_tybis	bm_tybis	bm_tybis.iff			0.35	0.9	2	horse	DEFENSE
bm_varactyl	bm_varactyl	bm_varactyl.iff	ep3_mount_varactyl		0.2	0.8	2	lizard	DODGE
bm_veermok	bm_veermok	bm_veermok.iff			0.35	1	2	gorilla	DAMAGE
bm_verne	bm_verne	bm_verne.iff			0.35	0.9	2	goat	ARMOR_BREAK
bm_vesp	bm_vesp	bm_vesp.iff			0.5	1	2	lizard	DODGE
bm_vir_vur	bm_vir_vur	bm_vir_vur.iff			0.75	1.7	2	rabbit	DODGE
bm_voritor_lizard	bm_voritor_lizard	bm_voritor_lizard.iff			0.4	1.2	2	lizard	DODGE
bm_vynock	bm_vynock	bm_vynock.iff			0.4	1.2	2	mynock	DAMAGE
bm_womp_rat	bm_womp_rat	bm_womp_rat.iff			0.5	1.5	2	rat	DODGE
bm_woolamander	bm_woolamander	bm_woolamander.iff			0.5	1.5	2	monkey	NINJA
bm_worrt	bm_worrt	bm_worrt.iff			1	3	2	frog	DODGE
bm_xandank	bm_xandank	bm_xandank.iff		84	0.35	0.8	2	predatory_cat	DAMAGE
bm_zucca_boar	bm_zucca_boar	bm_zucca_boar.iff			0.5	1.5	2	pig	DEFENSE
bm_mutated_jax	bm_mutated_jax	bm_mutated_jax.iff			0.75	1.5	2	predatory_cat	DAMAGE
bm_mutated_slice_hound	bm_mutated_slice_hound	bm_mutated_slice_hound.iff			0.6	1.6	2	wolf	NINJA
bm_mutated_borgax	bm_mutated_borgax	bm_mutated_borgax.iff	mutated_borgax_mount		0.3	0.9	2	raptor	NINJA
bm_mutated_chuba_fly	bm_mutated_chuba_fly	bm_mutated_chuba_fly.iff			0.7	1.35	2	frog	DODGE
bm_mutated_quenker	bm_mutated_quenker	bm_mutated_quenker.iff			0.6	1.6	2	rat	DODGE
bm_mutated_rancor	bm_mutated_rancor	bm_mutated_rancor.iff			0.18	0.47	2	elephant	DEFENSE
bm_mutated_dewback	bm_mutated_dewback	bm_mutated_dewback.iff	mutated_dewback_mount		0.3	0.6	2	bull	DEFENSE
bm_mutated_varasquactyl	bm_mutated_varasquactyl	bm_mutated_varasquactyl.iff			0.65	1.5	2	monkey	NINJA
bm_acklay	bm_acklay	bm_acklay.iff			0.25	0.65	2	mantis	DAMAGE
bm_mutated_acklay	bm_mutated_acklay	bm_mutated_acklay.iff			0.25	0.65	2	mantis	DAMAGE
bm_mutated_griffon	bm_mutated_griffon	bm_mutated_griffon.iff			0.3	0.85	2	griffon	NINJA
bm_mutated_cat	bm_mutated_cat	bm_mutated_cat.iff			0.4	1.2	2	predatory_cat	DAMAGE
bm_mutated_boar	bm_mutated_boar	bm_mutated_boar.iff			0.5	1.5	2	pig	DEFENSE
bm_mutated_cu_pa	bm_mutated_cu_pa	bm_mutated_cu_pa.iff	mutated_cu_pa_mount		0.5	1	2	raptor	DODGE
bm_baz_nitch	bm_baz_nitch	bm_baz_nitch.iff			0.9	2		turkey	DODGE
bm_pharple	bm_pharple	bm_pharple.iff			0.9	1.8		turkey	DODGE
bm_remmer	bm_remmer	bm_remmer.iff			0.7	1.6	2	rat	DODGE
bm_whisper_bird	bm_whisper_bird	bm_whisper_bird.iff			0.22	0.6		avian	DAMAGE
bm_mouf	bm_mouf	bm_mouf.iff			0.3	0.8	2	bull	DEFENSE
bm_minstyngar	bm_minstyngar	bm_minstyngar.iff			0.5	1.1	2	monkey	DAMAGE
bm_uller	bm_uller	bm_uller.iff			0.4	1.1	2	bull	DEFENSE
bm_webweaver	bm_webweaver	bm_webweaver.iff			0.2	0.6	2	spider	DODGE
bm_nerf	bm_nerf	bm_nerf.iff	nerf_mount		0.4	1.2	2	goat	ARMOR_BREAK
bm_kittle	bm_kittle	bm_kittle.iff			0.75	1.5	2	predatory_cat	DAMAGE
bm_walluga	bm_walluga	bm_walluga.iff			0.25	0.65	2	elephant	DAMAGE
bm_tauntaun	bm_tauntaun	bm_tauntaun.iff	heroic_echo_tauntaun_domesticated		0.5	1	2	raptor	DODGE
bm_wampa	bm_wampa	bm_wampa.iff			0.18	0.47	2	elephant	DEFENSE
