base_template	color_1	color_2	color_3	comments
s	i	i	i	c
object/mobile/beast_master/bm_angler.iff	5	3	6	"color nine is taken, so don’t use it."
object/mobile/beast_master/bm_gackle_bat.iff	7	1	0
object/mobile/beast_master/bm_gaping_spider.iff	4	5	8
object/mobile/beast_master/bm_gnort.iff	4	4	8
object/mobile/beast_master/bm_graul.iff	4	1	4
object/mobile/beast_master/bm_gronda.iff	6	7	7
object/mobile/beast_master/bm_gualama.iff	6	1	4
object/mobile/beast_master/bm_gubbur.iff	4	3	1
object/mobile/beast_master/bm_guf_drolg.iff	6	1	7
object/mobile/beast_master/bm_gulginaw.iff	1	8	8
object/mobile/beast_master/bm_gurk.iff	7	4	8
object/mobile/beast_master/bm_gurnaset.iff	6	6	6
object/mobile/beast_master/bm_gurreck.iff	7	7	3
object/mobile/beast_master/bm_hanadak.iff	1	6	8
object/mobile/beast_master/bm_hermit_spider.iff	7	2	1
object/mobile/beast_master/bm_horned_krevol.iff	7	4	2
object/mobile/beast_master/bm_horned_rasp.iff	1	6	3
object/mobile/beast_master/bm_huf_dun.iff	8	5	8
object/mobile/beast_master/bm_huurton.iff	1	4	6
object/mobile/beast_master/bm_ikopi.iff	4	6	2
object/mobile/beast_master/bm_jundak.iff	2	1	4
object/mobile/beast_master/bm_kaadu.iff	7	0	7
object/mobile/beast_master/bm_kai_tok.iff	6	8	1
object/mobile/beast_master/bm_kashyyyk_bantha.iff	3	8	4
object/mobile/beast_master/bm_kima.iff	7	2	4
object/mobile/beast_master/bm_kimogila.iff	8	7	2
object/mobile/beast_master/bm_kliknik.iff	5	4	5
object/mobile/beast_master/bm_krahbu.iff	1	0	5
object/mobile/beast_master/bm_kubaza_beetle.iff	3	6	7
object/mobile/beast_master/bm_kusak.iff	5	7	4
object/mobile/beast_master/bm_kwi.iff	7	7	3
object/mobile/beast_master/bm_langlatch.iff	4	2	7
object/mobile/beast_master/bm_lantern_bird.iff	1	3	2
object/mobile/beast_master/bm_lava_flea.iff	4	6	4
object/mobile/beast_master/bm_malkloc.iff	0	7	6
object/mobile/beast_master/bm_mamien.iff	7	6	4
object/mobile/beast_master/bm_mawgax.iff	3	5	8
object/mobile/beast_master/bm_merek.iff	3	2	0
object/mobile/beast_master/bm_mott.iff	6	4	1
object/mobile/beast_master/bm_murra.iff	2	6	4
object/mobile/beast_master/bm_mynock.iff	7	1	3
object/mobile/beast_master/bm_narglatch.iff	6	1	8
object/mobile/beast_master/bm_nuna.iff	2	2	7
object/mobile/beast_master/bm_peko_peko.iff	4	8	5
object/mobile/beast_master/bm_perlek.iff	6	5	6
object/mobile/beast_master/bm_piket.iff	6	7	3
object/mobile/beast_master/bm_plumed_rasp.iff	6	4	4
object/mobile/beast_master/bm_pugoriss.iff	4	0	3
object/mobile/beast_master/bm_purbole.iff	5	6	7
object/mobile/beast_master/bm_quenker.iff	2	4	0
object/mobile/beast_master/bm_rancor.iff	1	7	6
object/mobile/beast_master/bm_reptilian_flier.iff	2	3	1
object/mobile/beast_master/bm_roba.iff	5	1	2
object/mobile/beast_master/bm_rock_mite.iff	8	7	1
object/mobile/beast_master/bm_ronto.iff	0	5	6
object/mobile/beast_master/bm_salt_mynock.iff	4	8	3
object/mobile/beast_master/bm_sharnaff.iff	2	8	0
object/mobile/beast_master/bm_shaupaut.iff	0	7	5
object/mobile/beast_master/bm_shear_mite.iff	2	0	5
object/mobile/beast_master/bm_skreeg.iff	4	4	5
object/mobile/beast_master/bm_snorbal.iff	7	3	6
object/mobile/beast_master/bm_spined_puc.iff	3	7	6
object/mobile/beast_master/bm_spined_snake.iff	8	5	3
object/mobile/beast_master/bm_squall.iff	5	4	6
object/mobile/beast_master/bm_squill.iff	8	7	0
object/mobile/beast_master/bm_stintaril.iff	7	1	0
object/mobile/beast_master/bm_swirl_prong.iff	0	7	4
object/mobile/beast_master/bm_tanc_mite.iff	0	7	7
object/mobile/beast_master/bm_tanray.iff	2	4	8
object/mobile/beast_master/bm_thune.iff	8	4	2
object/mobile/beast_master/bm_torton.iff	2	5	5
object/mobile/beast_master/bm_tulrus.iff	3	3	5
object/mobile/beast_master/bm_tusk_cat.iff	1	2	8
object/mobile/beast_master/bm_tybis.iff	6	7	6
object/mobile/beast_master/bm_varactyl.iff	0	7	2
object/mobile/beast_master/bm_veermok.iff	7	0	6
object/mobile/beast_master/bm_verne.iff	7	6	5
object/mobile/beast_master/bm_vesp.iff	3	5	5
object/mobile/beast_master/bm_vir_vur.iff	2	8	7
object/mobile/beast_master/bm_voritor_lizard.iff	2	1	8
object/mobile/beast_master/bm_vynock.iff	7	6	4
object/mobile/beast_master/bm_womp_rat.iff	8	5	0
object/mobile/beast_master/bm_woolamander.iff	5	5	2
object/mobile/beast_master/bm_worrt.iff	7	0	3
object/mobile/beast_master/bm_xandank.iff	4	4	0
object/mobile/beast_master/bm_zucca_boar.iff	7	6	8
object/mobile/beast_master/bm_mutated_jax.iff	7	7	8
object/mobile/beast_master/bm_mutated_borgax.iff	5	8	8
object/mobile/beast_master/bm_mutated_chuba_fly.iff	3	6	1
object/mobile/beast_master/bm_mutated_slice_hound.iff	5	6	7
object/mobile/beast_master/bm_mutated_rancor.iff	5	7	3
object/mobile/beast_master/bm_mutated_dewback.iff	5	2	1
object/mobile/beast_master/bm_mutated_varasquactyl.iff	2	2	8
object/mobile/beast_master/bm_mutated_griffon.iff	3	3	5
object/mobile/beast_master/bm_mutated_cat.iff	8	7	5
object/mobile/beast_master/bm_mutated_boar.iff	3	1	4
object/mobile/beast_master/bm_mutated_cu_pa.iff	2	2	8
object/mobile/beast_master/bm_baz_nitch.iff	4	0	0
object/mobile/beast_master/bm_pharple.iff	1	7	0
object/mobile/beast_master/bm_remmer.iff	3	1	5
object/mobile/beast_master/bm_whisper_bird.iff	3	6	7
object/mobile/beast_master/bm_mouf.iff	5	8	4
object/mobile/beast_master/bm_minstyngar.iff	8	4	1
object/mobile/beast_master/bm_uller.iff	6	8	5
object/mobile/beast_master/bm_kittle.iff	6	7	6
object/mobile/beast_master/bm_webweaver.iff	6	8	2
object/mobile/beast_master/bm_nerf.iff	3	3	1
object/mobile/beast_master/bm_walluga.iff	1	8	7
object/mobile/beast_master/bm_tauntaun.iff	5	2	5
object/mobile/beast_master/bm_wampa.iff	5	4	6
