fileName	sceneId	fileSize
abstract/slot/arrangement/wearables/neck.iff	dungeon1:npe_shared_station	37
abstract/slot/arrangement/wearables/pant_leggings.iff	dungeon1:npe_shared_station	46
abstract/slot/arrangement/wearables/pants.iff	tutorial	39
abstract/slot/arrangement/wearables/ring_either.iff	dungeon1:npe_dungeon	54
abstract/slot/arrangement/wearables/robe_longsleeve.iff	tutorial	103
abstract/slot/arrangement/wearables/shirt.iff	tutorial	39
abstract/slot/arrangement/wearables/shoe.iff	tutorial	38
abstract/slot/arrangement/wearables/skirt.iff	dungeon1:npe_shared_station	46
abstract/slot/arrangement/wearables/vest.iff	dungeon1:npe_shared_station	39
abstract/slot/arrangement/wearables/wookiee_chest.iff	tutorial	56
abstract/slot/arrangement/wearables/wrist_l.iff	dungeon1:npe_shared_station	40
abstract/slot/arrangement/wearables/wrist_r.iff	dungeon1:npe_dungeon	40
abstract/slot/descriptor/crafting_station.iff	tutorial	50
abstract/slot/descriptor/crafting_tool.iff	tutorial	82
abstract/slot/descriptor/default_lightsaber.iff	tutorial	61
abstract/slot/descriptor/default_weapon.iff	tutorial	76
abstract/slot/descriptor/mount_rider.iff	dungeon1:npe_dungeon	391
abstract/slot/descriptor/player.iff	tutorial	336
abstract/slot/descriptor/ship_control_device.iff	dungeon1:npe_shared_station	52
abstract/slot/descriptor/ship_single_seat.iff	dungeon1:npe_shared_station	54
abstract/slot/descriptor/tangible.iff	tutorial	51
abstract/slot/descriptor/turretcontrol_falcon.iff	space_npe_falcon	66
abstract/slot/slot_definition/slot_definitions.iff	tutorial	2214
animation/held_item_map.iff	tutorial	277
animation/posture_map.iff	tutorial	180
animation/priority_map.iff	tutorial	122
appearance/Wookiee_m.sat	dungeon1:npe_shared_station	364
appearance/animation/acklay_cbt_attack_ranged.ans	dungeon1:npe_dungeon	6586
appearance/animation/acklay_cbt_attack_ranged_add.ans	dungeon1:npe_dungeon	3382
appearance/animation/acklay_cbt_stand_combat_attack_special_1.ans	dungeon1:npe_dungeon	20446
appearance/animation/acklay_idl_incapacitated.ans	dungeon1:npe_dungeon	2046
appearance/animation/acklay_idl_stand_breathe.ans	dungeon1:npe_dungeon	22266
appearance/animation/acklay_idl_stand_combat.ans	dungeon1:npe_dungeon	10056
appearance/animation/acklay_idl_stand_look_left.ans	dungeon1:npe_dungeon	17311
appearance/animation/acklay_idl_stand_look_right.ans	dungeon1:npe_dungeon	15427
appearance/animation/acklay_loc_run.ans	dungeon1:npe_dungeon	7211
appearance/animation/acklay_loc_walk.ans	dungeon1:npe_dungeon	11029
appearance/animation/acklay_loc_walk_combat.ans	dungeon1:npe_dungeon	15959
appearance/animation/acklay_rea_get_hit_add.ans	dungeon1:npe_dungeon	3415
appearance/animation/acklay_rea_stand_combat_get_hit_heavy.ans	dungeon1:npe_dungeon	13247
appearance/animation/acklay_rea_stand_combat_get_hit_medium.ans	dungeon1:npe_dungeon	11083
appearance/animation/acklay_rea_stand_get_hit_light.ans	dungeon1:npe_dungeon	6955
appearance/animation/acklay_std_stand_combat_to_stand.ans	dungeon1:npe_dungeon	8478
appearance/animation/acklay_std_stand_to_stand_combat.ans	dungeon1:npe_dungeon	9048
appearance/animation/acklay_std_turn_left.ans	dungeon1:npe_dungeon	7359
appearance/animation/acklay_std_turn_right.ans	dungeon1:npe_dungeon	7181
appearance/animation/all_b_bind_pose.ans	dungeon1:npe_shared_station	1732
appearance/animation/all_b_cbt_pistol_fire_1_add.ans	dungeon1:npe_shared_station	1898
appearance/animation/all_b_cbt_pistol_fire_3_add.ans	tutorial	1808
appearance/animation/all_b_cbt_pistol_fire_5_add.ans	tutorial	1844
appearance/animation/all_b_cbt_pistol_kneeling_aimed_fire_1_back_left.ans	tutorial	2549
appearance/animation/all_b_cbt_pistol_kneeling_aimed_fire_1_back_right.ans	tutorial	2609
appearance/animation/all_b_cbt_pistol_kneeling_aimed_fire_1_front.ans	tutorial	2471
appearance/animation/all_b_cbt_pistol_kneeling_aimed_fire_1_front_left.ans	tutorial	2525
appearance/animation/all_b_cbt_pistol_kneeling_aimed_fire_1_front_right.ans	tutorial	2507
appearance/animation/all_b_cbt_pistol_kneeling_aimed_fire_1_left.ans	tutorial	2441
appearance/animation/all_b_cbt_pistol_kneeling_aimed_fire_1_right.ans	tutorial	2513
appearance/animation/all_b_cbt_pistol_kneeling_aimed_fire_3_back_left.ans	dungeon1:npe_shared_station	1901
appearance/animation/all_b_cbt_pistol_kneeling_aimed_fire_3_back_right.ans	dungeon1:npe_shared_station	1901
appearance/animation/all_b_cbt_pistol_kneeling_aimed_fire_3_front.ans	dungeon1:npe_shared_station	1901
appearance/animation/all_b_cbt_pistol_kneeling_aimed_fire_3_front_left.ans	dungeon1:npe_shared_station	1901
appearance/animation/all_b_cbt_pistol_kneeling_aimed_fire_3_front_right.ans	dungeon1:npe_shared_station	1901
appearance/animation/all_b_cbt_pistol_kneeling_aimed_fire_3_left.ans	dungeon1:npe_shared_station	1901
appearance/animation/all_b_cbt_pistol_kneeling_aimed_fire_3_right.ans	dungeon1:npe_shared_station	1901
appearance/animation/all_b_cbt_pistol_kneeling_aimed_fire_5_back_left.ans	dungeon1:npe_shared_station	1937
appearance/animation/all_b_cbt_pistol_kneeling_aimed_fire_5_front.ans	dungeon1:npe_shared_station	1937
appearance/animation/all_b_cbt_pistol_kneeling_aimed_fire_5_front_left.ans	dungeon1:npe_shared_station	1937
appearance/animation/all_b_cbt_pistol_kneeling_aimed_fire_5_front_right.ans	dungeon1:npe_shared_station	1937
appearance/animation/all_b_cbt_pistol_kneeling_aimed_fire_5_left.ans	dungeon1:npe_shared_station	1937
appearance/animation/all_b_cbt_pistol_kneeling_aimed_fire_5_right.ans	dungeon1:npe_shared_station	1937
appearance/animation/all_b_cbt_pistol_kneeling_aimed_idle.ans	dungeon1:npe_shared_station	5053
appearance/animation/all_b_cbt_pistol_kneeling_aimed_idle_back_left.ans	dungeon1:npe_shared_station	4435
appearance/animation/all_b_cbt_pistol_kneeling_aimed_idle_back_right.ans	dungeon1:npe_shared_station	5839
appearance/animation/all_b_cbt_pistol_kneeling_aimed_idle_front_left.ans	dungeon1:npe_shared_station	4129
appearance/animation/all_b_cbt_pistol_kneeling_aimed_idle_front_right.ans	dungeon1:npe_shared_station	3817
appearance/animation/all_b_cbt_pistol_kneeling_aimed_idle_left.ans	dungeon1:npe_shared_station	3775
appearance/animation/all_b_cbt_pistol_kneeling_aimed_idle_right.ans	dungeon1:npe_shared_station	3589
appearance/animation/all_b_cbt_pistol_kneeling_hold_idle.ans	tutorial	5023
appearance/animation/all_b_cbt_pistol_kneeling_ready_fire_dive_to_pistol_prone_ready.ans	dungeon1:npe_shared_station	9982
appearance/animation/all_b_cbt_pistol_kneeling_ready_to_pistol_standing_ready.ans	tutorial	11050
appearance/animation/all_b_cbt_pistol_prone_aimed_fire_3.ans	dungeon1:npe_shared_station	3732
appearance/animation/all_b_cbt_pistol_prone_aimed_fire_5.ans	dungeon1:npe_shared_station	4752
appearance/animation/all_b_cbt_pistol_prone_aimed_idl1.ans	dungeon1:npe_shared_station	6186
appearance/animation/all_b_cbt_pistol_prone_ready_fire_kip_up_to_standing.ans	dungeon1:npe_shared_station	12551
appearance/animation/all_b_cbt_pistol_prone_ready_fire_tumble_to_pistol_kneeling_ready.ans	dungeon1:npe_shared_station	12153
appearance/animation/all_b_cbt_pistol_run_ready.ans	tutorial	13883
appearance/animation/all_b_cbt_pistol_run_ready_back_left.ans	tutorial	5747
appearance/animation/all_b_cbt_pistol_run_ready_back_right.ans	tutorial	5951
appearance/animation/all_b_cbt_pistol_run_ready_front_left.ans	tutorial	5747
appearance/animation/all_b_cbt_pistol_run_ready_front_right.ans	tutorial	5747
appearance/animation/all_b_cbt_pistol_run_ready_left.ans	tutorial	5747
appearance/animation/all_b_cbt_pistol_run_ready_right.ans	tutorial	5747
appearance/animation/all_b_cbt_pistol_standing_aimed_fire_1_back_left.ans	dungeon1:npe_shared_station	2405
appearance/animation/all_b_cbt_pistol_standing_aimed_fire_1_back_right.ans	dungeon1:npe_shared_station	2429
appearance/animation/all_b_cbt_pistol_standing_aimed_fire_1_front.ans	dungeon1:npe_shared_station	2369
appearance/animation/all_b_cbt_pistol_standing_aimed_fire_1_front_left.ans	dungeon1:npe_shared_station	2411
appearance/animation/all_b_cbt_pistol_standing_aimed_fire_1_front_right.ans	dungeon1:npe_shared_station	2441
appearance/animation/all_b_cbt_pistol_standing_aimed_fire_1_left.ans	dungeon1:npe_shared_station	2447
appearance/animation/all_b_cbt_pistol_standing_aimed_fire_1_right.ans	dungeon1:npe_shared_station	2453
appearance/animation/all_b_cbt_pistol_standing_aimed_fire_3_back_left.ans	tutorial	1901
appearance/animation/all_b_cbt_pistol_standing_aimed_fire_3_back_right.ans	tutorial	1901
appearance/animation/all_b_cbt_pistol_standing_aimed_fire_3_front.ans	tutorial	1901
appearance/animation/all_b_cbt_pistol_standing_aimed_fire_3_front_left.ans	tutorial	1901
appearance/animation/all_b_cbt_pistol_standing_aimed_fire_3_front_right.ans	tutorial	1901
appearance/animation/all_b_cbt_pistol_standing_aimed_fire_3_left.ans	tutorial	1901
appearance/animation/all_b_cbt_pistol_standing_aimed_fire_3_right.ans	tutorial	1901
appearance/animation/all_b_cbt_pistol_standing_aimed_fire_5_back_left.ans	tutorial	1937
appearance/animation/all_b_cbt_pistol_standing_aimed_fire_5_back_right.ans	tutorial	1937
appearance/animation/all_b_cbt_pistol_standing_aimed_fire_5_front.ans	tutorial	1937
appearance/animation/all_b_cbt_pistol_standing_aimed_fire_5_front_left.ans	tutorial	1937
appearance/animation/all_b_cbt_pistol_standing_aimed_fire_5_front_right.ans	tutorial	1937
appearance/animation/all_b_cbt_pistol_standing_aimed_fire_5_left.ans	tutorial	1937
appearance/animation/all_b_cbt_pistol_standing_aimed_fire_5_right.ans	tutorial	1937
appearance/animation/all_b_cbt_pistol_standing_aimed_idl1.ans	tutorial	7165
appearance/animation/all_b_cbt_pistol_standing_aimed_idle_back_left.ans	tutorial	6817
appearance/animation/all_b_cbt_pistol_standing_aimed_idle_back_right.ans	tutorial	7735
appearance/animation/all_b_cbt_pistol_standing_aimed_idle_front_left.ans	tutorial	5221
appearance/animation/all_b_cbt_pistol_standing_aimed_idle_front_right.ans	tutorial	5347
appearance/animation/all_b_cbt_pistol_standing_aimed_idle_left.ans	tutorial	6373
appearance/animation/all_b_cbt_pistol_standing_aimed_idle_right.ans	tutorial	4147
appearance/animation/all_b_cbt_pistol_standing_aimed_to_ready.ans	dungeon1:npe_shared_station	6504
appearance/animation/all_b_cbt_pistol_standing_ready_fire_dive_to_pistol_prone_ready.ans	dungeon1:npe_shared_station	10504
appearance/animation/all_b_cbt_pistol_standing_ready_fire_tumble_to_pistol_kneeling_ready.ans	dungeon1:npe_shared_station	12459
appearance/animation/all_b_cbt_pistol_standing_ready_idl1.ans	space_ord_mantell	6264
appearance/animation/all_b_cbt_pistol_standing_ready_to_aimed.ans	dungeon1:npe_shared_station	5544
appearance/animation/all_b_cbt_pistol_standing_ready_to_pistol_kneeling_ready.ans	dungeon1:npe_dungeon	11144
appearance/animation/all_b_cbt_pistol_standing_ready_to_pistol_prone_ready.ans	dungeon1:npe_shared_station	9672
appearance/animation/all_b_cbt_pistol_walk_aimed.ans	tutorial	11584
appearance/animation/all_b_cbt_pistol_walk_aimed_back_left.ans	tutorial	11366
appearance/animation/all_b_cbt_pistol_walk_aimed_back_right.ans	tutorial	10658
appearance/animation/all_b_cbt_pistol_walk_aimed_front_left.ans	tutorial	11246
appearance/animation/all_b_cbt_pistol_walk_aimed_front_right.ans	tutorial	11174
appearance/animation/all_b_cbt_pistol_walk_aimed_left.ans	tutorial	11168
appearance/animation/all_b_cbt_pistol_walk_aimed_right.ans	tutorial	10454
appearance/animation/all_b_cbt_pistol_whip.ans	dungeon1:npe_shared_station	8178
appearance/animation/all_b_cbt_pole_standing_ready_block_middle_l.ans	dungeon1:npe_dungeon	12121
appearance/animation/all_b_cbt_pole_standing_ready_combo_2_b.ans	dungeon1:npe_dungeon	15690
appearance/animation/all_b_cbt_pole_standing_ready_combo_2_c.ans	dungeon1:npe_dungeon	22330
appearance/animation/all_b_cbt_pole_standing_ready_combo_4_c.ans	dungeon1:npe_dungeon	41816
appearance/animation/all_b_cbt_pole_standing_ready_hrz_slash_high_l.ans	dungeon1:npe_shared_station	9634
appearance/animation/all_b_cbt_pole_standing_ready_hrz_slash_high_r.ans	dungeon1:npe_shared_station	9400
appearance/animation/all_b_cbt_pole_standing_ready_hrz_slash_low_l.ans	dungeon1:npe_shared_station	9274
appearance/animation/all_b_cbt_pole_standing_ready_hrz_slash_low_r.ans	dungeon1:npe_shared_station	11146
appearance/animation/all_b_cbt_pole_standing_ready_hrz_slash_middle_l.ans	dungeon1:npe_shared_station	10204
appearance/animation/all_b_cbt_pole_standing_ready_hrz_slash_middle_r.ans	dungeon1:npe_shared_station	10336
appearance/animation/all_b_cbt_pole_standing_ready_idle_1.ans	dungeon1:npe_dungeon	63402
appearance/animation/all_b_cbt_pole_standing_ready_idle_2.ans	dungeon1:npe_dungeon	10143
appearance/animation/all_b_cbt_pole_standing_ready_idle_3.ans	dungeon1:npe_dungeon	132322
appearance/animation/all_b_cbt_pole_standing_ready_idle_4.ans	dungeon1:npe_dungeon	37013
appearance/animation/all_b_cbt_pole_standing_ready_idle_5.ans	dungeon1:npe_shared_station	9255
appearance/animation/all_b_cbt_pole_standing_ready_idle_6.ans	dungeon1:npe_shared_station	9153
appearance/animation/all_b_cbt_pole_standing_ready_lunge_high.ans	dungeon1:npe_shared_station	16754
appearance/animation/all_b_cbt_pole_standing_ready_lunge_low.ans	dungeon1:npe_shared_station	14960
appearance/animation/all_b_cbt_pole_standing_ready_lunge_middle.ans	dungeon1:npe_shared_station	17972
appearance/animation/all_b_cbt_pole_standing_ready_spn_hrz_slash_l.ans	dungeon1:npe_shared_station	19776
appearance/animation/all_b_cbt_pole_standing_ready_spn_hrz_slash_r.ans	dungeon1:npe_shared_station	17462
appearance/animation/all_b_cbt_pole_standing_ready_thrust_high.ans	dungeon1:npe_shared_station	10726
appearance/animation/all_b_cbt_polearm_attack_mask.ans	dungeon1:npe_shared_station	7426
appearance/animation/all_b_cbt_reload.ans	dungeon1:npe_shared_station	11987
appearance/animation/all_b_cbt_rifle_a_kneeling_aimed_idle.ans	dungeon1:npe_shared_station	3841
appearance/animation/all_b_cbt_rifle_a_kneeling_hold_idle.ans	tutorial	6769
appearance/animation/all_b_cbt_rifle_a_prone_aimed_idl1.ans	dungeon1:npe_shared_station	13274
appearance/animation/all_b_cbt_rifle_a_run_held.ans	tutorial	5757
appearance/animation/all_b_cbt_rifle_a_standing_aimed_to_ready.ans	dungeon1:npe_shared_station	10620
appearance/animation/all_b_cbt_rifle_a_standing_hold_idle.ans	tutorial	7851
appearance/animation/all_b_cbt_rifle_a_walk_aimed.ans	tutorial	12474
appearance/animation/all_b_cbt_rifle_a_walk_hold.ans	tutorial	7281
appearance/animation/all_b_cbt_rifle_butt.ans	dungeon1:npe_shared_station	9420
appearance/animation/all_b_cbt_rifle_fire_1_add.ans	dungeon1:npe_shared_station	1772
appearance/animation/all_b_cbt_rifle_fire_3_add.ans	dungeon1:npe_shared_station	1808
appearance/animation/all_b_cbt_rifle_fire_5_add.ans	tutorial	1844
appearance/animation/all_b_cbt_rifle_fire_7_add.ans	tutorial	4562
appearance/animation/all_b_cbt_rifle_kneeling_aimed_butt.ans	dungeon1:npe_shared_station	4471
appearance/animation/all_b_cbt_rifle_kneeling_aimed_fire_1_back_left.ans	dungeon1:npe_shared_station	5253
appearance/animation/all_b_cbt_rifle_kneeling_aimed_fire_1_back_right.ans	dungeon1:npe_shared_station	5565
appearance/animation/all_b_cbt_rifle_kneeling_aimed_fire_1_front.ans	dungeon1:npe_shared_station	5151
appearance/animation/all_b_cbt_rifle_kneeling_aimed_fire_1_front_left.ans	dungeon1:npe_shared_station	5565
appearance/animation/all_b_cbt_rifle_kneeling_aimed_fire_1_front_right.ans	dungeon1:npe_shared_station	5457
appearance/animation/all_b_cbt_rifle_kneeling_aimed_fire_1_left.ans	dungeon1:npe_shared_station	5331
appearance/animation/all_b_cbt_rifle_kneeling_aimed_fire_1_right.ans	dungeon1:npe_shared_station	5367
appearance/animation/all_b_cbt_rifle_kneeling_aimed_fire_3_back_left.ans	dungeon1:npe_dungeon	11779
appearance/animation/all_b_cbt_rifle_kneeling_aimed_fire_3_back_right.ans	dungeon1:npe_dungeon	12487
appearance/animation/all_b_cbt_rifle_kneeling_aimed_fire_3_front.ans	dungeon1:npe_dungeon	11891
appearance/animation/all_b_cbt_rifle_kneeling_aimed_fire_3_front_left.ans	dungeon1:npe_dungeon	12299
appearance/animation/all_b_cbt_rifle_kneeling_aimed_fire_3_front_right.ans	dungeon1:npe_dungeon	11527
appearance/animation/all_b_cbt_rifle_kneeling_aimed_fire_3_left.ans	dungeon1:npe_dungeon	12079
appearance/animation/all_b_cbt_rifle_kneeling_aimed_fire_3_right.ans	dungeon1:npe_dungeon	11807
appearance/animation/all_b_cbt_rifle_kneeling_aimed_fire_5_back_left.ans	dungeon1:npe_dungeon	2715
appearance/animation/all_b_cbt_rifle_kneeling_aimed_fire_5_back_right.ans	dungeon1:npe_dungeon	2659
appearance/animation/all_b_cbt_rifle_kneeling_aimed_fire_5_front.ans	dungeon1:npe_dungeon	2659
appearance/animation/all_b_cbt_rifle_kneeling_aimed_fire_5_front_left.ans	dungeon1:npe_dungeon	2659
appearance/animation/all_b_cbt_rifle_kneeling_aimed_fire_5_left.ans	dungeon1:npe_dungeon	2659
appearance/animation/all_b_cbt_rifle_kneeling_aimed_fire_5_right.ans	dungeon1:npe_dungeon	2659
appearance/animation/all_b_cbt_rifle_kneeling_aimed_fire_7_back_left.ans	dungeon1:npe_shared_station	9771
appearance/animation/all_b_cbt_rifle_kneeling_aimed_fire_7_back_right.ans	dungeon1:npe_shared_station	11139
appearance/animation/all_b_cbt_rifle_kneeling_aimed_fire_7_front.ans	dungeon1:npe_shared_station	10221
appearance/animation/all_b_cbt_rifle_kneeling_aimed_fire_7_front_left.ans	dungeon1:npe_shared_station	10827
appearance/animation/all_b_cbt_rifle_kneeling_aimed_fire_7_front_right.ans	dungeon1:npe_shared_station	9015
appearance/animation/all_b_cbt_rifle_kneeling_aimed_fire_7_left.ans	dungeon1:npe_shared_station	10167
appearance/animation/all_b_cbt_rifle_kneeling_aimed_fire_7_right.ans	dungeon1:npe_shared_station	9567
appearance/animation/all_b_cbt_rifle_kneeling_aimed_idle_back_left.ans	dungeon1:npe_shared_station	5119
appearance/animation/all_b_cbt_rifle_kneeling_aimed_idle_back_right.ans	dungeon1:npe_shared_station	5851
appearance/animation/all_b_cbt_rifle_kneeling_aimed_idle_front_left.ans	dungeon1:npe_shared_station	4051
appearance/animation/all_b_cbt_rifle_kneeling_aimed_idle_front_right.ans	dungeon1:npe_shared_station	4399
appearance/animation/all_b_cbt_rifle_kneeling_aimed_idle_left.ans	dungeon1:npe_shared_station	3415
appearance/animation/all_b_cbt_rifle_kneeling_aimed_idle_right.ans	dungeon1:npe_shared_station	3301
appearance/animation/all_b_cbt_rifle_kneeling_ready_fire_dive_to_rifle_prone_ready.ans	dungeon1:npe_shared_station	8400
appearance/animation/all_b_cbt_rifle_kneeling_ready_to_rifle_standing_ready.ans	dungeon1:npe_shared_station	11356
appearance/animation/all_b_cbt_rifle_prone_aimed_fire_5.ans	dungeon1:npe_shared_station	5154
appearance/animation/all_b_cbt_rifle_prone_aimed_fire_7.ans	dungeon1:npe_shared_station	6366
appearance/animation/all_b_cbt_rifle_prone_ready_fire_kip_up_to_standing.ans	dungeon1:npe_shared_station	15005
appearance/animation/all_b_cbt_rifle_prone_ready_fire_tumble_to_rifle_kneeling_ready.ans	dungeon1:npe_shared_station	11433
appearance/animation/all_b_cbt_rifle_run_ready.ans	tutorial	5060
appearance/animation/all_b_cbt_rifle_run_ready_back_left.ans	tutorial	4562
appearance/animation/all_b_cbt_rifle_run_ready_back_right.ans	tutorial	4442
appearance/animation/all_b_cbt_rifle_run_ready_front_left.ans	tutorial	5012
appearance/animation/all_b_cbt_rifle_run_ready_front_right.ans	tutorial	4640
appearance/animation/all_b_cbt_rifle_run_ready_left.ans	tutorial	5150
appearance/animation/all_b_cbt_rifle_run_ready_right.ans	tutorial	4406
appearance/animation/all_b_cbt_rifle_standing_aimed_fire_1_back_left.ans	dungeon1:npe_shared_station	2445
appearance/animation/all_b_cbt_rifle_standing_aimed_fire_1_back_right.ans	dungeon1:npe_shared_station	2349
appearance/animation/all_b_cbt_rifle_standing_aimed_fire_1_front.ans	dungeon1:npe_shared_station	2445
appearance/animation/all_b_cbt_rifle_standing_aimed_fire_1_front_left.ans	dungeon1:npe_shared_station	2439
appearance/animation/all_b_cbt_rifle_standing_aimed_fire_1_front_right.ans	dungeon1:npe_shared_station	2487
appearance/animation/all_b_cbt_rifle_standing_aimed_fire_1_left.ans	dungeon1:npe_shared_station	2445
appearance/animation/all_b_cbt_rifle_standing_aimed_fire_1_right.ans	dungeon1:npe_shared_station	2487
appearance/animation/all_b_cbt_rifle_standing_aimed_fire_3_back_left.ans	dungeon1:npe_shared_station	12205
appearance/animation/all_b_cbt_rifle_standing_aimed_fire_3_back_right.ans	dungeon1:npe_shared_station	12199
appearance/animation/all_b_cbt_rifle_standing_aimed_fire_3_front.ans	dungeon1:npe_shared_station	11903
appearance/animation/all_b_cbt_rifle_standing_aimed_fire_3_front_left.ans	dungeon1:npe_shared_station	11339
appearance/animation/all_b_cbt_rifle_standing_aimed_fire_3_front_right.ans	dungeon1:npe_shared_station	11703
appearance/animation/all_b_cbt_rifle_standing_aimed_fire_3_left.ans	dungeon1:npe_shared_station	12251
appearance/animation/all_b_cbt_rifle_standing_aimed_fire_3_right.ans	dungeon1:npe_shared_station	12023
appearance/animation/all_b_cbt_rifle_standing_aimed_fire_5_back_left.ans	tutorial	2659
appearance/animation/all_b_cbt_rifle_standing_aimed_fire_5_back_right.ans	tutorial	2659
appearance/animation/all_b_cbt_rifle_standing_aimed_fire_5_front.ans	tutorial	2659
appearance/animation/all_b_cbt_rifle_standing_aimed_fire_5_front_left.ans	tutorial	2659
appearance/animation/all_b_cbt_rifle_standing_aimed_fire_5_front_right.ans	tutorial	2659
appearance/animation/all_b_cbt_rifle_standing_aimed_fire_5_left.ans	tutorial	2659
appearance/animation/all_b_cbt_rifle_standing_aimed_fire_5_right.ans	tutorial	2659
appearance/animation/all_b_cbt_rifle_standing_aimed_fire_7_back_left.ans	dungeon1:npe_shared_station	11061
appearance/animation/all_b_cbt_rifle_standing_aimed_fire_7_back_right.ans	dungeon1:npe_shared_station	10893
appearance/animation/all_b_cbt_rifle_standing_aimed_fire_7_front.ans	dungeon1:npe_shared_station	10443
appearance/animation/all_b_cbt_rifle_standing_aimed_fire_7_front_left.ans	dungeon1:npe_shared_station	9657
appearance/animation/all_b_cbt_rifle_standing_aimed_fire_7_front_right.ans	dungeon1:npe_shared_station	9975
appearance/animation/all_b_cbt_rifle_standing_aimed_fire_7_left.ans	dungeon1:npe_shared_station	10605
appearance/animation/all_b_cbt_rifle_standing_aimed_fire_7_right.ans	dungeon1:npe_shared_station	10371
appearance/animation/all_b_cbt_rifle_standing_aimed_idle.ans	tutorial	8261
appearance/animation/all_b_cbt_rifle_standing_aimed_idle_back_left.ans	tutorial	11099
appearance/animation/all_b_cbt_rifle_standing_aimed_idle_back_right.ans	tutorial	22707
appearance/animation/all_b_cbt_rifle_standing_aimed_idle_front_left.ans	tutorial	6929
appearance/animation/all_b_cbt_rifle_standing_aimed_idle_front_right.ans	tutorial	8675
