gcw_region_naboo_6	100000	naboo	1		galaxy	naboo
gcw_region_naboo_7	100000	naboo	1		galaxy	naboo
gcw_region_naboo_8	100000	naboo	1		galaxy	naboo
gcw_region_naboo_9	100000	naboo	1		galaxy	naboo
gcw_region_naboo_10	100000	naboo	1		galaxy	naboo
gcw_region_naboo_11	100000	naboo	1		galaxy	naboo
gcw_region_naboo_12	100000	naboo	1		galaxy	naboo
gcw_region_naboo_13	100000		1		galaxy	naboo
gcw_region_naboo_14	500000		1		galaxy	naboo	rori
rori_pve	100000				galaxy	rori
rori_pvp	100000				galaxy	rori
gcw_region_rori_1	100000	rori	1		galaxy	rori
gcw_region_rori_2	100000	rori	1		galaxy	rori
gcw_region_rori_3	100000	rori	1		galaxy	rori
gcw_region_rori_4	100000	rori	1		galaxy	rori
gcw_region_rori_5	100000	rori	1		galaxy	rori
gcw_region_rori_6	100000	rori	1		galaxy	rori
gcw_region_rori_7	100000	rori	1		galaxy	rori
gcw_region_rori_8	100000	rori	1		galaxy	rori
gcw_region_rori_9	100000	rori	1		galaxy	rori
gcw_region_rori_10	100000	rori	1		galaxy	rori
gcw_region_rori_11	100000	rori	1		galaxy	rori
gcw_region_rori_12	100000	rori	1		galaxy	rori
gcw_region_rori_13	100000		1		galaxy	rori
talus_pve	100000				galaxy	talus
talus_pvp	100000				galaxy	talus
gcw_region_talus_1	100000	talus	1		galaxy	talus
gcw_region_talus_2	100000	talus	1		galaxy	talus
gcw_region_talus_3	100000	talus	1		galaxy	talus
gcw_region_talus_4	100000	talus	1		galaxy	talus
gcw_region_talus_5	100000	talus	1		galaxy	talus
gcw_region_talus_6	100000	talus	1		galaxy	talus
gcw_region_talus_7	100000	talus	1		galaxy	talus
gcw_region_talus_8	100000	talus	1		galaxy	talus
gcw_region_talus_9	100000	talus	1		galaxy	talus
gcw_region_talus_10	100000	talus	1		galaxy	talus
gcw_region_talus_11	100000	talus	1		galaxy	talus
gcw_region_talus_12	100000	talus	1		galaxy	talus
gcw_region_talus_13	100000	talus	1		galaxy	talus
gcw_region_talus_14	100000	talus	1		galaxy	talus
gcw_region_talus_15	100000	talus	1		galaxy	talus
gcw_region_talus_16	100000		1		galaxy	talus
yavin4_pve	100000				galaxy	yavin4
yavin4_pvp	100000				galaxy	yavin4
yavin4_pvp_battlefield	100000				galaxy	yavin4
gcw_region_yavin4_1	100000	yavin4	1		galaxy	yavin4
gcw_region_yavin4_2	100000	yavin4	1		galaxy	yavin4
gcw_region_yavin4_3	100000	yavin4	1		galaxy	yavin4
gcw_region_yavin4_4	100000	yavin4	1		galaxy	yavin4
gcw_region_yavin4_5	100000	yavin4	1		galaxy	yavin4
gcw_region_yavin4_6	100000	yavin4	1		galaxy	yavin4
gcw_region_yavin4_7	100000	yavin4	1		galaxy	yavin4
gcw_region_yavin4_8	100000	yavin4	1		galaxy	yavin4
gcw_region_yavin4_9	100000	yavin4	1		galaxy	yavin4
gcw_region_yavin4_10	100000	yavin4	1		galaxy	yavin4
gcw_region_yavin4_11	100000	yavin4	1		galaxy	yavin4
gcw_region_yavin4_12	100000	yavin4	1		galaxy	yavin4
gcw_region_yavin4_13	100000	yavin4	1		galaxy	yavin4
gcw_region_yavin4_14	100000	yavin4	1		galaxy	yavin4
gcw_region_yavin4_15	100000	yavin4	1		galaxy	yavin4
gcw_region_yavin4_16	100000	yavin4	1		galaxy	yavin4
gcw_region_yavin4_17	100000		1		galaxy	yavin4
gcw_region_yavin4_18	500000		1		galaxy	yavin4
space_corellia_space_pve	100000				galaxy	corellia	talus
space_corellia_space_pvp	100000				galaxy	corellia	talus
space_dantooine_space_pve	100000				galaxy	dantooine
space_dantooine_space_pvp	100000				galaxy	dantooine
space_dathomir_space_pve	100000				galaxy	dathomir
space_dathomir_space_pvp	100000				galaxy	dathomir
space_endor_space_pve	100000				galaxy	endor
space_endor_space_pvp	100000				galaxy	endor
space_lok_space_pve	100000				galaxy	lok
space_lok_space_pvp	100000				galaxy	lok
space_naboo_space_pve	100000				galaxy	naboo	rori
space_naboo_space_pvp	100000				galaxy	naboo	rori
space_tatooine_space_pve	100000				galaxy	tatooine
space_tatooine_space_pvp	100000				galaxy	tatooine
space_yavin4_space_pve	100000				galaxy	yavin4
space_yavin4_space_pvp	100000				galaxy	yavin4
