wpn_sfs_imperial_blaster_2	6	512	600
wpn_kse_double_blaster	13	512	600
wpn_incom_tt8	12	512	600
wpn_hk_scorcher	12	512	600
wpn_freitek_cannoneer_mk1	12	512	600
wpn_kdy_pounder_mk1	11	512	600
wpn_subpro_tricannon	13	512	600
wpn_cygnus_destroyer_mk2	7	512	600
wpn_rendili_fr9_disruptor	8	512	600
wpn_subpro_modified_tricannon	13	512	600
wpn_mandal_qv3_disruptor	8	512	600
wpn_koensayr_ion_accelerator	9	512	600
wpn_haor_chall_speedblaster	13	512	600
wpn_koensayr_deluxe_ion_accelerator	9	512	600
wpn_sfs_imperial_blaster_3	6	512	600
wpn_sfs_imperial_blaster_4	6	512	600
wpn_rendili_sc3_disruptor	6	512	600
wpn_mandal_annilhator_mk1	12	512	600
wpn_incom_advanced_blaster	4	512	600
wpn_armek_sw6	9	512	600
wpn_koensayr_ion_accelerator_2	11	512	600
wpn_koensayr_ion_accelerator_3	12	512	600
wpn_hk_scorcher_2	11	512	600
wpn_hk_scorcher_3	12	512	600
wpn_taim_ix5	4	512	600
wpn_mandal_qv5_disruptor	5	512	600
wpn_subpro_advanced_cannon	5	512	600
wpn_sds_imperial_blaster_2	6	512	600
wpn_incom_tt13	4	512	600
wpn_rss_imperial_cannon	6	512	600
wpn_rendili_fr13_disruptor	6	512	600
wpn_mandal_elite_annihilator	13	512	600
wpn_rendili_advanced	5	512	600
wpn_sds_heavy_imperial_spc_forces_cannon	6	512	600
wpn_sds_imperial_special_forces_cannon	6	512	600
wpn_taim_kx8	9	512	600
wpn_incom_heavy_quad_blaster	13	512	600
wpn_hk_modified_scorcher_elite	9	512	600
wpn_sds_modified_elite	6	512	600
wpn_hk_scorcher_heavy	9	512	600
wpn_cygnus_elite	6	512	600
wpn_sds_elite	6	512	600
wpn_armek_elite	11	512	600
wpn_armek_sw8	12	512	600
wpn_rendili_sc8_disruptor	8	512	600
wpn_mandal_heavy_annihilator	13	512	600
wpn_cygnus_eradicator_1	6	512	600
wpn_sfs_elite	6	512	600
wpn_mandal_annihilator_mk2	13	512	600
wpn_subpro_tripleblaster_mark3	13	512	600
wpn_koensayr_ion_accelerator_advanced	9	512	600
wpn_mandal_advanced_annihilator	13	512	600
wpn_hk_scorcher_advanced	13	512	600
wpn_taim_elite	9	512	600
wpn_sfs_imperial_special_forces_blaster	6	512	600
wpn_armek_advanced	11	512	600
wpn_hk_scorcher_elite	9	512	600
wpn_incom_heavy_blaster	13	512	600
wpn_incom_elite_quad_blaster	13	512	600
wpn_mission_reward_imperial_cygnus_starblaster	6	512	600
wpn_mission_reward_imperial_sds_boltdriver	6	512	600
wpn_mission_reward_neutral_borstel_disruptor	8	512	600
wpn_mission_reward_neutral_hk_military_blaster	13	512	600
wpn_mission_reward_neutral_mandal_light_blaster	4	512	600
wpn_mission_reward_rebel_incom_tricannon	14	512	600
wpn_mission_reward_rebel_taim_ion_driver	9	512	600
wpn_experimental_blaster_green	6	512	600
wpn_advanced_blaster_green	6	512	600
wpn_heavy_blaster_green	2	512	600
wpn_light_blaster_green	2	512	600
wpn_medium_blaster_green	2	512	600						
wpn_spacestation_rebel_turret_s01	0	1024	600						
wpn_spacestation_rebel_turret_s02	0	1024	600						
wpn_prototype	0	512	600						
wpn_prototype_tie	2	512	600						
wpn_mining_laser_mk1	24	512	600				1		
wpn_mining_laser_mk2	24	512	600				1		
wpn_mining_laser_mk3	24	512	600				1		
wpn_tractor_pulse_gun	20	1024	300					1	1
wpn_tractor_beam_gun	20	1024	300					1	1
wpn_laser_beam_gun	21	768	300						1
wpn_corellian_heavy_gauss	18	512	600						
wpn_fastspray_2000_disruptor	8	512	600						
wpn_hoersch_railgun	19	512	600						
wpn_trandoshan_fg1a	5	512	600						
wpn_vengeance_ion_cannon	14	512	600						
wpn_vulcan_cannon	22	512	600						
wpn_elite_railgun	19	512	600						
wpn_elite_gauss	18	512	600						
wpn_elite_null_bolt	23	512	600						
wpn_ionic_pulse_weapon	17	512	600						
wpn_heavy_ionic_pulse_weapon	17	512	600						
wpn_crafted_mining_laser_mk1	24	512	600				1		
wpn_crafted_mining_laser_mk2	24	512	600				1		
wpn_crafted_mining_laser_mk3	24	512	600				1		
wpn_crafted_mining_laser_elite	24	512	600				1		
wpn_crafted_tractor_beam	20	1024	300					1	1
wpn_kessel_imperial_rendili_prototype_x	5	512	600						
wpn_kessel_imperial_sds_experimental_secret_ops	6	512	600						
wpn_kessel_imperial_sfs_elite_ops	8	512	600						
wpn_kessel_rebel_incom_dualcore_flashcannon	9	512	600						
wpn_kessel_rebel_riiz_combine_slammer_cannon	8	512	600						
wpn_kessel_rebel_unknown_rayslinger	11	512	600
wpn_nova_ioncannon	10	512	600
wpn_orion_disruptor	4	512	600
wpn_imperial_lancer_turret	25	1024	600
wpn_imperial_lancer_cannon	25	1024	600
wpn_red_cap_ship_turret	26	1024	600
wpn_red_cap_ship_cannon	26	1024	600
