component	engine	weapon_0	weapon_1
s	s	s	s
wpn_incom_tt8		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_kdy_pounder_mk1		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_koensayr_deluxe_ion_accelerator		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_koensayr_ion_accelerator		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_koensayr_ion_accelerator_2		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_koensayr_ion_accelerator_3		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_koensayr_ion_accelerator_advanced		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_koensayr_light_disruptor		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_koensayr_tuned_light_disruptor		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_kse_double_blaster		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_kse_light_disruptor		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_launcher_concussion_mk1		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_launcher_concussion_mk2		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_launcher_concussion_mk3		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_launcher_imagerec_mk1		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_launcher_imagerec_mk2		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_launcher_proton_mk1		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_launcher_proton_mk2		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_launcher_proton_mk3		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_launcher_proton_mk4		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_launcher_seismic_mk1		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_launcher_seismic_mk2		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_launcher_seismic_mk3		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_launcher_spacebomb_mk1		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_launcher_spacebomb_mk2		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_light_blaster		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_light_blaster_green		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_light_disruptor		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_light_ioncannon		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_mandal_advanced_annihilator		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_mandal_annihilator_mk2		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_mandal_annilhator_mk1		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_mandal_elite_annihilator		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_mandal_enhanced_mangler_mk1		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_mandal_heavy_annihilator		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_mandal_mangler_mk1		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_mandal_qv3_disruptor		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_mandal_qv5_disruptor		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_mandal_super_mangler		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_medium_blaster		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_medium_blaster_green		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_medium_disruptor		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_medium_ioncannon		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_mining_laser_mk1		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_mining_laser_mk2		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_mining_laser_mk3		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_mission_reward_imperial_cygnus_starblaster		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_mission_reward_imperial_sds_boltdriver		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_mission_reward_neutral_borstel_disruptor		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_mission_reward_neutral_hk_military_blaster		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_mission_reward_neutral_mandal_light_blaster		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_mission_reward_rebel_incom_tricannon		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_mission_reward_rebel_taim_ion_driver		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_moncal_light_blaster		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_prototype		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_prototype_tie		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_rendili_advanced		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_rendili_fr13_disruptor		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_rendili_fr9_disruptor		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_rendili_sc3_disruptor		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_rendili_sc8_disruptor		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_rss_imperial_cannon		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_sds_elite		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_sds_heavy_imperial_spc_forces_cannon		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_sds_imperial_blaster_1		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_sds_imperial_blaster_2		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_sds_imperial_special_forces_cannon		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_sds_modified_elite		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_seinar_disruptor		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_seinar_ion_cannon		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_seinar_linked_cannon		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_seinar_ls1		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_seinar_ls72		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_sfs_elite		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_sfs_imperial_blaster_1		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_sfs_imperial_blaster_2		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_sfs_imperial_blaster_3		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_sfs_imperial_blaster_4		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_sfs_imperial_special_forces_blaster		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_sfs_improved_imperial_blaster_2		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_slayn_deluxe_light_ioncannon		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_slayn_ioncannon		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_slayn_light_ioncannon		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_subpro_advanced_cannon		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_subpro_improved_light_ioncannon		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_subpro_light_ioncannon		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_subpro_modified_tricannon		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_subpro_tricannon		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_subpro_tripleblaster		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_subpro_tripleblaster_mark2		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_subpro_tripleblaster_mark3		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_taim_elite		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_taim_heavy_laser		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_taim_ix4		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_taim_ix5		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_taim_kx5		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_taim_kx8		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_taim_kx9		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_tieadvanced_blaster		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_tractor_pulse_gun		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_trandoshan_fg1a		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_vengeance_ion_cannon		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_vulcan_cannon		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_z95_blaster		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_heavy_ionic_pulse_weapon		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_crafted_mining_laser_mk1		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_crafted_mining_laser_mk2		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_crafted_mining_laser_mk3		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_crafted_mining_laser_elite		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_prototype		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_ionic_pulse_weapon		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_reward_seinar_elite		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_kessel_imperial_rendili_prototype_x		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_kessel_imperial_sds_experimental_secret_ops		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_kessel_imperial_sfs_elite_ops		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_kessel_rebel_incom_dualcore_flashcannon		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_kessel_rebel_riiz_combine_slammer_cannon		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_kessel_rebel_unknown_rayslinger		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_reward_incom_elite		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_reward_seinar_elite		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_reward_slayn_elite		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_reward_subpro_elite		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_reward_taim_elite		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_nova_ioncannon		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
wpn_orion_disruptor		aggressor_weapon_s02:weapon1	aggressor_weapon_s01:turretyaw1
