wpn_heavy_disruptor			blacksun_heavy_weapon1_s01:weapon1	blacksun_heavy_weapon2_s01:weapon2	blacksun_heavy_weapon3_s01:weapon3
wpn_heavy_ioncannon			blacksun_heavy_weapon1_s06:weapon1	blacksun_heavy_weapon2_s06:weapon2	blacksun_heavy_weapon3_s06:weapon3
wpn_incom_blaster			blacksun_heavy_weapon1_s05:weapon1	blacksun_heavy_weapon2_s05:weapon2	blacksun_heavy_weapon3_s05:weapon3
wpn_incom_disruptor			blacksun_heavy_weapon1_s01:weapon1	blacksun_heavy_weapon2_s01:weapon2	blacksun_heavy_weapon3_s01:weapon3
wpn_incom_quad_blaster			blacksun_heavy_weapon1_s05:weapon1	blacksun_heavy_weapon2_s05:weapon2	blacksun_heavy_weapon3_s05:weapon3
wpn_incom_shredder			blacksun_heavy_weapon1_s05:weapon1	blacksun_heavy_weapon2_s05:weapon2	blacksun_heavy_weapon3_s05:weapon3
wpn_medium_blaster			blacksun_heavy_weapon1_s05:weapon1	blacksun_heavy_weapon2_s05:weapon2	blacksun_heavy_weapon3_s05:weapon3
wpn_medium_disruptor			blacksun_heavy_weapon1_s01:weapon1	blacksun_heavy_weapon2_s01:weapon2	blacksun_heavy_weapon3_s01:weapon3
wpn_medium_ioncannon			blacksun_heavy_weapon1_s06:weapon1	blacksun_heavy_weapon2_s06:weapon2	blacksun_heavy_weapon3_s06:weapon3
wpn_seinar_disruptor			blacksun_heavy_weapon1_s01:weapon1	blacksun_heavy_weapon2_s01:weapon2	blacksun_heavy_weapon3_s01:weapon3
wpn_seinar_ion_cannon			blacksun_heavy_weapon1_s06:weapon1	blacksun_heavy_weapon2_s06:weapon2	blacksun_heavy_weapon3_s06:weapon3
wpn_seinar_linked_cannon			blacksun_heavy_weapon1_s06:weapon1	blacksun_heavy_weapon2_s06:weapon2	blacksun_heavy_weapon3_s06:weapon3
wpn_seinar_ls1			blacksun_heavy_weapon1_s03:weapon1	blacksun_heavy_weapon2_s03:weapon2	blacksun_heavy_weapon3_s03:weapon3
wpn_seinar_ls72			blacksun_heavy_weapon1_s05:weapon1	blacksun_heavy_weapon2_s05:weapon2	blacksun_heavy_weapon3_s05:weapon3
wpn_slayn_ioncannon			blacksun_heavy_weapon1_s06:weapon1	blacksun_heavy_weapon2_s06:weapon2	blacksun_heavy_weapon3_s06:weapon3
wpn_subpro_tripleblaster			blacksun_heavy_weapon1_s04:weapon1	blacksun_heavy_weapon2_s04:weapon2	blacksun_heavy_weapon3_s04:weapon3
wpn_subpro_tripleblaster_mark2			blacksun_heavy_weapon1_s04:weapon1	blacksun_heavy_weapon2_s04:weapon2	blacksun_heavy_weapon3_s04:weapon3
wpn_taim_heavy_laser			blacksun_heavy_weapon1_s05:weapon1	blacksun_heavy_weapon2_s05:weapon2	blacksun_heavy_weapon3_s05:weapon3
wpn_taim_ix4			blacksun_heavy_weapon1_s05:weapon1	blacksun_heavy_weapon2_s05:weapon2	blacksun_heavy_weapon3_s05:weapon3
wpn_taim_kx5			blacksun_heavy_weapon1_s05:weapon1	blacksun_heavy_weapon2_s05:weapon2	blacksun_heavy_weapon3_s05:weapon3
wpn_taim_kx9			blacksun_heavy_weapon1_s06:weapon1	blacksun_heavy_weapon2_s06:weapon2	blacksun_heavy_weapon3_s06:weapon3
wpn_xwing_missile_s01						blacksun_heavy_missile_pod_s01:missilepod1
wpn_z95_basic			blacksun_heavy_weapon1_s01:weapon1	blacksun_heavy_weapon2_s01:weapon2	blacksun_heavy_weapon3_s01:weapon3	
wpn_z95_blaster			blacksun_heavy_weapon1_s01:weapon1	blacksun_heavy_weapon2_s01:weapon2	blacksun_heavy_weapon3_s01:weapon3	
