loc_x	loc_y	loc_z	yaw
412.3448	6	-2973.3308	123
450.5097	6	-3008.226	-138
321.88538	6	-2778.474	24
474.59848	6	-2960.1995	336
540.40924	6	-3023.0903	-3
343.62354	6	-3044.6934	-228
140.08788	6	-3086.1072	110
121.41959	5.761527	-3102.0647	-171
456.87973	6	-3124.3477	-154
649.2723	6	-3166.4502	38
412.8889	6	-3060.729	-297
154.8728	6	-3002.2988	266
646.0701	6	-2925.0134	280
489.32358	6	-3088.1953	258
322.104	6	-2798.366	-272
272.01654	6	-3009.4905	-75
167.82	6	-2880.0754	-322
392.02603	6	-3058.5532	308
241.92885	6	-3002.4785	338
283.70563	6	-3137.549	184
609.8846	6	-2848.9739	-149
442.55804	6	-3060.5933	-279
297.59583	6	-3150.1536	322
545.08813	6	-3063.8547	-138
559.9421	6	-3023.236	282
464.0603	6	-2969.7375	-232
242.80307	6	-3108.4302	-79
713.4104	6	-2972.086	-220
311.52142	6	-2849.3975	332
407.03412	6	-2893.577	187
281.20377	6	-2746.0005	-305
724.2534	6	-2878.0618	331
155.92632	6	-3042.8916	289
471.79498	6	-2833.9397	165
429.50952	6	-3209.9756	-7
258.47043	6	-2831.5774	16
260.43323	6	-3072.747	-5
575.23267	6	-3117.1636	-104
606.28723	6	-3025.058	-221
590.5144	6	-2849.682	-261
672.07434	6	-3111.3743	172
657.3729	6	-3106.9695	359
342.10165	6	-2911.861	-209
507.82034	6	-2875.917	331
287.16754	6	-2813.8308	222
647.9232	6	-2902.6562	-173
293.01578	6	-3010.9507	-70
324.00793	6	-3112.1172	142
609.4351	6	-3002.4026	-145
156.13695	6	-2935.2253	-283
439.60373	6	-3081.6875	-337
183.2588	6	-3105.9343	170
640.758	6	-2956.7112	-351
150.39261	6	-3108.9683	-101
523.6794	6	-2936.6567	-264
430.78873	6	-3246.38	-108
278.30545	6	-3083.353	329
439.23172	6	-2775.8484	-88
252.68285	6	-2853.7861	-20
724.12897	6	-2984.3018	-63
383.96957	6	-3138.1995	-203
494.38968	6	-2861.4988	-148
442.2961	6	-2895.9011	143
507.69803	6	-3007.2268	214
332.62888	6	-2925.6294	202
639.3046	6	-3201.9727	-51
706.9653	6	-3218.2312	-128
122.56097	6	-3010.2861	22
296.73724	6	-3077.665	213
329.46378	6	-2860.1733	-294
201.35515	6	-3058.04	-295
303.40912	6	-2976.685	-28
458.11465	6	-2823.6697	130
639.593	6	-3191.8262	268
168.13705	6	-2957.2468	276
165.43933	6	-2901.4094	-308
585.03986	6	-3007.6638	284
288.06195	6	-2759.3337	-278
211.34502	6	-3109.0369	-352
345.965	6	-2970.2148	-212
423.11578	6	-3120.6748	249
323.3047	6	-3030.5613	-71
724.0677	6	-3209.0227	-91
551.1642	6	-3191.2798	-51
149.91159	6	-2875.109	109
258.74658	6	-2818.4956	-271
679.8515	6	-3078.1567	357
558.35345	6	-2935.7483	341
121.40221	6	-3042.2014	174
421.80542	6	-2960.0015	-34
386.9667	6	-2949.1763	135
219.72939	6	-3069.9985	139
203.05319	6	-2983.058	-203
133.66101	6	-2992.7378	85
593.7636	6	-2921.296	217
661.7311	6	-3127.4983	-154
230.2553	6	-2815.7979	-179
713.97363	6	-2997.6094	-110
203.06786	6	-2880.1357	27
289.7556	6	-2852.4092	85
607.1473	6	-2906.7788	-93
343.40637	6	-3063.8433	-307
412.15515	6	-2992.65	18
365.3263	6	-3032.0835	-269
323.97998	6	-2955.8706	82
504.15002	6	-3188.2693	-229
520.02136	6	-2867.2732	-323
652.938	6	-3073.3735	39
586.24976	6	-3132.7634	-337
607.99603	6	-2873.5708	-193
271.5996	6	-3108.177	-177
154.12183	6	-2987.0042	118
685.8287	6	-2931.7092	317
537.3478	6	-2834.159	225
149.58377	6	-2838.743	308
368.706	6	-2808.7827	297
700.23987	6	-2890.49	118
688.82745	6	-3042.9727	290
337.37677	6	-2755.8474	208
440.21622	6	-2815.056	-243
406.07922	6	-2796.1345	-95
290.73566	6	-3122.7935	-222
187.26266	6	-3050.521	25
205.7303	6	-2813.935	15
609.0874	6	-2978.7383	106
439.95898	6	-2795.669	-85
390.43823	6	-2807.6357	355
385.13232	6	-2978.6626	-210
333.4188	6	-3144.8352	-255
171.64606	6	-2818.831	181
359.86432	6	-3171.6853	-72
421.4328	6	-2753.5464	-343
287.29724	6	-3048.8828	-106
412.38968	6	-3018.0598	-156
504.11133	6	-3131.86	-11
518.9004	6	-2916.6238	-210
458.166	6	-2992.8064	229
364.3502	6	-3138.454	260
633.5456	6	-3169.8694	-253
397.28882	6	-3124.9766	-1
650.8344	6	-3218.2961	-353
514.9397	6	-3036.6318	56
724.52313	6	-3015.3125	112
334.33472	6	-3103.2617	201
223.90166	6	-2834.8506	294
242.68994	6	-2855.0652	-36
