loc_x	loc_y	loc_z	yaw
134.4825	6	-2991.467	-104
458.08362	6	-3074.474	105
559.0538	6	-3022.312	231
685.6073	6	-2937.986	274
442.23636	6	-2840.2075	-30
230.31256	6	-3021.5547	-74
348.9653	6	-2808.2341	269
234.93471	6	-3081.5237	-132
201.75655	6	-3023.0671	-226
458.56018	6	-2839.4448	-131
677.4497	6	-2856.0024	-88
211.80756	6	-2792.517	145
407.71457	6	-2868.2793	286
391.18887	6	-2774.8271	-51
464.5156	6	-2994.1575	59
624.48236	6	-3011.9382	-217
501.57257	6	-3084.2285	328
457.34744	6	-2745.2893	287
291.13382	6	-2854.0645	-348
681.3047	6	-3074.9602	-341
147.90816	6	-2874.902	135
337.77032	6	-3048.6414	-6
137.24097	6	-2947.4497	289
411.42276	6	-3175.2986	102
681.9461	6	-2843.4172	-339
714.32605	6	-2848.9265	-331
151.4451	6	-2839.3142	174
553.3233	6	-2865.11	51
134.88133	6	-3010.1113	-155
197.93709	6	-2815.0256	221
178.23479	6	-2818.656	-128
488.9899	6	-2839.928	236
685.052	6	-2923.2593	-275
464.12527	6	-3036.7075	-237
322.83566	6	-3127.924	-296
660.98956	6	-2895.0186	284
134.2125	6	-2932.718	214
668.5389	6	-3090.6416	195
663.5471	6	-3126.4243	347
568.5503	6	-2930.626	-70
190.22392	6	-2807.4756	256
168.76274	6	-2954.681	75
199.02216	6	-2827.6597	-265
150.97371	6	-2824.4536	-342
706.22723	6	-3112.7822	-328
258.31174	6	-2817.7046	265
402.69876	6	-3143.8894	260
486.1551	6	-3071.0642	108
468.25754	6	-2834.2698	-149
211.5724	6	-3102.8738	338
137.14554	6	-2888.2178	-156
429.3577	6	-3179.697	242
624.6008	6	-2985.5457	-23
395.30948	6	-3036.3096	310
709.14844	6	-3128.0852	315
442.67377	6	-2831.3281	127
316.96173	6	-2754.7568	-140
455.20715	6	-3122.541	-284
642.6331	6	-3173.4714	-85
627.7021	6	-2921.749	-68
163.56676	6	-3045.7666	80
569.8702	6	-2950.513	185
566.39825	6	-3051.1982	191
132.78127	6	-2853.1223	81
533.4475	6	-2865.146	204
148.55083	6	-3088.8848	95
555.8971	6	-3057.4185	52
391.3746	6	-2926.0798	-285
568.0974	6	-2875.4163	-287
320.25833	6	-2795.5925	356
163.90767	6	-2899.1223	171
334.37784	6	-3086.1262	-177
628.3439	6	-3107.5742	169
142.7588	6	-2966.0398	-125
185.62943	6	-3068.9282	-209
459.2783	6	-2804.4976	109
608.7868	6	-3027.2742	-92
444.15497	6	-3130.164	-186
350.7345	6	-3076.3738	-263
433.78357	6	-3150.986	330
246.69278	6	-3071.679	31
194.51472	6	-2874.0723	-168
