object/path_waypoint/path_waypoint.iff		0	0	80	0						shuttlePathingMidPoint	shuttle_mid_waypoint
object/path_waypoint/path_waypoint.iff		0	0	260	0						shuttlePathingFirstPoint	shuttle_first_waypoint
object/path_waypoint/path_waypoint.iff		-4	0	42	0						spawnDark1	darktrooper_spawn_right
object/path_waypoint/path_waypoint.iff		4	0	42	0						spawnDark2	darktrooper_spawn_left
object/path_waypoint/path_waypoint.iff		0	0	40	0						spawnVader	vader_spawn
object/path_waypoint/path_waypoint.iff		0	0	42	0						shuttleLanding	shuttle_land_waypoint
object/path_waypoint/path_waypoint.iff		-4	0	7	0						pathDark1	darktrooper_path_right
object/path_waypoint/path_waypoint.iff		4	0	7	0						pathDark2	darktrooper_path_left
object/path_waypoint/path_waypoint.iff		0	0	9	0						pathVader	vader_path
imperial_emperorsday_atst		5	0	-5	0	npc_imperial						atst_left_behind
imperial_emperorsday_atst		-5	0	-5	0	npc_imperial						atst_right_behind
imperial_emperorsday_atst		20	0	30	-90	npc_imperial						atst_left_at_shuttle
imperial_emperorsday_atst		-20	0	30	90	npc_imperial						atst_right_at_shuttle
imperial_emperorsday_atst		20	0	20	-90	npc_imperial						atst_left_close
imperial_emperorsday_atst		-20	0	20	90	npc_imperial						atst_right_close
