intComponent	strSlot	strTurretType	fltMinDamage	fltMaxDamage	fltRefire	fltDrain	fltShieldEfficiency	fltArmorEfficiency	fltArmorHitpoints	fltComponentHitpoints
wpn_star_destroyer_turret_med	weapon_43	hp_star_destroyer_mini_turret_base_28	100	300	0.531	0	1	1	50000	50000
wpn_star_destroyer_turret_med	weapon_44	hp_star_destroyer_mini_turret_base_29	100	300	0.531	0	1	1	50000	50000
wpn_star_destroyer_turret_med	weapon_45	hp_star_destroyer_mini_turret_base_30	100	300	0.531	0	1	1	50000	50000
wpn_star_destroyer_turret_med	weapon_46	hp_star_destroyer_mini_turret_base_31	100	300	0.531	0	1	1	50000	50000
	weapon_47		100	300	0.531	0	1	1	50000	50000
wpn_star_destroyer_turret_med	weapon_48	hp_star_destroyer_mini_turret_base_33	100	300	0.531	0	1	1	50000	50000
wpn_star_destroyer_turret_med	weapon_49	hp_star_destroyer_mini_turret_base_34	100	300	0.531	0	1	1	50000	50000
wpn_star_destroyer_turret_med	weapon_50	hp_star_destroyer_mini_turret_base_35	100	300	0.531	0	1	1	50000	50000
wpn_star_destroyer_turret_med	weapon_51	hp_star_destroyer_mini_turret_base_36	100	300	0.531	0	1	1	50000	50000
wpn_star_destroyer_turret_med	weapon_52	hp_star_destroyer_mini_turret_base_37	100	300	0.531	0	1	1	50000	50000
wpn_star_destroyer_turret_med	weapon_53	hp_star_destroyer_mini_turret_base_38	100	300	0.531	0	1	1	50000	50000
wpn_star_destroyer_turret_med	weapon_54	hp_star_destroyer_mini_turret_base_39	100	300	0.531	0	1	1	50000	50000
	weapon_55		100	300	0.531	0	1	1	50000	50000
wpn_star_destroyer_turret_med	weapon_56	hp_star_destroyer_mini_turret_base_41	100	300	0.531	0	1	1	50000	50000
wpn_star_destroyer_turret_med	weapon_57	hp_star_destroyer_mini_turret_base_42	100	300	0.531	0	1	1	50000	50000
wpn_star_destroyer_turret_med	weapon_58	hp_star_destroyer_mini_turret_base_43	100	300	0.531	0	1	1	50000	50000
wpn_star_destroyer_turret_med	weapon_59	hp_star_destroyer_mini_turret_base_44	100	300	0.531	0	1	1	50000	50000
	weapon_60		100	300	0.531	0	1	1	50000	50000
	weapon_61		100	300	0.531	0	1	1	50000	50000
	weapon_62		100	300	0.531	0	1	1	50000	50000
	weapon_63		100	300	0.531	0	1	1	50000	50000
	weapon_64		100	300	0.531	0	1	1	50000	50000
	weapon_65		100	300	0.531	0	1	1	50000	50000
	weapon_66		100	300	0.531	0	1	1	50000	50000
	weapon_67		100	300	0.531	0	1	1	50000	50000
	weapon_68		100	300	0.531	0	1	1	50000	50000
	weapon_69		100	300	0.531	0	1	1	50000	50000
	weapon_70		100	300	0.531	0	1	1	50000	50000
wpn_star_destroyer_turret_med	weapon_71	hp_star_destroyer_mini_turret_base_56	100	300	0.531	0	1	1	50000	50000
wpn_star_destroyer_turret_med	weapon_72	hp_star_destroyer_mini_turret_base_57	100	300	0.531	0	1	1	50000	50000
	weapon_73		100	300	0.531	0	1	1	50000	50000
wpn_star_destroyer_turret_med	weapon_74	hp_star_destroyer_mini_turret_base_59	100	300	0.531	0	1	1	50000	50000
wpn_star_destroyer_turret_med	weapon_75	hp_star_destroyer_mini_turret_base_60	100	300	0.531	0	1	1	50000	50000
wpn_star_destroyer_turret_med	weapon_76	hp_star_destroyer_mini_turret_base_61	100	300	0.531	0	1	1	50000	50000
wpn_star_destroyer_turret_med	weapon_77	hp_star_destroyer_mini_turret_base_62	100	300	0.531	0	1	1	50000	50000
wpn_star_destroyer_turret_med	weapon_78	hp_star_destroyer_mini_turret_base_63	100	300	0.531	0	1	1	50000	50000
	weapon_79		100	300	0.531	0	1	1	50000	50000
	weapon_80		100	300	0.531	0	1	1	50000	50000
	weapon_81		100	300	0.531	0	1	1	50000	50000
	weapon_82		100	300	0.531	0	1	1	50000	50000
	weapon_83		100	300	0.531	0	1	1	50000	50000
	weapon_84		100	300	0.531	0	1	1	50000	50000
	weapon_85		100	300	0.531	0	1	1	50000	50000
	weapon_86		100	300	0.531	0	1	1	50000	50000
	weapon_87		100	300	0.531	0	1	1	50000	50000
	weapon_88		100	300	0.531	0	1	1	50000	50000
	weapon_89		100	300	0.531	0	1	1	50000	50000
wpn_star_destroyer_turret_med	weapon_90	hp_star_destroyer_mini_turret_base_75	100	300	0.531	0	1	1	50000	50000
wpn_star_destroyer_turret_med	weapon_91	hp_star_destroyer_mini_turret_base_76	100	300	0.531	0	1	1	50000	50000
wpn_star_destroyer_turret_med	weapon_92	hp_star_destroyer_mini_turret_base_77	100	300	0.531	0	1	1	50000	50000
wpn_star_destroyer_turret_med	weapon_93	hp_star_destroyer_mini_turret_base_78	100	300	0.531	0	1	1	50000	50000
wpn_star_destroyer_turret_med	weapon_94	hp_star_destroyer_mini_turret_base_79	100	300	0.531	0	1	1	50000	50000
	weapon_95		100	300	0.531	0	1	1	50000	50000
wpn_star_destroyer_turret_med	weapon_96	hp_star_destroyer_mini_turret_base_81	100	300	0.531	0	1	1	50000	50000
wpn_star_destroyer_turret_med	weapon_97	hp_star_destroyer_mini_turret_base_82	100	300	0.531	0	1	1	50000	50000
wpn_star_destroyer_turret_med	weapon_98	hp_star_destroyer_mini_turret_base_83	100	300	0.531	0	1	1	50000	50000
wpn_star_destroyer_turret_med	weapon_99	hp_star_destroyer_mini_turret_base_84	100	300	0.531	0	1	1	50000	50000
