pathPoint:top2				6.336	10.5085	10.2512				
pathPoint:top3				-9.63	10.34915	5.26				
delayAction:flesh_hunter:20		do_rescue_event							
heroic_tusken_flesh_hunter	flesh_hunter	flesh_hunter		15.17	0	13.57			string:patrol_path=attack1
heroic_tusken_flesh_hunter	flesh_hunter	flesh_hunter		16.48	0	16.1			string:patrol_path=attack1
heroic_tusken_flesh_hunter	flesh_hunter	flesh_hunter		27.07	0	22.58			string:patrol_path=attack2
heroic_tusken_flesh_hunter	flesh_hunter	flesh_hunter		31.83	0	24.1			string:patrol_path=attack2
heroic_tusken_flesh_hunter	flesh_hunter	flesh_hunter		43.65	0	30.76			string:patrol_path=attack3
heroic_tusken_flesh_hunter	flesh_hunter	flesh_hunter		48.17	0	32.31			string:patrol_path=attack3
heroic_tusken_flesh_hunter	flesh_hunter	flesh_hunter		59.28	0	36.38			string:patrol_path=attack4
heroic_tusken_flesh_hunter	flesh_hunter	flesh_hunter		64.48	0	38.99			string:patrol_path=attack4
deleteSpawn:expert:none		remove_citizen							
deleteSpawn:citizen:none		remove_citizen							
"signalMaster;triggerFired;string:triggerType=triggerId,string:triggerName=cit_dead"		citizen_died							
