2215401	5202.674805	5	1516.823242	corellia	0	129	3	corsec_rogue			0
2215402	5180.040039	5	1554.029663	corellia	0	99	2	corsec_deserter			0
2215403	5224.391602	5	1589.30249	corellia	0	119	2	corsec_renegade			0
2215404	8.603824615	0.184066996	4.28538084	corellia	1855738	109	2	corsec_deserter			0
2215405	0.157243997	0.184066996	-1.349746943	corellia	1855738	129	2	corsec_traitor			0
2215406	-8.588871002	0.184066996	-4.97004509	corellia	1855738	119	2	corsec_renegade			0
2215407	-7.681789875	0.184066996	4.891020775	corellia	1855742	119	3	corsec_rogue			0
2215408	8.88297081	0.184066996	-4.825861454	corellia	1855742	119	3	corsec_deserter			0
2215409	-3.19257021	0.184066996	-6.139224529	corellia	1855746	139	5	corsec_deserter			0
2215410	3.992700577	0.184066996	6.178496838	corellia	1855746	119	3	corsec_renegade			0
2716067	4642.895508	25	-5811.650391	corellia	0	1200	1	imperial_pilot			0
2716068	4627.212891	25	-5796.452637	corellia	0	1200	1	imperial_lieutenant_colonel			0
2716069	4625.937988	25	-5770.787598	corellia	0	1200	1	imperial_major			0
2716070	4636.850098	25	-5778.142578	corellia	0	1200	2	imperial_first_lieutenant			0
2716071	4643.436523	25	-5756.349121	corellia	0	1200	1	imperial_pilot			0
2716072	4680.51123	25	-5750.789551	corellia	0	1200	5	dark_trooper			0
2716073	4692.94873	25	-5762.532715	corellia	0	1200	5	stormtrooper			0
2716074	4682.243652	25	-5762.140625	corellia	0	1200	1	stormtrooper_squad_leader			0
2716075	4696.011719	25	-5805.194336	corellia	0	1200	5	dark_trooper			0
2716076	4680.936523	25	-5820.614258	corellia	0	1200	5	stormtrooper			0
2716077	4683.264648	25	-5811.923828	corellia	0	1200	1	stormtrooper_squad_leader			0
2716078	4705.125977	25	-5773.64502	corellia	0	1200	1	imperial_pilot			0
3415494	-3155.55127	31	2793.548096	corellia	0	100	2	stormtrooper			0
3415495	-3404.643066	86	3017.192627	corellia	0	110	2	stormtrooper			0
3415496	-3411.179443	86	3141.63623	corellia	0	100	2	stormtrooper			0
3415497	-3341.616699	86	3247.7771	corellia	0	100	2	stormtrooper			0
4275377	182.1013031	-65.7252655	-102.4148407	corellia	4275373	900	4	drall_patriot_legionnare			0
4275378	161.8816376	-66.8900528	-97.22399902	corellia	4275373	900	2	drall_patriot_legionnare			0
4275379	148.7862854	-67.15763092	-120.1684418	corellia	4275372	900	3	drall_patriot_legionnare			0
4275380	134.5074005	-66.79486847	-93.84288788	corellia	4275372	1500	1	drall_patriot_conqueror			0
4275381	140.9901581	-67.09442139	-94.67472076	corellia	4275372	900	2	drall_patriot_legionnare			0
4275382	113.109108	-66.81480408	-96.15628815	corellia	4275372	1500	1	drall_patriot_conqueror			0
4275383	114.2306976	-66.68844604	-99.75939941	corellia	4275372	900	2	drall_patriot_legionnare			0
4275384	118.9582138	-65.7299118	-124.3460693	corellia	4275372	900	4	drall_patriot_legionnare			0
4275385	91.11673737	-66.61696625	-118.2975769	corellia	4275369	900	2	drall_patriot_legionnare			0
4275386	63.10302353	-66.35295105	-137.4788818	corellia	4275370	900	4	drall_patriot_legionnare			0
4275387	52.35602951	-75.36284637	-101.4211731	corellia	4275370	900	3	drall_patriot_legionnare			0
4275388	76.3976593	-76.83591461	-88.23523712	corellia	4275368	1500	1	drall_patriot_conqueror			0
4275389	62.82582474	-75.79237366	-71.15663147	corellia	4275368	900	2	drall_patriot_legionnare			0
4275390	94.64549255	-75.66093445	-68.44580078	corellia	4275368	900	2	drall_patriot_legionnare			0
4275391	78.8376236	-74.50799561	-54.27165985	corellia	4275368	900	2	drall_patriot_legionnare			0
4275392	53.44794083	-68.13524628	-41.25853729	corellia	4275366	900	1	drall_patriot_legionnare			0
4275393	65.90479279	-68.75151825	-36.06091309	corellia	4275367	700	3	drall_patriot_footsoldier			0
4275394	90.35414886	-61.78759384	-11.77475357	corellia	4275367	700	4	drall_patriot_footsoldier			0
4275395	50.11120224	-48.83942413	-27.74205017	corellia	4275366	700	3	drall_patriot_footsoldier			0
4275396	50.15850067	-48.54911423	-65.19534302	corellia	4275366	700	2	drall_patriot_footsoldier			0
4275397	47.63431549	-48.43854904	-61.92723083	corellia	4275366	500	2	drall_patriot			0
4275398	49.29872894	-51.84642792	-87.68206787	corellia	4275374	700	2	drall_patriot_footsoldier			0
4275399	70.94819641	-46.4657135	-105.9996338	corellia	4275369	700	2	drall_patriot_footsoldier			0
4275400	71.07003021	-46.82688522	-109.1499557	corellia	4275369	900	1	drall_patriot_legionnare			0
4275401	91.83992004	-46.73343277	-113.4523926	corellia	4275369	700	2	drall_patriot_footsoldier			0
4275402	94.07844543	-45.91736221	-107.110054	corellia	4275369	900	2	drall_patriot_legionnare			0
4275403	85.39575958	-46.56785583	-141.2527008	corellia	4275375	1500	1	drall_patriot_conqueror			0
4275404	93.82714081	-46.14217758	-141.9086304	corellia	4275375	900	3	drall_patriot_legionnare			0
4275405	21.61767578	-41.94026566	-62.63668823	corellia	4275366	500	4	drall_patriot			0
4275406	24.1212101	-35.48244095	-22.28969193	corellia	4275366	500	3	drall_patriot			0
4275407	11.75816154	-22.13794136	-6.040215969	corellia	4275365	500	2	drall_patriot			0
4275408	-16.19854736	-4.318724155	-7.04445982	corellia	4275365	500	3	drall_patriot			0
4275409	1041.118408	33.06996918	4213.028809	corellia	0	400	6	drall_patriot			0
4305429	-3411.638916	74	3343.99585	corellia	0	100	2	stormtrooper			0
4305430	-3622.019043	86	3140.266602	corellia	0	100	2	stormtrooper			0
4305431	-3764.508057	86	3190.664307	corellia	0	100	2	stormtrooper			0
6036016	1346.023193	31	-335.2854919	corellia	0	360	2	lord_nyax_fanatic			0
6036017	1378.385254	31	-320.844574	corellia	0	360	2	lord_nyax_fanatic			0
6036018	1356.705078	31	-319.3661804	corellia	0	360	1	lord_nyax_zealot			0
6036021	3.756669044	0.25	-0.659711003	corellia	6035996	360	1	lord_nyax_minion			0
6036022	-3.744965076	0.25	-4.159133911	corellia	6035997	360	2	lord_nyax_disciple			0
6036024	2.56366396	-6.75	-0.645339012	corellia	6035999	960	2	lord_nyax_zealot			0
6036025	5.440080166	-6.759459972	-8.694626808	corellia	6035999	360	2	lord_nyax_fanatic			0
6036027	-1.54163599	-13.74999046	-11.79533195	corellia	6036001	960	2	lord_nyax_zealot			0
6036028	-1.185261011	-13.7499218	4.704513073	corellia	6036001	360	2	lord_nyax_disciple			0
6036029	6.158247948	-13.75841522	11.79889107	corellia	6036002	960	2	lord_nyax_zealot			0
6036030	-4.68475008	-13.75841522	12.10363674	corellia	6036002	960	1	lord_nyax_fiend			0
6036031	15.80609417	-13.75841522	1.397524953	corellia	6036003	3600	2	lord_nyax_fiend			0
6036032	15.23939991	-13.75841522	14.04888535	corellia	6036003	3600	2	lord_nyax_fiend			0
6036033	15.45926666	-13.75840759	-13.73330593	corellia	6036004	9600	1	lord_nyax_visionary			0
6036034	15.5607338	-13.75837708	-7.078505993	corellia	6036004	3600	2	lord_nyax_fiend			0
6036052	9.254110336	-23.14756966	-25.05964279	corellia	6035621	300	1	afarathu_cult_follower			0
6036053	-10.37981415	-30.6509819	-25.90752411	corellia	6035621	300	1	afarathu_cult_follower			0
6036054	5.313679218	-40.5974884	-70.2681427	corellia	6035622	420	3	afarathu_cult_follower			0
6036055	43.18196106	-46.61592102	-53.11742401	corellia	6035623	420	1	afarathu_cult_savage			0
6036056	-5.901921272	-44.8287735	-140.6128998	corellia	6035624	480	2	afarathu_cult_savage			0
6036057	55.17596436	-48.1503334	-127.9051743	corellia	6035624	420	1	afarathu_cult_savage			0
6036058	43.51317596	-56.61895752	-166.9068604	corellia	6035624	420	1	afarathu_cult_savage			0
6036059	-6.640127182	-64.05342102	-231.7680359	corellia	6035626	600	1	afarathu_cult_brute			0
6036060	-19.6671505	-62.5076828	-260.0289307	corellia	6035626	600	1	afarathu_cult_brute			0
6036061	-58.13253784	-70.44744873	-176.9069214	corellia	6035627	420	1	afarathu_cult_savage			0
6036062	-99.10118103	-71.90509033	-172.9156036	corellia	6035627	600	2	afarathu_cult_brute			0
6036063	-109.9932404	-69.57030487	-123.5244217	corellia	6035627	600	1	afarathu_cult_zealot			0
6036064	-71.39567566	-69.54175568	-91.94351196	corellia	6035628	720	1	afarathu_cult_brute			0
6036065	-71.46829224	-68.21963501	-103.1378021	corellia	6035628	720	1	afarathu_cult_zealot			0
6036066	-12.05098629	-68.61454773	-100.348381	corellia	6035628	720	3	afarathu_cult_brute			0
6036067	-26.04689217	-79.36546326	-145.8309631	corellia	6035629	720	3	afarathu_cult_brute	3		0
6036068	-76.72635651	-98.97145844	-153.624939	corellia	6035627	900	1	afarathu_cult_bodyguard			0
6036069	-99.81667328	-101.3317184	-132.4457703	corellia	6035627	900	1	afarathu_cult_bodyguard			0
6036070	-79.06959534	-100.336525	-131.2697906	corellia	6035627	900	1	afarathu_cult_bodyguard			0
6036071	-90.8176651	-100.9718246	-104.9531631	corellia	6035630	1800	1	afarathu_cult_leader			0
6036072	-94.00553894	-100.6144028	-103.258728	corellia	6035630	900	1	afarathu_cult_bodyguard			0
6036073	-2498.385254	19.54624748	2915.627686	corellia	0	300	2	afarathu_cult_follower			0
8455465	18.59870148	-11.5	-20.89541435	corellia	6036004	9600	1	lord_nyax			0
1173393	186.6	-66	-98.9	corellia	4275373	1750	1	drall_chieftain	1		0
5275512	-51.0661	28	-4663.32	corellia	0	9	1	commoner_rodian_male		conversation.c_kashyyyk_hunter	1
1211507	-293.73	28	-4661.56	corellia	outside	9	1	corellia_abagga_creel	0	conversation.corellia_coronet_abagga_creel	1
1211512	-66.07	28.97	-4682.81	corellia	coronet starport	9	1	corellia_jesseb_convorr	0	conversation.corellia_coronet_starport_master	1
1211538	-175.44	28	-4445.15	corellia	outside	9	1	corellia_finn_shallo	0	conversation.corellia_coronet_times_editor	1
1211544	-105.89	28.26	-4435.91	corellia	in coronet hospital	9	1	corellia_vani_korr	0	conversation.corellia_coronet_vani_korr	1
1211555	-508.99	-10.78	-5075.12	corellia	in ragtag bunker	319	1	corellia_ragtag_tomi_jinsin	0		1
1211556	-516.97	-10.78	-5065.64	corellia	in ragtag bunker	99	1	corellia_ragtag_sentry	0		1
1211557	-520.98	-10.78	-5067.99	corellia	in ragtag bunker	99	1	corellia_ragtag_sentry	0		1
1211558	-510.88	-3.78	-5062.78	corellia	in ragtag bunker	99	1	corellia_ragtag_sentry	0		1
1211559	-507.71	-3.8	-5072.67	corellia	in ragtag bunker	99	1	corellia_ragtag_blackjack	0		1
1211560	-517.92	-3.78	-5070.5	corellia	in ragtag bunker	99	1	corellia_ragtag_blackjack	0		1
1211561	-512.81	-3.21	-5055.64	corellia	in ragtag bunker	99	1	corellia_ragtag_sentry	0		1
1211562	-526.92	3.1	-5050.55	corellia	outside	89	1	corellia_ragtag_sentry	0		1
1211563	-531.83	2.29	-5055.64	corellia	outside	89	1	corellia_ragtag_sentry	0		1
1211572	-504.73	2.97	-5085.21	corellia	outside	89	2	corellia_ragtag_blackjack	1		0
1211573	-516.26	2.05	-5088.41	corellia	outside	89	2	corellia_ragtag_blackjack	1		0
1211574	-525.59	3.88	-5016.46	corellia	outside	89	2	corellia_ragtag_blackjack	1		0
1211575	-546.88	2.09	-5023.59	corellia	outside	89	2	corellia_ragtag_sentry	1		0
1211576	-544.77	0.38	-5069.1	corellia	outside	89	2	corellia_ragtag_blackjack	1		0
1211577	-477.8	25.9	-5038.52	corellia	outside	89	2	corellia_ragtag_blackjack	1		0
1211578	-497.28	8.15	-4984.27	corellia	outside	89	2	corellia_ragtag_blackjack	1		0
1211579	-556.32	3.49	-4972.29	corellia	outside	89	2	corellia_ragtag_blackjack	1		0
1211580	-453.43	11.81	-5000.86	corellia	outside	91	2	corellia_ragtag_blackjack	1		0
1211588	-145.27	34.25	-5016.46	corellia	outside	89	1	corellia_meatlump_lunk	0		1
1211589	-149.57	34.7	-5021.66	corellia	outside	89	1	corellia_meatlump_lunk	0		1
1211590	-165.92	33.93	-5005.46	corellia	outside	89	2	corellia_meatlump_dunder	1		0
1211591	-131.8	34.17	-5036.24	corellia	outside	89	2	corellia_meatlump_dunder	1		0
1211592	-157.28	35.89	-5048.47	corellia	outside	89	2	corellia_meatlump_dunder	1		0
1211593	-132.85	31.27	-4992.5	corellia	outside	89	2	corellia_meatlump_dunder	1		0
1211599	-77.08	29.24	-4983.4	corellia	outside	89	1	corellia_meatlump_lunk	0		1
1211600	-80.99	30.12	-4987.79	corellia	outside	89	1	corellia_meatlump_lunk	0		1
1211601	-71.39	28.33	-4962.77	corellia	outside	89	2	corellia_meatlump_dunder	1		0
1211602	-69.66	28.8	-5012.26	corellia	outside	89	2	corellia_meatlump_dunder	1		0
1211603	-100.79	32.05	-5014.69	corellia	outside	89	2	corellia_meatlump_dunder	1		0
1211604	-98.14	28.36	-4963.71	corellia	outside	89	2	corellia_meatlump_dunder	1		0
1211610	-75.39	28.95	-5069.7	corellia	outside	89	1	corellia_meatlump_lunk	0		1
1211611	-79.13	29.54	-5074.52	corellia	outside	89	1	corellia_meatlump_lunk	0		1
1211612	-36.61	23.86	5035.11	corellia	outside	89	2	corellia_meatlump_dunder	1		0
1211613	-59.87	23.51	-5100.3	corellia	outside	89	2	corellia_meatlump_dunder	1		0
1211614	-108.15	31.61	-5099.12	corellia	outside	98	2	corellia_meatlump_dunder	1		0
1211615	-113.36	32.16	-5054.38	corellia	outside	89	2	corellia_meatlump_dunder	1		0
4607182	-245.46	26.36	-4571.95	corellia	in capitol building	9	1	daclif_gallamby	0		1
4607185	-236.4	29.3	-4570.49	corellia	in capitol building	9	1	brantlee_spondoon	0		1
4607188	-216.92	29.3	-4560.04	corellia	in capitol building	9	1	corellia_gallura_handerin	0		1
4608169	5196.05	5.18	1614.1	corellia	rogue corsec base	349	1	corellia_corsec_rogue_hiram_bish	0		0
4608176	5218.61	-15.75	1587.04	corellia	rogue corsec base	349	1	corellia_corsec_rogue_mtara_vinram	0		0
9766882	-323.42	27.11	-4484.76	corellia	in Coronet cantina	9	1	corellia_jonset	0		1
