strTemplate	fltJX	fltJY	fltJZ	fltKX	fltKY	fltKZ	fltPX	fltPY	fltPZ	strObjVars	strScripts	strCellName	intNoCreate	strLocationList
s	f	f	f	f	f	f	f	f	f	p	s	s	i	s
object/tangible/quest/npe_rune.iff	0	1	0	-1	0	-5.16E-08	120.817	-33.9985	-312.82	$|	script.quest.task.ground.retrieve_item_on_item	largeendcave	0	
object/tangible/ground_spawning/patrol_spawner.iff	0	1	0	0	0	1	16.4155	-34	-349.895	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|1.000000|intDefaultBehavior|0|3|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|patrolArray|9|16.415535 -33.999985 -349.894867 tatooine 11385040:32.079739 -33.508537 -352.558289 tatooine 11385040:32.184471 -23.995398 -334.318817 tatooine 11385040:21.868158 -23.995396 -333.037811 tatooine 11385040:19.362354 -23.995396 -333.146912 tatooine 11385040:19.302809 -23.995396 -340.721283 tatooine 11385040:7.840529 -23.995396 -341.408966 tatooine 11385040:7.516712 -21.995396 -334.651978 tatooine 11385040:|patrolPathType|4|cycle|registerWithController|0|1|strName|4|npe_alarm_overlord|strPatrolPointNames|5|npe_alarm_overlord_11513251_1:npe_alarm_overlord_11513251_2:npe_alarm_overlord_11513251_3:npe_alarm_overlord_11513251_4:npe_alarm_overlord_11513251_5:npe_alarm_overlord_11513251_6:npe_alarm_overlord_11513251_7:|strSpawnerType|4|patrol|strSpawns|4|npe/npe_droid_4warning|$|	script.systems.spawning.spawner_patrol	grandcageroom	0	
object/tangible/ground_spawning/patrol_spawner.iff	0	1	0	0	0	1	25.4304	-34	-362.635	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|2.000000|intDefaultBehavior|0|3|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|patrolArray|9|25.430374 -33.999985 -362.634918 tatooine 11385040:12.348588 -33.999985 -362.148499 tatooine 11385040:|patrolPathType|4|oscillate|registerWithController|0|1|strName|4|npe_rescind_die_3|strPatrolPointNames|5|npe_rescind_die_3_11512080_1:|strSpawnerType|4|patrol|strSpawns|4|npe/npe_droid_rescind|$|	script.systems.spawning.spawner_patrol	grandcageroom	0	
object/tangible/ground_spawning/patrol_spawner.iff	0	1	0	0	0	1	10.8555	-34	-379.507	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|1.000000|intDefaultBehavior|0|3|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|patrolArray|9|10.855525 -33.999985 -379.506561 tatooine 11385040:23.934978 -33.999985 -379.114380 tatooine 11385040:|patrolPathType|4|oscillate|registerWithController|0|1|strName|4|npe_rescind_die_2|strPatrolPointNames|5|npe_rescind_die_2_11512026_1:|strSpawnerType|4|patrol|strSpawns|4|npe/npe_droid_rescind|$|	script.systems.spawning.spawner_patrol	grandcageroom	0	
object/tangible/ground_spawning/patrol_spawner.iff	0	1	0	0	0	1	35.9074	-33.9988	-403.666	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|1.000000|intDefaultBehavior|0|3|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|patrolArray|9|35.907394 -33.998814 -403.665771 tatooine 11385040:0.376640 -33.999985 -403.702881 tatooine 11385040:|patrolPathType|4|oscillate|registerWithController|0|1|strName|4|npe_rescind_die_1|strPatrolPointNames|5|npe_rescind_die_1_11511947_1:|strSpawnerType|4|patrol|strSpawns|4|npe/npe_droid_rescind|$|	script.systems.spawning.spawner_patrol	grandcageroom	0
object/tangible/ground_spawning/patrol_spawner.iff	0	1	0	0	0	1	23.3302	-34	-334.078	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|1.000000|intDefaultBehavior|0|3|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|patrolArray|9|23.330156 -33.999985 -334.078430 tatooine 11385040:23.896654 -33.999985 -400.204468 tatooine 11385040:33.615295 -33.999985 -399.884491 tatooine 11385040:|patrolPathType|4|oscillate|registerWithController|0|1|strName|4|npe_4warn_12|strPatrolPointNames|5|npe_4warn_12_11511899_1:npe_4warn_12_11511899_2:|strSpawnerType|4|patrol|strSpawns|4|npe/npe_droid_4warning|$|	script.systems.spawning.spawner_patrol	grandcageroom	0
object/tangible/ground_spawning/patrol_spawner.iff	0	1	0	0	0	1	6.80075	-34	-347.51	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|1.000000|intDefaultBehavior|0|3|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|patrolArray|9|6.800754 -33.999985 -347.510193 tatooine 11385040:13.643179 -33.999985 -348.076996 tatooine 11385040:13.547455 -33.999985 -397.918823 tatooine 11385040:-1.099998 -33.999985 -414.192291 tatooine 11385040:|patrolPathType|4|oscillate|registerWithController|0|1|strName|4|npe_4warn_11|strPatrolPointNames|5|npe_4warn_11_11511842_1:npe_4warn_11_11511842_2:npe_4warn_11_11511842_3:|strSpawnerType|4|patrol|strSpawns|4|npe/npe_droid_4warning|$|	script.systems.spawning.spawner_patrol	grandcageroom	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	0.305204	0	-0.952287	10.9136	-22.0145	-336.115	fltMaxSpawnTime|2|240.000000|fltMinSpawnTime|2|180.000000|fltRadius|2|1.000000|intDefaultBehavior|0|1|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_humanoid_boss|strSpawnerType|4|area|strSpawns|4|npe/npe_rakqua_overlord|$|	script.systems.spawning.spawner_area	grandcageroom	0
object/tangible/ground_spawning/patrol_spawner.iff	0	1	0	0	0	1	33.8982	-23.9954	-335.047	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|60.000000|fltRadius|2|2.000000|intDefaultBehavior|0|3|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|patrolArray|9|33.898201 -23.995399 -335.046997 tatooine 11385040:34.499802 -33.508900 -351.993011 tatooine 11385040:17.075399 -34.000000 -352.001007 tatooine 11385040:17.068300 -34.000000 -398.576996 tatooine 11385040:|patrolPathType|4|oscillate|registerWithController|0|1|strName|4|npe_guard_7|strPatrolPointNames|5|npe_guard_7_11457364_1:npe_guard_7_11457364_2:npe_guard_7_11457364_3:|strSpawnerType|4|patrol|strSpawns|4|npe/npe_rakqua_guard|$|	script.systems.spawning.spawner_patrol	grandcageroom	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	34.4998	-33.5089	-351.993	ignoreInBuildoutArray|0|1|pointName|4|npe_guard_7_11457364_1|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	grandcageroom	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	17.0754	-34	-352.001	ignoreInBuildoutArray|0|1|pointName|4|npe_guard_7_11457364_2|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	grandcageroom	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	17.0683	-34	-398.577	ignoreInBuildoutArray|0|1|pointName|4|npe_guard_7_11457364_3|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	grandcageroom	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	-0.848013	0	0.529976	12.0153	-34	-414.708	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|3.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_witch_5|strSpawnerType|4|area|strSpawns|4|npe/npe_rakqua_witch|$|	script.systems.spawning.spawner_area	grandcageroom	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	-0.814396	0	-0.58031	11.8527	-34	-405.959	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|3.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_rifleman_6|strSpawnerType|4|area|strSpawns|4|npe/npe_rakqua_rifleman|$|	script.systems.spawning.spawner_area	grandcageroom	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	-0.800828	0	-0.598894	5.65516	-34	-413.613	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|3.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_guard_11|strSpawnerType|4|area|strSpawns|4|npe/npe_rakqua_guard|$|	script.systems.spawning.spawner_area	grandcageroom	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	0.139613	0	0.990206	1.43668	-34	-394.895	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|3.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_rifle_12|strSpawnerType|4|area|strSpawns|4|npe/npe_rakqua_rifleman|$|	script.systems.spawning.spawner_area	grandcageroom	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	0.733592	0	-0.67959	9.13938	-34	-394.854	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|3.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_witch_12|strSpawnerType|4|area|strSpawns|4|npe/npe_rakqua_witch|$|	script.systems.spawning.spawner_area	grandcageroom	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	-0.479868	0	-0.877341	4.17718	-34	-398.492	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|3.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_guard_13|strSpawnerType|4|area|strSpawns|4|npe/npe_rakqua_guard|$|	script.systems.spawning.spawner_area	grandcageroom	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	13.6432	-34	-348.077	ignoreInBuildoutArray|0|1|pointName|4|npe_4warn_11_11511842_1|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	grandcageroom	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	13.5475	-34	-397.919	ignoreInBuildoutArray|0|1|pointName|4|npe_4warn_11_11511842_2|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	grandcageroom	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-1.1	-34	-414.192	ignoreInBuildoutArray|0|1|pointName|4|npe_4warn_11_11511842_3|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	grandcageroom	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	23.8967	-34	-400.204	ignoreInBuildoutArray|0|1|pointName|4|npe_4warn_12_11511899_1|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	grandcageroom	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	33.6153	-34	-399.884	ignoreInBuildoutArray|0|1|pointName|4|npe_4warn_12_11511899_2|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	grandcageroom	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	0.37664	-34	-403.703	ignoreInBuildoutArray|0|1|pointName|4|npe_rescind_die_1_11511947_1|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	grandcageroom	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	23.935	-34	-379.114	ignoreInBuildoutArray|0|1|pointName|4|npe_rescind_die_2_11512026_1|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	grandcageroom	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	12.3486	-34	-362.148	ignoreInBuildoutArray|0|1|pointName|4|npe_rescind_die_3_11512080_1|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	grandcageroom	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	0.593802	0	0.804612	35.418	-34	-394.209	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|2.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_guard_die_1|strSpawnerType|4|area|strSpawns|4|npe/npe_rakqua_guard|$|	script.systems.spawning.spawner_area	grandcageroom	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	0.994002	0	-0.109363	28.1601	-34	-393.669	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|2.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_witch_die_1|strSpawnerType|4|area|strSpawns|4|npe/npe_rakqua_witch|$|	script.systems.spawning.spawner_area	grandcageroom	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	0.355145	0	0.934811	31.4591	-34	-396.486	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|2.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_range_die_1|strSpawnerType|4|area|strSpawns|4|npe/npe_rakqua_rifleman|$|	script.systems.spawning.spawner_area	grandcageroom	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	-0.847536	0	-0.530738	8.24178	-34	-352.488	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|2.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_guard_die_4|strSpawnerType|4|area|strSpawns|4|npe/npe_rakqua_guard|$|	script.systems.spawning.spawner_area	grandcageroom	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	0.730493	0	0.68292	20.2638	-34	-346.344	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|3.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_range_die_2|strSpawnerType|4|area|strSpawns|4|npe/npe_rakqua_rifleman|$|	script.systems.spawning.spawner_area	grandcageroom	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	0.375955	0	0.926638	34.315	-34	-344.555	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|2.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_guard_die_5|strSpawnerType|4|area|strSpawns|4|npe/npe_rakqua_guard|$|	script.systems.spawning.spawner_area	grandcageroom	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	-0.0944502	0	0.99553	28.1359	-34	-335.547	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|2.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_witch_die_3|strSpawnerType|4|area|strSpawns|4|npe/npe_rakqua_witch|$|	script.systems.spawning.spawner_area	grandcageroom	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	0.992108	0	0.12539	29.6443	-34	-348.43	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|2.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_range_die_5|strSpawnerType|4|area|strSpawns|4|npe/npe_rakqua_rifleman|$|	script.systems.spawning.spawner_area	grandcageroom	0
object/tangible/ground_spawning/patrol_spawner.iff	0	1	0	0	0	1	16.4155	-34	-349.895	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|1.000000|intDefaultBehavior|0|3|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|patrolArray|9|16.415535 -33.999985 -349.894867 tatooine 11385040:32.079739 -33.508537 -352.558289 tatooine 11385040:32.184471 -23.995398 -334.318817 tatooine 11385040:21.868158 -23.995396 -333.037811 tatooine 11385040:19.362354 -23.995396 -333.146912 tatooine 11385040:19.302809 -23.995396 -340.721283 tatooine 11385040:7.840529 -23.995396 -341.408966 tatooine 11385040:7.516712 -21.995396 -334.651978 tatooine 11385040:|patrolPathType|4|cycle|registerWithController|0|1|strName|4|npe_alarm_overlord|strPatrolPointNames|5|npe_alarm_overlord_11513251_1:npe_alarm_overlord_11513251_2:npe_alarm_overlord_11513251_3:npe_alarm_overlord_11513251_4:npe_alarm_overlord_11513251_5:npe_alarm_overlord_11513251_6:npe_alarm_overlord_11513251_7:|strSpawnerType|4|patrol|strSpawns|4|npe/npe_droid_4warning|$|	script.systems.spawning.spawner_patrol	grandcageroom	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	32.0797	-33.5085	-352.558	ignoreInBuildoutArray|0|1|pointName|4|npe_alarm_overlord_11513251_1|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	grandcageroom	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	32.1845	-23.9954	-334.319	ignoreInBuildoutArray|0|1|pointName|4|npe_alarm_overlord_11513251_2|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	grandcageroom	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	21.8682	-23.9954	-333.038	ignoreInBuildoutArray|0|1|pointName|4|npe_alarm_overlord_11513251_3|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	grandcageroom	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	19.3624	-23.9954	-333.147	ignoreInBuildoutArray|0|1|pointName|4|npe_alarm_overlord_11513251_4|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	grandcageroom	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	19.3028	-23.9954	-340.721	ignoreInBuildoutArray|0|1|pointName|4|npe_alarm_overlord_11513251_5|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	grandcageroom	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	7.84053	-23.9954	-341.409	ignoreInBuildoutArray|0|1|pointName|4|npe_alarm_overlord_11513251_6|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	grandcageroom	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	7.51671	-21.9954	-334.652	ignoreInBuildoutArray|0|1|pointName|4|npe_alarm_overlord_11513251_7|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	grandcageroom	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	0.882362	0	-0.470572	16.4946	-22.0128	-338.693	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|2.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_guard_overlord|strSpawnerType|4|area|strSpawns|4|npe/npe_rakqua_guard|$|	script.systems.spawning.spawner_area	grandcageroom	0
object/tangible/quest/npe_rune.iff	0	1	0	0	0	1	35.2378	-33.9978	-415.007	$|	script.quest.task.ground.retrieve_item_on_item	grandcageroom	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	0.183188	0	-0.983078	-11.2998	-33.9954	-412.641	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|2.000000|intDefaultBehavior|0|0|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_super_7|strSpawnerType|4|area|strSpawns|4|npe/npe_droid_battle|$|	script.systems.spawning.spawner_area	transition10	0
object/tangible/ground_spawning/patrol_spawner.iff	0	1	0	0	0	1	-53.6011	-34.0232	-409.538	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|2.000000|intDefaultBehavior|0|3|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|patrolArray|9|-53.601101 -34.023201 -409.537994 tatooine 11385038:-71.633400 -33.620300 -406.212006 tatooine 11385038:-73.468903 -34.091702 -377.302002 tatooine 11385037:-81.228302 -33.999001 -368.580994 tatooine 11385037:-139.371994 -34.150299 -368.307007 tatooine 11385036:-138.679001 -33.862400 -336.500000 tatooine 11385035:-136.953003 -33.798901 -306.601990 tatooine 11385035:|patrolPathType|4|oscillate|registerWithController|0|1|strName|4|npe_blight_4|strPatrolPointNames|5|npe_blight_4_11456739_1:npe_blight_4_11456739_2:npe_blight_4_11456739_3:npe_blight_4_11456739_4:npe_blight_4_11456739_5:npe_blight_4_11456739_6:|strSpawnerType|4|patrol|strSpawns|4|npe/npe_blightbane|$|	script.systems.spawning.spawner_patrol	largecavehall3	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-71.6334	-33.6203	-406.212	ignoreInBuildoutArray|0|1|pointName|4|npe_blight_4_11456739_1|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	largecavehall3	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	-0.757758	0	0.652536	-54.5031	-34.0413	-403.467	fltMaxSpawnTime|2|160.000000|fltMinSpawnTime|2|80.000000|fltRadius|2|1.000000|intDefaultBehavior|0|1|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_gamma_assassin_3|strSpawnerType|4|area|strSpawns|4|npe/npe_gamma_hired_assassin|$|	script.systems.spawning.spawner_area	largecavehall3	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-73.4689	-34.0917	-377.302	ignoreInBuildoutArray|0|1|pointName|4|npe_blight_4_11456739_2|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	cavecages4	0
object/tangible/ground_spawning/patrol_waypoint.iff	0	1	0	0	0	1	-81.2283	-33.999	-368.581	ignoreInBuildoutArray|0|1|pointName|4|npe_blight_4_11456739_3|registerWithController|0|1|$|	script.systems.spawning.patrol_point_setup	cavecages4	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	0.803578	0	-0.595199	-64.7475	-33.9368	-369.035	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|2.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|2|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_creature_boss|strSpawnerType|4|area|strSpawns|4|npe/npe_malevolence|$|	script.systems.spawning.spawner_area	cavecages4	0
object/tangible/ground_spawning/area_spawner.iff	0	1	0	-0.999814	0	-0.0192871	-85.3711	-33.4265	-347.556	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|2.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_quietus_6|strSpawnerType|4|area|strSpawns|4|npe/npe_quietus|$|	script.systems.spawning.spawner_area	cavecages4	0
