geonosian_crazy	0	1	0		"geonosian_mad_bunker,geonosian_crazed_monster"		
aggro_corsec	0	1	0		"afarathu,followers_of_lord_nyax,monumenter,rogue_corsec,lost_aqualish"	corsec	
death_watch	0	1	0		death_watch_special		
death_watch_special	0	0	0				
sith_shadow	1	1	0		fs_villager	"Rebel,Imperial"	0
fs_villager	1	1	0		sith_shadow		0
sith_shadow_nonaggro	1	0	0		fs_villager	"Rebel,Imperial"	0
forest_outcast	1	1	0		forest_kerritamba		
forest_kerritamba	1	1	0		forest_outcast		
avatar_kashyyyk	0	1	0		avatar_blackscale		
avatar_blackscale	0	1	0		avatar_kashyyyk		
hsskor	0	1	1		kashyyyk_resistance		
kashyyyk_resistance	0	1	1		hsskor		
faction_sayormi	0	1	0			
yavin_scavenger	1	1	0		"Hutt, jabba"	
droid_army	0	1	0		mustafar_miners	
mustafar_miners	0	1	0		droid_army	
dark_jedi_kenobi	0	1	0			
underworld	1	0	0			
azure_cabal	1	0	0			
heroic_tusken	0	1	0		"espa,expa_guard"	
espa	0	0	0			espa_guard
espa_guard	0	1	0		heroic_tusken	espa
survivor	0	0	0			
afflicted	0	1	0		"survivor,survivor_guard"	
survivor_guard	0	0	0		afflicted	
sulfur_lake_pirate	0	1	0		nym	
